"rgn_id","year","popsum","sust_tonnes_sum","mar_pop"
5,2003,,844.895766714333,
5,2004,,862.1202376045,
5,2005,206187,876.854761406,0.00425271603644265
5,2006,209926,860.191467765,0.00409759376049179
5,2007,213665,801.676388433,0.00375202484465401
5,2008,217404,692.91448373425,0.00318722049150085
5,2009,221144,653.64702343575,0.00295575291862203
5,2010,224883,608.1797615545,0.00270442746474611
5,2011,228458,564.985713959333,0.00247303974454531
5,2012,232033,608.105555199,0.00262077185227532
6,2003,,,
6,2004,,,
6,2005,230424,,
6,2006,236354,,
6,2007,242283,,
6,2008,248213,12.898856209,5.19668841237163e-05
6,2009,254142,9.164052288,3.60587871662299e-05
6,2010,260072,6.99084967466667,2.68804395500733e-05
6,2011,266328,6.99084967466667,2.62490225386241e-05
6,2012,272584,5.804901962,2.12958279356088e-05
7,2003,,0,
7,2004,,0,
7,2005,495294,0.09166666675,1.8507526186467e-07
7,2006,511611,0.1833333335,3.58345175338294e-07
7,2007,527929,0.1833333335,3.47268919684276e-07
7,2008,544247,0.1833333335,3.36856856353825e-07
7,2009,560565,0.09166666675,1.63525490799461e-07
7,2010,576883,0,0
7,2011,594743,0,0
7,2012,612603,0,0
8,2003,,4.464705883,
8,2004,,4.39705882416667,
8,2005,36690.1,6.2995798325,0.000171696992717382
8,2006,37409.4,7.555042016,0.000201955712093752
8,2007,38128.7,6.5403361335,0.000171533153071046
8,2008,38847.9,5.525630251,0.000142237553407005
8,2009,39567.2,2.270168066,5.73749991407024e-05
8,2010,40286.5,0,0
8,2011,41007.6,0,0
8,2012,41728.6,0,0
10,2003,,0,
10,2004,,0,
10,2005,10459,0,0
10,2006,10696.7,0,0
10,2007,10934.3,0,0
10,2008,11172,0,0
10,2009,11409.7,0,0
10,2010,11647.3,0.1035714285,8.89231225262507e-06
10,2011,11888.7,0.138095238,1.16156718564687e-05
10,2012,12130,0.207142857,1.70769049464139e-05
13,2003,,,
13,2004,,,
13,2005,340088,22.563585424,6.63463145538802e-05
13,2006,349716,23.687114836,6.77324309897174e-05
13,2007,359345,24.810644248,6.90440781087813e-05
13,2008,368973,23.3565125955,6.33014139124001e-05
13,2009,378601,23.6315826245,6.24181727583921e-05
13,2010,388230,23.4385153985,6.03727568670633e-05
13,2011,397959,22.3569561086667,5.61790438428749e-05
13,2012,407689,24.038375344,5.89625311058184e-05
14,2003,,,
14,2004,,,
14,2005,20204600,,
14,2006,20341800,,
14,2007,20478900,,
14,2008,20616100,,
14,2009,20753200,,
14,2010,20890400,68751.9465406695,0.00329107851169291
14,2011,21025000,65567.535010214,0.00311855101118735
14,2012,21159500,53418.978522892,0.00252458604990156
15,2003,,,
15,2004,,,
15,2005,80009200,,
15,2006,81353400,148797.635950534,0.00182902787038444
15,2007,82697600,154523.426916071,0.00186853580897234
15,2008,84041800,159675.378301157,0.00189995190846884
15,2009,85386000,163214.045211395,0.00191148484776656
15,2010,86730200,168186.512948526,0.00193919203401498
15,2011,87915500,171622.900408771,0.00195213472492076
15,2012,89100900,176103.631621778,0.00197645177121418
16,2003,,,
16,2004,,,
16,2005,16468600,,
16,2006,16618100,,
16,2007,16767600,,
16,2008,16917100,23634.6248985837,0.00139708489626377
16,2009,17066600,19997.6183301092,0.00117174002613932
16,2010,17216100,22623.7947185946,0.00131410683712308
16,2011,17359500,22967.566663039,0.00132305461925971
16,2012,17502800,23157.894996167,0.00132309659004085
17,2003,,,
17,2004,,,
17,2005,2275350,,
17,2006,2326920,,
17,2007,2378490,,
17,2008,2430070,13.9705288283333,5.74902320852211e-06
17,2009,2481640,9.5216641275,3.83684342914363e-06
17,2010,2533220,8.0672438735,3.1845808392086e-06
17,2011,2588430,7.63477634066667,2.9495780610898e-06
17,2012,2643640,4.914285718,1.85890882192734e-06
18,2003,,,
18,2004,,,
18,2005,885008,,
18,2006,892948,,
18,2007,900887,6.622222226,7.35078009339684e-06
18,2008,908827,3.4944444465,3.84500509612941e-06
18,2009,916766,4.26737472925,4.65481347393992e-06
18,2010,924705,3.3183006545,3.58849649834271e-06
18,2011,930722,3.19477124266667,3.43257303756295e-06
18,2012,936739,4.792156864,5.11578664281086e-06
19,2003,,0.966666666,
19,2004,,0.828571428,
19,2005,19270.6,0.414285714,2.14983297873445e-05
19,2006,19571.3,0.3107142855,1.58760166928104e-05
19,2007,19871.9,0.207142857,1.04239079806158e-05
19,2008,20172.6,0.1035714285,5.13426273757473e-06
19,2009,20473.2,0,0
19,2010,20773.9,0,0
19,2011,21067,0,0
19,2012,21360,0,0
20,2003,,272252.895054128,
20,2004,,290763.899852504,
20,2005,39190400,327860.395801144,0.00836583438293928
20,2006,39512400,338612.234805069,0.00856977138328902
20,2007,39834400,342142.237720901,0.00858911487862002
20,2008,40156400,334342.541426294,0.0083260088410887
20,2009,40478400,317467.246313791,0.00784288030934501
20,2010,40800400,321354.810169341,0.0078762661682077
20,2011,41144400,327186.154726505,0.0079521430553491
20,2012,41488400,333720.577060732,0.00804370804997861
21,2003,,,
21,2004,,,
21,2005,14957200,,
21,2006,15041700,32126.188705475,0.00213580836643963
21,2007,15126200,32174.9979374875,0.00212710382895159
21,2008,15210700,32196.0293917333,0.00211666980426498
21,2009,15295200,32202.973836175,0.00210543005885343
21,2010,15379700,32223.8071695,0.00209521688781316
21,2011,15471000,32223.8071695,0.00208285225063021
21,2012,15562200,32223.8071695,0.00207064599924818
24,2003,,,
24,2004,,,
24,2005,996157,,
24,2006,1021450,1553.763004885,0.00152113466629301
24,2007,1046750,1562.2845958825,0.00149250976439694
24,2008,1072040,1458.10942765917,0.00136012595393751
24,2009,1097340,1389.106944615,0.0012658856367352
24,2010,1122630,1603.926136565,0.00142872196232508
24,2011,1149810,1691.75084196667,0.00147133077809957
24,2012,1176990,1819.13838407,0.00154558525057137
25,2003,,348647.131446727,
25,2004,,351183.571085046,
25,2005,20424100,358267.297000858,0.0175413994741926
25,2006,20702300,355365.031163195,0.0171654855336458
25,2007,20980400,356421.040833342,0.0169882862497065
25,2008,21258600,351833.455000016,0.0165501705192259
25,2009,21536800,333388.069166671,0.0154799259484543
25,2010,21814900,322272.398611111,0.0147730403811666
25,2011,22065500,307391.904444436,0.0139308832541495
25,2012,22316100,290866.583333307,0.0130339343941507
29,2003,,,
29,2004,,,
29,2005,196420,,
29,2006,207571,,
29,2007,218722,59.12239587975,0.000270308409212379
29,2008,229873,47.7613715661667,0.000207772863999542
29,2009,241024,36.8529441845833,0.000152901554138108
29,2010,252176,32.4250000255,0.00012858083253561
29,2011,265488,26.7222222433333,0.000100653220647763
29,2012,278800,25.3166666865,9.08058346000717e-05
31,2003,,370.455555892333,
31,2004,,342.37500031125,
31,2005,97332.8,276.74166691825,0.002843251883417
31,2006,98603.6,195.52500017775,0.00198293977276438
31,2007,99874.5,124.75833344675,0.00124915101899634
31,2008,101145,60.22500005475,0.000595432300704434
31,2009,102416,26.49166669075,0.000258667265766579
31,2010,103687,0,0
31,2011,105015,0,0
31,2012,106342,0,0
32,2003,,,
32,2004,,,
32,2005,765824,,
32,2006,773505,,
32,2007,781186,,
32,2008,788866,,
32,2009,796547,20.345703141,2.55423762075559e-05
32,2010,804227,17.34863282625,2.15718109765651e-05
32,2011,811236,15.8053385545,1.94830339808638e-05
32,2012,818246,13.32031251,1.62791049513227e-05
37,2003,,,
37,2004,,,
37,2005,1297880,,
37,2006,1308010,,
37,2007,1318140,,
37,2008,1328270,,
37,2009,1338390,61.56947717725,4.60026428598914e-05
37,2010,1348520,84.6140850415,6.27458881154896e-05
37,2011,1358110,112.358039314667,8.27311773822935e-05
37,2012,1367700,166.8258498215,0.000121975469636251
40,2003,,245.984640523667,
40,2004,,246.727941177167,
40,2005,12977600,255.39401896975,1.9679603237097e-05
40,2006,13122200,259.0215845375,1.97391888964884e-05
40,2007,13266900,307.907368851,2.32086899615585e-05
40,2008,13411600,333.07753373525,2.48350333841786e-05
40,2009,13556300,343.614887315,2.53472472072026e-05
40,2010,13701000,362.9344155845,2.64896296317422e-05
40,2011,13837900,365.579220779333,2.64186921989126e-05
40,2012,13974800,373.414285714,2.67205459623036e-05
41,2003,,,
41,2004,,,
41,2005,8078950,,
41,2006,8226110,,
41,2007,8373260,,
41,2008,8520420,,
41,2009,8667570,199.65572934775,2.30347986053473e-05
41,2010,8814730,162.2557293115,1.84073396815898e-05
41,2011,8979910,165.005729314,1.83749869780432e-05
41,2012,9145090,116.7890626035,1.27706848815594e-05
42,2003,,,
42,2004,,,
42,2005,5726490,1721.272238564,0.000300580676568718
42,2006,5881750,1822.299738564,0.000309822712383899
42,2007,6037000,1623.004738564,0.000268842925056154
42,2008,6192260,1366.382238564,0.000220659700749646
42,2009,6347510,1190.892238564,0.00018761565378613
42,2010,6502760,730.892238564,0.000112397234184254
42,2011,6669090,723.704738564,0.000108516265122228
42,2012,6835420,624.229738564,9.13228065816e-05
43,2003,,0,
43,2004,,0,
43,2005,2411160,0,0
43,2006,2460860,0,0
43,2007,2510560,0,0
43,2008,2560270,0,0
43,2009,2609970,0,0
43,2010,2659670,0,0
43,2011,2706650,0,0
43,2012,2753630,0,0
45,2003,,4.44444445,
45,2004,,3.3333333375,
45,2005,924400,0.6666666675,7.21188519580268e-07
45,2006,948053,0,0
45,2007,971707,0,0
45,2008,995360,0,0
45,2009,1019010,0,0
45,2010,1042670,0,0
45,2011,1068160,0,0
45,2012,1093640,0,0
48,2003,,107.870697298833,
48,2004,,87.3277951070833,
48,2005,2144000,69.42914494325,3.23829967086054e-05
48,2006,2220630,42.812777768,1.92795638030649e-05
48,2007,2297250,38.447222219,1.6736194240505e-05
