"rgn_id","species","species_code","sust_coeff","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
5,"Blue shrimp",1105,0.372222222,1803.66666666667,1779,1899.25,2050,2158.5,2193,2149.25,2004.25,1723.75,1647.75,1518.33333333333,1347.5
5,"Pacific cupped oyster",1106,0.757142857,49.3333333333333,54.5,64,72.5,77.5,80,79.5,73.5,67.75,53.25,48.6666666666667,43
6,"Blue shrimp",815,0.372222222,0,0,0,0,5.5,10,15,15,9.5,5,0,0
6,"Whiteleg shrimp",816,0.374509804,0,0,0,0,0,0,0,0,6.25,9.75,13,19.5
7,"Giant tiger prawn",1166,0.366666667,10,7.5,3.75,0,0,0.25,0.5,0.5,0.5,0.25,0,0
8,"Bear paw clam",1122,0.811764706,0.333333333333333,0.5,0.525,0.55,0.325,0.575,0.575,1.7875,1.9325,1.455,1.90666666666667,0.385
8,"Crocus giant clam",1123,0.811764706,0.0333333333333333,0.05,0.3,0.8,1.275,1.25,1.025,0.8875,0.725,0.9175,1.19,1.06
8,"Elongate giant clam",1124,0.811764706,0.0333333333333333,0.05,0.3,0.55,0.775,1.25,1.025,0.925,0.975,0.6225,0.796666666666667,0.895
8,"Fluted giant clam",1125,0.811764706,0.333333333333333,0.5,0.525,0.55,0.325,0.575,0.55,0.62,0.665,0.2475,0.33,0.305
8,"Giant clam",1126,0.811764706,1.36666666666667,1.05,0.575,0.1,0.1,0.075,0.05,0.025,0.025,0.05,0.0666666666666667,0.1
8,"Milkfish",1127,0.414285714,0,0,0,0,0,1,5.5,9.075,13.45,17.375,17.1666666666667,18.6
8,"Smooth giant clam",1128,0.811764706,0.666666666666667,1,1.75,2.25,2.25,3.75,3.5,8.05,8.575,7.1,8.8,3.1
9,"Clams, etc. nei",1078,0.811764706,0.1,0.1,0.1,0.1,0.1,0.1,0.075,0.05,0.025,0,0,0
9,"Milkfish",1077,0.414285714,0.1,0.1,0.1,0.1,0.1,0.1,0.075,0.05,0.025,0,0,0
10,"Milkfish",810,0.414285714,0.133333333333333,0.1,0.1,0,0.2,0.2,0.2,0.2,0,0,0,0
13,"Banana prawn",805,0.275,25,18.75,12.5,6.25,0,0,0,0,0,0,0,0
13,"Milkfish",806,0.414285714,0,10,20,30,40,40,40,40,38.75,36.25,35,32.5
13,"Mullets nei",807,0.561111111,7,5.25,3.5,1.75,0,0,0,0,0,0,0,0
13,"Whiteleg shrimp",809,0.374509804,0,0,0,0,0,1.25,3.75,7.5,12.2625,16.0125,18.0166666666667,19.525
13,"Whiteleg shrimp",808,0.374509804,0,2.5,5,7.5,10.5,11,11.5,12,12,11.75,11.6666666666667,11.5
14,"Abalones nei",994,0.433333333,137.666666666667,132.5,118,91.75,56,30.5,15.25,15,12,15.825,11.7666666666667,15.15
14,"Abalones nei",128,0.433333333,2288.66666666667,1958.25,1683.25,1205.25,822.5,658.75,436,371,254,190.225,146.966666666667,113.95
14,"Amberjacks nei",995,0.444010417,169.333333333333,195.75,216.25,204.25,143.5,75,40.25,123.25,115,170.925,214.566666666667,120.35
14,"Amberjacks nei",985,0.444010417,526.666666666667,605.75,642.25,724.25,774.75,880.25,1020,950.75,799.75,647,449,436
