"country","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Cocos Islands",1,81.86,96.72,97.42,97.5,97.59,97.62,92.76,88.51,100,96.35,92.69,57.97,57.97,,74.83,37.42,0,,71.92
"Antigua and Barbuda",120,81.73,81.89,97.82,93.79,89.76,82.13,99.94,69.35,88.74,94.37,100,35.24,35.24,,78.33,78.83,79.32,,100
"Phoenix Islands (Kiribati)",157,81.66,59.07,90.35,82.47,74.59,100,,96.75,68.14,73.83,79.52,93.85,93.85,,61.83,80.92,100,,66.41
"Crozet Islands",91,81.5,89.92,92.77,92.77,,,,96.52,,,,52.47,52.47,,51.68,75.84,100,,
"American Samoa",151,81.42,84.76,88.87,93.35,97.82,95.28,93.65,58.57,71.99,85.6,99.2,80.01,80.01,,65.1,65.74,66.38,,75.8
"Aruba",250,81.11,92.97,97.93,97.94,97.95,99.99,99.95,57.46,100,100,100,37.93,37.93,0,87.46,43.73,0,,100
"Norfolk Island",3,81.02,96.72,96.68,98.34,100,,,77.7,100,96.35,92.69,32.73,32.73,,88.24,94.12,100,,71.18
"Kerguelen Islands",93,80.92,89.82,95,97.5,100,,,98.78,,,,42.64,42.64,,51.75,75.87,100,,
"Australia",16,80.12,98.05,95.13,94.81,94.48,89.4,92.92,82.84,100,95.62,91.23,52.44,42.98,11.81,85.02,92.51,100,56.29,55.81
"Netherlands",177,79.71,98.12,94.47,89.5,84.53,100,100,45.19,80.46,67.07,53.68,55.53,47.14,32.98,73.97,86.98,100,95.78,67.34
"French Polynesia",147,79.39,65.55,93.63,95.61,97.59,99.57,91.53,92.82,46.14,73.07,100,53.27,53.7,56.83,69.25,40.7,12.15,97.67,83.71
"Curacao",244,79.34,78.87,97.98,97.45,96.93,99.96,91.73,61.55,80.3,73.05,65.8,42.77,42.77,0,78.56,68.72,58.87,,100
"Clipperton Island",107,79.3,87.26,93.37,96.23,99.1,,,80.95,,,,95.45,95.45,,73.18,36.59,0,,
"United Arab Emirates",54,79.14,100,86.79,92.39,98,93.23,91.77,68.03,100,100,100,55.57,55.02,0.91,60.59,67.32,74.05,62.68,60.96
"Malta",68,78.91,89.8,90.09,92.85,95.61,88.43,88.46,46.62,100,88.69,77.38,43.49,40.81,38.44,54.43,74.56,94.69,,100
"Pitcairn",146,78.42,72.4,87.31,93.65,100,100,,87.69,72.89,81.08,89.27,73.52,73.52,,77.99,38.99,0,,80
"Finland",174,78.38,94.98,95.38,96.74,98.11,75.87,,70.13,100,84.59,69.18,89.25,83.77,19.32,96.67,84.44,72.22,90.85,24.01
"Cayman Islands",113,78.14,100,97.85,92.58,87.31,63.74,92.59,64.98,100,100,100,48.07,48.07,,75.97,52.61,29.24,,88.68
"Italy",184,77.61,91.22,89.97,91.53,93.09,85.65,85.04,51.62,100,86.87,73.74,47.6,41.8,23.57,71.34,85.67,100,95.69,60.94
"Croatia",187,77.21,69.52,88.95,94.47,100,,,64.77,100,79.98,59.96,35.09,33.02,15.46,62.44,80.72,99,97.4,97.83
"Wallis and Futuna",161,76.98,63.58,91.95,95.97,100,100,,82.14,71.98,80.62,89.27,76.57,76.57,,78.09,39.04,0,,77.94
"Tuvalu",19,76.94,47.5,87.14,93.56,99.99,100,,71.18,100,100,100,93.26,93.26,0.87,63.77,35.66,7.55,,74.33
"Prince Edward Islands",90,76.77,82.79,91.34,95.67,100,,,84.2,,,,46.01,46.01,,50.34,75.17,100,,
"Ascension",85,76.72,96.43,98,99,100,,,86.97,90.11,87.93,85.75,79,79,,64.4,47.98,31.56,,39.76
"United Kingdom",180,76.64,95.64,95.16,92.59,90.02,61.99,55.44,63.45,96.43,90.21,84,55.93,50.57,14.08,68.6,84.3,100,96.71,75.46
"Canada",218,76.04,97.38,95.46,93.99,92.52,97.41,54.81,95.17,100,90.51,81.02,36.8,42.42,81.37,69.77,47.51,25.25,91.4,49.76
"Azores",55,76,82.86,97.06,92.82,88.59,,,68.47,100,85.83,71.65,52.59,52.59,,64.59,69.32,74.06,,80.11
"South Africa",102,75.95,78.01,92.42,93.79,95.16,99.63,99.82,56.26,100,100,100,84.26,83.93,1.14,72.23,81.03,89.83,25.12,41.96
"Madeira",57,75.81,83.1,97.6,98.8,100,,,71.03,94.89,83.34,71.79,42.28,42.28,,64.55,72,79.45,,80.15
"Suriname",168,75.8,75.19,93.78,96.82,99.87,99.74,99.74,78.48,75.37,85.78,96.2,29.85,29.8,0.56,75.19,87.59,100,99.67,5.17
"Bahamas",110,75.77,87.66,97.95,92.19,86.43,56.29,99.71,61.39,96.38,83.43,70.48,65.36,65.36,0,75.31,64.86,54.4,46.83,100
"Estonia",70,75.68,91.41,94.59,96.72,98.86,90.53,100,66.37,100,75.49,50.98,85.03,85.03,0,96,98,100,14.28,39.02
"British Indian Ocean Territory",38,75.53,57.34,96.02,98.01,100,100,,89.39,96.98,77.03,57.08,49.3,49.3,,62.8,81.4,100,,51.75
"Glorioso Islands",30,75.37,53.46,92.13,94.26,96.39,92.79,,87.65,96.71,95.05,93.39,38.19,38.19,,67.36,83.68,100,,57.92
"Latvia",69,74.91,82.84,93.68,86.55,79.42,88.49,54.49,53.18,100,90.7,81.4,64.62,64.62,,96.36,98.18,100,95.78,34.23
"Saba",248,74.77,79.13,98.01,99.01,100,100,100,65.54,80.32,73.06,65.8,50.54,50.54,,79.98,71.22,62.46,9.21,100
"Belgium",59,74.72,95.96,93.95,96.61,99.27,100,100,32.36,100,81.76,63.51,63.1,63.1,,69.56,84.78,100,65.22,27.44
"Russia",73,74.67,86.45,91.22,95.42,99.63,91.26,100,91.83,100,93.11,86.23,60.43,60.58,100,76.91,84.47,92.03,31.8,11.73
"Ile Europa",35,74.65,53.7,93.71,93.25,92.79,92.79,,89.75,,,,34.9,34.9,,67.03,83.51,100,,
"New Zealand",162,74.47,95.39,96.32,92.61,88.9,69.16,65.08,79.27,100,100,100,43.66,50.9,100,63.09,64.23,65.37,40.42,87.65
"Amsterdam Island and Saint Paul Island",92,74.16,89.9,96.2,97.58,98.95,,,90.69,,,,16.85,16.85,,51.59,75.79,100,,
"Ecuador",137,74.09,69.86,92.53,93.49,94.46,81.66,78.21,66.36,100,100,100,41.07,65.4,100,68.35,84.18,100,86.63,15.15
"Line Islands (Kiribati)",148,74,58.56,90.27,94.76,99.25,100,,95.19,68.03,73.73,79.44,73.4,73.4,,61.12,30.56,0,,65.77
"Vanuatu",6,73.91,47.1,89.1,92.38,95.66,94.92,88.54,68.43,100,100,100,61.93,61.88,0.13,62.38,37.51,12.65,48.28,100
"Marshall Islands",11,73.86,54.98,87.77,92.38,96.99,97.85,87.75,69.17,41.45,59.16,76.87,68.66,68.66,,66.94,53.96,40.98,91.75,62.92
"Montserrat",121,73.48,85.34,97.97,95.46,92.95,73.73,74.07,71.14,86.35,91.38,96.41,33.31,33.31,,80.14,40.07,0,,96.8
"Dominican Republic",115,73.46,72.15,95.45,93.52,91.59,96.04,86.03,50.67,98.77,83.04,67.32,44.44,43.92,0.18,73.87,86.93,100,89.89,32.38
"Sint Maarten",220,73.41,93.13,97.36,95.79,94.21,100,100,43.74,85.18,90.8,96.41,49.86,49.86,,76.93,51.63,26.33,9.19,100
"Maldives",39,73.29,57.69,88.09,87.12,86.14,98.66,86.2,63.15,40.87,70.44,100,50.87,50.87,,65.78,34.92,4.06,84.44,99.37
"Japan",210,73.26,91.54,92.66,93.91,95.15,99.95,95.32,62.52,100,78.11,56.23,57.16,53.46,24,65.87,82.93,100,54.64,20.19
"United States",163,73.1,100,94.27,85.32,76.37,90.84,62,74.46,99.91,77.7,55.49,54.56,53.08,10.66,70.22,72.49,74.77,67.67,47.45
"Johnston Atoll",159,73,93.5,93.46,93.39,93.32,77.63,,69.05,,,,26.02,26.02,,56.83,78.42,100,,
"Tokelau",156,72.75,78.98,93.09,84.27,75.45,91.9,53.45,89.22,71.27,80.27,89.27,69.39,69.39,,58.36,29.18,0,,78.12
"Denmark",175,72.75,98,93.99,94.38,94.78,100,100,53.18,71.9,71.21,70.53,27.06,26.76,13.96,92.5,96.25,100,56.41,31.34
"Thailand",25,72.52,76.89,83.89,85.18,86.48,82.31,78.76,53.17,100,85.69,71.38,59.87,60.82,64.25,60.77,55.32,49.87,77.5,69.59
"Tristan da Cunha",88,72.5,96.43,96.99,98.5,100,,,88.39,90.12,87.94,85.75,63.82,63.82,,64.8,32.4,0,,39.99
"Trinidad and Tobago",126,72.45,88.13,94.08,93.65,93.22,88.01,95.44,62.5,81.48,84.82,88.16,25.98,25.98,,74.49,51.17,27.84,96.15,38.67
"Bonaire",245,72.38,78.79,97.87,97.91,97.95,99.59,97.16,70.85,80.36,73.13,65.89,45.84,45.84,0,80.15,51.39,22.63,9.15,100
"Bermuda",108,72.34,100,97.48,93.74,90,55.37,98.49,45.64,54.86,59.81,64.76,46.2,46.2,,70.73,54.93,39.14,,96.83
"Northern Mariana Islands and Guam",13,71.95,85.5,91,94.77,98.55,98.28,93.28,60.99,48.62,63.82,79.02,30.59,29.22,0.77,61.19,55.55,49.91,,66.1
"Puerto Rico and Virgin Islands of the United States",116,71.95,93.71,95.47,95.21,94.94,83.08,100,56.09,92.83,73.8,54.77,38.35,38.35,0,75.56,77.5,79.44,,29.78
"Guadeloupe and Martinique",140,71.8,88.18,97.96,97.31,96.65,96.41,99.94,61.27,32.82,65.53,98.24,19.99,19.94,0.17,78.64,89.32,100,,28.31
"Qatar",190,71.33,100,86.74,92.37,98,95.26,90.43,61.27,82.26,69.09,55.92,44.47,44.47,0,64.12,32.06,0,,57
"French Guiana",169,71.06,71.15,97.83,98.91,100,100,100,81.69,32.31,47.34,62.37,28.9,28.9,,80.77,90.39,100,,21.14
"Ile Tromelin",36,70.83,52.83,94.03,93.41,92.79,92.79,,86.99,,,,65.5,65.5,,66.96,33.48,0,,
"Mozambique",41,70.8,44.26,88.39,91.3,94.21,81.78,98.85,57.24,100,100,100,46.67,46.62,0.03,66.54,76.52,86.5,99.38,12.05
"Fiji",18,70.72,53.83,86.71,86.94,87.17,97.94,67.56,74.64,80.61,67.06,53.5,48.6,48.6,0.01,60.23,69.08,77.93,41.71,99.81
"Egypt",214,70.66,73.68,84.49,91.04,97.58,97.14,85.17,52.79,100,97.83,95.66,44.7,33.9,22.12,59.49,65.29,71.08,81.85,27.94
"British Virgin Islands",117,70.63,85.63,97.75,92.69,87.63,57.08,73.96,62.53,82.77,75.91,69.06,46.64,46.64,,78.5,41.23,3.96,,100
"Falkland Islands",95,70.47,96.43,95.41,95.81,96.21,,,98.95,17.88,40.66,63.43,84.65,84.65,0,67.87,33.94,0,,42.88
"Greece",80,70.4,81.82,89.92,94.96,100,,,61.54,66.11,64.2,62.28,50.16,42.05,26.71,68.98,69.42,69.87,49.18,100
"Portugal",183,70.4,85.84,97.02,96.17,95.32,,,56.91,100,93.38,86.76,36.63,35.42,6.96,66.91,82.2,97.49,25.82,87.43
"France",179,70.14,95.26,95.31,91.29,87.26,68.58,67.33,50.49,100,81.87,63.74,50.62,51.49,53.46,72.12,86.06,100,50.36,58.65
"Mauritius",37,70.08,67.73,93.05,94.11,95.18,90.42,90.32,63.46,71.04,71.98,72.91,53.9,52.99,1.27,60.37,35.74,11.12,34.09,100
"Greenland",145,70,96.41,95.17,95.2,95.23,94.51,,94.44,100,100,100,27.61,27.61,,63.8,81.57,99.34,0.02,40.24
"Anguilla",118,69.99,85.45,97.75,92.7,87.65,61.07,73.71,67.58,86.98,62.7,38.41,43.84,43.84,,85.72,42.86,0,,100
"Iran",191,69.91,77.45,84.8,87.8,90.79,89.03,87.27,68.35,59.55,79.78,100,40.77,40.03,17.14,57.11,60.28,63.46,99.92,9.2
"Slovenia",188,69.78,87.67,91.59,95.79,100,,,28.94,100,100,100,40.72,28.49,8.29,63.69,81.84,100,95.78,39.73
"Kuwait",51,69.73,100,83.22,90.15,97.08,89.06,87.6,70.52,100,100,100,24.96,24.96,0,55.4,53.42,51.43,,11.84
"South Korea",20,69.71,95.21,90.53,92.35,94.18,,,64.41,100,94.78,89.56,36.98,40.16,58.08,67.11,51.66,36.21,95.62,23.53
"Juan de Nova Island",33,69.49,52.49,91.71,94.05,96.39,92.79,,87.3,96.71,95.05,93.39,42.87,42.87,,66.81,33.4,0,,57.92
"Wake Island",12,69.43,93.5,93.2,85.83,78.45,76.43,,64.35,69.52,73.93,78.35,20.03,20.03,,56.75,78.38,100,,63
"Tanzania",202,69.32,65.27,86.11,82.37,78.64,67.96,83.99,53.65,100,100,100,65.7,65.39,0.29,64.41,82.2,100,69.56,22.8
"Sint Eustatius",249,69.12,78.2,97.51,97.03,96.55,100,100,55.83,80.22,72.95,65.68,38.41,38.41,,79.42,39.71,0,9.11,100
"Solomon Islands",7,68.91,45.08,87.66,85.13,82.59,79.74,73.41,68.73,100,100,100,85.58,85.58,0,63.71,36.56,9.4,85.74,29.12
"Bangladesh",204,68.82,60.21,83.54,91.52,99.51,100,100,36.2,100,100,100,37.28,34.28,15.39,71.11,65.49,59.86,91.36,9.12
"Gilbert Islands (Kiribati)",212,68.82,53.82,86.21,84.48,82.75,99.49,87.17,64.37,100,89.02,78.05,80.69,80.69,0.24,67.48,33.74,0,33.15,62.32
"Chile",224,68.79,88.46,96.13,98.06,100,,,93.82,100,100,100,47.24,57.97,100,70.37,81.12,91.87,0.12,30.81
"Oman",48,68.78,84.95,90.31,94.11,97.92,99.23,90.9,67.02,100,100,100,64.18,64.1,0.37,58.61,37.48,16.34,26.53,23.51
"Norway",223,68.76,100,94.01,92.98,91.95,54.74,,79.27,78.46,81.83,85.2,47.22,62.26,100,64.01,75.64,87.27,13.75,58.33
"Sweden",222,68.73,96.94,95.66,94.71,93.75,54.79,61.61,64.95,100,100,100,60.65,59.73,3.74,91.53,86.31,81.09,30.07,38.16
"Samoa",152,68.51,73.9,91.76,94.07,96.38,95.46,90.21,89.53,81.77,42.63,3.5,68.26,68.26,0,71.32,36.1,0.87,17.05,77.91
"Nauru",10,68.48,48.96,87.12,83.5,79.89,98.21,,51.13,72.43,74.15,75.87,93.57,93.57,0.12,71.55,35.77,0,,62.57
"Tonga",155,68.34,70.67,89.63,93.61,97.59,94.11,86.98,64.37,99.62,99.81,100,35.95,35.95,0.01,65.84,34.54,3.23,28.66,74.68
"Ireland",181,68.34,99.33,96.26,87.55,78.84,55.59,55.55,61.34,100,79.53,59.07,50.65,50.26,44.67,64.38,82.19,100,87.57,24.45
"Mexico",135,68.31,70.23,93.77,91.92,90.07,81.96,76.01,63.26,100,72.86,45.72,55.15,52.9,17.16,66.95,82.39,97.84,29.47,62.09
"Turks and Caicos Islands",111,68.3,86.68,97.8,93.22,88.65,70.92,75.69,64.83,95.46,95.37,95.28,9.78,9.78,0.02,82.08,71.67,61.25,14.82,100
"Argentina",172,68.01,79.85,88.65,93.47,98.28,,,80.96,100,91.45,82.89,52.91,52.91,0.01,67.12,83.56,100,31.66,30.26
"Morocco",62,67.88,65.06,92.12,94.93,97.74,,100,55.15,100,100,100,23.88,23.87,0.15,69.81,74.33,78.86,38.36,59.22
"Palau",8,67.8,59.59,88.62,86.23,83.84,92.39,65.27,74.92,100,82.68,65.36,91.69,91.67,3.03,62.37,50.63,38.89,5.95,68.64
"Jan Mayen",144,67.79,95.38,93.75,73.88,54.01,,,88.79,90.3,88.03,85.75,6.88,6.88,,62,81,100,,40.6
"Cape Verde",56,67.77,51.62,95.13,96.98,98.84,,,59.94,100,100,100,30.54,30.54,,70.43,35.28,0.12,,100
"Saint Pierre and Miquelon",219,67.76,98.43,91.98,95.99,100,,,76.32,64.16,82.06,99.95,36.04,36,4.31,65.73,38.61,11.49,,46.91
"Belize",164,67.58,75.08,96.99,79.88,62.77,23.86,39.27,67.4,100,100,100,35.53,59.51,93.17,72.47,86.24,100,44.62,100
"Gambia",65,67.52,58.53,90.43,88.24,86.05,83.52,83.2,48.38,100,100,100,31.18,31.18,0.07,81.13,60.19,39.26,,54.45
"Brazil",171,67.36,72.6,94.98,95.22,95.46,97.48,97.69,60.26,100,80.14,60.28,54.67,50.45,4.47,69.24,84.62,100,8.08,27.03
"Taiwan",14,67.34,85.17,89.89,92.64,95.38,97.89,95.63,45.62,96.85,92.06,87.27,37.79,37.88,38.03,67.97,46.21,24.44,53.41,26.87
"Canary Islands",58,67.32,83.01,97.05,88.59,80.14,53.92,53.99,66.08,49.42,60.62,71.82,37.82,37.82,,64.15,82.08,100,,79.8
"Micronesia",9,67.27,46.85,88.43,93.09,97.74,97.61,92.81,64.81,48.48,62.34,76.2,83.94,83.94,0,59.38,31.67,3.97,36.5,63.04
"Djibouti",46,67.23,54.01,83.86,91.11,98.36,98.78,91.08,52.45,100,96.7,93.39,46.86,46.86,,71.02,35.51,0,,38.56
"Gibraltar",60,67.1,81.98,90.3,81.33,72.36,,,20.47,51.43,75.71,100,45.07,45.07,,58.75,79.38,100,,85.76
"Poland",178,67.07,88.21,95.38,77.69,60,60.36,61.13,41.11,100,82.32,64.64,48.21,48.21,,96.36,98.18,100,95.78,17.71
"Bassas da India",34,66.98,52.87,95.59,95.99,96.39,92.79,,87.65,,,,39.1,39.1,,66.92,33.46,0,,
"R_union",32,66.96,52.89,92.8,94.6,96.39,92.79,,67.49,84.16,71.71,59.26,70.43,70.37,0.04,70.77,52.08,33.39,,33.78
"Andaman and Nicobar",26,66.92,66.32,88.43,91.89,95.34,96.73,89.65,62.5,91.88,77.71,63.54,33.87,33.87,,65.34,41.06,16.77,,42.55
"Mayotte",29,66.91,53.18,91.56,93.97,96.39,92.81,92.31,51.25,100,100,100,51.93,51.51,1.18,54.43,77.21,100,0,56.88
"Spain",182,66.85,90.89,94.4,85.89,77.38,53.79,53.74,51.36,100,78.75,57.5,33.52,43.38,66.93,69.59,84.8,100,55.63,70.31
"Cook Islands",153,66.84,78.23,91.37,85.59,79.81,90.64,52.98,93.96,58.38,47.11,35.85,40,40,0,68.38,34.35,0.32,65.51,80.07
"Malaysia",206,66.73,80.94,82.49,84.35,86.2,93.64,84.34,56.77,71.29,79.27,87.24,59.93,58.14,18.49,61.6,36.66,11.71,45.51,47.71
"Lithuania",189,66.59,90.51,94.91,82.43,69.95,33,,44.29,100,77.53,55.05,63.66,63.66,,96.36,98.18,100,95.78,13.93
"Romania",72,66.58,79.29,88.66,94.33,100,,,56.24,100,89.91,79.82,52.65,52.62,0.01,63.15,81.58,100,62.17,16.52
"Uruguay",173,66.52,84.66,90.46,94.63,98.81,,,58.49,100,100,100,56.31,56.31,0,70.4,51.51,32.62,,20.05
"Jersey",227,66.25,95.53,93.52,87.56,81.6,54.63,54.58,51.76,88.51,87.13,85.75,69.63,69.63,,75.35,53.87,32.39,,41.55
"Saudi Arabia",50,66.2,99.83,85.73,91.57,97.4,94.05,89.52,64.58,100,100,100,53.19,51.92,2.36,57.74,36.16,14.59,5.32,29.05
"India",203,66.2,49.3,87.98,90.89,93.8,97.4,86.64,28.78,100,69.17,38.35,55.41,51.34,8.8,58.86,41.53,24.2,98.54,48.46
"Saint Kitts and Nevis",119,66.18,86.06,96.52,95.21,93.9,79.06,98.41,60.19,82.47,58.89,35.32,28.12,28.12,,76.09,38.04,0,,51.63
"Georgia",74,65.91,74.39,86.68,84.15,81.62,,,57.5,100,99.53,99.06,56.32,56.32,,62.64,43.05,23.47,,46.45
"Niue",154,65.79,77.24,88.3,80.32,72.34,85.26,52.55,89.2,33.09,57.26,81.43,37.61,37.61,,69.26,34.63,0,,78
"Indonesia",216,65.2,55,83.52,82.18,80.84,86.74,66.12,57.48,99.4,71.26,43.12,56.82,51.51,21.56,66.47,62.49,58.51,94.77,24.44
"Saint Helena",86,65.09,96.43,97.99,99,100,,,88.65,25.56,44.08,62.6,55.35,55.35,,64.43,32.21,0,,39.91
"Yemen",47,64.98,59.12,84.64,90.69,96.75,94.68,83.41,66.88,96.54,98.27,100,46.93,46.93,0.01,59.53,29.76,0,80.1,0
"Israel",79,64.95,92.5,90.65,93.13,95.61,91.23,91.23,31.44,100,100,100,41.78,31.26,0.95,64.94,36.02,7.1,67.41,15.27
"Honduras",133,64.76,56.78,95.48,92.6,89.72,95.48,88.44,60.59,100,94.01,88.01,36.91,46.63,48.73,75.42,87.71,100,0,25.37
"Myanmar",205,64.5,63.61,80.38,85.66,90.94,90.74,86.82,51.14,92.97,96.49,100,40.39,39.38,4.26,61.63,34.49,7.36,87.98,8.66
"Cambodia",24,64.48,66.78,81.4,83.77,86.14,80.66,77.05,50.39,100,74.68,49.36,58.16,57.91,15.99,53.97,55.65,57.34,12.19,85.76
"China",209,64.17,81.37,85.7,81.01,76.32,71.46,52.57,35.38,99.63,96.52,93.42,35.77,78.35,100,62.14,39.52,16.9,66.02,39.46
"Guyana",167,63.98,58.61,94,95.49,96.98,89.89,89.86,78.15,98.25,69.09,39.92,24.45,24.43,0.43,72.22,47.89,23.56,,22.39
"Monaco",185,63.96,96.74,90.28,90.28,,,,25.03,98.62,84.9,71.19,47.66,47.66,,36.56,39.83,43.09,,63.29
"Sri Lanka",40,63.93,56.77,89.22,92.34,95.46,93.67,87.93,57.59,87.78,68.26,48.73,46.45,46.07,0.25,63.46,39.16,14.87,64.39,33.17
"Namibia",101,63.92,88.19,94.33,97.17,100,,,84.35,52.17,76.08,100,45.11,45.08,16.47,65.95,82.98,100,5.52,32.01
"Bahrain",52,63.88,96.69,83.37,84.81,86.25,85.19,86.3,54.61,77.42,82.64,87.86,27.93,27.93,0.01,53.61,26.81,0,,29.93
"Bulgaria",71,63.44,75.79,88.06,94.03,100,,,41.67,100,71.49,42.98,31.51,30.18,14.83,62.38,81.19,100,83.42,29.72
"Cuba",112,63.24,88.96,96.02,87.76,79.51,66.81,100,62.1,88.94,92.77,96.6,39.05,33.66,1.93,72.18,75.18,78.18,7.4,17.81
"Kenya",43,63.22,60.78,89.24,87.89,86.54,71.51,91.64,49.68,100,98.96,97.93,37.92,37.92,0,64.27,46.82,29.38,64.98,22.04
"Guernsey",228,62.98,95.53,92.57,82.13,71.7,54.25,54.26,56.41,88.34,87.05,85.75,56.57,56.57,,75.02,40.81,6.6,,39.8
"Tunisia",61,62.85,74.16,86.42,93.02,99.62,,,49.27,100,83.29,66.59,34.67,31.47,4.38,70.48,35.6,0.73,89.94,46.04
"Jordan",215,62.84,62.43,85.04,86.32,87.6,90.99,87.13,49.77,100,87.67,75.34,35.91,35.91,,62.05,31.03,0,,34.28
"Brunei",247,62.7,100,85.62,90.8,95.99,97.36,88.17,52.91,76.68,78.87,81.07,46.92,46.09,4.32,67.75,48.24,28.73,0,24.58
"Ukraine",75,62.54,66.5,86.81,90.71,94.6,84.3,84.51,60.07,100,80.71,61.42,60.67,60.12,0.87,61.95,56.65,51.35,29.82,12
"Madagascar",42,62.53,43.94,87.48,86.63,85.79,77.93,65.22,63.42,100,81.02,62.05,46.64,45.28,1.19,62.85,44.91,26.97,93.98,22.94
"Panama",129,61.98,75.97,95.47,82.22,68.97,65.82,42.99,62.01,100,100,100,45.13,43.97,9.08,71.39,60.04,48.69,0.21,86.56
"Peru",138,61.69,75.67,90.75,79.79,68.83,56.27,56.15,59.11,45.02,62.78,80.53,46.19,46.04,29.91,68.7,66.88,65.05,95.58,18.66
"Papua New Guinea",17,61.42,52.54,83.89,88.03,92.16,89.11,83.94,65.92,100,100,100,83.11,83.1,0.01,63.07,36.37,9.66,11.83,3.33
"Guatemala",136,61.41,58.83,91.93,95.23,98.52,96.63,96.42,32.73,100,100,100,24.16,21.13,12.69,75.32,83.03,90.75,7.32,22.74
"East Timor",231,61.24,51.48,82.15,83.28,84.42,86.68,84.89,56.06,0.05,27.58,55.1,62.81,62.74,0.03,67.33,60.65,53.96,,37.8
"Singapore",208,61.21,100,81.89,83.57,85.26,82.04,82.81,48.74,100,96.36,92.71,38.38,16.37,2.74,70.89,35.84,0.79,4.69,61.71
"Colombia",132,61.07,68.87,94.99,79.43,63.86,81.04,71.24,59.95,100,80.16,60.32,35,33.57,1.57,69.75,64.21,58.66,53.4,18.8
"Faeroe Islands",141,60.98,96.41,94.61,87.31,80.02,,,77.59,90.64,88.19,85.75,24.96,37.05,100,71.66,41.66,11.65,21.47,38.19
"Togo",98,60.97,42.78,89.96,84.84,79.73,99.04,98.83,25.9,99.08,99.54,100,34.74,34.74,,74.17,37.09,0,,25.95
"Oecussi Ambeno",237,60.89,69.37,81.02,82.28,83.54,78.22,42.12,57.26,90.41,76.52,62.62,51.23,51.23,,66.97,50.62,34.27,,40.35
"Cameroon",197,60.8,45.45,87.23,92.38,97.53,92.46,92.18,39.56,99.26,76.27,53.27,48.6,48.6,,69.85,54,38.14,,6.27
"Bouvet Island",105,60.75,84.77,94.69,94.69,,,,98.91,,,,3.01,3.01,,44.69,22.35,0,,
"Comoro Islands",28,60.71,43.86,86.9,88.56,90.23,82.6,86.01,44.09,92.68,92.24,91.8,52.54,52.54,,63.71,32.02,0.33,,24.48
"Costa Rica",130,60.66,69.24,96,94.74,93.49,77.57,69.06,68.22,100,76.1,52.2,38.14,35.15,7.29,72.83,64.99,57.16,13.13,38.41
"Venezuela",139,60.66,78.4,91.2,89.05,86.91,82.6,89.94,62.69,98.21,84.79,71.37,29.26,27.69,5.67,69.12,74.94,80.77,0,16.48
"Grenada",125,60.08,65.18,96.79,82.23,67.67,59.55,47.08,66.68,71.05,85.53,100,44.57,44.57,,73.28,40.68,8.08,,49.21
"Saint Lucia",122,60.03,76.61,98,87.41,76.82,74.73,57.14,57.24,73.51,60.96,48.42,31.99,31.99,,82.42,51.76,21.09,2.49,100
"Philippines",15,60,62.88,83.92,84.25,84.58,92.96,69.15,54.86,46.57,45.05,43.52,43,37.82,16.55,64.16,50.32,36.48,86.5,16.18
"Iceland",143,59.81,96.17,95.02,75.64,56.26,43.73,,83.91,43.52,64.28,85.04,30.01,30.49,99.9,56.69,47.99,39.28,33.51,62.58
