"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.37,76.2,84.34,87.73,91.13,88.04,79.16,69.37,87.84,82.41,76.97,53.69,51.56,5.77,67.44,62.91,58.38,51.84,50.93
"Howland Island and Baker Island",158,92.52,,79.79,89.9,100,100,,97.87,,,,90.51,90.51,,68.6,84.3,100,,
"Heard and McDonald Islands",94,92.44,,91.01,95.5,100,,,99.71,,,,84.16,84.16,,80.77,90.38,100,,
"Amsterdam Island and Saint Paul Island",92,86.83,,78.87,89.43,100,,,90.69,,,,92.15,92.15,,50.06,75.03,100,,
"Kerguelen Islands",93,86.66,,87.49,93.75,100,,,98.78,,,,78.96,78.96,,50.28,75.14,100,,
"Seychelles",31,85.94,73.43,86.32,91.96,97.6,86.38,100,86.31,69.59,84.79,100,87.45,87.45,0,63.46,61.61,59.76,87.45,100
"Glorioso Islands",30,84.99,,89.15,91.89,94.63,92.79,,92.08,96.7,95.05,93.4,62.88,62.88,,50.54,75.27,100,,
"Germany",176,84.86,95.6,85.68,88.18,90.68,100,100,51.49,100,91.86,83.73,59.21,59.46,73.21,92.52,96.26,100,74.72,91.02
"Crozet Islands",91,84.06,,86.08,86.08,,,,96.51,,,,78.51,78.51,,50.29,75.14,100,,
"South Georgia and the South Sandwich Islands",89,83.48,,90.51,92.68,94.86,,,98.89,,,,58.71,58.71,,67.31,83.66,100,,
"Ile Europa",35,82.93,,84.75,88.77,92.79,92.79,,93.78,,,,64.24,64.24,,50.12,75.06,100,,
"Bahamas",110,82.93,90.77,91.11,88.37,85.63,55.85,99.71,63.17,96.38,83.23,70.08,75.06,75.06,0,74.84,73.16,71.49,99.96,100
"Christmas Island",2,82.88,95.88,84.58,90.56,96.54,93.12,92.76,80.3,100,96.35,92.7,56.79,56.79,0,69.57,62.55,55.52,,77.6
"New Caledonia",5,82.84,65.45,89.31,88.63,87.96,76.84,78.6,88.56,92.61,96.3,100,87.34,68.84,0.08,67.69,78.09,88.49,97.25,89.84
"Jarvis Island",149,82.59,,78.83,84.02,89.2,,,98.38,,,,63.54,63.54,,68.89,84.44,100,,
"Norfolk Island",3,81.73,95.88,86.32,93.16,100,,,75.55,100,96.35,92.7,43.55,43.55,0,80.11,90.06,100,,77.54
"Palmyra Atoll",150,80.84,,77.45,85.28,93.11,77.68,,92.84,,,,64.17,64.17,,68.44,84.22,100,,
"Phoenix Islands (Kiribati)",157,80.82,61.13,78.9,83.95,89.01,100,,96.36,68.75,74.52,80.28,55.73,55.73,0,66.64,83.32,100,,91.52
"Cocos Islands",1,80.75,95.88,84.1,90.84,97.59,97.62,92.76,83.3,100,96.35,92.7,56,56,0,71.44,35.72,0,,78.27
"Greenland",145,80.69,95.68,86.8,91.15,95.51,95.23,,94.44,100,100,100,48.96,48.96,0,62.77,81.05,99.34,,39.03
"Northern Saint-Martin",221,80.14,86.74,94.81,95.73,96.65,95.26,100,44.9,85.39,90.88,96.36,19.91,19.91,0,75.75,87.88,100,,100
"Aruba",250,80.08,90.85,90.4,94.18,97.95,99.99,99.95,61.89,100,100,100,26.57,26.57,,82.82,47.32,11.83,,100
"British Indian Ocean Territory",38,79.65,56.9,89.89,94.95,100,100,,93.49,96.98,77.14,57.31,87.2,87.2,0,69.7,84.85,100,,42.63
"Johnston Atoll",159,79.64,,78.79,85.62,92.44,77.54,,75.21,,,,75.72,75.72,,68.19,84.1,100,,
"Puerto Rico and Virgin Islands of the United States",116,79.63,93.61,87.14,91.04,94.94,83.59,100,54.61,92.27,73.39,54.5,51.56,51.56,0.01,75.32,73.77,72.22,,95.08
"Estonia",70,79.57,90.51,88.6,94.3,100,100,100,67.65,100,75.57,51.13,79.73,79.73,0,95.45,97.73,100,46.1,44.07
"New Zealand",162,78.92,94.59,87.32,88.79,90.26,68.69,64.67,80.06,100,100,100,78.92,68.92,2.23,61.67,62.93,64.19,67.99,92.56
"Italy",184,78.91,90.52,73.27,83.39,93.5,85.65,85.04,50.93,100,87.03,74.07,48.41,55.89,81.61,69.77,84.89,100,81.22,84.5
"Macquarie Island",4,78.83,,90.13,95.06,100,,,98.92,,,,33.75,33.75,,75.16,87.58,100,,
"Wake Island",12,78.8,,79.22,79.17,79.12,76.57,,71.08,69.13,73.15,77.16,88.81,88.81,,68.1,84.05,100,,
"Northern Mariana Islands and Guam",13,78.61,85.58,80.23,89.39,98.55,98.16,93.15,61.65,48.66,63.89,79.13,71.65,71.15,0.22,62.22,52.22,42.22,,92.3
