"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.28,77.05,83.97,87.58,91.21,86,79.24,70.17,87.88,82.45,77.01,51.53,49.35,6.12,66.35,64.07,61.79,50.31,52.36
"Heard and McDonald Islands",94,95.41,,91.47,95.73,100,,,99.71,,,,91.2,91.2,,90,95,100,,
"Kerguelen Islands",93,90.49,,90.05,95.02,100,,,98.78,,,,90.6,90.6,,55.14,77.57,100,,
"Howland Island and Baker Island",158,90.49,,78.67,89.33,100,100,,97.9,,,,82.81,82.81,,64.77,82.38,100,,
"Crozet Islands",91,86.19,,88.39,88.39,,,,96.77,,,,82.04,82.04,,55.09,77.55,100,,
"Amsterdam Island and Saint Paul Island",92,85.94,,81.03,90.51,100,,,90.92,,,,84.91,84.91,,54.81,77.4,100,,
"Germany",176,85.9,96.86,84.81,88.04,91.26,100,100,50.96,100,91.93,83.85,63.47,65.85,96.4,93.24,96.62,100,75.76,93
"Glorioso Islands",30,84.92,,88.87,91.38,93.9,92.79,,92.32,96.7,95.05,93.4,60.54,60.54,,54.85,77.43,100,,
"Clipperton Island",107,84.54,,75.63,87.81,100,,,86.23,,,,94.75,94.75,,68.56,69.34,70.13,,
"Seychelles",31,83.83,77.34,86.2,91.9,97.6,86.31,100,78.44,69.61,84.81,100,78.71,78.71,0,62.52,61.21,59.9,79.62,100
"Bahamas",110,83.49,89.27,90.6,87.91,85.21,55.23,99.71,61.77,96.38,83.05,69.73,77.87,77.87,0,71.75,80.11,88.47,99.95,100
"South Georgia and the South Sandwich Islands",89,83.12,,90.97,95.18,99.39,,,98.89,,,,52,52,,72.79,86.39,100,,
"Pitcairn",146,83.1,73.15,81.8,90.9,100,100,,82.1,72.37,80.83,89.28,79.63,79.63,0,76.52,73.67,70.83,,84.5
"Christmas Island",2,83.01,96.52,83.93,89.3,94.68,93.12,92.76,80.23,100,96.35,92.7,52.65,52.65,0,62.54,59,55.46,,87.18
"Ile Europa",35,82.58,,85.02,88.9,92.79,92.79,,93.78,,,,60.21,60.21,,54.42,77.21,100,,
"Norfolk Island",3,82.38,96.52,86.26,93.13,100,,,75.49,100,96.35,92.7,40.51,40.51,0,75.53,87.76,100,,86.89
"New Caledonia",5,81.94,66.11,88.59,88.3,88.02,76.83,78.71,78.35,92.61,96.3,100,84.83,71.61,0.07,66.74,74.11,81.47,95.67,93.44
"United Arab Emirates",54,81.94,100,89.04,93.52,98,93.13,91.71,68.27,100,100,100,61.98,61.58,0.29,61.83,70.22,78.6,81.09,59.88
"Greenland",145,81.84,96.84,85.9,89.71,93.52,93.86,,94.44,100,100,100,53.12,53.12,0,67.03,83.18,99.34,,43.54
"Cocos Islands",1,80.76,96.52,83.77,90.68,97.59,97.62,92.76,83.03,100,96.35,92.7,49.19,49.19,0,66.09,33.05,0,,87.63
"Northern Saint-Martin",221,80.16,87.13,94.78,95.72,96.65,95.26,100,45.03,85.52,90.94,96.36,21.15,21.15,0,72.36,86.18,100,,100
"Italy",184,80.11,92.64,72.16,82.83,93.5,85.65,85.04,49.98,100,87.06,74.13,47.56,56.77,87.03,69.61,84.8,100,93.09,83.27
"Bouvet Island",105,79.75,,90.67,95.33,100,,,98.91,,,,43.35,,,90,45,0,,
"Portugal",183,79.67,88.75,78.61,87.91,97.21,,,52.3,100,93.38,86.77,55.42,54.01,23.63,67.37,83.69,100,81.45,95.83
"Antigua and Barbuda",120,79.54,82.57,87.53,88.14,88.76,80.97,99.94,61.63,87.84,93.92,100,33.87,33.87,0,71.5,75,78.5,,99.84
"Aruba",250,79.17,88.13,89.93,93.94,97.95,99.99,99.95,56.71,100,100,100,29,29,,77.78,44.8,11.82,,100
"Madeira",57,79.12,86.43,81.47,88.27,95.07,,,71.29,94.88,83.39,71.9,61.4,61.4,0,63.5,81.75,100,,81.3
"Macquarie Island",4,78.89,,90.51,95.26,100,,,98.13,,,,36.29,36.29,,71.76,85.88,100,,
"Turks and Caicos Islands",111,78.67,84.49,88.06,87.58,87.1,68.75,73.28,62.62,95.47,94.95,94.44,68.66,68.66,0,74.38,67.43,60.49,78.91,100
"British Indian Ocean Territory",38,78.66,58.64,89.27,94.63,100,100,,93.27,96.98,77.04,57.1,81.74,81.74,0,67.67,83.83,100,,40.09
"Jarvis Island",149,78.65,,77.6,84.49,91.39,,,98.38,,,,49.18,49.18,,65.07,82.53,100,,
"Prince Edward Islands",90,77.94,,84.93,92.46,100,,,84.58,,,,50.67,50.67,,68.1,84.05,100,,
"Qatar",190,77.89,100,88.45,93.22,98,95.26,90.04,62.26,81.18,68.11,55.04,61.7,61.7,0,69.77,72.66,75.55,,57.75
