"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,69.49,75.59,84.58,87.62,90.67,88.15,79.2,69.4,81.44,78.89,76.34,51.87,50.23,5.83,66.31,62.03,57.76,51.4,49.11
"Heard and McDonald Islands",94,93.45,,90.83,95.41,100,,,99.71,,,,88.75,88.75,,79.86,89.93,100,,
"Howland Island and Baker Island",158,92.69,,80.13,90.06,100,100,,97.77,,,,91.39,91.39,,68.46,84.23,100,,
"Kerguelen Islands",93,88.44,,87.27,93.64,100,,,98.78,,,,87.97,87.97,,46.74,73.37,100,,
"Crozet Islands",91,85.67,,85.87,85.87,,,,96.56,,,,86.86,86.86,,46.72,73.36,100,,
"Germany",176,84.39,95.51,86.1,89.51,92.92,100,100,52.77,100,88.81,77.61,56.59,56.38,38.03,92.36,96.18,100,74.13,90.62
"Glorioso Islands",30,83.12,,89.18,90.54,91.89,92.79,,92.13,96.67,96.05,95.42,53.75,53.75,,46.97,73.49,100,,
"Saba",248,82.64,77.54,93.42,96.71,100,100,100,67.97,76.98,71.16,65.34,32.87,32.87,0,70.76,80.26,89.77,99.99,99.85
"New Caledonia",5,82.37,64.68,88.24,87.81,87.37,77.01,78.07,91.81,90.56,95.28,100,86.67,77.13,0.09,65.86,66.21,66.57,95.84,89.86
"Amsterdam Island and Saint Paul Island",92,82.34,,78.63,89.31,100,,,90.73,,,,76.06,76.06,,46.51,73.25,100,,
"Estonia",70,82.12,86.89,89.27,94.63,100,100,100,69.28,77.96,63.66,49.36,84.08,84.08,0,95.45,97.73,100,88.61,36.35
"South Georgia and the South Sandwich Islands",89,81.87,,90.17,91.21,92.25,,,98.89,,,,53.95,53.95,,66.84,83.42,100,,
"Christmas Island",2,81.45,95.55,84.72,90.46,96.19,93.12,92.76,80.27,99.72,94.32,88.93,47.26,47.26,0,69.57,62.54,55.5,,76.75
"Bonaire",245,81.25,77.22,89.87,93.91,97.95,99.59,97.16,72.84,77.36,71.62,65.88,35.19,35.19,,70.43,65.17,59.92,99.97,99.85
"Bahamas",110,81.16,89.71,91.34,88.53,85.72,56.36,99.71,64.32,94,75.42,56.85,75.9,75.9,0,73.05,72.3,71.56,89.39,100
"Norfolk Island",3,81.11,95.55,86.3,93.15,100,,,75.52,99.72,94.32,88.93,42.41,42.41,0,80.06,90.03,100,,76.75
"Seychelles",31,80.94,70.96,86.48,92.04,97.6,87.13,100,74.36,63.39,81.69,100,65.44,65.44,0.01,61.84,60.78,59.71,77.01,100
"Palmyra Atoll",150,80.82,,77.88,85.49,93.09,77.71,,92.74,,,,64,64,,68.32,84.16,100,,
"Jarvis Island",149,80.8,,79.24,78.22,77.21,,,98.38,,,,62.19,62.19,,68.77,84.38,100,,
"Phoenix Islands (Kiribati)",157,80.74,60.39,79.74,89.87,100,100,,95.93,59.42,68.72,78.01,55.5,55.5,0,65.76,82.88,100,,92.61
"Sint Maarten",220,80.56,90.45,92.32,92.76,93.21,100,100,49.4,80.2,88.51,96.82,19.55,19.55,0,72.18,64.96,57.75,99.94,100
"Northern Saint-Martin",221,79.79,86.68,94.82,95.74,96.65,95.26,100,44.85,81.03,88.92,96.82,19.8,19.8,0,73.79,86.9,100,,100
"Greenland",145,79.71,95.49,87.16,90.84,94.52,94.22,,89.85,100,100,100,50.19,50.19,0,62.56,80.95,99.34,,36.16
"Puerto Rico and Virgin Islands of the United States",116,79.69,93,87.25,91.04,94.82,83.67,100,54.56,87.98,70.73,53.48,51.31,51.31,0.04,73.63,72.93,72.24,,100
"Aruba",250,79.58,87.79,90.64,94.3,97.95,99.99,99.95,61.92,100,100,100,26.21,26.21,,80.35,46.09,11.83,,100
"Ile Europa",35,79.57,,84.83,88.81,92.79,92.79,,93.78,,,,49.18,49.18,,46.57,73.29,100,,
"New Zealand",162,79.45,94.28,87.31,88.79,90.27,68.79,64.71,85,97.25,98.62,100,81.13,69.83,2.41,60.3,61.8,63.3,69.12,93.56
"Johnston Atoll",159,78.9,,79.32,83.29,87.27,77.56,,75.13,,,,74.48,74.48,,68.09,84.04,100,,
"Cocos Islands",1,78.87,95.55,84.23,90.91,97.59,97.62,92.76,83.36,99.72,94.32,88.93,42.24,42.24,0,71.44,35.72,0,,77.39
"Antigua and Barbuda",120,78.78,76.24,88.63,88.65,88.67,82.44,99.94,54.99,96.76,98.38,100,31.6,31.6,0,74.41,76.74,79.06,,100
"Netherlands",177,78.62,97.12,84.81,84.81,84.81,100,100,46.17,77.29,65.42,53.56,63.08,68.96,100,80.81,90.4,100,68.5,64.75
"Sint Eustatius",249,78.5,76.72,91.81,92.55,93.29,100,100,54.97,76.81,70.98,65.16,26.64,26.64,0,69.74,63.41,57.09,99.88,99.85
"Northern Mariana Islands and Guam",13,78.47,85.14,80.85,89.7,98.55,98.35,93.5,61.64,24.32,54.56,84.81,71.76,71.18,0.23,60.37,56.93,53.5,,95.27
"Australia",16,78.18,96.81,92.71,93.6,94.48,89.4,92.92,83.5,100,93.35,86.71,37.99,31.35,0.11,86.47,93.24,100,49.42,58.25
"Wake Island",12,78.03,,79.96,79.74,79.52,77.64,,71,59.65,67.21,74.77,88.56,88.56,,68.04,84.02,100,,
"Norway",223,77.81,100,82.53,88.46,94.39,86.22,,78.72,72.85,69.13,65.42,74.59,79.63,100,63.14,75.05,86.96,52.33,70.79
"Macquarie Island",4,77.59,,89.98,94.99,100,,,98.83,,,,29.2,29.2,,74.71,87.36,100,,
