"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.81,76.44,84.2,87.78,91.37,87.46,79.19,69.91,87.85,82.41,76.97,55.5,52.27,5.79,67.04,63.23,59.41,52.42,52.91
"Heard and McDonald Islands",94,93.73,,91.19,95.6,100,,,99.71,,,,88.65,88.65,,81.9,90.95,100,,
"Howland Island and Baker Island",158,93.61,,79.49,89.75,100,100,,97.93,,,,95.65,95.65,,69.45,84.73,100,,
"Kerguelen Islands",93,88.69,,89.26,94.63,100,,,98.78,,,,85.57,85.57,,51.55,75.78,100,,
"Crozet Islands",91,87.82,,87.72,87.72,,,,96.58,,,,91.2,91.2,,51.54,75.77,100,,
"Amsterdam Island and Saint Paul Island",92,87.16,,79.35,89.68,100,,,90.75,,,,92.75,92.75,,50.92,75.46,100,,
"Germany",176,86.32,96.07,85.52,88.81,92.11,100,100,51,100,91.89,83.78,68.41,69.5,79.57,92.65,96.32,100,77.87,91.7
"Glorioso Islands",30,85.33,,89.01,91.62,94.22,92.79,,92.14,96.7,95.05,93.4,64.7,64.7,,51.36,75.68,100,,
"Seychelles",31,85.19,74.17,86.1,91.85,97.6,85.75,100,82.21,69.24,84.62,100,84.79,84.79,0,63.69,61.67,59.65,86.83,100
"Clipperton Island",107,85.08,,75.98,87.99,100,,,86.07,,,,95.9,95.9,,70.76,70.37,69.98,,
"Christmas Island",2,84.26,96.17,84.55,90.98,97.4,93.12,92.76,80.3,100,96.35,92.7,56.48,56.48,0,70.17,62.85,55.53,,89.33
"Pitcairn",146,84.26,72.82,82.16,91.08,100,100,,82.6,72.45,80.87,89.28,82.17,82.17,0,79.57,75.22,70.88,,89.3
"Bahamas",110,84.16,90.98,91.07,88.31,85.54,55.66,99.71,62.52,96.38,83.13,69.88,78.26,78.2,0,74.29,83.17,92.06,99.96,100
"South Georgia and the South Sandwich Islands",89,83.89,,90.54,94.84,99.14,,,98.89,,,,58.09,58.09,,67.5,83.75,100,,
"Palmyra Atoll",150,83.81,,77.14,85.18,93.21,77.69,,93.04,,,,78.48,78.48,,69.3,84.65,100,,
"Greenland",145,83.68,96.22,86.43,90.57,94.71,95.17,,94.44,100,100,100,68.35,68.35,0,62.93,81.13,99.34,,43.55
"Norfolk Island",3,83.51,96.17,86.36,93.18,100,,,75.56,100,96.35,92.7,44.77,44.77,0,80.13,90.07,100,,88.47
"Jarvis Island",149,83.09,,78.31,74.19,70.08,,,98.38,,,,74.89,74.89,,69.78,84.89,100,,
"Ile Europa",35,83.07,,84.87,88.83,92.79,92.79,,93.78,,,,64.46,64.46,,50.95,75.47,100,,
"Johnston Atoll",159,82.32,,78.17,85.87,93.58,77.01,,75.38,,,,88.8,88.8,,69.02,84.51,100,,
"Cocos Islands",1,81.77,96.17,83.99,90.67,97.36,97.62,92.76,83.22,100,96.35,92.7,53.83,53.83,0,71.83,35.91,0,,89.41
"New Caledonia",5,80.85,65.82,89.05,88.58,88.1,77.31,78.76,78.24,92.61,96.3,100,87.19,66.2,0.08,67.33,77.91,88.49,99.98,79.46
"American Samoa",151,80.75,85.04,78.47,88.14,97.82,95.5,93.9,56.32,72.33,85.77,99.2,66.63,66.63,0,62.06,65.25,68.45,,90.17
"Macquarie Island",4,80.61,,90.28,95.14,100,,,98.36,,,,41.33,41.33,,75.23,87.61,100,,
"Puerto Rico and Virgin Islands of the United States",116,80.51,93.75,87.02,90.97,94.91,83.29,100,54.63,92.24,73.36,54.48,55.27,55.27,0,74.61,73.33,72.06,,100
"French Polynesia",147,80.32,64.95,82.02,89.8,97.59,99.57,91.06,84.59,46.09,73.05,100,84.9,78.28,0.61,66.53,33.26,0,97.8,90.79
"Northern Saint-Martin",221,80.28,87.01,94.8,95.72,96.65,95.26,100,44.94,85.35,90.86,96.36,21.11,21.11,0,75.28,87.64,100,,100
"Italy",184,80.08,90.35,72.72,83.11,93.5,85.65,85.04,49.91,100,87.02,74.04,49.13,58.81,78.39,70.63,85.32,100,91.53,84.11
"Netherlands",177,79.63,97.26,84.23,85.07,85.91,100,100,45.42,80.18,66.81,53.44,76.11,83,100,81.69,90.84,100,65.05,62.86
"Wake Island",12,79.59,,78.57,78.87,79.16,76.74,,71.24,69.41,73.42,77.43,92.8,92.8,,68.95,84.48,100,,
"Aruba",250,79.54,90.57,90.07,94.01,97.95,99.99,99.95,56.63,100,100,100,28.07,28.07,,81.45,46.63,11.8,,100
"Antigua and Barbuda",120,79.45,79.95,87.77,88.3,88.83,81.04,99.94,62.06,87.87,93.94,100,33.48,33.48,0,74.14,76.34,78.54,,100
"British Indian Ocean Territory",38,79.28,57.18,89.54,94.77,100,100,,93.32,96.98,77.01,57.05,89.75,89.75,0,70.34,85.17,100,,37
