"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.75,76.31,84.24,87.75,91.29,87.82,79.15,69.69,87.84,82.4,76.97,56.19,52.96,5.74,67.95,63.31,58.67,52.35,51.96
"Howland Island and Baker Island",158,93.53,,79.48,89.74,100,100,,97.75,,,,95.55,95.55,,69.26,84.63,100,,
"Heard and McDonald Islands",94,93.01,,91.1,95.55,100,,,99.71,,,,85.93,85.93,,81.7,90.85,100,,
"Amsterdam Island and Saint Paul Island",92,87.46,,79.01,89.51,100,,,90.68,,,,94.25,94.25,,50.8,75.4,100,,
"Kerguelen Islands",93,87.28,,87.68,93.84,100,,,98.78,,,,81,81,,51.03,75.52,100,,
"Crozet Islands",91,86.37,,86.21,86.21,,,,96.5,,,,87.25,87.25,,51.03,75.51,100,,
"Germany",176,86.11,95.91,85.6,89.01,92.41,100,100,50.44,100,91.87,83.74,66.6,67.29,81.73,92.64,96.32,100,77.92,92.4
"Seychelles",31,85.78,74.04,86.3,91.95,97.6,86.43,100,83.21,69.48,84.74,100,87.85,87.85,0,63.78,61.77,59.76,87.85,100
"Glorioso Islands",30,85.69,,89.04,91.75,94.45,92.79,,92.07,96.7,95.05,93.4,66.82,66.82,,51.28,75.64,100,,
"Jarvis Island",149,84.88,,78.48,82.95,87.43,,,98.38,,,,73.42,73.42,,69.56,84.78,100,,
"South Georgia and the South Sandwich Islands",89,83.98,,90.64,94.17,97.7,,,98.89,,,,58.99,58.99,,67.73,83.87,100,,
"Bahamas",110,83.93,91.06,91.31,88.51,85.71,55.98,99.71,59.35,96.38,83.17,69.96,77.58,77.53,0,75.94,84,92.06,99.96,100
"Christmas Island",2,83.69,96.04,84.28,89.48,94.68,93.12,92.76,80.26,100,96.35,92.7,57.97,57.97,0,70.11,62.8,55.49,,84.42
"Ile Europa",35,83.65,,84.73,88.76,92.79,92.79,,93.78,,,,67.49,67.49,,50.86,75.43,100,,
"Palmyra Atoll",150,83.49,,77.16,85.1,93.03,77.57,,92.72,,,,77.48,77.48,,69.1,84.55,100,,
