"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.34,75.92,84.44,87.53,90.64,88.06,79.12,69.27,87.83,82.4,76.97,55.97,52.63,5.79,67.36,62.52,57.68,52.18,50.25
"Howland Island and Baker Island",158,93.55,,79.94,89.97,100,100,,97.84,,,,95.7,95.7,,68.54,84.27,100,,
"Heard and McDonald Islands",94,92.14,,90.92,95.46,100,,,99.71,,,,83.23,83.23,,80.34,90.17,100,,
"Amsterdam Island and Saint Paul Island",92,86.82,,78.73,89.36,100,,,90.7,,,,92.3,92.3,,49.81,74.91,100,,
"Kerguelen Islands",93,86.4,,87.35,93.67,100,,,98.78,,,,78.14,78.14,,50.04,75.02,100,,
"Crozet Islands",91,85.86,,85.95,85.95,,,,96.53,,,,85.93,85.93,,50.04,75.02,100,,
"Glorioso Islands",30,85.18,,89.28,92.27,95.26,92.79,,92.1,96.7,95.05,93.4,63.74,63.74,,50.3,75.15,100,,
"Seychelles",31,85.1,71.92,86.38,91.99,97.6,86.23,100,83.08,69.47,84.74,100,83.31,83.31,0,63.38,61.56,59.74,88.15,100
"Germany",176,84.84,95.56,85.87,89.51,93.14,100,100,51.4,100,91.82,83.63,60.15,60.37,64.22,92.39,96.2,100,75.88,87.62
"Jarvis Island",149,83.8,,79.07,81.74,84.41,,,98.38,,,,70.65,70.65,,68.84,84.42,100,,
"Estonia",70,83.17,88.96,88.89,94.45,100,100,100,67.97,100,75.48,50.96,77.16,77.16,0,95.45,97.73,100,89.76,40.18
"Palmyra Atoll",150,83.16,,77.68,85.42,93.16,77.89,,92.8,,,,75.46,75.46,,68.39,84.2,100,,
"South Georgia and the South Sandwich Islands",89,82.61,,90.33,90.12,89.91,,,98.89,,,,57.89,57.89,,67.08,83.54,100,,
"Christmas Island",2,82.33,95.74,84.41,89.13,93.85,93.12,92.76,80.31,100,96.35,92.7,54.47,54.47,0,69.58,62.56,55.53,,76.56
"Ile Europa",35,82.33,,84.77,88.78,92.79,92.79,,93.78,,,,61.36,61.36,,49.88,74.94,100,,
"Greenland",145,82.13,95.56,86.96,91.21,95.47,94.54,,89.91,100,100,100,67.53,67.53,0,62.66,81,99.34,,37.31
"Norfolk Island",3,81.58,95.74,86.32,93.16,100,,,75.56,100,96.35,92.7,43.89,43.89,0,80.1,90.05,100,,76.31
