"cntry_key","sector","year","value"
"ABW","cf",2012,1363.98458
"ABW","mar",2012,2.3262817194
"ABW","tour",2012,36400
"AGO","cf",2012,65666.472312
"AGO","tour",2012,6678.58700947
"AIA","cf",2012,383.6675892
"AIA","tour",2012,3900
"ALB","cf",2012,8166.388412
"ALB","mar",2012,1345.60264795934
"ALB","tour",2012,104529.506166
"ANT","mmw",2012,0
"ANT","tour",2012,18600
"ARE","cf",2012,51678.747876
"ARE","mar",2012,291.6
"ARE","tour",2012,104797.678395
"ARG","cf",2012,57732.837232
"ARG","mmw",2012,704.1072
"ARG","tour",2012,109852.002086
"ASM","cf",2012,154.0426622
"ASM","mar",2012,2.2431580784962
"ASM","mmw",2012,0
"ATA","mmw",2012,84
"ATG","cf",2012,2112.299056
"ATG","mar",2012,0.931644476468955
"ATG","mmw",2012,0
"ATG","tour",2012,19200
"AUS","cf",2012,9134.9426
"AUS","mar",2012,21903.71950134
"AUS","tour",2012,193760.840876
"Azores","mmw",2012,46
"BEL","cf",2012,959.4192454
"BEL","tour",2012,48240.2058727
"BEN","cf",2012,71486.556974
"BEN","mmw",2012,0
"BEN","tour",2012,3712.47770619
"BGD","cf",2012,4600527.0283196
"BGD","mmw",2012,0
"BGD","tour",2012,657293.855076
"BGR","tour",2012,42148.1502504
"BHR","cf",2012,15825.349533
"BHR","mar",2012,310.554
"BHR","mmw",2012,25.670575
"BHR","tour",2012,78500
"BHS","mmw",2012,7.33445
"BHS","tour",2012,86600
"BIH","tour",2012,8224.56235229
"BLZ","cf",2012,5673.675308
"BLZ","mmw",2012,0
"BLZ","tour",2012,23623.4984327
"BMU","cf",2012,458.9995816
"BMU","mmw",2012,0
"BMU","tour",2012,9300
"BRA","mmw",2012,594.09045
"BRA","tour",2012,319687.483978
"BRB","cf",2012,5616.738337
"BRB","tour",2012,63300
"BRN","cf",2012,755.822648
"BRN","mar",2012,127.8436894983
"BRN","tour",2012,8487.81070815
"CAN","cf",2012,61546.988608
"CAN","tour",2012,289748.450708
"CAN","wte",2012,16.3466
"Canary Islands","mmw",2012,576
"CHL","cf",2012,177110.269308
"CHL","mmw",2012,36.67225
"CHL","tour",2012,269935.179586
"CHN","cf",2012,4555348.104944
"CHN","mar",2012,6459117.54597927
"CHN","mmw",2012,1045.159125
"CHN","tour",2012,2003709.61375
"CIV","cf",2012,15561.937832
"CIV","tour",2012,13003.7545951
"CMR","cf",2012,37540.86
"CMR","tour",2012,8336.55999946
"COD","cf",2012,304376.4125682
"COD","mar",2012,0
"COD","tour",2012,255.600906227
"COG","cf",2012,26278.602
"COG","tour",2012,296.511647602
"COK","cf",2012,51.931523
"COK","mmw",2012,25.670575
"COL","mmw",2012,22.00335
"COL","tour",2012,71188.0003087
"COM","cf",2012,14109.10655
"COM","tour",2012,7700
"CPV","cf",2012,12055.621508
"CPV","tour",2012,40600
"CRI","mmw",2012,187.028475
"CRI","tour",2012,144628.241694
"CUB","cf",2012,12383.478352
"CUB","mar",2012,4287.64562132422
"CUB","tour",2012,457198.451692
"CYM","tour",2012,7800
"CYP","cf",2012,1896.1888386
"CYP","mar",2012,2153.334988494
"CYP","mmw",2012,0
"CYP","tour",2012,68138.2055363
"DEU","cf",2012,3971.822988
"DEU","mmw",2012,0
"DEU","tour",2012,233318.222785
"DMA","cf",2012,2025.7048056
"DMA","mmw",2012,25.670575
"DMA","tour",2012,8600
"DNK","cf",2012,2626.608838
"DNK","mar",2012,520.5912233805
"DNK","mmw",2012,0
"DNK","tour",2012,332474.182459
"DOM","cf",2012,23677.1455382
"DOM","mmw",2012,51.34115
"DOM","tour",2012,456018.169095
"DZA","tour",2012,12440.649265
"ECU","cf",2012,58018.147768
"ECU","mar",2012,137929.354050876
"ECU","mmw",2012,110.01675
"ECU","tour",2012,47034.7166721
"EGY","cf",2012,992431.6765944
"EGY","mar",2012,159367.674901766
"EGY","mmw",2012,121.018425
"EGY","tour",2012,393483.360562
"ESP","cf",2012,42605.4974226
"ESP","mar",2012,49287.9055653
"ESP","mmw",2012,315.38135
"ESP","tour",2012,496999.033548
"EST","cf",2012,6991.359494
"EST","mar",2012,0
"EST","tour",2012,38271.9868143
"FIN","cf",2012,2787.9093998
"FIN","mar",2012,3883.089062097
"FIN","tour",2012,30315.5296549
"FJI","cf",2012,3366.16378
"FJI","mmw",2012,0
"FJI","tour",2012,77400
