"cntry_key","sector","year","value"
"ARG","sb",2012,4664.64955039174
"AUS","ph",2012,18843.4898615562
"AUS","sb",2012,17960.9152421652
"AUS","tour",2012,57573.0098713498
"AUS","tran",2012,72477.3832576568
"BEL","cf",2012,16911.5376268696
"BHR","sb",2012,12063.5043847934
"BHR","tour",2012,15086.2929297988
"BHR","tran",2012,5272.63969573539
"BHS","ph",2012,6975.80573361823
"BHS","tour",2012,49592.2169916312
"BRA","cf",2012,4406.88991274929
"BRA","ph",2012,3273.68198840367
"BRA","tour",2012,3591.41553569044
"CAN","cf",2012,17626.3632923789
"CAN","ph",2012,15095.1508524751
"CAN","tour",2012,44115.323406339
"CHN","cf",2012,2358.33479400374
"CHN","ph",2012,1635.48274461361
"CHN","tour",2012,62953.8873308406
"CHN","tran",2012,1961.45482076878
"CIV","cf",2012,1764.80128622463
"CIV","ph",2012,1114.22877298122
"CIV","tour",2012,3529.98617232015
"CIV","tran",2012,7173.02406071937
"CRI","cf",2012,7222.5004451567
"CRI","ph",2012,4269.97501558049
"CRI","sb",2012,3964.86287782674
"CRI","tour",2012,13674.2334610377
"CRI","tran",2012,9724.68171296296
"CYP","tour",2012,56037.5114071404
"CYP","tran",2012,31035.1680744747
"DEU","cf",2012,20281.1873998398
"DEU","ph",2012,28198.6066595442
"DEU","sb",2012,24232.8447738604
"DEU","tour",2012,77056.9800569801
"DEU","tran",2012,86701.7464053596
"DNK","sb",2012,58413.9512108262
"DNK","tour",2012,169770.396523327
"DNK","tran",2012,170878.277466168
"FIN","sb",2012,19911.0020477208
"FIN","tour",2012,68955.7973312856
"FIN","tran",2012,89208.8021389779
"GBR","cf",2012,37097.7925792378
"GBR","ph",2012,26810.4661903489
"GBR","sb",2012,25574.0406873219
"GBR","tour",2012,70718.6164529916
"GBR","tran",2012,24763.4520788819
"GUY","tour",2012,3719.58962464944
"IND","tour",2012,2371.71018768919
"ITA","ph",2012,13937.5792935363
"ITA","sb",2012,12249.7871594552
"ITA","tour",2012,48425.1782017895
"ITA","tran",2012,56898.2524817486
"JOR","ph",2012,1762.18633841925
"JOR","sb",2012,2445.20990529292
"JOR","tour",2012,5774.87678201789
"JOR","tran",2012,6056.90319789441
"JPN","tour",2012,44351.0491786859
"KHM","tour",2012,2348.32089850706
"KOR","cf",2012,17912.5475761218
"KOR","ph",2012,8145.41043447293
"KOR","sb",2012,9605.15922698538
"KOR","tour",2012,37445.3966624377
"KOR","tran",2012,35979.1604066507
"LTU","ph",2012,4500.73937744837
"LTU","sb",2012,2334.29042022792
"LTU","tour",2012,3946.2313312411
"LTU","tran",2012,3163.17044771634
"LVA","cf",2012,1486.84666299412
"LVA","ph",2012,2831.93804531694
"LVA","sb",2012,2658.21008057335
"LVA","tour",2012,7780.05511944111
"LVA","tran",2012,7245.15509537482
"MDG","tour",2012,1352.73920912349
"MEX","cf",2012,6779.90479211181
"MEX","ph",2012,1630.16590433583
"MEX","tour",2012,9196.50016415153
"MEX","tran",2012,23848.6355947293
"MMR","cf",2012,3593.16573183761
"MMR","ph",2012,7161.82767427885
"MMR","sb",2012,1796.5828659188
"MMR","tour",2012,7297.71905882746
"MMR","tran",2012,27794.7013833245
"MUS","cf",2012,1849.64467453481
"MUS","ph",2012,7244.39380787037
"MUS","tour",2012,9936.41510444492
"NIC","ph",2012,717.939849592682
"NIC","tour",2012,911.897143067797
"NOR","tour",2012,49337.7181267806
"NOR","tran",2012,79823.2060185185
"PAK","cf",2012,2456.28682976095
"PAK","ph",2012,657.827828344797
"PAK","sb",2012,456.121330587273
"PAK","tour",2012,1844.481117705
"PAK","tran",2012,4726.09412907875
"PER","cf",2012,4384.69224370104
"PER","sb",2012,2982.36692597044
"PER","tour",2012,5244.31712267406
"PER","tran",2012,6705.85871422052
"PHL","ph",2012,1733.19394364317
"PHL","sb",2012,1858.05778829461
"PHL","tour",2012,8362.85956836494
"PHL","tran",2012,8116.63487969641
"POL","cf",2012,2296.50461571848
"POL","ph",2012,5299.90971665777
"POL","sb",2012,4100.55394186255
"POL","tour",2012,13382.8691879229
"POL","tran",2012,12037.1271117121
"PRI","tour",2012,54228.039863782
"PRT","cf",2012,13096.608392873
"PRT","ph",2012,11941.8221932871
"PRT","tour",2012,19920.2578291934
"PRT","tran",2012,13707.3379907853
"ROU","cf",2012,821.508510839566
"ROU","ph",2012,2458.6279018652
"ROU","sb",2012,2161.07786347044
"ROU","tour",2012,4076.22299846422
"ROU","tran",2012,4193.12618940304
"RUS","tour",2012,8381.73960280894
"RUS","tran",2012,4672.32867727253
"SGP","ph",2012,5665.82539006856
"SGP","tour",2012,30848.0321987402
"SGP","tran",2012,7842.93063345799
"SHN","cf",2012,38607.9602363782
"SHN","tour",2012,4444.21273690683
"SLV","ph",2012,2737.92529853321
"SLV","tour",2012,14621.726707176
"THA","ph",2012,2600.38509531918
"THA","sb",2012,3881.63074808582
"THA","tour",2012,15066.6093527422
"Trindade","cf",2012,0
"Trindade","ph",2012,0
"Trindade","tour",2012,0
"USA","ph",2012,49953.375400641
"USA","sb",2012,30439.5032051282
"USA","tour",2012,67629.1956018519
"USA","tran",2012,102399.230435364
"VCT","ph",2012,10100.9010249733
"VCT","tour",2012,16345.1656330685
"VEN","tour",2012,8130.09756582753
"VIR","tour",2012,54228.039863782
"WSM","tour",2012,20016.7841463008
"AIA","ph",2013,9729.49496972935
"AIA","tour",2013,23712.5125895878
"AIA","tran",2013,22450.8442674947
"ARG","sb",2013,5370.53799968839
"AUS","ph",2013,19013.6969150642
"AUS","sb",2013,17960.9152421652
"AUS","tour",2013,56584.2166911502
"AUS","tran",2013,55357.1575632122
"BEL","cf",2013,16661.3498263888
"BHR","cf",2013,25898.5529625179
"BHR","sb",2013,12063.5043847934
"BHR","tour",2013,15347.1575353899
"BHR","tran",2013,6385.23443064458
"BHS","ph",2013,6975.80573361823
"BHS","tour",2013,49592.2169916312
"BMU","tour",2013,71594.6180555557
"BRA","cf",2013,2604.53531205485
"BRA","ph",2013,1044.00460876291
"BRA","tour",2013,3591.41553569044
"BRA","tran",2013,4157.65780804843
"CAN","cf",2013,18890.2396612358
"CAN","ph",2013,15095.1508524751
"CAN","sb",2013,18812.6933649395
"CAN","tour",2013,50923.739093661
"CHN","cf",2013,2358.33479400374
"CHN","ph",2013,1635.48274461361
"CHN","tour",2013,60528.2778835026
"CHN","tran",2013,1961.45482076878
"CIV","cf",2013,1764.80128622463
"CIV","ph",2013,1114.22877298122
"CIV","tour",2013,6798.21881677349
"CIV","tran",2013,7173.02406071937
"CRI","cf",2013,4916.63988770922
"CRI","ph",2013,3383.06846509972
"CRI","sb",2013,2767.20617571447
"CRI","tour",2013,13031.176097033
"CRI","tran",2013,5182.2494115585
"CYP","tour",2013,57392.7061075499
"CYP","tran",2013,32392.1260127315
"DEU","cf",2013,21386.1553485577
"DEU","ph",2013,27080.7764645654
"DEU","sb",2013,23282.8010928597
"DEU","tour",2013,73963.1758035078
