"cntry_key","sector","year","value"
"ABW","cf",2012,91.3835505392
"ABW","mar",2012,91.3835505392
"ABW","tour",2012,92.2125811084
"AGO","cf",2012,90.1973789912
"AGO","tour",2012,90.1254250091
"AIA","cf",2012,91.3835505392
"AIA","tour",2012,92.2125811084
"ALB","cf",2012,87.25179073
"ALB","mar",2012,87.25179073
"ALB","tour",2012,87.1261132301
"ANT","mmw",2012,89.68839428
"ANT","tour",2012,92.2125811084
"ARE","cf",2012,95.99072178
"ARE","mar",2012,96.87526435
"ARE","tour",2012,87.8611835987
"ARG","cf",2012,92.16259288
"ARG","mmw",2012,89.92250516
"ARG","tour",2012,92.8595335013
"ASM","cf",2012,90.585864992
"ASM","mar",2012,90.585864992
"ASM","mmw",2012,92.9172946406
"ATA","mmw",2012,NA
"ATG","cf",2012,91.3835505392
"ATG","mar",2012,91.3835505392
"ATG","mmw",2012,91.3835505392
"ATG","tour",2012,92.2125811084
"AUS","cf",2012,95.76134204
"AUS","mar",2012,94.60377799
"AUS","tour",2012,95.4683241064
"Azores","mmw",2012,NA
"BEL","cf",2012,93.02440428
"BEL","tour",2012,94.6196355223
"BEN","cf",2012,91.0888686979
"BEN","mmw",2012,91.0888686979
"BEN","tour",2012,90.646944137
"BGD","cf",2012,92.9170023532
"BGD","mmw",2012,92.9170023532
"BGD","tour",2012,92.7719708467
"BGR","tour",2012,93.5299509699
"BHR","cf",2012,88.3158118634
"BHR","mar",2012,88.3158118634
"BHR","mmw",2012,88.3158118634
"BHR","tour",2012,87.8611835987
"BHS","mmw",2012,91.29674619
"BHS","tour",2012,92.2125811084
"BIH","tour",2012,87.1261132301
"BLZ","cf",2012,91.81380423
"BLZ","mmw",2012,90.6028368
"BLZ","tour",2012,95.0517220356
"BMU","cf",2012,91.3835505392
"BMU","mmw",2012,91.3835505392
"BMU","tour",2012,92.2125811084
"BRA","mmw",2012,91.60758205
"BRA","tour",2012,92.8595335013
"BRB","cf",2012,90.15151515
"BRB","tour",2012,92.2125811084
"BRN","cf",2012,95.0205533997
"BRN","mar",2012,94.658881671
"BRN","tour",2012,95.3601282008
"CAN","cf",2012,92.81012644
"CAN","tour",2012,92.8739866742
"CAN","wte",2012,92.8739866742
"Canary Islands","mmw",2012,NA
"CHL","cf",2012,92.20354576
"CHL","mmw",2012,92.31133411
"CHL","tour",2012,92.8595335013
"CHN","cf",2012,96.1294196435
"CHN","mar",2012,96.1294196435
"CHN","mmw",2012,96.1294196435
"CHN","tour",2012,96.1869625203
"CIV","cf",2012,91.8685389757
"CIV","tour",2012,90.646944137
"CMR","cf",2012,90.1883847434
"CMR","tour",2012,90.1254250091
"COD","cf",2012,90.1614020001
"COD","mar",2012,90.1973789912
"COD","tour",2012,90.1254250091
"COG","cf",2012,90.2153674867
"COG","tour",2012,90.1254250091
"COK","cf",2012,95.3110964617
"COK","mmw",2012,95.4180724194
"COL","mmw",2012,87.96443888
"COL","tour",2012,92.8595335013
"COM","cf",2012,89.9498982319
"COM","tour",2012,89.1240476647
"CPV","cf",2012,91.3098309784
"CPV","tour",2012,90.646944137
"CRI","mmw",2012,94.02923615
"CRI","tour",2012,95.0517220356
"CUB","cf",2012,98.36574266
"CUB","mar",2012,98.36574266
"CUB","tour",2012,92.2125811084
"CYM","tour",2012,92.2125811084
"CYP","cf",2012,96.22166247
"CYP","mar",2012,96.22166247
"CYP","mmw",2012,96.22166247
"CYP","tour",2012,87.8611835987
"DEU","cf",2012,92.48833034
"DEU","mmw",2012,92.48833034
"DEU","tour",2012,94.6196355223
"DMA","cf",2012,91.3835505392
"DMA","mmw",2012,91.3835505392
"DMA","tour",2012,92.2125811084
"DNK","cf",2012,96.6796875
"DNK","mar",2012,96.6796875
"DNK","mmw",2012,96.6796875
"DNK","tour",2012,92.7750378086
"DOM","cf",2012,81.99957868
"DOM","mmw",2012,85.80000019
"DOM","tour",2012,92.2125811084
"DZA","tour",2012,89.8486912641
"ECU","cf",2012,93.93445324
"ECU","mar",2012,92.30787199
