"goal","dimension","region_id","score","scores_si_ref","change_in_score"
"ICO","future",258700,100,100,0
"ICO","future",288100,100,100,0
"ICO","future",288200,100,100,0
"ICO","future",288300,100,100,0
"ICO","pressures",248100,29.18,29.18,0
"ICO","pressures",248200,30.47,30.47,0
"ICO","pressures",248300,10.63,10.63,0
"ICO","pressures",248400,12.52,12.52,0
"ICO","pressures",248500,3.13,3.13,0
"ICO","pressures",248600,8.54,8.54,0
"ICO","pressures",258410,15.54,15.54,0
"ICO","pressures",258420,8.09,8.09,0
"ICO","pressures",258431,4.54,4.54,0
"ICO","pressures",258432,5.31,5.31,0
"ICO","pressures",258441,5.33,5.33,0
"ICO","pressures",258442,4.64,4.64,0
"ICO","pressures",258510,13.4,13.4,0
"ICO","pressures",258520,9.58,9.58,0
"ICO","pressures",258600,9.1,9.1,0
"ICO","pressures",258700,13.16,13.16,0
"ICO","pressures",288100,6.65,6.65,0
"ICO","pressures",288200,3.9,3.9,0
"ICO","pressures",288300,8.2,8.2,0
"ICO","resilience",248100,82.76,82.76,0
"ICO","resilience",248200,82.76,82.76,0
"ICO","resilience",248300,82.76,82.76,0
"ICO","resilience",248400,82.76,82.76,0
"ICO","resilience",248500,82.76,82.76,0
"ICO","resilience",248600,82.76,82.76,0
"ICO","resilience",258410,82.76,82.76,0
"ICO","resilience",258420,82.76,82.76,0
"ICO","resilience",258431,82.76,82.76,0
"ICO","resilience",258432,82.76,82.76,0
"ICO","resilience",258441,82.76,82.76,0
"ICO","resilience",258442,82.76,82.76,0
"ICO","resilience",258510,82.76,82.76,0
"ICO","resilience",258520,82.76,82.76,0
"ICO","resilience",258600,82.76,82.76,0
"ICO","resilience",258700,82.76,82.76,0
"ICO","resilience",288100,82.76,82.76,0
"ICO","resilience",288200,82.76,82.76,0
"ICO","resilience",288300,82.76,82.76,0
"ICO","score",0,93.38,93.38,0
"ICO","score",248100,93.67,93.67,0
"ICO","score",248200,93.67,93.67,0
"ICO","score",248300,93.46,93.46,0
"ICO","score",248400,93.45,93.45,0
"ICO","score",248500,93.6,93.6,0
"ICO","score",248600,93.21,93.21,0
"ICO","score",258410,93.7,93.7,0
"ICO","score",258420,95,95,0
"ICO","score",258431,93.33,93.33,0
"ICO","score",258432,93.21,93.21,0
"ICO","score",258441,93.21,93.21,0
"ICO","score",258442,93.21,93.21,0
"ICO","score",258510,91.9,91.9,0
"ICO","score",258520,91.9,91.9,0
"ICO","score",258600,91.5,91.5,0
"ICO","score",258700,92.27,92.27,0
"ICO","score",288100,93.7,93.7,0
"ICO","score",288200,93.2,93.2,0
"ICO","score",288300,92.69,92.69,0
"ICO","status",0,86.77,86.77,0
"ICO","status",248100,87.33,87.33,0
"ICO","status",248200,87.33,87.33,0
"ICO","status",248300,86.92,86.92,0
"ICO","status",248400,86.9,86.9,0
"ICO","status",248500,87.2,87.2,0
"ICO","status",248600,86.43,86.43,0
"ICO","status",258410,87.41,87.41,0
"ICO","status",258420,90,90,0
"ICO","status",258431,86.67,86.67,0
"ICO","status",258432,86.43,86.43,0
"ICO","status",258441,86.43,86.43,0
"ICO","status",258442,86.43,86.43,0
"ICO","status",258510,83.81,83.81,0
"ICO","status",258520,83.81,83.81,0
"ICO","status",258600,83,83,0
"ICO","status",258700,84.55,84.55,0
"ICO","status",288100,87.41,87.41,0
"ICO","status",288200,86.4,86.4,0
"ICO","status",288300,85.38,85.38,0
"ICO","trend",248100,0.11,0.11,0
"ICO","trend",248200,0.11,0.11,0
"ICO","trend",248300,0.09,0.09,0
"ICO","trend",248400,0.11,0.11,0
"ICO","trend",248500,0.2,0.2,0
"ICO","trend",248600,0.11,0.11,0
"ICO","trend",258410,0.15,0.15,0
"ICO","trend",258420,0.17,0.17,0
"ICO","trend",258431,0.12,0.12,0
"ICO","trend",258432,0.11,0.11,0
"ICO","trend",258441,0.11,0.11,0
"ICO","trend",258442,0.11,0.11,0
"ICO","trend",258510,0.1,0.1,0
"ICO","trend",258520,0.1,0.1,0
"ICO","trend",258600,0.07,0.07,0
"ICO","trend",258700,0.1,0.1,0
"ICO","trend",288100,0.15,0.15,0
"ICO","trend",288200,0.1,0.1,0
"ICO","trend",288300,0.06,0.06,0
"Index","future",0,78.05,77.85,-0.200000000000003
"Index","future",248100,88.1,86.38,-1.72
"Index","future",248200,73.08,72.6,-0.480000000000004
"Index","future",248300,87.84,87.84,0
"Index","future",248400,87.42,86.77,-0.650000000000006
"Index","future",248500,71.36,71.36,0
"Index","future",248600,82.69,82.69,0
"Index","future",258410,67.49,67.49,0
"Index","future",258420,68.24,68.24,0
"Index","future",258431,90,90,0
"Index","future",258432,83.33,83.33,0
"Index","future",258441,83.33,83.33,0
"Index","future",258442,87.5,87.5,0
"Index","future",258510,62.16,62.16,0
"Index","future",258520,87.5,87.5,0
"Index","future",258600,64.2,64.2,0
"Index","future",258700,72.98,72.98,0
"Index","future",288100,78.93,78.93,0
"Index","future",288200,76.27,76.27,0
"Index","future",288300,92.52,90.46,-2.06
"Index","score",0,75.33,75.15,-0.179999999999993
"Index","score",248100,83.26,81.56,-1.7
"Index","score",248200,70.54,70.04,-0.5
"Index","score",248300,84.44,84.44,0
"Index","score",248400,84.93,84.37,-0.560000000000002
"Index","score",248500,70.52,70.52,0
"Index","score",248600,79.53,79.53,0
"Index","score",258410,65.58,65.58,0
"Index","score",258420,66.07,66.07,0
"Index","score",258431,88.59,88.59,0
"Index","score",258432,80.97,80.97,0
"Index","score",258441,80.57,80.57,0
"Index","score",258442,85.41,85.41,0
"Index","score",258510,58.21,58.21,0
"Index","score",258520,84.24,84.24,0
"Index","score",258600,60.71,60.71,0
"Index","score",258700,69.71,69.71,0
"Index","score",288100,75.98,75.98,0
"Index","score",288200,73.1,73.1,0
"Index","score",288300,88.52,86.7,-1.81999999999999
"LE","future",0,62.55,62.55,0
"LE","future",248100,100,100,0
"LE","future",248200,100,100,0
"LE","future",248300,100,100,0
"LE","future",248400,100,100,0
"LE","future",248500,49.4,49.4,0
"LE","future",248600,89.22,89.22,0
"LE","future",258410,100,100,0
"LE","future",258420,100,100,0
"LE","future",258431,100,100,0
"LE","future",258432,NA,NA,NA
"LE","future",258441,NA,NA,NA
"LE","future",258442,100,100,0
"LE","future",258510,0,0,0
"LE","future",258520,100,100,0
"LE","future",258600,6.82,6.82,0
"LE","future",258700,47.23,47.23,0
"LE","future",288100,12.32,12.32,0
"LE","future",288200,0,0,0
"LE","future",288300,NA,NA,NA
"LE","pressures",248100,NA,NA,NA
"LE","pressures",248200,NA,NA,NA
"LE","pressures",248300,NA,NA,NA
"LE","pressures",248400,NA,NA,NA
"LE","pressures",248500,NA,NA,NA
"LE","pressures",248600,NA,NA,NA
"LE","pressures",258410,NA,NA,NA
"LE","pressures",258420,NA,NA,NA
"LE","pressures",258431,NA,NA,NA
"LE","pressures",258432,NA,NA,NA
"LE","pressures",258441,NA,NA,NA
"LE","pressures",258442,NA,NA,NA
"LE","pressures",258510,NA,NA,NA
"LE","pressures",258520,NA,NA,NA
"LE","pressures",258600,NA,NA,NA
"LE","pressures",258700,NA,NA,NA
"LE","pressures",288100,NA,NA,NA
"LE","pressures",288200,NA,NA,NA
"LE","pressures",288300,NA,NA,NA
"LE","resilience",248100,NA,NA,NA
"LE","resilience",248200,NA,NA,NA
"LE","resilience",248300,NA,NA,NA
"LE","resilience",248400,NA,NA,NA
"LE","resilience",248500,NA,NA,NA
"LE","resilience",248600,NA,NA,NA
"LE","resilience",258410,NA,NA,NA
"LE","resilience",258420,NA,NA,NA
"LE","resilience",258431,NA,NA,NA
"LE","resilience",258432,NA,NA,NA
"LE","resilience",258441,NA,NA,NA
"LE","resilience",258442,NA,NA,NA
"LE","resilience",258510,NA,NA,NA
"LE","resilience",258520,NA,NA,NA
"LE","resilience",258600,NA,NA,NA
"LE","resilience",258700,NA,NA,NA
"LE","resilience",288100,NA,NA,NA
"LE","resilience",288200,NA,NA,NA
"LE","resilience",288300,NA,NA,NA
"LE","score",0,61.7,61.7,0
"LE","score",248100,92.32,92.32,0
"LE","score",248200,97.29,97.29,0
"LE","score",248300,100,100,0
"LE","score",248400,100,100,0
"LE","score",248500,51.09,51.09,0
"LE","score",248600,83.67,83.67,0
"LE","score",258410,100,100,0
"LE","score",258420,100,100,0
"LE","score",258431,100,100,0
"LE","score",258432,NA,NA,NA
"LE","score",258441,NA,NA,NA
"LE","score",258442,100,100,0
"LE","score",258510,0,0,0
"LE","score",258520,100,100,0
"LE","score",258600,8.93,8.93,0
"LE","score",258700,47.96,47.96,0
"LE","score",288100,16.08,16.08,0
"LE","score",288200,0,0,0
"LE","score",288300,NA,NA,NA
"LE","status",0,60.85,60.85,0
"LE","status",248100,84.63,84.63,0
"LE","status",248200,94.58,94.58,0
"LE","status",248300,100,100,0
"LE","status",248400,100,100,0
"LE","status",248500,52.79,52.79,0
"LE","status",248600,78.12,78.12,0
"LE","status",258410,100,100,0
"LE","status",258420,100,100,0
"LE","status",258431,100,100,0
"LE","status",258432,NA,NA,NA
"LE","status",258441,NA,NA,NA
"LE","status",258442,100,100,0
"LE","status",258510,0,0,0
"LE","status",258520,100,100,0
"LE","status",258600,11.04,11.04,0
"LE","status",258700,48.68,48.68,0
"LE","status",288100,19.84,19.84,0
"LE","status",288200,0,0,0
"LE","status",288300,NA,NA,NA
"LE","trend",248100,-0.03,-0.03,0
"LE","trend",248200,0.01,0.01,0
"LE","trend",248300,0.43,0.43,0
"LE","trend",248400,0,0,0
"LE","trend",248500,-0.54,-0.54,0
"LE","trend",248600,-0.22,-0.22,0
"LE","trend",258410,0.59,0.59,0
"LE","trend",258420,0.79,0.79,0
"LE","trend",258431,0.69,0.69,0
"LE","trend",258432,NA,NA,NA
"LE","trend",258441,NA,NA,NA
"LE","trend",258442,0,0,0
"LE","trend",258510,-1,-1,0
"LE","trend",258520,0,0,0
"LE","trend",258600,-1,-1,0
"LE","trend",258700,-0.46,-0.46,0
"LE","trend",288100,-1,-1,0
"LE","trend",288200,-1,-1,0
"LE","trend",288300,NA,NA,NA
"LSP","future",0,51.58,51.58,0
"LSP","future",248100,58.73,58.73,0
"LSP","future",248200,84.17,84.17,0
"LSP","future",248300,0,0,0
"LSP","future",248400,0,0,0
"LSP","future",248500,62.89,62.89,0
"LSP","future",248600,61.92,61.92,0
"LSP","future",258410,60.64,60.64,0
"LSP","future",258420,61.97,61.97,0
"LSP","future",258431,0,0,0
"LSP","future",258432,0,0,0
"LSP","future",258441,0,0,0
"LSP","future",258442,0,0,0
"LSP","future",258510,0,0,0
"LSP","future",258520,0,0,0
"LSP","future",258600,0,0,0
"LSP","future",258700,0,0,0
"LSP","future",288100,62.26,62.26,0
"LSP","future",288200,62.71,62.71,0
"LSP","future",288300,61.95,61.95,0
"LSP","pressures",248100,31.36,31.36,0
"LSP","pressures",248200,32.35,32.35,0
"LSP","pressures",248300,11.6,11.6,0
"LSP","pressures",248400,13.35,13.35,0
"LSP","pressures",248500,3.18,3.18,0
"LSP","pressures",248600,9.05,9.05,0
"LSP","pressures",258410,16.83,16.83,0
"LSP","pressures",258420,8.76,8.76,0
"LSP","pressures",258431,4.92,4.92,0
"LSP","pressures",258432,5.75,5.75,0
"LSP","pressures",258441,5.77,5.77,0
"LSP","pressures",258442,5.03,5.03,0
"LSP","pressures",258510,14.89,14.89,0
"LSP","pressures",258520,10.64,10.64,0
"LSP","pressures",258600,10.1,10.1,0
"LSP","pressures",258700,14.63,14.63,0
"LSP","pressures",288100,7.2,7.2,0
"LSP","pressures",288200,4.23,4.23,0
"LSP","pressures",288300,8.89,8.89,0
"LSP","resilience",248100,81.29,81.29,0
"LSP","resilience",248200,81.29,81.29,0
"LSP","resilience",248300,81.29,81.29,0
"LSP","resilience",248400,81.29,81.29,0
"LSP","resilience",248500,81.29,81.29,0
"LSP","resilience",248600,81.29,81.29,0
"LSP","resilience",258410,81.29,81.29,0
"LSP","resilience",258420,81.29,81.29,0
"LSP","resilience",258431,81.29,81.29,0
"LSP","resilience",258432,81.29,81.29,0
"LSP","resilience",258441,81.29,81.29,0
"LSP","resilience",258442,81.29,81.29,0
"LSP","resilience",258510,81.29,81.29,0
"LSP","resilience",258520,81.29,81.29,0
"LSP","resilience",258600,81.29,81.29,0
"LSP","resilience",258700,81.29,81.29,0
"LSP","resilience",288100,81.29,81.29,0
"LSP","resilience",288200,81.29,81.29,0
"LSP","resilience",288300,81.29,81.29,0
"LSP","score",0,46.67,46.67,0
"LSP","score",248100,54.57,54.57,0
"LSP","score",248200,78.32,78.32,0
"LSP","score",248300,0,0,0
"LSP","score",248400,0,0,0
"LSP","score",248500,56.44,56.44,0
"LSP","score",248600,55.96,55.96,0
"LSP","score",258410,55.32,55.32,0
"LSP","score",258420,55.98,55.98,0
"LSP","score",258431,0,0,0
"LSP","score",258432,0,0,0
"LSP","score",258441,0,0,0
"LSP","score",258442,0,0,0
"LSP","score",258510,0,0,0
"LSP","score",258520,0,0,0
"LSP","score",258600,0,0,0
"LSP","score",258700,0,0,0
"LSP","score",288100,56.14,56.14,0
"LSP","score",288200,56.36,56.36,0
"LSP","score",288300,55.97,55.97,0
"LSP","status",0,41.77,41.77,0
"LSP","status",248100,50.42,50.42,0
"LSP","status",248200,72.47,72.47,0
"LSP","status",248300,0,0,0
"LSP","status",248400,0,0,0
"LSP","status",248500,50,50,0
"LSP","status",248600,50,50,0
"LSP","status",258410,50,50,0
"LSP","status",258420,50,50,0
"LSP","status",258431,0,0,0
"LSP","status",258432,0,0,0
"LSP","status",258441,0,0,0
"LSP","status",258442,0,0,0
"LSP","status",258510,0,0,0
"LSP","status",258520,0,0,0
"LSP","status",258600,0,0,0
"LSP","status",258700,0,0,0
"LSP","status",288100,50.02,50.02,0
"LSP","status",288200,50,50,0
"LSP","status",288300,50,50,0
"LSP","trend",248100,0,0,0
"LSP","trend",248200,0,0,0
"LSP","trend",248300,0,0,0
"LSP","trend",248400,0,0,0
"LSP","trend",248500,0,0,0
"LSP","trend",248600,0,0,0
"LSP","trend",258410,0,0,0
"LSP","trend",258420,0,0,0
"LSP","trend",258431,0,0,0
"LSP","trend",258432,0,0,0
"LSP","trend",258441,0,0,0
"LSP","trend",258442,0,0,0
"LSP","trend",258510,0,0,0
"LSP","trend",258520,0,0,0
"LSP","trend",258600,0,0,0
"LSP","trend",258700,0,0,0
"LSP","trend",288100,0,0,0
"LSP","trend",288200,0,0,0
"LSP","trend",288300,0,0,0
"NP","future",0,76.78,76.78,0
"NP","future",248100,74.8,74.8,0
"NP","future",248200,78.59,78.59,0
"NP","future",248300,77.03,77.03,0
"NP","future",248400,NA,NA,NA
"NP","future",248500,NA,NA,NA
"NP","future",248600,NA,NA,NA
"NP","future",258410,NA,NA,NA
"NP","future",258420,NA,NA,NA
"NP","future",258431,NA,NA,NA
"NP","future",258432,NA,NA,NA
"NP","future",258441,NA,NA,NA
"NP","future",258442,NA,NA,NA
"NP","future",258510,NA,NA,NA
"NP","future",258520,NA,NA,NA
"NP","future",258600,NA,NA,NA
"NP","future",258700,NA,NA,NA
"NP","future",288100,NA,NA,NA
"NP","future",288200,NA,NA,NA
"NP","future",288300,NA,NA,NA
"NP","pressures",248100,24.96,24.96,0
"NP","pressures",248200,21.7,21.7,0
"NP","pressures",248300,14.12,14.12,0
"NP","pressures",248400,14.7,14.7,0
"NP","pressures",248500,4.27,4.27,0
"NP","pressures",248600,9.49,9.49,0
"NP","pressures",258410,13.44,13.44,0
"NP","pressures",258420,8.25,8.25,0
"NP","pressures",258431,7.14,7.14,0
"NP","pressures",258432,7.74,7.74,0
"NP","pressures",258441,8.03,8.03,0
"NP","pressures",258442,7.3,7.3,0
"NP","pressures",258510,14.87,14.87,0
"NP","pressures",258520,13.49,13.49,0
"NP","pressures",258600,11.5,11.5,0
"NP","pressures",258700,14.68,14.68,0
"NP","pressures",288100,6.76,6.76,0
"NP","pressures",288200,6.54,6.54,0
"NP","pressures",288300,11.41,11.41,0
"NP","resilience",248100,49.71,49.71,0
"NP","resilience",248200,64.41,64.41,0
"NP","resilience",248300,49.43,49.43,0
"NP","resilience",248400,49.43,49.43,0
"NP","resilience",248500,49.43,49.43,0
"NP","resilience",248600,49.43,49.43,0
"NP","resilience",258410,49.43,49.43,0
"NP","resilience",258420,49.43,49.43,0
"NP","resilience",258431,49.43,49.43,0
"NP","resilience",258432,49.43,49.43,0
"NP","resilience",258441,49.43,49.43,0
"NP","resilience",258442,49.43,49.43,0
"NP","resilience",258510,49.43,49.43,0
"NP","resilience",258520,49.43,49.43,0
"NP","resilience",258600,49.43,49.43,0
"NP","resilience",258700,49.43,49.43,0
"NP","resilience",288100,49.44,49.44,0
"NP","resilience",288200,49.43,49.43,0
"NP","resilience",288300,49.43,49.43,0
"NP","score",0,70.39,70.39,0
"NP","score",248100,69.4,69.4,0
"NP","score",248200,71.3,71.3,0
"NP","score",248300,70.52,70.52,0
"NP","score",248400,NA,NA,NA
"NP","score",248500,NA,NA,NA
"NP","score",248600,NA,NA,NA
"NP","score",258410,NA,NA,NA
"NP","score",258420,NA,NA,NA
"NP","score",258431,NA,NA,NA
"NP","score",258432,NA,NA,NA
"NP","score",258441,NA,NA,NA
"NP","score",258442,NA,NA,NA
"NP","score",258510,NA,NA,NA
"NP","score",258520,NA,NA,NA
"NP","score",258600,NA,NA,NA
"NP","score",258700,NA,NA,NA
"NP","score",288100,NA,NA,NA
"NP","score",288200,NA,NA,NA
"NP","score",288300,NA,NA,NA
"NP","status",0,64,64,0
"NP","status",248100,64,64,0
"NP","status",248200,64,64,0
"NP","status",248300,64,64,0
"NP","status",248400,NA,NA,NA
"NP","status",248500,NA,NA,NA
"NP","status",248600,NA,NA,NA
"NP","status",258410,NA,NA,NA
"NP","status",258420,NA,NA,NA
"NP","status",258431,NA,NA,NA
"NP","status",258432,NA,NA,NA
"NP","status",258441,NA,NA,NA
"NP","status",258442,NA,NA,NA
"NP","status",258510,NA,NA,NA
"NP","status",258520,NA,NA,NA
"NP","status",258600,NA,NA,NA
"NP","status",258700,NA,NA,NA
"NP","status",288100,NA,NA,NA
"NP","status",288200,NA,NA,NA
"NP","status",288300,NA,NA,NA
"NP","trend",248100,0.13,0.13,0
"NP","trend",248200,0.13,0.13,0
"NP","trend",248300,0.13,0.13,0
"NP","trend",248400,NA,NA,NA
"NP","trend",248500,NA,NA,NA
"NP","trend",248600,NA,NA,NA
"NP","trend",258410,NA,NA,NA
"NP","trend",258420,NA,NA,NA
"NP","trend",258431,NA,NA,NA
"NP","trend",258432,NA,NA,NA
"NP","trend",258441,NA,NA,NA
"NP","trend",258442,NA,NA,NA
"NP","trend",258510,NA,NA,NA
"NP","trend",258520,NA,NA,NA
"NP","trend",258600,NA,NA,NA
"NP","trend",258700,NA,NA,NA
"NP","trend",288100,NA,NA,NA
"NP","trend",288200,NA,NA,NA
"NP","trend",288300,NA,NA,NA
"SP","future",0,75.79,75.79,0
"SP","future",248100,79.36,79.36,0
"SP","future",248200,92.09,92.09,0
"SP","future",248300,50,50,0
"SP","future",248400,50,50,0
"SP","future",248500,81.44,81.44,0
"SP","future",248600,80.96,80.96,0
"SP","future",258410,80.32,80.32,0
"SP","future",258420,80.98,80.98,0
"SP","future",258431,50,50,0
"SP","future",258432,50,50,0
"SP","future",258441,50,50,0
"SP","future",258442,50,50,0
"SP","future",258510,50,50,0
"SP","future",258520,50,50,0
"SP","future",258600,50,50,0
"SP","future",258700,50,50,0
"SP","future",288100,81.13,81.13,0
"SP","future",288200,81.36,81.36,0
"SP","future",288300,80.97,80.97,0
"SP","pressures",248100,NA,NA,NA
"SP","pressures",248200,NA,NA,NA
"SP","pressures",248300,NA,NA,NA
"SP","pressures",248400,NA,NA,NA
"SP","pressures",248500,NA,NA,NA
"SP","pressures",248600,NA,NA,NA
"SP","pressures",258410,NA,NA,NA
"SP","pressures",258420,NA,NA,NA
"SP","pressures",258431,NA,NA,NA
"SP","pressures",258432,NA,NA,NA
"SP","pressures",258441,NA,NA,NA
"SP","pressures",258442,NA,NA,NA
"SP","pressures",258510,NA,NA,NA
"SP","pressures",258520,NA,NA,NA
"SP","pressures",258600,NA,NA,NA
"SP","pressures",258700,NA,NA,NA
"SP","pressures",288100,NA,NA,NA
"SP","pressures",288200,NA,NA,NA
"SP","pressures",288300,NA,NA,NA
"SP","resilience",248100,NA,NA,NA
"SP","resilience",248200,NA,NA,NA
"SP","resilience",248300,NA,NA,NA
"SP","resilience",248400,NA,NA,NA
"SP","resilience",248500,NA,NA,NA
"SP","resilience",248600,NA,NA,NA
"SP","resilience",258410,NA,NA,NA
"SP","resilience",258420,NA,NA,NA
"SP","resilience",258431,NA,NA,NA
"SP","resilience",258432,NA,NA,NA
"SP","resilience",258441,NA,NA,NA
"SP","resilience",258442,NA,NA,NA
"SP","resilience",258510,NA,NA,NA
"SP","resilience",258520,NA,NA,NA
"SP","resilience",258600,NA,NA,NA
"SP","resilience",258700,NA,NA,NA
"SP","resilience",288100,NA,NA,NA
"SP","resilience",288200,NA,NA,NA
"SP","resilience",288300,NA,NA,NA
"SP","score",0,70.03,70.03,0
"SP","score",248100,74.12,74.12,0
"SP","score",248200,85.99,85.99,0
"SP","score",248300,46.73,46.73,0
"SP","score",248400,46.72,46.72,0
"SP","score",248500,75.02,75.02,0
"SP","score",248600,74.59,74.59,0
"SP","score",258410,74.51,74.51,0
"SP","score",258420,75.49,75.49,0
"SP","score",258431,46.67,46.67,0
"SP","score",258432,46.61,46.61,0
"SP","score",258441,46.61,46.61,0
"SP","score",258442,46.61,46.61,0
"SP","score",258510,45.95,45.95,0
"SP","score",258520,45.95,45.95,0
"SP","score",258600,45.75,45.75,0
"SP","score",258700,46.14,46.14,0
"SP","score",288100,74.92,74.92,0
"SP","score",288200,74.78,74.78,0
"SP","score",288300,74.33,74.33,0
"SP","status",0,64.27,64.27,0
"SP","status",248100,68.88,68.88,0
"SP","status",248200,79.9,79.9,0
"SP","status",248300,43.46,43.46,0
"SP","status",248400,43.45,43.45,0
"SP","status",248500,68.6,68.6,0
"SP","status",248600,68.21,68.21,0
"SP","status",258410,68.7,68.7,0
"SP","status",258420,70,70,0
"SP","status",258431,43.33,43.33,0
"SP","status",258432,43.21,43.21,0
"SP","status",258441,43.21,43.21,0
"SP","status",258442,43.21,43.21,0
"SP","status",258510,41.9,41.9,0
"SP","status",258520,41.9,41.9,0
"SP","status",258600,41.5,41.5,0
"SP","status",258700,42.27,42.27,0
"SP","status",288100,68.71,68.71,0
"SP","status",288200,68.2,68.2,0
"SP","status",288300,67.69,67.69,0
"SP","trend",248100,0.05,0.05,0
"SP","trend",248200,0.05,0.05,0
"SP","trend",248300,0.05,0.05,0
"SP","trend",248400,0.06,0.06,0
"SP","trend",248500,0.1,0.1,0
"SP","trend",248600,0.06,0.06,0
"SP","trend",258410,0.07,0.07,0
"SP","trend",258420,0.08,0.08,0
"SP","trend",258431,0.06,0.06,0
"SP","trend",258432,0.06,0.06,0
"SP","trend",258441,0.06,0.06,0
"SP","trend",258442,0.06,0.06,0
"SP","trend",258510,0.05,0.05,0
"SP","trend",258520,0.05,0.05,0
"SP","trend",258600,0.04,0.04,0
"SP","trend",258700,0.05,0.05,0
"SP","trend",288100,0.07,0.07,0
"SP","trend",288200,0.05,0.05,0
"SP","trend",288300,0.03,0.03,0
"SPP","future",0,99.54,99.54,0
"SPP","future",248100,100,100,0
"SPP","future",248200,100,100,0
"SPP","future",248300,100,100,0
"SPP","future",248400,100,100,0
"SPP","future",248500,95.01,95.01,0
"SPP","future",248600,100,100,0
"SPP","future",258410,100,100,0
"SPP","future",258420,100,100,0
"SPP","future",258431,100,100,0
"SPP","future",258432,100,100,0
"SPP","future",258441,100,100,0
"SPP","future",258442,100,100,0
"SPP","future",258510,98.65,98.65,0
"SPP","future",258520,100,100,0
"SPP","future",258600,100,100,0
"SPP","future",258700,94.69,94.69,0
"SPP","future",288100,100,100,0
"SPP","future",288200,100,100,0
"SPP","future",288300,100,100,0
"SPP","pressures",248100,22.48,22.48,0
"SPP","pressures",248200,20,20,0
"SPP","pressures",248300,11.27,11.27,0
"SPP","pressures",248400,13.12,13.12,0
"SPP","pressures",248500,2.97,2.97,0
"SPP","pressures",248600,7.45,7.45,0
"SPP","pressures",258410,10.93,10.93,0
"SPP","pressures",258420,5.85,5.85,0
"SPP","pressures",258431,4.69,4.69,0
"SPP","pressures",258432,5.51,5.51,0
"SPP","pressures",258441,5.46,5.46,0
"SPP","pressures",258442,4.78,4.78,0
"SPP","pressures",258510,13.47,13.47,0
"SPP","pressures",258520,10.34,10.34,0
"SPP","pressures",258600,9.09,9.09,0
"SPP","pressures",258700,13.04,13.04,0
"SPP","pressures",288100,4.78,4.78,0
"SPP","pressures",288200,4,4,0
"SPP","pressures",288300,8.61,8.61,0
"SPP","resilience",248100,49.78,49.78,0
"SPP","resilience",248200,60.81,60.81,0
"SPP","resilience",248300,49.57,49.57,0
"SPP","resilience",248400,49.57,49.57,0
"SPP","resilience",248500,49.57,49.57,0
"SPP","resilience",248600,49.57,49.57,0
"SPP","resilience",258410,49.57,49.57,0
"SPP","resilience",258420,49.57,49.57,0
"SPP","resilience",258431,49.57,49.57,0
"SPP","resilience",258432,49.57,49.57,0
"SPP","resilience",258441,49.57,49.57,0
"SPP","resilience",258442,49.57,49.57,0
"SPP","resilience",258510,49.57,49.57,0
"SPP","resilience",258520,49.57,49.57,0
"SPP","resilience",258600,49.57,49.57,0
"SPP","resilience",258700,49.57,49.57,0
"SPP","resilience",288100,49.58,49.58,0
"SPP","resilience",288200,49.57,49.57,0
"SPP","resilience",288300,49.57,49.57,0
"SPP","score",0,91.6,91.6,0
"SPP","score",248100,91.62,91.62,0
"SPP","score",248200,91.52,91.52,0
"SPP","score",248300,90.51,90.51,0
"SPP","score",248400,90.54,90.54,0
"SPP","score",248500,88.67,88.67,0
"SPP","score",248600,91.46,91.46,0
"SPP","score",258410,93.04,93.04,0
"SPP","score",258420,93.11,93.11,0
"SPP","score",258431,93.52,93.52,0
"SPP","score",258432,93.65,93.65,0
"SPP","score",258441,91.51,91.51,0
"SPP","score",258442,91.18,91.18,0
"SPP","score",258510,90.05,90.05,0
"SPP","score",258520,91.53,91.53,0
"SPP","score",258600,90.26,90.26,0
"SPP","score",258700,87.96,87.96,0
"SPP","score",288100,91.95,91.95,0
"SPP","score",288200,91.42,91.42,0
"SPP","score",288300,91.76,91.76,0
"SPP","status",0,83.66,83.66,0
"SPP","status",248100,83.23,83.23,0
"SPP","status",248200,83.04,83.04,0
"SPP","status",248300,81.02,81.02,0
"SPP","status",248400,81.08,81.08,0
"SPP","status",248500,82.34,82.34,0
"SPP","status",248600,82.92,82.92,0
"SPP","status",258410,86.08,86.08,0
"SPP","status",258420,86.22,86.22,0
"SPP","status",258431,87.04,87.04,0
"SPP","status",258432,87.29,87.29,0
"SPP","status",258441,83.03,83.03,0
"SPP","status",258442,82.36,82.36,0
"SPP","status",258510,81.44,81.44,0
"SPP","status",258520,83.06,83.06,0
"SPP","status",258600,80.53,80.53,0
"SPP","status",258700,81.22,81.22,0
"SPP","status",288100,83.9,83.9,0
"SPP","status",288200,82.84,82.84,0
"SPP","status",288300,83.51,83.51,0
"SPP","trend",248100,0.25,0.25,0
"SPP","trend",248200,0.32,0.32,0
"SPP","trend",248300,0.22,0.22,0
"SPP","trend",248400,0.26,0.26,0
"SPP","trend",248500,NA,NA,NA
"SPP","trend",248600,0.33,0.33,0
"SPP","trend",258410,0.34,0.34,0
"SPP","trend",258420,0.29,0.29,0
"SPP","trend",258431,0.39,0.39,0
"SPP","trend",258432,0.36,0.36,0
"SPP","trend",258441,0.38,0.38,0
"SPP","trend",258442,0.35,0.35,0
"SPP","trend",258510,0.14,0.14,0
"SPP","trend",258520,0.38,0.38,0
