"rgn_id","resilience.score","rgn_name","sov_id","description"
8,0,NA,NA,NA
9,0,NA,NA,NA
51,0,NA,NA,NA
60,0,"Gibraltar",180,"Territories, included in 2013, probably gapfilled"
67,0,NA,NA,NA
71,0,NA,NA,NA
76,0,NA,NA,NA
79,0,NA,NA,NA
84,0,NA,NA,NA
96,0,NA,NA,NA
104,0,NA,NA,NA
114,0,NA,NA,NA
126,0,NA,NA,NA
250,0,"Aruba",177,"Territories, disaggregated in 2013"
244,0,"Curacao",177,"Territories, disaggregated in 2013"
249,0,"Sint Eustatius",177,"Territories, disaggregated in 2013"
245,0,"Bonaire",177,"Territories, disaggregated in 2013"
220,0,"Sint Maarten",177,"Territories, disaggregated in 2013"
248,0,"Saba",177,"Territories, disaggregated in 2013"
163,0,NA,NA,NA
169,0,"French Guiana",179,"Territories, included in 2013, probably gapfilled"
192,0,NA,NA,NA
194,0,NA,NA,NA
207,0,NA,NA,NA
219,0,"Saint Pierre and Miquelon",179,"Territories, included in 2013, probably gapfilled"
232,0,NA,NA,NA
75,0.000225471837733,NA,NA,NA
184,0.000493385695079,NA,NA,NA
110,0.00070349751609,NA,NA,NA
17,0.000990410051788,NA,NA,NA
132,0.00226571689746,NA,NA,NA
183,0.002535338558495,NA,NA,NA
57,0.002535338558495,"Madeira",183,"Territories, disaggregated in 2013"
55,0.002535338558495,"Azores",183,"Territories, disaggregated in 2013"
41,0.00268363345594,NA,NA,NA
7,0.00287340065343,NA,NA,NA
130,0.00808132884439,NA,NA,NA
199,0.00920748934308,NA,NA,NA
171,0.0111029232441,NA,NA,NA
95,0.0130396370177,"Falkland Islands",180,"Territories, disaggregated in 2013"
85,0.0130396370177,"Ascension",180,"Territories, disaggregated in 2013"
86,0.0130396370177,"Saint Helena",180,"Territories, disaggregated in 2013"
88,0.0130396370177,"Tristan da Cunha",180,"Territories, disaggregated in 2013"
89,0.0130396370177,"South Georgia and the South Sandwich Islands",180,"Territories, disaggregated in 2013"
141,0.0130471986228,"Faeroe Islands",175,"Territories, disaggregated in 2013"
175,0.0130471986228,NA,NA,NA
145,0.0130471986228,"Greenland",175,"Territories, disaggregated in 2013"
161,0.015030191108,"Wallis and Futuna",179,"Territories, disaggregated in 2013"
147,0.015030191108,"French Polynesia",179,"Territories, disaggregated in 2013"
208,0.0254726219434,NA,NA,NA
116,0.03167955469275,"Puerto Rico and Virgin Islands of the United States",163,"Territories, included in 2013, probably gapfilled"
181,0.0322101429293,NA,NA,NA
176,0.0536580019467,NA,NA,NA
188,0.0556442261683,NA,NA,NA
227,0.0579495802496,"Jersey",180,"Territories, disaggregated in 2013"
228,0.0579495802496,"Guernsey",180,"Territories, disaggregated in 2013"
180,0.0579495802496,NA,NA,NA
101,0.0812481164416,NA,NA,NA
111,0.0890177060116,"Turks and Caicos Islands",180,"Territories, disaggregated in 2013"
108,0.0890177060116,"Bermuda",180,"Territories, disaggregated in 2013"
118,0.0890177060116,"Anguilla",180,"Territories, disaggregated in 2013"
117,0.0890177060116,"British Virgin Islands",180,"Territories, disaggregated in 2013"
113,0.0890177060116,"Cayman Islands",180,"Territories, disaggregated in 2013"
121,0.0890177060116,"Montserrat",180,"Territories, disaggregated in 2013"
59,0.0964120255372,NA,NA,NA
152,0.0982900858525,NA,NA,NA
186,0.098492006298697,NA,NA,NA
6,0.100672753122,NA,NA,NA
