"code","Country/EEZ","Index","FIS","FP","MAR","AO","NP","CS","CP","LIV","LE","ECO","TR","ICO","SP","LSP","CW","HAB","BD","SPP"
30,"Glorioso Islands",-3.09999999999999,,,,0.200000000000003,,,0,-2,-1,0,-0.899999999999999,,0,0,-19.5,0,-0.299999999999997,-0.5
31,"Seychelles",-2,2.09999999999999,2.09999999999999,0,0.899999999999999,-3,0,-0.200000000000003,0,3,6,0,-0.300000000000004,-0.600000000000001,-0.899999999999999,-22,0,-0.299999999999997,-0.5
32,"R_union",-1.5,2,2.80000000000001,0,0.200000000000003,,,-0.0999999999999943,-1.3,4.5,10.3,-0.0999999999999996,-0.199999999999989,-4.5,-8.69999999999999,-14.3,0,-0.300000000000011,-0.600000000000009
33,"Juan de Nova Island",-3.2,,,,0.100000000000001,,,-0.0999999999999943,-2,-1,0,-0.899999999999999,,0,0,-19.6,0,-0.300000000000011,-0.599999999999994
34,"Bassas da India",0,,,,0.200000000000003,,,-0.299999999999997,,,,,,0,0,0,0,-0.200000000000003,-0.5
35,"Ile Europa",0,,,,0.100000000000001,,0,0,,,,,,0,0,0,0,-0.200000000000003,-0.400000000000006
36,"Ile Tromelin",0.199999999999989,1.90000000000001,1.90000000000001,,0.200000000000003,,,-0.399999999999991,,,,,,0,0,0,0,-0.200000000000003,-0.5
37,"Mauritius",-0.200000000000003,1.2,1.40000000000001,0.1,0.600000000000001,3.4,0,-0.100000000000009,2.60000000000001,3,3.3,0,-0.100000000000001,-0.199999999999996,-0.300000000000001,-10.1,0,-0.200000000000003,-0.400000000000006
38,"British Indian Ocean Territory",0.599999999999994,2.10000000000001,2.10000000000001,,0.199999999999996,,,0,6,4.09999999999999,2.3,-0.200000000000003,0,0,0,-1.30000000000001,0,-0.200000000000003,-0.400000000000006
39,"Maldives",-0.399999999999999,1.7,1.7,,0.100000000000001,-0.4,-0.299999999999997,-0.299999999999997,0,2.39999999999999,4.7,-0.399999999999991,-0.300000000000004,-0.200000000000003,0,-6.3,-0.299999999999997,-0.5,-0.600000000000009
40,"Sri Lanka",0.100000000000001,0.0999999999999943,0.5,0,0.699999999999996,-5.5,0.0999999999999943,0,0,13,25.8,0.100000000000001,0,-0.100000000000001,-0.100000000000001,-8.2,0,-0.0999999999999943,-0.299999999999997
41,"Mozambique",-1.8,-0.100000000000009,-0.200000000000003,0,-0.100000000000001,-10.1,-0.299999999999997,-0.400000000000006,0,0,0,-0.0999999999999979,-0.300000000000004,-0.299999999999997,-0.300000000000004,-6.7,-0.299999999999997,-0.399999999999991,-0.5
42,"Madagascar",-1.8,0.199999999999996,0.299999999999997,0,0.100000000000001,1,0,0,-17.2,-8.7,0,0,-0.100000000000001,-0.100000000000001,-0.200000000000003,-11.3,0,-0.199999999999989,-0.299999999999997
43,"Kenya",-1.9,0,0,0,0,-3.2,-0.100000000000009,-0.200000000000003,-0.299999999999997,-0.0999999999999943,0,0,-0.299999999999997,-0.600000000000001,-0.899999999999999,-14.6,-0.200000000000003,-0.400000000000006,-0.599999999999994
44,"Somalia",-7.2,0.199999999999989,0.199999999999989,,0.199999999999996,-64.3,0.100000000000001,-0.0999999999999943,-2,2.09999999999999,6.3,0,-0.100000000000001,0,0,-9.8,0,-0.0999999999999943,-0.200000000000003
45,"Eritrea",-5,-1,-1,,0.100000000000001,-37.1,0,-0.0999999999999943,0,0,0,-0.0999999999999996,-0.100000000000001,-0.100000000000001,0,-11.6,0,-0.0999999999999943,-0.299999999999997
46,"Djibouti",-1.7,-0.200000000000003,-0.200000000000003,,0,,,-0.200000000000003,-2,-1,0,-0.0999999999999996,-0.299999999999997,-0.199999999999996,-0.1,-12.1,0,-0.200000000000003,-0.5
47,"Yemen",0.600000000000001,-0.200000000000003,-0.200000000000003,,-0.200000000000003,6.4,-0.5,-0.199999999999999,0,6.5,12.9,0,-0.299999999999997,-0.199999999999999,0,-5,-0.399999999999991,-0.5,-0.599999999999994
48,"Oman",-1.5,-0.400000000000006,-0.399999999999991,0,-0.900000000000006,-1.7,,0,0,0,0,-0.399999999999999,-0.299999999999997,-0.399999999999999,-0.300000000000004,-9,0,-0.300000000000011,-0.700000000000003
49,"Sudan",-1.4,0.100000000000009,0.100000000000009,,0.200000000000003,-14.9,0,0,3,1.5,-0.0999999999999943,0,0,0,0,-1,0.100000000000009,0.100000000000009,0
50,"Saudi Arabia",-3.4,-0.5,-0.900000000000006,-0.599999999999998,1.59999999999999,-13.9,-0.599999999999994,-0.299999999999997,0,0,0,-0.400000000000002,-0.5,-0.5,-0.399999999999999,-17.8,-0.700000000000003,-0.799999999999997,-0.800000000000011
51,"Kuwait",-0.5,-0.100000000000001,0,0,2.3,,-0.200000000000003,-0.100000000000001,0,0,0,-0.0999999999999979,-0.100000000000001,0.600000000000001,1.39999999999999,-7.2,0,-0.0999999999999943,-0.400000000000006
52,"Bahrain",-0.700000000000003,-0.299999999999997,-0.299999999999997,0,0.900000000000006,0,-0.299999999999997,-0.200000000000003,11.5,9.3,7.10000000000001,-0.300000000000004,-0.300000000000004,-0.100000000000001,0,-15.5,-0.400000000000006,-0.5,-0.599999999999994
53,"Pakistan",-0.600000000000001,-1.1,-1,0,0,0,-0.100000000000001,-0.0999999999999979,-7.89999999999999,-3.7,0.599999999999994,0,-0.200000000000003,-0.199999999999996,-0.200000000000003,-0.799999999999997,-0.0999999999999943,-0.299999999999997,-0.5
54,"United Arab Emirates",-1.7,0.299999999999997,0.100000000000009,0,3.40000000000001,,0,0.100000000000001,0,0,0,0,0.299999999999997,-0.899999999999991,-2.10000000000001,-2.30000000000001,0,0.100000000000009,0.300000000000011
55,"Azores",-1.89999999999999,-0.100000000000001,-0.100000000000001,,0,,,,0.799999999999997,0.400000000000006,0,-0.0999999999999943,0,-0.300000000000004,-0.600000000000009,-12.8,0,-0.200000000000003,-0.400000000000006
56,"Cape Verde",1.39999999999999,-2.89999999999999,-2.89999999999999,,0.299999999999997,,,,0,1.59999999999999,3.3,0,0.299999999999997,0.0999999999999943,0,10.7,0,0,0
57,"Madeira",-1.90000000000001,-1.1,-1.1,,0,,,,0.5,0.200000000000003,-0.0999999999999943,0,0,0,0,-12.3,0,-0.299999999999997,-0.599999999999994
58,"Canary Islands",-1.5,-2.09999999999999,-2.09999999999999,,0.200000000000003,,0,0,0.599999999999994,0.100000000000001,-0.5,0.199999999999989,0,0,0,-12,0.100000000000009,-0.100000000000009,-0.399999999999991
59,"Belgium",0.5,2.4,2.4,,0.5,-1.7,0,0,25.9,12.9,0,-0.299999999999997,-0.100000000000001,0,0,-9.09999999999999,0,0,0
60,"Gibraltar",-1.39999999999999,0,0,,0,,,,0,-0.0999999999999943,-0.100000000000001,-0.0999999999999943,-0.0999999999999943,-0.100000000000009,0,-9.6,0,-0.0999999999999943,-0.199999999999989
61,"Tunisia",-0.699999999999996,1.3,0.399999999999999,0.3,0.400000000000006,-5.4,,,-0.400000000000006,-0.0999999999999943,0,0,0,0,0,-0.799999999999997,0,0.100000000000009,0.0999999999999943
62,"Morocco",-0.399999999999991,-1.3,-1.3,0,0,-1.4,,,0,0,0,-0.100000000000009,-0.100000000000001,0,-0.100000000000001,-0.600000000000001,-0.100000000000009,-0.299999999999997,-0.5
63,"Western Sahara",-0.5,-2.2,-2.2,,1.1,,,,-1.69999999999999,-0.5,0.599999999999994,-0.100000000000001,-0.199999999999996,-0.100000000000001,-0.100000000000001,-1.3,0,-0.299999999999997,-0.599999999999994
64,"Mauritania",1.9,-2,-2,,0.100000000000001,5.6,,,-1.39999999999999,-0.400000000000006,0.700000000000003,0,0.199999999999996,0.200000000000003,0,11.4,0,0,-0.100000000000009
65,"Gambia",1,-2,-2,0,0.100000000000001,,0,0,0,0,0,0,0.200000000000003,0.200000000000003,0,10.3,0.0999999999999943,0,-0.0999999999999943
66,"Senegal",-0.5,-2.8,-2.8,0.1,0.200000000000003,-20,0.100000000000001,0,0,7.09999999999999,14.2,0,0.299999999999997,0.200000000000003,0,10.5,0.100000000000001,0.100000000000009,0
67,"Libya",1.2,-1.5,-1.5,0,5.1,4.8,,,-0.5,3.90000000000001,8.40000000000001,-0.100000000000001,-0.600000000000001,-0.300000000000001,0,-2.10000000000001,0,-0.399999999999991,-0.799999999999997
68,"Malta",-1.80000000000001,-0.299999999999997,-1.09999999999999,-1,0,,-0.299999999999997,-0.400000000000006,-1.7,0.5,2.7,0,-0.300000000000004,-0.600000000000001,-0.900000000000006,-13.8,-0.299999999999997,-0.400000000000006,-0.400000000000006
69,"Latvia",4.59999999999999,2.10000000000001,2.10000000000001,,0.800000000000011,28.9,-0.100000000000001,0,23.8,11.9,0,0,,0,0,2.60000000000001,-0.0999999999999943,-0.100000000000009,-0.0999999999999943
70,"Estonia",-3.39999999999999,1.2,1.2,0,0.799999999999997,-51,0,0,1.8,11.7,21.7,0.100000000000001,,0,0,3.8,0,0,0
71,"Bulgaria",9.3,1.09999999999999,32.5,-0.300000000000001,0.200000000000003,43.6,,,0,-0.0999999999999943,0,-0.100000000000001,-0.200000000000003,-0.0999999999999943,0,-2.3,0,-0.100000000000009,-0.100000000000009
72,"Romania",-0.100000000000001,1.1,1.1,,0.200000000000003,5.5,,,-3.19999999999999,-1.59999999999999,0,0,-0.199999999999996,-0.100000000000009,0,-5.6,0,-0.0999999999999943,-0.200000000000003
73,"Russia",-1.2,0,0,0.5,0.400000000000006,0.6,0,-0.900000000000006,10.9,5.39999999999999,0,-0.200000000000001,-0.200000000000003,-0.599999999999994,-0.900000000000006,-16.4,0,0.400000000000006,0.700000000000003
74,"Georgia",1.6,1.5,1.5,,0.5,-0.9,,,-0.0999999999999943,17.7,35.5,0.100000000000001,0.100000000000001,0,0,-6.40000000000001,0,0.200000000000003,0.200000000000003
75,"Ukraine",-4.90000000000001,1.10000000000001,2.59999999999999,0,0.200000000000003,-43.9,-0.299999999999997,-0.400000000000006,0,0,0,0,-0.299999999999997,-0.300000000000004,-0.400000000000006,-5.9,-0.200000000000003,-0.200000000000003,-0.200000000000003
76,"Turkey",-3.3,-0.899999999999991,-1.40000000000001,0,0.299999999999997,-1.6,,,0,0,0,-0.199999999999999,-0.299999999999997,-0.300000000000001,-0.199999999999999,-23.2,0.100000000000009,-0.0999999999999943,-0.299999999999997
77,"Syria",-1.40000000000001,-1.40000000000001,-1.40000000000001,,0,-3.59999999999999,,,0,0,0,-0.599999999999994,-0.5,-0.200000000000003,0,-5.3,-0.799999999999997,-0.799999999999997,-0.799999999999997
78,"Lebanon",3.8,-1.1,-1.1,,0.200000000000003,,,,-1.5,-0.5,0.5,0,-0.100000000000001,0,0,-5.2,-0.0999999999999943,-0.200000000000003,-0.299999999999997
79,"Israel",-0.600000000000009,0.199999999999996,-1.9,0,1,-9.2,0,0,0,0,0,0.100000000000001,0.100000000000001,0,0,3.89999999999999,0,0.100000000000009,0.299999999999997
80,"Greece",-1.90000000000001,-1.3,-0.700000000000003,0.200000000000003,-0.799999999999997,-8.9,,,-2.5,-3.9,-5.30000000000001,0,-0.199999999999996,-0.200000000000003,-0.200000000000003,-0.799999999999997,0,-0.200000000000003,-0.299999999999997
81,"Cyprus",0.899999999999999,0,16.8,1.1,-0.400000000000006,0,,,-4.60000000000001,-2.2,0.200000000000003,-0.299999999999997,-0.100000000000001,-0.399999999999999,-0.699999999999996,-5.89999999999999,0,-0.0999999999999943,-0.200000000000003
82,"Albania",-3.1,-1.2,-1.7,0,-0.0999999999999943,-11.8,,,0,0,0,0,-0.100000000000001,-0.5,-0.700000000000003,-10.7,0,-0.100000000000009,-0.200000000000003
84,"Algeria",-0.100000000000001,-0.100000000000009,0,0,0.200000000000003,,,,0,0.200000000000003,0.400000000000006,-0.0999999999999979,-0.100000000000001,-0.0999999999999979,0,-0.899999999999991,0,-0.0999999999999943,-0.200000000000003
85,"Ascension",0.600000000000001,-0.0999999999999943,-0.0999999999999943,,0.400000000000006,,,,-3.7,0.599999999999994,4.89999999999999,0.100000000000001,,0,0,3.7,0,-0.200000000000003,-0.400000000000006
86,"Saint Helena",-0.899999999999991,3.3,3.3,,0.400000000000006,,,,-23.1,-13.1,-3.2,0.100000000000001,0,0,0,3.59999999999999,0,-0.200000000000003,-0.5
88,"Tristan da Cunha",0.5,-1.2,-1.2,,0.399999999999991,,,,-3.7,0.599999999999994,4.89999999999999,0,,0,0,3.7,0,0,-0.100000000000009
89,"South Georgia and the South Sandwich Islands",11.8,-1.8,-1.8,,,,,,,,,,0.600000000000009,47.6,94.7,0,2,1.5,1
90,"Prince Edward Islands",0,0,0,,,,,,,,,,,0,0,0,0,0,0.0999999999999943
91,"Crozet Islands",-0.299999999999997,-1.2,-1.2,,,,,,,,,,-0.0999999999999943,0,0,0,,-0.100000000000009,-0.100000000000009
92,"Amsterdam Island and Saint Paul Island",-0.299999999999997,-1.1,-1.1,,,,,,,,,,-0.0999999999999943,-0.100000000000009,0,0,0,-0.0999999999999943,-0.199999999999989
93,"Kerguelen Islands",-1.59999999999999,-6.40000000000001,-6.40000000000001,,,,,,,,,,-0.100000000000001,0,0,0,0,-0.100000000000009,-0.200000000000003
94,"Heard and McDonald Islands",0.400000000000006,1.2,1.2,,,,,,,,,,,0,0,0,0,0,0.100000000000009
95,"Falkland Islands",0,-4.1,-4.1,0,0.5,,,,-1,-0.700000000000003,-0.5,0.0999999999999943,0,-0.100000000000001,0,3.7,0,0,0
96,"Sierra Leone",0.899999999999999,-2.3,-2.3,,-0.799999999999997,,-0.599999999999998,-0.100000000000001,-0.300000000000004,-0.300000000000011,-0.399999999999991,0,-0.599999999999994,3.8,8.1,9.1,-0.199999999999996,-0.600000000000009,-1
97,"Liberia",0.700000000000003,-3,-3,,0,,0,0,0,0,0,0,0.100000000000001,0.100000000000001,0,9.6,-0.100000000000001,-0.100000000000009,-0.200000000000003
98,"Togo",0.799999999999997,-1,-1,,0.100000000000001,,-0.0999999999999943,-0.200000000000003,0,0.400000000000006,0.700000000000003,0,0.100000000000001,0.100000000000001,0,8.6,0,0,-0.200000000000003
99,"Benin",0.5,-3,-3,,0,,0,0,1.3,0.599999999999994,0,0.0999999999999996,0.100000000000001,0,0,7.6,0,-0.100000000000009,-0.200000000000003
100,"R_publique du Congo",1.2,-3,-3,,0.0999999999999943,,0,,0.600000000000001,12.7,24.7,0,-0.100000000000001,0,0,0.300000000000004,0,-0.399999999999991,-0.600000000000009
101,"Namibia",1.4,0,0.100000000000001,-2.3,0.299999999999997,-6.3,,,0,11.1,22.2,0.100000000000001,0.0999999999999943,0,0,6.10000000000001,0,-0.100000000000009,-0.200000000000003
102,"South Africa",2.5,0,0.100000000000001,0,0.299999999999997,7.2,0,0,0,12.8,25.6,0,0.100000000000001,0.200000000000003,0.300000000000011,5.10000000000001,0,-0.0999999999999943,0
103,"Sao Tome and Principe",-0.299999999999997,-3,-3,,0.100000000000001,,,,0,0,0,0.100000000000001,0,0,0,0.599999999999994,0,-0.0999999999999943,-0.199999999999989
104,"Equatorial Guinea",-0.299999999999997,-4,-4,,0.700000000000003,,0,0,0.0999999999999996,0,-0.100000000000001,0,0,0,0,0.399999999999999,0,-0.100000000000009,-0.400000000000006
105,"Bouvet Island",-0.800000000000004,-3.4,-3.4,,,,,,,,,,,0,0,0,,0.0999999999999943,0.0999999999999943
106,"Ghana",-3.2,-1,-1,,0.200000000000003,-45.8,-0.200000000000003,0,0,3.90000000000001,7.8,0,0.200000000000003,0.100000000000001,0.100000000000001,11.1,0,-0.100000000000009,-0.0999999999999943
107,"Clipperton Island",0.200000000000003,1,1,,0.0999999999999943,,,,,,,,,0,0,0,0,-0.199999999999989,-0.5
108,"Bermuda",-1.7,0,0,,-0.299999999999997,,,0,0,-7.9,-15.9,0,0,-0.0999999999999943,0,-5.2,-0.0999999999999943,-0.200000000000003,-0.5
110,"Bahamas",-1.5,2.10000000000001,2.10000000000001,0,0.399999999999991,-25.7,0,0,13.2,7.8,2.40000000000001,0,-0.100000000000001,0,0,1.09999999999999,0,-0.100000000000009,-0.299999999999997
111,"Turks and Caicos Islands",1,-2.2,-2.2,0,-0.199999999999989,9.7,-0.200000000000003,-0.100000000000001,1.3,1.90000000000001,2.3,0,0,0,0,2.10000000000001,-0.200000000000003,-0.200000000000003,-0.5
112,"Cuba",0.699999999999996,0,0,0,0,1.1,0,0,-0.100000000000009,4.39999999999999,8.90000000000001,0,0,0,0.0999999999999943,2.09999999999999,-0.0999999999999943,0,0
113,"Cayman Islands",0.799999999999997,0,0,,-0.0999999999999943,,0.200000000000003,0,0,0,0,0.299999999999997,0.0999999999999943,0.300000000000011,0.400000000000006,6.39999999999999,0.0999999999999943,0,0
114,"Haiti",0.200000000000003,0,0,,0,-3.3,-0.300000000000004,-0.199999999999999,0,4.2,8.5,0,-0.100000000000001,0,0,1.4,-0.0999999999999943,-0.200000000000003,-0.200000000000003
115,"Dominican Republic",-0.299999999999997,-1.1,-0.699999999999999,0,0.399999999999999,-11.7,-0.100000000000001,-0.199999999999996,0.299999999999997,4.2,8.09999999999999,0,0,0.0999999999999943,0,5.9,-0.0999999999999943,-0.100000000000009,-0.100000000000009
116,"Puerto Rico and Virgin Islands of the United States",2,-1,-1,0,0.799999999999997,,0,0,1.2,3,4.80000000000001,0.100000000000001,0.200000000000003,0.400000000000006,0.599999999999994,14.7,0,0,0.0999999999999943
117,"British Virgin Islands",-0.300000000000004,0,0,,-0.200000000000003,,-0.200000000000003,-0.200000000000003,-0.400000000000006,4,8.3,0,-0.100000000000001,-0.200000000000003,0,-5.7,-0.199999999999989,-0.399999999999991,-0.700000000000003
118,"Anguilla",-0.200000000000003,-1.1,-1.1,,-0.0999999999999943,,-0.0999999999999943,-0.199999999999996,0,-2.5,-5.09999999999999,0,0,0,0,2.8,-0.0999999999999943,-0.200000000000003,-0.399999999999991
119,"Saint Kitts and Nevis",0.100000000000001,0,0,0,0.0999999999999943,,0,-0.300000000000004,0,5.3,10.8,0,-0.100000000000001,0,0,-3.7,0,-0.0999999999999943,-0.0999999999999943
120,"Antigua and Barbuda",-0.299999999999997,-1.1,-1.1,,0.700000000000003,,0,-0.100000000000001,0,-4.40000000000001,-8.8,0,0,0,0.100000000000001,1.90000000000001,-0.200000000000003,-0.299999999999997,-0.400000000000006
121,"Montserrat",0.299999999999997,0,0,,-0.399999999999991,,-0.400000000000006,-0.5,-0.399999999999991,2,4.3,0,-0.100000000000001,-0.100000000000001,0,1.90000000000001,-0.299999999999997,-0.299999999999997,-0.400000000000006
122,"Saint Lucia",0.600000000000001,0.0999999999999996,0.0999999999999996,,0.0999999999999943,0,0,-0.200000000000003,-0.700000000000003,4.4,9.40000000000001,0,0,0,0,1.8,0,0,0
123,"Dominica",0.299999999999997,0,0,,0.100000000000009,,-0.0999999999999979,-0.0999999999999996,-3.5,6,15.5,0,-0.100000000000009,-0.100000000000001,0,-3.2,-0.0999999999999943,-0.200000000000003,-0.299999999999997
124,"Barbados",-1.1,-2,-2,,0.5,0,0,0,0.100000000000009,-1.59999999999999,-3.5,0,0.0999999999999943,0,0,-7.09999999999999,0.0999999999999943,0,-0.200000000000003
125,"Grenada",-1.5,-1.1,-1.1,,0.100000000000001,,-0.0999999999999943,-0.300000000000004,0,-0.200000000000003,-0.5,-0.300000000000001,-0.199999999999996,0,0,-11.3,-0.100000000000001,-0.200000000000003,-0.299999999999997
126,"Trinidad and Tobago",1.2,0.100000000000001,0.100000000000001,,0.700000000000003,6.60000000000001,0,-0.200000000000003,0,7,14.1,0.100000000000009,0,0,-0.0999999999999943,-3.10000000000001,-0.0999999999999943,0,-0.0999999999999943
127,"Saint Vincent and the Grenadines",-0.700000000000003,-1,-1,,0.300000000000004,0,,-0.299999999999997,-0.300000000000004,3,6.4,0,-0.100000000000001,-0.0999999999999979,0,-7.7,0,-0.0999999999999943,-0.199999999999989
129,"Panama",-1.59999999999999,1,1.40000000000001,0,1,-0.7,0,0,0,0.200000000000003,0.400000000000006,0,0,-0.200000000000003,-0.200000000000003,-17.5,0.100000000000001,-0.0999999999999943,-0.200000000000003
130,"Costa Rica",-4.2,2,2.7,-0.3,0.399999999999999,-48.3,-0.0999999999999943,-0.199999999999996,6.6,5.5,4.5,-0.100000000000001,-0.200000000000003,-0.200000000000003,-0.200000000000003,-0.900000000000006,-0.200000000000003,-0.400000000000006,-0.599999999999994
131,"Nicaragua",1.2,0.100000000000001,-2.09999999999999,-0.800000000000001,0.199999999999996,7,0,0,-5.89999999999999,-2.89999999999999,0,0.100000000000001,0.200000000000003,0.5,0.799999999999997,8.7,0,0.100000000000009,0.0999999999999943
132,"Colombia",1.1,1.1,3.2,-1,0.600000000000001,-0.299999999999997,0.200000000000003,0.0999999999999943,0.399999999999999,1.8,3.40000000000001,0.0999999999999979,0.200000000000003,0.5,0.799999999999997,4.5,0.200000000000003,0.200000000000003,0.200000000000003
133,"Honduras",-1,0.100000000000001,1.2,-0.299999999999999,0.299999999999997,6.2,0.100000000000001,0,2.90000000000001,1.5,0,0,-0.199999999999996,-0.499999999999993,-0.900000000000006,-18.3,0.0999999999999943,-0.0999999999999943,-0.299999999999997
134,"El Salvador",-0.399999999999999,1.1,1.4,0,0.199999999999989,-5.6,0,0,6.7,3.40000000000001,0,0,-0.100000000000001,0,0,-3.2,0,-0.200000000000003,-0.299999999999997
135,"Mexico",0.699999999999996,0,0,-1.5,0.399999999999999,-4.8,0,0,4.6,2.3,0,0,0.0999999999999943,0.100000000000009,0,8.7,0,0,0
136,"Guatemala",0.400000000000006,8.89999999999999,12.2,1.9,0.100000000000001,-3.7,0,0,0,0,0,0,-0.100000000000001,0,0,-3.9,-0.0999999999999943,-0.0999999999999943,-0.400000000000006
