"rgn_id","resilience.score"
1,0.75
2,0.75
3,0.75
4,0.75
5,0.25
6,0
7,0
8,0
9,0
10,0
11,0
12,0.75
13,0.75
14,0.25
15,0
16,0
17,0
18,0
19,0
20,0
21,0
24,0
25,0
26,0.75
28,0
29,0.75
30,0.75
31,0
32,0.75
33,0.75
34,0.75
35,0.75
36,0.75
37,0
38,0.25
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0.5
47,0
48,0
49,0
50,0
51,0
52,0.5
53,0
54,0
55,0.75
56,0
57,0.75
58,0.75
59,0
60,0.75
61,0
62,0
63,0.25
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
84,0
85,0.75
86,0.75
88,0.75
89,0.75
90,0.75
91,0.75
92,0.75
93,0.75
94,0.75
95,0.75
96,0
97,0
98,0
99,0
100,0.5
101,0
102,0
103,0
104,0
105,0.75
106,0
107,0.75
108,0.75
110,0
111,0.75
112,0
113,0.75
114,0
115,0
116,0.25
117,0.75
118,0.75
119,0
120,0
121,0.75
122,0
123,0
124,0
125,0
126,0
127,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0.75
141,0.75
143,0
144,0.75
145,0.75
146,0.75
147,0.75
148,0.75
149,0.25
150,0.75
151,0.75
152,0
153,0.75
154,0.75
155,0
156,0.75
157,0.75
158,0.75
159,0.75
161,0.75
162,0
163,0
164,0
166,0
167,0
168,0
169,0.25
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0.5
186,0
187,0
188,0.5
189,0
190,0
191,0
192,0.5
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
202,0
203,0
204,0
205,0
206,0
207,0.5
208,0.5
209,0
210,0
212,0
214,0
215,0.5
216,0
218,0
219,0.25
220,0.75
221,0.75
222,0
223,0
224,0
227,0.75
228,0.75
231,0.5
232,0.5
237,0.75
244,0.75
245,0.75
247,0
248,0.75
249,0.75
250,0.75
