"rgn_id","pressures.score"
5,0
6,0
7,NA
8,0
9,NA
10,0
13,0
14,0.623392367376688
15,0.855194759251012
16,0.663421305655211
17,0
18,0
19,0
20,0.665704509194727
21,0
24,0.0351906158357771
25,0.773509926766287
29,0
31,NA
32,0
37,0
40,0.993429462023187
41,0
42,0.998882265275708
43,NA
45,NA
47,NA
48,0
50,0.00542847863406486
51,NA
52,0
53,0
54,0
61,0
62,1
65,0
66,1
67,NA
68,0
70,NA
71,0
73,0.993227901047684
75,0.92919544900447
76,0.326724309919118
78,0
79,0
80,0.871899059024808
81,0
82,0
84,0
95,NA
101,0.930434782608696
102,0.977827050997783
110,NA
111,0
112,0
115,0
116,NA
129,0.876480967985883
130,0.992513222061955
131,1
132,0.968051118210863
133,0
134,0
135,0.925370882643052
136,0
137,1
138,0.208960738447128
139,1
140,0
141,0.998840717174512
143,1
147,0
152,NA
153,NA
155,NA
162,0.0163024339720352
163,0.275405877503708
164,1
166,0
167,0
168,0
171,0.769603351223982
172,1
173,NA
174,0
175,0.0504141159524667
176,0.995650454725188
177,0.996491228070175
179,0.886932827138571
180,0.993182809773124
181,0.993307085433615
182,0.168124957232141
183,0.99501434942873
184,0.101261424334742
186,0
187,0
188,0
190,NA
191,0
196,NA
202,0
203,0.198680537934534
204,0.0675112003707709
205,0.909408884225254
206,0.492669525400406
207,0.734430254047941
208,0
209,0.0871734124238041
210,0.348438537165146
212,1
214,0.254309168726076
216,0.62285817935873
218,0.822417467014281
222,1
223,0.941226696038078
224,0.610138364423697
227,0
228,0
231,0
232,0
244,NA
245,NA
247,0
250,NA
