"rgn_id","year","gaps"
1,1989,"r*S*G"
1,1990,"r*g*r"
1,1991,"r*g*r"
1,1992,"r*g*r"
1,1993,"r*g*r"
1,1994,"r*g*r"
1,1995,"r*g*r"
1,1996,"r*g*r"
1,1997,"r*g*r"
1,1998,"r*g*r"
1,1999,"r*g*r"
1,2000,"r*g*r"
1,2001,"r*g*r"
1,2002,"r*g*r"
1,2003,"r*g*r"
1,2004,"r*g*r"
1,2005,"r*g*r"
1,2006,"r*g*r"
1,2007,"r*g*r"
1,2008,"r*g*r"
1,2009,"r*g*r"
1,2010,"r*g*r"
1,2011,"r*g*r"
1,2012,"r*g*r"
1,2013,"r*g*r"
2,1989,"r*S*G"
2,1990,"r*g*r"
2,1991,"r*g*r"
2,1992,"r*g*r"
2,1993,"r*g*r"
2,1994,"r*g*r"
2,1995,"r*g*r"
2,1996,"r*g*r"
2,1997,"r*g*r"
2,1998,"r*g*r"
2,1999,"r*g*r"
2,2000,"r*g*r"
2,2001,"r*g*r"
2,2002,"r*g*r"
2,2003,"r*g*r"
2,2004,"r*g*r"
2,2005,"r*g*r"
2,2006,"r*g*r"
2,2007,"r*g*r"
2,2008,"r*g*r"
2,2009,"r*g*r"
2,2010,"r*g*r"
2,2011,"r*g*r"
2,2012,"r*g*r"
2,2013,"r*g*r"
3,1989,"r*S*G"
3,1990,"r*g*r"
3,1991,"r*g*r"
3,1992,"r*g*r"
3,1993,"r*g*r"
3,1994,"r*g*r"
3,1995,"r*g*r"
3,1996,"r*g*r"
3,1997,"r*g*r"
3,1998,"r*g*r"
3,1999,"r*g*r"
3,2000,"r*g*r"
3,2001,"r*g*r"
3,2002,"r*g*r"
3,2003,"r*g*r"
3,2004,"r*g*r"
3,2005,"r*g*r"
3,2006,"r*g*r"
3,2007,"r*g*r"
3,2008,"r*g*r"
3,2009,"r*g*r"
3,2010,"r*g*r"
3,2011,"r*g*r"
3,2012,"r*g*r"
3,2013,"r*g*r"
4,1989,"r*S*G"
4,1990,"r*g*r"
4,1991,"r*g*r"
4,1992,"r*g*r"
4,1993,"r*g*r"
4,1994,"r*g*r"
4,1995,"r*g*r"
4,1996,"r*g*r"
4,1997,"r*g*r"
4,1998,"r*g*r"
4,1999,"r*g*r"
4,2000,"r*g*r"
4,2001,"r*g*r"
4,2002,"r*g*r"
4,2003,"r*g*r"
4,2004,"r*g*r"
4,2005,"r*g*r"
4,2006,"r*g*r"
4,2007,"r*g*r"
4,2008,"r*g*r"
4,2009,"r*g*r"
4,2010,"r*g*r"
4,2011,"r*g*r"
4,2012,"r*g*r"
4,2013,"r*g*r"
5,1989,"r*S*G"
5,1990,"r*g_r"
5,1991,"r*g_r"
5,1992,"r*g_r"
5,1993,"r*g_r"
5,1994,"r*g_r"
5,1995,"r*g_r"
5,1996,"r*g_r"
5,1997,"r*g_r"
5,1998,"r*g_r"
5,1999,"r*g_r"
5,2000,"r*g_r"
5,2001,"r*g_r"
5,2002,"r*g_r"
5,2003,"r*g_r"
5,2004,"r*g_r"
5,2005,"r*g_r"
5,2006,"r*g_r"
5,2007,"r*g_r"
5,2008,"r*g_r"
5,2009,"r*g_r"
5,2010,"r*g_r"
5,2011,"r*g_r"
5,2012,"r*g_r"
5,2013,"r*g_c"
6,1989,"_*S*G"
6,1990,"_*g__"
6,1991,"_*g__"
6,1992,"_*g__"
6,1993,"_*g__"
6,1994,"_*g__"
6,1995,"_*g__"
6,1996,"_*g__"
6,1997,"_*g__"
6,1998,"_*g__"
6,1999,"_*g__"
6,2000,"_*g__"
6,2001,"_*g__"
6,2002,"_*g__"
6,2003,"_*g__"
6,2004,"_*g__"
6,2005,"_*g__"
6,2006,"_*g__"
6,2007,"_*g__"
6,2008,"_*g__"
6,2009,"_*g__"
6,2010,"_*g__"
6,2011,"_*g__"
6,2012,"_*g__"
6,2013,"_*g__"
7,1989,"_*S*G"
7,1990,"_*g__"
7,1991,"__g__"
7,1992,"__g__"
7,1993,"__g__"
7,1994,"__g__"
7,1995,"__g__"
7,1996,"__g__"
7,1997,"__g__"
7,1998,"__g__"
7,1999,"__g__"
7,2000,"__g__"
7,2001,"__g__"
7,2002,"__g__"
7,2003,"__g__"
7,2004,"__g__"
7,2005,"__g__"
7,2006,"__g__"
7,2007,"__g__"
7,2008,"__g__"
7,2009,"__g__"
7,2010,"__g__"
7,2011,"__g__"
7,2012,"__g__"
7,2013,"__g__"
8,1989,"r*S*G"
8,1990,"r*g*r"
8,1991,"r*g*_"
8,1992,"r*g*_"
8,1993,"r*g*_"
8,1994,"r*g*_"
8,1995,"r*g*_"
8,1996,"r*g*_"
8,1997,"r*g*_"
8,1998,"r*g*_"
8,1999,"r*g*_"
8,2000,"r*g*_"
8,2001,"r*g*_"
8,2002,"r*g*_"
8,2003,"r*g*_"
8,2004,"r*g*_"
8,2005,"r*g*_"
8,2006,"r*g*_"
8,2007,"r*g*_"
8,2008,"r*g*_"
8,2009,"r*g*_"
8,2010,"r*g*_"
8,2011,"r*g*_"
8,2012,"r*g*_"
8,2013,"r*g*_"
9,1989,"r*S*G"
9,1990,"r*g*_"
9,1991,"r*g*_"
9,1992,"r*g*_"
9,1993,"r*g*_"
9,1994,"r*g*_"
9,1995,"r*g*_"
9,1996,"r*g*_"
9,1997,"r*g*_"
9,1998,"r*g*_"
9,1999,"r*g*_"
9,2000,"r*g*_"
9,2001,"r*g*_"
9,2002,"r*g*_"
9,2003,"r*g*_"
9,2004,"r*g*_"
9,2005,"r*g*_"
9,2006,"r*g*_"
9,2007,"r*g*_"
9,2008,"r*g*_"
9,2009,"r*g*_"
9,2010,"r*g*_"
9,2011,"r*g*_"
9,2012,"r*g*_"
9,2013,"r*g*_"
10,1989,"r*S*G"
10,1990,"r*g*r"
10,1991,"r*g*r"
10,1992,"r*g*r"
10,1993,"r*g*r"
10,1994,"r*g*r"
