"rgn_id","gap_fill"
7,0
8,0
14,0
15,0
17,0
24,0
25,0
26,0
40,0
43,0
132,0
151,0
161,0
166,0
171,0
202,0
205,0
206,0
207,0
208,0
209,0
214,0
216,0
255,0
