"rgn_name","rgn_id","product","year","tonnes","tonnes_rel","usd","usd_rel","usd_peak_product_weight"
"New Caledonia",5,"ornamentals",1984,2,0.535117056856187,22.6666666666667,0.255471024701794,0.0943657103352921
"New Caledonia",5,"ornamentals",1985,2.75,0.735785953177257,32.5,0.366300366300366,0.0943657103352921
"New Caledonia",5,"ornamentals",1986,2,0.535117056856187,26.75,0.301493378416455,0.0943657103352921
"New Caledonia",5,"ornamentals",1987,2,0.535117056856187,26.75,0.301493378416455,0.0943657103352921
"New Caledonia",5,"ornamentals",1988,1.25,0.334448160535117,15.5,0.174697097774021,0.0943657103352921
"New Caledonia",5,"ornamentals",1989,0,0,0,0,0.0943657103352921
"New Caledonia",5,"ornamentals",1990,0,0,0,0,0.0943657103352921
"New Caledonia",5,"ornamentals",1991,0,0,0,0,0.0943657103352921
"New Caledonia",5,"ornamentals",1992,0,0,0,0,0.0943657103352921
"New Caledonia",5,"ornamentals",1993,0,0,0,0,0.0943657103352921
"New Caledonia",5,"ornamentals",1994,0,0,0,0,0.0943657103352921
"New Caledonia",5,"ornamentals",1995,1,0.267558528428094,32.75,0.369118061425754,0.0943657103352921
"New Caledonia",5,"ornamentals",1996,2.25,0.602006688963211,60.5,0.681882220343759,0.0943657103352921
"New Caledonia",5,"ornamentals",1997,2.5,0.668896321070234,65.5,0.738236122851507,0.0943657103352921
"New Caledonia",5,"ornamentals",1998,4.25,1,89.5,1,0.0943657103352921
"New Caledonia",5,"ornamentals",1999,5,1,84.75,0.95519864750634,0.0943657103352921
"New Caledonia",5,"ornamentals",2000,4.75,1,78.75,0.887573964497041,0.0943657103352921
"New Caledonia",5,"ornamentals",2001,5.75,1,100,1,0.0943657103352921
"New Caledonia",5,"ornamentals",2002,5.25,1,106,1,0.0943657103352921
"New Caledonia",5,"ornamentals",2003,4.5,1,104.5,1,0.0943657103352921
"New Caledonia",5,"ornamentals",2004,4.25,1,108,1,0.0943657103352921
"New Caledonia",5,"ornamentals",2005,4,1,110,1,0.0943657103352921
"New Caledonia",5,"ornamentals",2006,3.75,1,115.25,1,0.0943657103352921
"New Caledonia",5,"ornamentals",2007,3.5,0.936454849498328,121.75,1,0.0943657103352921
"New Caledonia",5,"ornamentals",2008,3.66666666666667,0.981047937569677,128.666666666667,1,0.0943657103352921
"New Caledonia",5,"ornamentals",2009,3.5,0.936454849498328,136.5,1,0.0943657103352921
"New Caledonia",5,"shells",1999,179,1,408.666666666667,0.479937365433549,0.905634289664708
"New Caledonia",5,"shells",2000,153.75,0.993859082094376,366,0.42982971227246,0.905634289664708
"New Caledonia",5,"shells",2001,154.25,0.997091144149968,369.5,0.433940105695831,0.905634289664708
"New Caledonia",5,"shells",2002,160.25,1,407.25,0.478273634762184,0.905634289664708
