"country","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Palau",8,73,58,89,91,94,92,65,76,92,75,57,93,93,8,60,49,39,43,91
"Greece",80,73,83,89,92,96,,,66,71,68,64,51,44,30,66,69,72,62,98
"Ecuador",137,73,68,91,92,94,82,78,68,71,86,100,51,69,100,66,83,100,91,13
"Johnston Atoll",159,73,93,93,93,93,77,,69,,,,25,25,,56,78,100,,
"Japan",210,73,89,92,93,95,97,95,64,100,72,45,55,51,27,64,82,100,63,20
"Russia",73,72,85,90,95,100,91,100,89,100,88,76,59,59,54,55,74,92,22,15
"Dominican Republic",115,72,70,94,93,91,96,86,50,92,79,67,41,40,0,72,86,100,90,34
"Montserrat",121,72,85,98,95,93,74,74,72,82,82,,32,32,,74,37,0,,100
"Trinidad and Tobago",126,72,86,93,93,93,88,96,57,67,84,100,29,29,,71,50,28,98,37
"Guadeloupe and Martinique",140,72,87,98,97,96,96,100,71,31,64,98,19,19,0,76,88,100,,25
"Greenland",145,72,96,95,93,91,94,,90,100,100,100,26,26,,64,81,99,14,52
"Argentina",172,72,78,87,92,97,,,85,100,92,83,58,58,0,64,76,87,60,37
"Denmark",175,72,98,93,94,95,100,100,56,66,66,66,24,24,12,76,88,100,53,38
"United Kingdom",180,72,95,93,85,77,31,55,62,91,91,92,57,53,16,66,83,100,96,64
"Croatia",187,72,68,88,93,99,,,70,100,80,60,38,35,14,58,32,7,98,99
"Sweden",222,72,97,96,95,94,96,61,66,100,100,100,46,46,4,65,75,84,25,56
"Vanuatu",6,71,47,89,92,96,95,89,70,100,100,100,57,57,0,62,38,13,21,100
"Kuwait",51,71,100,82,90,97,90,88,70,100,100,100,24,24,0,54,61,69,,18
"Ascension",85,71,96,98,99,99,,,87,83,83,,74,74,,62,31,0,,27
"Anguilla",118,71,84,98,92,87,61,74,70,92,77,63,41,41,,82,41,0,,100
"French Guiana",169,71,70,97,98,100,100,100,83,32,45,57,30,30,,78,89,100,,27
"Fiji",18,70,52,86,86,87,98,67,78,70,62,54,47,47,0,57,68,78,46,100
"Thailand",25,70,75,83,86,88,82,79,55,100,73,46,57,68,98,59,56,52,74,57
"Ukraine",75,70,66,87,91,95,85,85,63,100,81,62,66,66,0,62,57,52,96,13
"Falkland Islands",95,70,96,94,97,99,,,99,18,41,64,85,85,0,69,34,0,,36
"British Virgin Islands",117,70,85,98,93,87,57,74,63,74,72,69,44,44,,76,40,4,,100
"Wallis and Futuna",161,70,64,92,96,100,100,,82,52,52,,73,73,,78,39,0,,54
"Slovenia",188,70,87,91,95,99,,,29,100,100,100,46,40,7,58,79,100,80,48
"Lithuania",189,70,86,94,92,91,89,,45,100,71,42,48,48,,,100,100,86,17
"Egypt",214,70,74,84,91,98,97,86,54,100,100,100,41,32,23,57,65,73,38,62
"Tuvalu",19,69,47,87,94,100,100,,67,30,65,100,94,94,1,61,34,8,,52
"Maldives",39,69,56,88,92,97,99,86,65,36,68,100,46,46,,66,36,5,40,100
"Eritrea",45,69,57,82,89,96,99,86,53,88,88,,42,42,0,54,27,0,100,46
"Djibouti",46,69,53,83,91,98,99,91,63,100,100,,43,43,,70,35,0,,46
"Tristan da Cunha",88,69,96,97,98,99,,,88,83,83,,59,59,,62,31,0,,27
"Costa Rica",130,69,67,95,94,94,78,69,66,96,70,45,36,34,5,71,64,57,92,54
"Mexico",135,69,69,92,91,90,83,76,66,100,71,41,52,51,19,66,82,97,31,72
"Jan Mayen",144,69,95,94,76,59,,,89,83,83,,8,8,,62,81,100,,48
"Uruguay",173,69,83,89,93,96,,,61,100,100,100,59,59,0,68,56,43,,34
"Ireland",181,69,98,95,87,79,56,56,59,96,77,59,64,64,64,62,80,98,87,28
"Malaysia",206,69,77,82,84,87,94,84,54,82,91,100,56,54,33,59,35,12,46,66
"Saint Pierre and Miquelon",219,69,98,91,96,100,,,91,64,82,100,27,27,3,67,39,12,,53
"Chile",224,69,86,95,92,88,,,94,98,99,100,65,70,100,68,80,92,0,32
"Wake Island",12,68,93,93,86,78,76,,64,60,60,,21,21,,56,78,100,,
"Taiwan",14,68,83,89,92,95,98,96,46,92,96,100,37,36,36,67,46,25,57,27
"South Korea",20,68,95,90,93,96,,,67,100,94,87,41,45,64,64,50,36,67,30
"Mauritius",37,68,66,92,94,95,92,91,64,68,69,70,50,49,1,58,34,11,26,100
"Gibraltar",60,68,82,90,95,100,,,19,51,76,100,45,45,,58,79,100,,80
"Morocco",62,68,64,91,94,96,,100,55,100,100,100,23,23,0,68,50,32,53,76
"Cuba",112,68,87,95,87,79,67,100,70,80,88,97,37,33,2,70,74,78,52,19
"Brazil",171,68,72,94,94,95,97,98,62,99,73,47,58,53,4,68,84,100,17,30
"Tanzania",202,68,65,86,82,79,68,84,48,100,100,100,60,60,0,63,81,100,70,21
"Bangladesh",204,68,59,83,91,100,100,100,37,100,100,100,35,33,15,66,63,61,82,13
"Micronesia",9,67,47,88,93,98,98,93,60,46,46,,84,84,0,57,31,4,25,91
"Nauru",10,67,49,88,93,99,98,,51,58,58,,96,96,0,72,36,0,,51
"Oman",48,67,95,89,93,97,99,91,63,100,100,100,61,61,0,58,37,16,10,24
"Cape Verde",56,67,51,94,97,99,,,59,96,98,100,29,29,,70,35,0,,100
"Gambia",65,67,58,90,88,86,84,83,50,100,100,100,31,31,0,80,61,41,,50
"Turks and Caicos Islands",111,67,86,98,93,88,71,76,65,93,93,94,9,9,0,79,70,61,4,100
"Belize",164,67,74,96,79,62,24,39,67,100,100,100,35,51,75,69,71,74,61,100
"Spain",182,67,91,93,84,74,54,54,54,100,79,59,34,44,69,67,76,84,66,66
"Iran",191,67,79,83,87,90,89,87,68,33,67,100,38,37,8,56,60,63,89,12
"Jordan",215,67,63,85,87,89,92,88,62,100,88,76,32,32,,62,31,0,,62
"R_union",32,66,52,92,94,96,93,,68,74,67,60,62,62,0,71,52,33,,39
"Juan de Nova Island",33,66,52,91,94,96,93,,87,97,97,,37,37,,,0,0,,68
"Bahrain",52,66,92,83,83,84,86,87,56,70,73,77,26,26,0,43,22,0,,66
"Latvia",69,66,77,93,88,84,95,54,55,100,79,57,49,49,,,100,100,11,47
"Clipperton Island",107,66,87,93,97,100,,,81,,,,66,66,,,0,0,,
"Saint Kitts and Nevis",119,66,83,96,95,95,81,100,59,71,60,48,28,28,,73,37,0,,52
"Peru",138,66,75,90,83,77,56,56,60,32,54,76,85,84,28,67,74,80,92,21
"Faeroe Islands",141,66,96,94,94,95,,,77,84,84,,35,39,100,73,37,0,54,47
"India",203,66,48,87,90,93,97,86,30,100,65,30,53,52,4,56,40,24,94,55
"Brunei",247,66,100,85,90,96,97,88,54,92,87,82,42,42,4,64,46,29,25,27
"Glorioso Islands",30,65,52,91,94,96,93,,88,97,97,,33,33,,,0,0,,68
"Tunisia",61,65,73,85,91,97,,,47,100,83,67,36,34,3,68,34,1,90,66
"Romania",72,65,77,89,94,100,,,56,100,91,83,58,58,0,63,82,100,44,20
"Israel",79,65,91,90,92,95,91,91,32,100,100,100,39,32,1,62,35,7,68,22
"Prince Edward Islands",90,65,81,90,94,99,,,95,,,,54,54,,,0,0,,
"Equatorial Guinea",104,65,84,88,93,97,94,94,70,19,13,7,26,26,,62,69,76,100,13
"Guatemala",136,65,58,91,95,99,97,96,38,100,100,100,27,26,25,73,82,91,30,23
"Cook Islands",153,65,78,90,86,82,90,53,84,45,40,34,42,42,0,68,34,0,90,54
"Guyana",167,65,57,93,94,96,90,90,80,70,59,49,27,27,0,67,45,24,,41
"China",209,65,79,85,80,76,73,53,35,100,96,92,35,76,100,60,38,16,74,44
"Papua New Guinea",17,64,52,83,88,92,89,84,62,96,98,100,82,82,0,60,35,10,42,11
"Andaman and Nicobar",26,64,65,87,91,95,97,90,62,77,77,,32,32,,,17,17,,42
"Ile Tromelin",36,64,52,94,94,93,93,,87,,,,60,60,,,0,0,,
"Saint Helena",86,64,96,98,99,99,,,88,28,56,84,49,49,,62,31,0,,27
"Namibia",101,64,87,93,95,97,,,85,30,65,100,55,55,20,63,82,100,7,32
"Iceland",143,64,95,94,77,59,40,,88,40,70,100,27,27,80,56,48,39,69,65
"Line Islands (Kiribati)",148,64,58,90,93,96,100,,83,59,59,,65,65,,,0,0,,52
"Tonga",155,64,71,89,93,98,94,87,64,75,88,100,36,36,0,62,33,3,27,51
"Monaco",185,64,97,90,90,,,,26,98,98,,47,47,,37,22,8,,68
"Qatar",190,64,100,86,92,98,95,91,66,40,48,55,40,40,0,62,31,0,,17
"Indonesia",216,64,53,82,82,81,87,66,57,68,63,59,54,50,18,65,63,61,94,24
"Jersey",227,64,95,92,85,78,55,55,56,82,82,,68,68,,,32,32,,46
"Kenya",43,63,60,88,87,86,72,92,51,100,99,98,35,35,0,62,46,29,64,26
"Canary Islands",58,63,83,96,85,75,54,54,73,49,49,,35,35,,,75,75,,58
"Western Sahara",63,63,52,87,93,99,,,75,99,99,,16,16,,71,63,55,,38
"Colombia",132,63,67,94,80,66,81,71,63,98,79,60,40,34,4,68,62,56,69,22
"Honduras",133,63,56,95,92,90,95,88,64,100,93,85,34,27,19,73,81,88,0,33
"Tokelau",156,63,79,93,84,75,92,53,87,51,51,,65,65,,56,28,0,,27
"East Timor",231,63,51,81,84,87,87,85,60,0,27,55,62,62,0,68,70,72,,40
"Solomon Islands",7,62,45,87,85,84,80,73,64,100,100,100,85,85,0,61,35,9,36,17
"Cambodia",24,62,66,80,86,91,80,77,50,98,74,50,51,51,9,51,54,57,6,79
"Comoro Islands",28,62,43,86,88,90,83,86,54,88,92,96,45,45,,60,30,0,,37
"Sri Lanka",40,62,54,88,93,97,94,88,55,62,81,100,45,44,0,60,36,13,46,25
"Madagascar",42,62,44,86,86,86,79,66,64,100,90,80,41,40,1,61,46,32,94,16
"Georgia",74,62,72,86,93,100,,,56,65,65,,67,67,,62,43,23,,34
"Turkey",76,62,80,87,87,88,,,49,100,100,100,61,56,11,61,34,7,64,24
"Panama",129,62,72,95,83,71,66,43,63,100,100,100,43,42,6,70,59,49,46,49
"Samoa",152,62,74,92,94,96,95,90,84,70,36,3,58,58,0,69,35,1,0,53
"Mozambique",41,61,44,87,91,94,82,99,56,100,100,100,43,43,0,65,47,28,35,17
"Yemen",47,61,59,83,89,95,95,84,61,81,91,100,43,43,0,59,29,0,58,0
"Togo",98,61,43,90,89,89,99,99,29,99,99,100,33,33,,73,36,0,,21
"Sao Tome and Principe",103,61,46,91,95,100,,,54,100,100,100,29,29,,59,44,29,88,29
"Bouvet Island",105,61,84,95,95,,,,99,,,,3,3,,45,22,0,,
"Niue",154,61,77,89,85,82,86,53,93,33,33,,34,34,,68,34,0,,54
"Poland",178,61,87,94,85,75,60,61,42,100,81,62,31,31,,,100,100,41,20
"Bassas da India",34,60,52,96,96,96,93,,88,,,,34,34,,,0,0,,
"Mauritania",64,60,53,89,92,94,,,68,90,90,,15,15,,67,84,100,,16
"Albania",82,60,74,86,93,100,,,52,100,100,100,27,21,4,59,67,75,9,62
"Ghana",106,60,47,93,91,89,100,100,38,92,96,100,57,57,,73,37,1,20,19
"Saint Lucia",122,60,76,97,86,76,75,57,64,64,56,49,30,30,,79,50,21,4,100
"Grenada",125,60,64,96,82,68,60,47,67,71,85,100,44,44,,70,40,10,,55
"Jamaica",166,60,61,94,86,79,51,99,43,83,77,71,19,19,0,69,78,86,12,76
"Cameroon",197,60,45,86,88,89,93,92,42,99,75,51,46,46,,68,53,38,,7
"Singapore",208,60,100,82,77,72,82,83,50,100,95,91,38,25,2,70,36,1,0,53
"Syria",77,59,86,84,90,95,,,32,100,100,100,55,55,,54,27,0,82,0
"Venezuela",139,59,78,90,87,85,83,90,61,90,66,41,35,34,4,67,74,81,2,20
"Gabon",198,59,74,90,78,67,71,71,62,55,46,37,44,44,,67,72,77,,9
"Guernsey",228,59,95,92,85,78,54,54,48,82,82,,56,56,,,7,7,,46
"Oecussi Ambeno",237,59,68,80,83,85,79,42,59,76,76,,47,47,,,34,34,,40
"Bulgaria",71,58,75,88,94,100,,,43,100,71,43,36,35,7,62,81,100,31,37
"El Salvador",134,58,73,92,87,83,63,63,44,100,68,35,24,24,0,63,81,98,59,16
"Angola",200,58,54,88,86,84,88,86,58,71,64,57,27,27,,60,44,28,,15
"Myanmar",205,58,62,79,86,93,90,86,57,76,88,100,38,37,8,56,32,7,30,10
"Somalia",44,57,47,83,80,77,56,73,59,90,90,,47,47,,64,32,0,90,0
"Pakistan",53,57,60,86,77,68,45,45,45,99,88,76,66,66,0,64,58,51,81,5
"Cyprus",81,57,94,91,94,97,,,57,69,69,69,46,37,16,56,44,32,0,65
"Haiti",114,57,51,89,84,79,66,96,44,84,92,100,35,35,,70,36,3,52,12
"Barbados",124,57,70,98,91,85,70,27,72,78,74,71,17,17,,74,41,9,4,100
"Vietnam",207,57,53,82,85,88,89,60,42,72,67,61,60,55,29,67,75,84,9,32
"Philippines",15,56,61,84,83,82,93,69,57,41,47,52,39,35,16,62,49,37,50,18
"North Korea",21,56,72,84,92,100,100,,56,54,54,,44,39,15,59,30,0,64,0
"Benin",99,56,44,92,89,85,100,100,27,100,66,32,34,34,,72,36,0,,13
"Republique du Congo",100,56,55,87,88,88,,,45,73,64,56,41,41,,66,78,91,68,7
"Saint Vincent and the Grenadines",127,56,63,96,94,92,75,94,62,16,24,32,40,40,,79,56,34,1,49
"Montenegro",186,55,71,84,92,99,,,60,100,81,61,35,33,7,59,29,0,0,79
"Iraq",192,55,63,78,84,91,82,82,42,36,68,100,35,35,,51,26,0,,8
"Sudan",49,54,52,80,88,96,88,83,46,99,72,45,36,36,,60,30,0,40,4
"Nicaragua",131,53,56,92,80,68,30,10,61,100,83,65,31,27,20,68,84,100,52,50
"Nigeria",196,53,54,87,77,66,98,97,39,40,70,100,39,39,0,70,40,10,15,4
"Dominica",123,52,77,97,79,61,27,27,72,76,79,81,26,26,,83,47,12,2,85
"Algeria",84,50,74,85,87,88,,,45,100,100,100,49,49,0,61,34,6,7,9
"Lebanon",78,49,73,87,89,90,,,32,100,84,68,62,62,0,53,29,5,26,0
"Senegal",66,48,52,90,75,60,30,33,45,85,92,100,34,34,0,72,81,91,1,32
"Bosnia and Herzegovina",232,48,66,86,78,71,,,39,100,75,51,31,25,1,49,34,20,,20
"Guinea",194,46,43,87,80,72,31,33,59,96,78,61,16,16,,63,71,80,,7
"Democratic Republic of the Congo",199,46,49,86,75,64,30,30,41,91,95,100,28,28,,61,63,65,,2
"Liberia",97,45,42,90,79,67,34,34,50,100,100,100,21,21,,68,34,0,,6
"Ivory Coast",195,45,44,90,79,67,33,32,48,83,77,72,32,32,,71,49,26,,14
"Sierra Leone",96,43,58,90,75,60,32,33,47,97,75,53,31,31,,64,32,0,,3
"Guinea Bissau",193,43,51,88,78,68,30,31,56,8,8,,23,23,,66,83,100,,25
"Libya",67,41,50,82,91,100,,,53,89,63,36,45,45,0,61,31,0,0,0
