"country","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"United States",163,75,100,93,85,77,94,62,82,100,78,55,56,54,11,70,72,75,83,43
"Suriname",168,75,75,92,96,100,100,100,72,75,86,96,30,30,1,74,87,100,100,6
"Sint Maarten",220,75,93,97,98,100,100,100,44,85,91,96,48,48,,77,56,35,19,100
"Saba",248,75,79,97,99,100,100,100,66,80,73,66,49,49,,79,71,63,19,100
"Marshall Islands",11,74,55,87,92,97,98,88,69,41,59,77,67,67,,67,54,41,93,68
"Juan de Nova Island",33,74,52,91,94,96,93,,87,97,95,93,74,74,,66,33,0,,65
"Ile Europa",35,74,54,94,93,93,93,,90,,,,34,34,,66,83,100,,
"Russia",73,74,87,90,95,100,90,100,91,100,93,86,55,55,97,77,84,92,29,11
"Amsterdam Island and Saint Paul Island",92,74,90,96,98,100,,,91,,,,16,16,,52,76,100,,
"Montserrat",121,74,85,98,95,93,74,74,71,86,91,96,35,35,,78,39,0,,99
"Ecuador",137,74,69,91,92,94,82,78,64,100,100,100,42,63,100,68,84,100,89,14
"Dominican Republic",115,73,71,94,93,91,96,86,51,99,83,67,44,44,0,73,87,100,86,35
"Trinidad and Tobago",126,73,87,93,93,93,88,96,60,81,85,88,26,26,,74,51,28,97,44
"Guadeloupe and Martinique",140,73,87,98,97,96,96,100,71,33,66,98,20,20,0,78,89,100,,28
"Johnston Atoll",159,73,93,93,93,93,77,,69,,,,27,27,,57,78,100,,
"Denmark",175,73,98,93,94,95,100,100,54,72,71,70,26,26,13,92,96,100,56,34
"United Kingdom",180,73,95,94,86,79,38,55,63,96,90,84,57,52,15,68,84,100,97,68
"Lithuania",189,73,89,94,91,88,80,,44,100,77,55,63,63,,96,98,100,96,15
"Japan",210,73,92,92,93,95,100,95,63,100,78,56,55,52,23,66,83,100,58,16
"Sweden",222,73,97,96,95,94,89,62,65,100,100,100,60,59,4,91,86,81,39,44
"Bonaire",245,73,78,98,98,98,100,97,71,80,73,66,44,44,0,79,51,23,19,100
"Northern Mariana Islands and Guam",13,72,85,91,94,96,98,93,61,49,64,79,31,30,1,61,56,50,,67
"Thailand",25,72,77,83,86,88,82,79,53,100,86,71,59,63,73,61,55,50,81,59
"Mayotte",29,72,53,91,94,96,93,93,51,100,100,100,81,80,1,54,77,100,17,63
"Madeira",57,72,83,97,96,95,,,70,95,83,72,43,43,,63,71,79,,56
"Greece",80,72,80,89,92,96,,,61,66,64,62,49,42,28,68,69,70,66,99
"Ascension",85,72,96,98,99,99,,,86,90,88,86,79,79,,65,32,0,,24
"Bermuda",108,72,100,97,94,90,56,98,46,55,60,65,44,44,,70,54,39,,100
"Puerto Rico and Virgin Islands of the United States",116,72,94,95,95,95,83,100,56,93,74,55,36,36,0,75,77,80,,30
"France",179,72,95,94,88,83,64,67,51,100,82,64,50,52,56,71,86,100,74,56
"Portugal",183,72,85,96,95,95,,,51,100,93,87,36,35,7,65,81,97,40,91
"Gilbert Islands (Kiribati)",212,72,54,86,90,93,99,87,64,100,89,78,80,80,0,67,34,0,36,88
"Egypt",214,72,74,84,91,98,97,85,53,100,98,96,43,33,22,59,66,72,82,39
"Norway",223,72,100,93,92,90,58,,79,78,82,85,47,64,100,64,76,87,26,67
"Vanuatu",6,71,47,89,92,96,95,89,69,100,100,100,59,59,0,62,38,13,22,100
"Ile Tromelin",36,71,53,94,93,93,93,,87,,,,66,66,,66,33,0,,
"Greenland",145,71,96,95,94,93,95,,94,100,100,100,27,27,,64,82,99,0,47
"French Guiana",169,71,71,97,98,100,100,100,84,32,47,62,28,28,,80,90,100,,22
"Palau",8,70,59,89,91,94,92,65,76,100,83,65,91,91,3,62,51,39,22,71
"Wake Island",12,70,93,93,86,78,76,,64,70,74,78,19,19,,57,78,100,,
"Fiji",18,70,53,86,86,87,98,68,72,80,67,53,48,48,0,59,69,78,43,100
"Mauritius",37,70,67,93,94,95,91,91,64,71,72,73,54,52,1,59,35,11,31,100
"Kuwait",51,70,100,82,89,97,89,88,63,100,100,100,24,24,0,53,61,68,,13
"British Virgin Islands",117,70,85,98,92,87,57,74,63,83,76,69,45,45,,78,41,4,,100
"Anguilla",118,70,85,97,92,87,61,74,68,87,63,38,43,43,,85,42,0,,100
"Line Islands (Kiribati)",148,70,59,90,93,96,100,,95,68,74,80,73,73,,61,31,0,,35
"Slovenia",188,70,86,91,95,99,,,29,100,100,100,43,29,10,62,81,100,96,43
"Qatar",190,70,100,86,92,98,95,90,61,82,69,56,43,43,0,62,31,0,,49
"Iran",191,70,77,83,87,90,89,87,69,59,80,100,40,40,16,56,60,64,100,12
"Sint Eustatius",249,70,78,97,99,100,100,100,56,80,73,66,37,37,,78,39,0,19,100
"South Korea",20,69,95,90,93,96,,,66,100,95,90,38,42,63,66,51,36,85,26
"Mozambique",41,69,44,87,91,94,82,99,55,100,100,100,46,46,0,66,76,86,90,12
"Djibouti",46,69,54,83,91,98,99,91,63,100,97,93,46,46,,70,35,0,,44
"Tristan da Cunha",88,69,96,97,98,99,,,88,90,88,86,59,59,,65,32,0,,24
"Falkland Islands",95,69,96,95,97,99,,,99,18,41,63,85,85,0,68,34,0,,33
"Jan Mayen",144,69,95,94,77,61,,,89,90,88,86,8,8,,62,81,100,,43
"Argentina",172,69,79,87,92,97,,,77,100,91,83,55,55,0,66,80,93,48,30
"Ireland",181,69,98,95,87,79,56,56,60,100,79,59,54,54,52,64,82,100,87,27
"Tanzania",202,69,65,86,82,78,68,84,51,100,100,100,65,65,0,64,82,100,68,22
"Bangladesh",204,69,60,83,91,100,100,100,36,100,100,100,36,33,16,69,65,60,96,11
"Saint Pierre and Miquelon",219,69,98,91,95,100,,,84,64,82,100,34,34,4,66,39,11,,47
"Chile",224,69,88,95,91,88,,,93,100,100,100,56,65,100,70,81,92,0,29
"Taiwan",14,68,84,89,92,95,98,96,45,97,92,87,37,38,40,68,46,24,55,32
"Bassas da India",34,68,53,96,96,96,93,,88,,,,47,47,,66,33,0,,
"Saudi Arabia",50,68,99,85,91,97,94,90,72,100,100,100,52,50,4,58,36,15,12,36
"Cape Verde",56,68,51,94,97,99,,,61,100,100,100,30,30,,70,35,0,,100
"Morocco",62,68,65,91,94,96,,100,53,100,100,100,23,23,0,69,74,79,42,66
"Gambia",65,68,58,90,88,86,84,83,49,100,100,100,31,31,0,82,60,39,,56
"Turks and Caicos Islands",111,68,86,98,93,88,71,76,65,95,95,95,10,10,0,81,71,61,9,99
"Mexico",135,68,70,93,91,90,82,76,63,100,73,46,55,54,18,67,82,98,28,59
"Faeroe Islands",141,68,96,94,95,95,,,77,91,88,86,28,38,100,73,42,12,69,42
"Cook Islands",153,68,78,91,87,83,91,53,92,58,47,36,43,43,0,68,34,0,89,65
"Brazil",171,68,73,94,94,95,97,98,60,100,80,60,57,52,5,69,84,100,13,26
"Uruguay",173,68,84,89,93,96,,,59,100,100,100,57,57,0,70,52,34,,29
"Poland",178,68,87,94,85,75,60,61,41,100,82,65,47,47,,96,98,100,96,19
"R_union",32,67,53,92,94,96,93,,68,84,72,59,70,70,0,71,52,33,,35
"Oman",48,67,87,89,93,97,99,91,68,100,100,100,64,64,0,58,37,16,7,22
"Gibraltar",60,67,81,90,95,100,,,19,51,76,100,44,44,,58,79,100,,77
"Georgia",74,67,74,86,93,100,,,60,100,100,99,52,52,,63,43,23,,51
"Samoa",152,67,74,92,94,96,95,90,90,82,43,3,68,68,0,71,36,1,14,64
"Tokelau",156,67,79,93,84,75,92,54,86,71,80,89,68,68,,57,28,0,,32
"Micronesia",9,66,47,88,93,98,98,93,56,48,62,76,83,83,0,59,32,4,33,68
"Nauru",10,66,49,87,93,99,98,,51,73,74,76,93,93,0,72,36,0,,34
"Andaman and Nicobar",26,66,66,87,91,95,97,90,61,92,78,63,33,33,,65,41,17,,43
"Romania",72,66,78,88,94,100,,,55,100,90,79,51,51,0,63,82,100,60,17
"Ukraine",75,66,67,86,90,94,84,85,61,100,81,61,58,58,1,62,57,51,68,12
"Saint Kitts and Nevis",119,66,84,95,95,94,80,100,60,82,59,35,27,27,,75,38,0,,52
"Belize",164,66,75,96,79,62,24,39,67,100,100,100,36,57,93,71,86,100,39,100
"Spain",182,66,90,93,84,74,54,54,51,100,79,57,33,46,72,69,76,84,59,64
"India",203,66,49,87,90,93,97,86,29,100,69,38,54,50,9,59,42,24,99,46
"Malaysia",206,66,79,82,84,86,93,84,55,71,79,87,58,56,21,61,36,12,50,47
"Jordan",215,66,62,85,86,88,92,88,64,100,88,76,37,37,,62,31,0,,46
"Jersey",227,66,95,92,85,78,55,55,53,88,87,86,69,69,,75,54,32,,42
"Solomon Islands",7,65,45,87,85,84,80,73,64,100,100,100,84,84,0,63,36,9,70,15
"Israel",79,65,92,90,92,95,91,91,32,100,100,100,41,33,1,64,36,7,64,19
"Honduras",133,65,57,95,92,89,95,88,59,100,94,88,35,45,49,75,87,100,0,28
"Niue",154,65,77,89,85,82,86,53,89,33,57,82,37,37,,68,34,0,,64
"Tonga",155,65,71,90,94,98,94,87,65,100,100,100,36,36,0,65,34,3,12,62
"China",209,65,80,85,80,76,73,53,35,100,97,93,34,78,100,62,39,17,75,42
"Indonesia",216,65,54,83,82,81,86,66,57,99,71,43,55,51,23,66,62,59,94,21
"Cambodia",24,64,66,81,86,91,80,77,50,100,75,49,55,54,15,54,56,57,10,90
"Yemen",47,64,59,83,89,95,95,83,57,96,98,100,46,46,0,59,29,0,86,0
"Bahrain",52,64,96,82,83,83,85,86,54,77,83,88,27,27,0,51,26,0,,33
"Namibia",101,64,88,93,95,97,,,84,52,76,100,50,50,16,64,82,100,8,32
"Cuba",112,64,88,95,87,79,67,100,63,89,93,97,38,34,2,72,75,78,9,20
"Peru",138,64,75,90,83,77,56,56,60,45,63,81,69,69,36,68,68,68,96,17
"Guyana",167,64,58,92,94,96,90,90,78,98,69,40,25,25,0,72,48,24,,24
"Comoro Islands",28,63,44,86,88,90,83,86,44,92,92,91,71,71,,63,31,0,,31
"Sri Lanka",40,63,56,88,93,97,94,88,54,88,68,49,47,46,0,63,39,15,62,31
"Kenya",43,63,60,88,87,86,71,92,49,100,99,98,38,38,0,64,46,29,66,25
"Canary Islands",58,63,82,96,85,75,54,54,70,49,61,72,36,36,,63,69,75,,56
"Bulgaria",71,63,75,87,94,100,,,42,100,71,43,31,30,13,62,81,100,83,31
"Equatorial Guinea",104,63,81,88,93,97,94,94,61,19,13,7,26,26,,63,70,76,88,12
"Costa Rica",130,63,69,95,94,94,78,69,66,100,76,52,33,31,7,72,65,57,37,41
"Guatemala",136,63,58,90,95,99,97,96,35,100,100,100,26,23,16,75,83,91,19,21
"Iceland",143,63,96,94,78,61,41,,86,43,64,85,31,31,99,57,48,39,58,67
"Monaco",185,63,97,90,90,,,,26,99,85,71,45,45,,37,40,43,,59
"Guernsey",228,63,95,92,85,78,54,54,54,88,87,86,56,56,,75,41,7,,42
"Oecussi Ambeno",237,63,69,80,83,85,78,42,56,90,76,62,72,72,,67,51,34,,41
"Papua New Guinea",17,62,52,83,88,92,89,84,65,100,100,100,81,81,0,62,36,10,21,3
"Madagascar",42,62,44,86,86,86,78,65,62,100,81,62,47,45,1,62,45,28,94,23
"Tunisia",61,62,74,85,91,97,,,47,100,83,66,34,32,4,70,35,1,90,47
"Saint Helena",86,62,96,98,99,99,,,88,26,44,63,50,50,,65,32,0,,24
"Togo",98,62,43,89,89,89,99,99,27,99,99,100,35,35,,75,37,0,,31
"Myanmar",205,62,63,79,86,93,90,86,53,93,96,100,39,38,4,60,34,7,67,10
"East Timor",231,62,51,81,84,87,86,85,56,0,27,55,63,63,0,68,61,54,,41
"Brunei",247,62,100,84,90,96,97,88,52,77,79,81,45,44,4,68,48,29,0,21
"Eritrea",45,61,57,82,89,96,98,86,60,7,3,0,44,44,0,57,29,0,100,44
"Bouvet Island",105,61,85,95,95,,,,99,,,,3,3,,45,22,0,,
"Ghana",106,61,47,93,91,89,100,100,41,100,95,89,58,58,,75,38,1,26,17
"Panama",129,61,75,95,83,70,66,43,60,100,100,100,43,42,9,71,60,49,2,76
"Colombia",132,61,68,94,80,66,81,71,60,100,80,60,36,33,2,69,63,57,56,19
"Western Sahara",63,60,54,87,93,99,,,62,100,97,94,17,17,,71,63,55,,33
"Mauritania",64,60,53,89,91,94,,,64,90,93,96,16,16,,68,84,100,,17
"Saint Lucia",122,60,76,97,86,76,75,57,60,73,61,48,31,31,,81,51,21,5,100
"Grenada",125,60,64,96,82,68,60,47,67,71,85,100,42,42,,72,40,8,,55
"Venezuela",139,60,79,90,87,85,83,90,61,98,85,71,29,27,6,69,75,81,0,17
"Cameroon",197,60,45,86,87,89,92,92,40,99,76,53,47,47,,70,54,38,,7
"Gabon",198,60,76,90,78,67,71,71,66,80,59,38,44,44,,69,73,77,,4
"Singapore",208,60,100,82,77,72,82,83,49,100,96,93,38,17,3,71,36,1,2,61
"Angola",200,59,55,89,86,84,88,86,58,88,73,58,29,29,,61,44,28,,10
"Vietnam",207,59,54,82,85,88,88,60,44,85,73,61,61,55,31,67,75,83,16,42
"Syria",77,58,85,83,88,94,,,34,100,100,100,55,55,,57,28,0,71,0
"Albania",82,58,74,86,93,100,,,51,100,100,100,26,21,3,62,68,74,17,39
"Jamaica",166,58,61,94,86,79,51,99,43,88,79,70,20,20,0,71,78,84,6,54
"Philippines",15,57,62,84,83,82,92,69,55,46,45,43,41,36,17,64,50,37,65,17
"Somalia",44,57,48,83,80,77,56,73,59,97,95,93,53,53,,64,32,0,74,0
"Turkey",76,57,81,87,87,88,,,50,100,100,100,51,47,13,61,34,7,35,22
"Cyprus",81,57,91,91,94,97,,,59,69,67,65,44,36,18,58,41,24,0,72
"Benin",99,57,44,92,89,85,100,100,27,100,67,33,36,36,,73,37,0,,10
"Haiti",114,57,51,89,84,79,65,95,43,94,97,100,37,37,,72,38,3,55,9
"Saint Vincent and the Grenadines",127,57,64,96,95,93,75,94,63,22,27,32,41,41,,81,58,34,3,49
"Lebanon",78,56,70,87,89,90,,,29,100,83,66,65,65,0,57,31,6,79,0
"Barbados",124,56,70,98,92,85,70,27,68,74,73,71,17,17,,76,42,9,4,100
"Montenegro",186,56,71,84,92,99,,,59,98,80,61,33,31,6,62,32,1,0,84
"Iraq",192,56,66,78,85,91,82,82,42,71,85,100,35,35,,52,26,0,,4
"Sudan",49,54,53,80,88,95,87,83,46,99,73,48,38,38,,60,30,0,42,5
"El Salvador",134,54,73,92,87,83,63,63,42,100,71,42,21,21,1,65,82,98,17,19
"Nigeria",196,54,54,87,77,66,97,97,40,52,76,100,40,40,0,71,41,10,16,3
"North Korea",21,53,74,84,92,100,100,,56,48,70,92,44,39,15,62,31,0,16,0
"Pakistan",53,52,60,86,77,68,45,45,44,100,84,68,69,69,0,64,58,51,30,4
"Bosnia and Herzegovina",232,51,66,86,78,71,,,37,100,76,51,30,29,1,55,49,43,,22
"Sao Tome and Principe",103,50,46,91,95,100,,,53,100,100,100,29,29,,62,46,29,0,28
"Dominica",123,50,76,97,79,60,27,27,69,92,85,78,27,27,,85,48,12,0,64
"Senegal",66,49,53,91,76,60,30,33,45,99,100,100,35,35,0,73,82,91,5,29
"Algeria",84,49,74,85,86,88,,,42,100,100,100,46,46,0,61,34,6,0,9
"Republique du Congo",100,49,55,87,87,88,,,45,97,76,56,41,41,,68,79,90,0,10
"Guinea Bissau",193,49,51,88,78,68,30,31,56,25,61,96,22,22,,67,84,100,,26
"Nicaragua",131,47,56,92,80,68,30,10,62,100,79,59,31,29,26,69,84,100,16,27
"Democratic Republic of the Congo",199,47,49,86,75,64,30,30,39,96,98,100,33,33,,65,65,65,,3
"Ivory Coast",195,46,45,91,79,67,33,33,46,100,85,70,33,33,,72,49,26,,14
"Liberia",97,45,42,90,79,67,34,34,51,100,100,100,21,21,,70,35,0,,7
"Guinea",194,45,43,87,80,72,31,33,50,96,78,60,15,15,,64,72,80,,7
"Libya",67,44,60,82,91,100,,,54,98,67,35,44,44,0,63,32,0,2,0
"Sierra Leone",96,43,58,90,75,59,32,33,46,97,75,53,30,30,,65,34,2,,3
