"country","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Netherlands",177,80.9,98.15,94.46,87.23,80.01,100,100,45.62,80.5,67.11,53.72,54.16,47.3,33.26,74.4,87.2,100,95.78,80.62
"Sint Maarten",220,80.63,93.13,97.84,97.31,96.78,100,100,43.89,85.36,90.86,96.37,47.74,47.74,,77.35,56.04,34.74,77.74,99.55
"New Caledonia",5,80.18,64.54,91.31,89.33,87.35,75.94,77.65,91.79,92.31,96.15,100,65.87,60.23,15.83,68.01,67.2,66.39,96.69,82.33
"Phoenix Islands (Kiribati)",157,79.92,59.39,91.17,89.84,88.5,100,,96.9,68.35,74.11,79.86,93.85,93.85,,61.84,80.92,100,,44.34
"Kerguelen Islands",93,79.73,89.59,95.05,97.52,100,,,98.78,,,,36.78,36.78,,51.92,75.96,100,,
"United Arab Emirates",54,79.72,100,86.75,92.37,98,93.24,91.71,66.74,100,100,100,53.09,52.78,0.51,59.27,66.6,73.93,63.23,70.55
"Bahamas",110,79.43,87.81,97.95,92.26,86.56,56.48,99.71,65.7,96.38,83.49,70.6,65.65,65.65,0,74.7,64.74,54.79,78.41,100
"Malta",68,79.27,88.7,90.13,92.87,95.61,88.77,88.7,55.26,100,88.8,77.61,43.03,36.95,26.51,52.04,73.38,94.72,,100
"Clipperton Island",107,79.2,86.89,93.26,95.93,98.61,,,80.99,,,,95.85,95.85,,72.62,36.31,0,,
"New Zealand",162,78.96,95.15,96.32,92.42,88.52,69.26,65.14,83.48,100,100,100,51.34,57.66,100,62.5,61.2,59.91,65.26,100
"Pitcairn",146,78.92,72.52,87.39,93.69,100,100,,87.26,72.88,81.08,89.28,78.73,78.73,,78.29,39.15,0,,
"Bonaire",245,78.72,77.84,97.64,97.8,97.95,99.59,97.16,71.16,80.32,73.04,65.75,42.6,42.6,0,79.1,50.88,22.67,77.54,99.55
"American Samoa",151,78.67,84.77,88.84,93.33,97.82,95.14,93.59,58.73,71.97,85.59,99.2,76.07,76.07,,65.01,68.89,72.77,,51.92
"French Polynesia",147,77.43,65.61,93.63,95.61,97.59,99.57,91.65,92.78,46.15,73.07,100,60.69,61.53,66.96,68.23,40.2,12.16,98.84,55.4
"Glorioso Islands",30,77.1,53.01,92.25,94.32,96.39,92.79,,87.69,96.71,95.05,93.4,44.67,44.67,,66.86,83.43,100,,65.83
"Cayman Islands",113,77.1,100,97.85,92.66,87.46,63.94,92.82,65.21,100,100,100,50.05,50.05,,74.94,51.93,28.93,,77.25
"Curacao",244,77,77.75,97.98,97.45,96.93,99.96,91.96,61.67,80.3,73.03,65.75,41.73,41.73,0,77.65,49.94,22.23,,99.55
"Azores",55,76.96,82.46,97.05,94.93,92.82,,,67.53,100,85.79,71.59,55.24,55.24,,63.04,70.26,77.48,,82.51
"Italy",184,76.85,92.88,89.92,91.46,92.99,85.65,85.04,52.96,100,86.92,73.84,46.67,41.31,23.12,70.13,85.07,100,87.72,59.45
"Canada",218,76.53,97.01,95.46,93.9,92.34,94.82,54.84,95.71,100,90.54,81.09,35.17,41.61,89.05,69.79,47.87,25.95,90.79,58.18
"British Indian Ocean Territory",38,76.32,57.01,96.11,98.05,100,100,,89.4,96.98,77.01,57.03,47.92,47.92,,62.83,81.42,100,,59.76
"United States",163,76.29,100,94.34,85.58,76.82,93.59,62.13,81.64,99.91,77.74,55.56,58.58,57.36,10.91,70.11,72.53,74.96,84.35,47.93
"Marshall Islands",11,76.17,54.91,87.68,92.33,96.99,97.85,87.46,68.93,41.41,59.1,76.79,67.5,67.5,,66.78,53.56,40.35,94.06,85.96
"Belgium",59,76.15,95.89,93.94,96.91,99.88,100,100,32.45,100,81.74,63.47,60.97,60.97,,70.13,85.07,100,74.78,33.75
"South Africa",102,75.96,77.96,92.45,93.8,95.16,99.63,99.82,57.56,100,100,100,80.83,80.63,1.09,71.77,81,90.23,25.17,44.01
"Sint Eustatius",249,75.95,77.75,98.04,97.97,97.9,100,100,57.1,80.4,73.16,65.92,37.43,37.43,,78.55,39.27,0,77.27,99.55
"Norway",223,75.65,100,93.96,92.12,90.28,70.32,,79.17,78.34,81.72,85.11,46.02,62.06,100,63.59,75.21,86.84,42.4,77.84
"Suriname",168,75.3,74.84,93.58,96.73,99.87,99.74,99.74,70.48,75.09,85.64,96.2,31.74,31.7,0.51,73.91,86.95,100,99.65,7.52
"Sweden",222,74.76,96.57,95.66,94.71,93.75,96.09,61.42,65.33,100,100,100,56.25,55.39,3.99,91.38,86.12,80.85,40.41,51.55
"Northern Mariana Islands and Guam",13,74.57,85.51,90.99,94.77,98.55,98.01,93.17,61.05,48.59,63.78,78.97,30.73,29.64,0.89,61.06,60.03,58.99,,85.13
"Latvia",69,74.45,79.71,93.53,89.63,85.72,99.06,54.2,53.58,100,90.51,81.02,59.5,59.5,,96.36,98.18,100,69.01,51.12
"Mayotte",29,74.39,52.77,91.76,94.07,96.39,92.81,92.78,51.33,100,100,100,59.32,59.14,0.7,54.07,77.03,100,59.25,64.7
"France",179,74.36,95.32,95.27,91.03,86.79,63.67,67.4,50.18,100,81.93,63.87,50.09,52.39,57.69,71.07,85.54,100,92.69,63.5
"Ecuador",137,74.1,69.04,92.22,93.19,94.16,81.54,78.01,64.1,100,100,100,44.73,67.02,100,67.64,83.82,100,91.27,13.04
"Ile Europa",35,74.06,53.17,93.66,93.22,92.79,92.79,,89.79,,,,32.17,32.17,,66.48,83.24,100,,
"Amsterdam Island and Saint Paul Island",92,74.03,89.69,96.27,98.01,99.74,,,90.73,,,,15.83,15.83,,51.77,75.88,100,,
"Tuvalu",19,73.64,47.29,87.16,93.58,100,100,,66.97,100,100,100,93.17,93.16,1.08,63.58,35.56,7.55,,52.58
"Wallis and Futuna",161,73.6,63.65,91.97,95.98,100,100,,81.33,71.96,80.62,89.28,73.27,73.27,,78.35,39.18,0,,54.79
"Portugal",183,73.59,85.54,96.86,95.7,94.55,,,52.66,100,93.38,86.76,36.81,35.78,6.11,65.18,81.33,97.49,52.57,91.77
"Montserrat",121,73.52,84.94,97.97,95.58,93.19,73.87,74.19,71.4,86.43,91.4,96.37,31.4,31.4,,77.79,38.89,0,,100
"Japan",210,73.48,90.92,92.45,93.8,95.15,98.36,95.32,63.5,100,78.05,56.1,54.94,51.8,23.88,65.45,82.73,100,60.73,19.56
"Denmark",175,73.37,97.99,94.07,94.72,95.37,100,100,54.38,71.92,71.22,70.53,25.87,25.56,11.59,92.5,96.25,100,55.7,37.88
"Greece",80,73.26,81.13,90.03,95.02,100,,,62.15,66.1,64.18,62.27,49.93,43.11,28.9,67.95,69.32,70.7,71.18,100
"Russia",73,73.2,86.3,91.11,95.39,99.68,90.3,100,89.99,100,93.11,86.23,54.94,54.98,84.36,76.65,84.32,91.99,24.25,13.32
"Puerto Rico and Virgin Islands of the United States",116,73.16,94.03,95.59,95.27,94.94,83.26,100,56.16,93.02,73.94,54.87,35.61,35.61,0,75.06,77.33,79.61,,42.84
"Dominican Republic",115,73.14,70.89,95.3,93.37,91.44,96.04,85.87,48.17,98.77,82.98,67.18,46.19,45.47,0.27,73.15,86.57,100,85.64,36.42
"Johnston Atoll",159,73.02,93.5,93.57,93.37,93.17,77.19,,69.13,,,,26.5,26.5,,56.88,78.44,100,,
"Gilbert Islands (Kiribati)",212,73,53.82,86.45,85.51,84.56,99.49,87.18,64.33,100,89.11,78.21,80.68,80.68,0.3,67.35,33.67,0,37.99,98.23
"United Kingdom",180,72.82,95.16,94.52,87,79.48,37.81,55.44,62.02,96.43,90.21,84,58.34,53.31,15.37,68.05,84.02,100,96.64,66.64
"Guadeloupe and Martinique",140,72.72,87.72,97.96,97.31,96.65,96.41,99.94,70.57,32.85,65.54,98.24,19.04,19,0.16,78.04,89.02,100,,28.97
"Madeira",57,72.68,82.58,97.6,98.43,99.27,,,69.7,94.89,83.26,71.63,43.29,43.29,,63.01,71.18,79.35,,60.3
"Trinidad and Tobago",126,72.46,86.93,94.13,93.76,93.4,88.24,95.58,56.09,81.57,84.87,88.16,27.26,27.26,,73.62,50.74,27.87,96.89,44.27
"Bermuda",108,72.36,100,97.48,93.74,90,55.41,98.49,45.66,54.85,59.79,64.74,43.7,43.7,,69.7,54.43,39.15,,100
"Lithuania",189,72.28,87.51,94.41,93.08,91.74,81.88,,43.9,100,77.4,54.79,58.38,58.38,,96.36,98.18,100,93.64,16.52
"Ascension",85,72.13,96.13,98,99,100,,,86.71,90.13,87.94,85.75,75.99,75.99,,64.57,32.28,0,,26.88
"Palau",8,72.04,59.45,88.8,87.27,85.74,92.14,65.14,77.68,100,82.71,65.42,92.26,92.23,4.4,62.29,50.58,38.87,25.89,87.37
"Croatia",187,71.93,68.16,88.5,94.25,100,,,66.68,100,79.98,59.96,36.63,34.57,14.27,60.64,33.65,6.65,98.11,100
"Maldives",39,71.76,56.5,88.12,86.18,84.25,98.66,86.21,64.7,40.88,70.44,100,56.91,56.91,,66.16,35.48,4.8,63.32,99.22
"French Guiana",169,71.69,70.57,97.83,98.91,100,100,100,84.7,32.32,47.32,62.32,27.96,27.96,,79.83,89.91,100,,25.84
"Fiji",18,71.56,52.35,86.75,86.98,87.21,97.95,67.54,80.76,80.55,66.99,53.42,47.25,47.23,0.02,59.3,68.61,77.92,47.67,99.51
"Thailand",25,71.53,76.69,83.97,85.38,86.79,82.21,78.73,53.21,100,85.66,71.32,57.9,66.39,85.54,60.81,56.16,51.5,79.61,51.32
"Juan de Nova Island",33,71.4,52.21,92.13,94.26,96.39,92.79,,87.34,96.71,95.05,93.4,50.44,50.44,,66.38,33.19,0,,65.89
"Egypt",214,71.23,74.08,84.8,91.16,97.52,97.14,85.67,52.6,100,97.83,95.66,42.33,32.2,20.89,58.72,65.83,72.93,73.94,41.83
"Vanuatu",6,70.89,47.11,89.32,92.49,95.66,94.92,88.48,70.1,100,100,100,57.28,57.28,0.02,62.46,37.55,12.64,20.95,100
"Greenland",145,70.8,96.11,95.17,95.32,95.47,94.54,,89.61,100,100,100,27.71,27.71,,63.76,81.55,99.34,0.01,52.35
"Slovenia",188,70.55,86.69,91.7,95.85,100,,,28.08,100,100,100,46.2,28.79,6.6,61.7,80.85,100,95.78,48.33
"Saudi Arabia",50,70.52,99.37,85.55,91.48,97.4,94.15,89.53,76.03,100,100,100,51.22,47.52,8.15,57.54,36.05,14.57,18.1,52.94
"Morocco",62,70.42,64.81,92.19,95.08,97.96,,100,54.16,100,100,100,23.05,23.04,0.13,69.27,73.23,77.19,48.34,75.09
"British Virgin Islands",117,70.28,85.08,97.75,92.67,87.59,56.94,73.93,62.59,82.79,75.94,69.09,44.5,44.5,,77.71,40.84,3.96,,100
"Ile Tromelin",36,70.21,52.4,94.17,93.48,92.79,92.79,,87.03,,,,62.35,62.35,,66.48,33.24,0,,
"Iran",191,70.2,78.15,84.82,87.83,90.84,89.21,87.38,69.22,59.64,79.82,100,39.38,38.74,10.6,56.37,59.92,63.46,99.92,11.81
"Argentina",172,70.15,79.44,88.66,93.17,97.69,,,78.46,100,91.54,83.08,57.75,57.74,0.05,66.15,79.51,92.88,47.05,34.25
"Wake Island",12,70.01,93.5,93.27,85.74,78.2,76.04,,64.42,69.5,73.9,78.3,18.04,18.04,,56.8,78.4,100,,
"Kuwait",51,69.91,100,83.5,90.26,97.03,89.55,87.95,63.14,100,100,100,24.17,24.16,0.01,53.66,61.09,68.52,,13.03
"Line Islands (Kiribati)",148,69.91,58.61,90.26,94.56,98.86,100,,83.26,68.16,73.9,79.63,74.34,74.34,,61.09,30.55,0,,44.04
"Chile",224,69.91,87.76,96.08,98.04,100,,,93.64,100,100,100,60.03,67.78,100,69.61,80.74,91.87,0.16,31.17
"Ukraine",75,69.77,66.6,87.07,91.07,95.07,85.12,85.1,61.73,100,80.89,61.78,62.41,62.1,0.52,62.15,56.84,51.54,95.78,12.45
"Tristan da Cunha",88,69.7,96.13,96.99,98.5,100,,,88.17,90.11,87.93,85.75,57.71,57.71,,64.93,32.46,0,,26.98
"Anguilla",118,69.7,84.92,97.75,92.66,87.56,60.8,73.57,68.99,86.96,62.68,38.4,41.31,41.31,,84.78,42.39,0,,100
"Uruguay",173,69.63,83.81,90.43,93.83,97.22,,,58.62,100,100,100,57.94,57.94,0,69.67,55.18,40.69,,38.03
"Jan Mayen",144,69.24,94.99,93.75,76.34,58.93,,,88.63,90.19,87.97,85.75,7.88,7.88,,61.87,80.94,100,,47.93
"Prince Edward Islands",90,69.21,81.23,89.99,93.86,97.72,,,93.5,,,,52.36,52.36,,50.19,25.09,0,,
"Mauritius",37,69.11,66.32,93.04,94.11,95.18,91.31,90.69,64.93,71.03,72,72.97,51.71,50.66,1.31,59.44,35.41,11.38,25.69,100
"Ireland",181,69.06,98.11,96.12,84.77,73.42,55.64,55.58,58.92,100,79.51,59.01,59.19,59.11,57.98,64.03,82.02,100,87.63,29.34
"Falkland Islands",95,68.95,96.13,95.07,92.4,89.73,,,98.95,17.87,40.65,63.42,84.12,84.12,0,68.54,34.27,0,,36.16
"Saint Pierre and Miquelon",219,68.95,98.2,91.99,96,100,,,82.28,64.16,82.06,99.95,32.24,32.23,4.17,66.53,39.01,11.49,,52.87
"Djibouti",46,68.86,53.78,83.95,91.07,98.18,99.08,91.23,63.25,100,96.7,93.4,45.02,45.02,,70.41,35.2,0,,44.41
"Bangladesh",204,68.72,60.03,83.56,91.49,99.41,100,100,37.37,100,100,100,35.75,32.71,13.88,69.42,65.24,61.07,88.55,11.77
"Mexico",135,68.63,69.93,93.73,91.99,90.25,82.18,76.09,63.38,100,72.91,45.81,52.99,51.19,18.61,66.93,82.39,97.84,28.7,67.59
"Brazil",171,68.43,72.86,95.16,95.44,95.73,97.48,97.69,60.63,100,80.22,60.44,56.74,52.01,4.61,68.92,84.46,100,15.43,28.09
"Tanzania",202,68.43,65.2,86.25,82.54,78.83,68.38,84.15,50.61,100,100,100,62.57,62.32,0.25,63.86,81.93,100,68.57,20.61
"Qatar",190,68.4,100,86.64,92.32,98,95.26,90.38,60.63,82.19,69.03,55.87,42.11,42.11,0,61.69,30.84,0,,35.04
"Oman",48,68.37,91.46,90.31,94.12,97.92,99.23,90.91,74.08,100,100,100,62.98,62.94,0.31,57.86,37.1,16.35,10.9,22.91
"Taiwan",14,67.93,83.96,89.96,92.68,95.4,97.89,95.63,45.6,96.85,92.06,87.27,36.8,37.29,38.19,68.29,46.57,24.85,55.23,32.35
"Gambia",65,67.86,58.6,90.55,88.48,86.42,83.6,83.33,49.01,100,100,100,31.62,31.62,0.08,81.81,60.56,39.32,,55.51
"Micronesia",9,67.85,47.27,88.21,92.98,97.74,97.61,92.81,58.05,48.36,62.18,75.99,83.37,83.37,0,59.15,31.55,3.96,26.7,86.01
"Cape Verde",56,67.75,51.56,95.25,96.94,98.63,,,61.02,100,100,100,29.69,29.69,,70.08,35.04,0,,100
"Jordan",215,67.53,62.56,85.84,87.32,88.8,92.34,88.21,67.36,100,87.95,75.9,34.28,34.28,,62.38,31.19,0,,56.61
"Turks and Caicos Islands",111,67.4,86.06,97.8,93.26,88.72,71.2,75.9,65.06,95.46,95.44,95.41,9.79,9.79,0.02,81.11,71.21,61.31,6.08,100
"Faeroe Islands",141,67.29,96.11,94.64,81.56,68.47,,,77.32,90.64,88.19,85.75,31.79,37.86,100,73.07,42.36,11.66,67.91,47
"Cook Islands",153,67,77.69,90.72,86.42,82.12,89.88,52.56,83.12,57.79,46.65,35.51,44.7,44.7,0,67.87,34.1,0.32,99.81,55.07
"Poland",178,66.98,87.52,95.29,85.35,75.41,59.9,60.89,41.55,100,82.24,64.47,42.58,42.58,,96.36,98.18,100,92.2,19.34
"Bassas da India",34,66.91,52.35,95.54,95.97,96.39,92.79,,87.69,,,,39.49,39.49,,66.38,33.19,0,,
"Jersey",227,66.91,95.15,93.46,87.36,81.26,54.64,54.59,53.74,88.5,87.12,85.75,69.09,69.09,,75.41,53.91,32.4,,46.64
"R_union",32,66.84,52.43,92.9,94.65,96.39,92.79,,67.51,84.26,71.82,59.37,65.68,65.21,0.06,71.34,52.38,33.41,,37.95
"South Korea",20,66.69,94.7,90.56,90.09,89.63,,,66.55,100,94.78,89.56,40.05,43.52,62.05,66.6,51.25,35.91,65.25,27.39
"India",203,66.65,48.72,88.07,91.19,94.3,97.4,86.34,30.26,100,69.2,38.4,53.63,50.09,5.12,58.92,41.57,24.21,98.83,52.86
"Tokelau",156,66.51,78.87,92.83,84.07,75.31,91.82,53.52,86.61,71.13,80.2,89.28,67.52,67.52,,56.54,28.27,0,,27.69
"Malaysia",206,66.48,78.85,82.32,84.02,85.71,93.45,84.2,51.81,71.05,79.15,87.24,57.6,55.9,25.47,60.72,36.21,11.69,47.22,54.02
"Belize",164,66.47,74.8,96.71,79.62,62.53,23.87,39.27,69.39,100,100,100,34.65,54.05,92.41,70.9,85.45,100,43.66,94.54
"Andaman and Nicobar",26,66.43,65.64,88.35,91.51,94.68,96.73,89.63,60.92,91.97,77.79,63.61,32.35,32.35,,65.04,40.91,16.78,,42.36
"Spain",182,66.39,90.2,94.05,84.93,75.81,53.62,53.57,51.48,100,78.82,57.63,33.9,44.45,66.27,68.66,76.36,84.06,64.73,65.77
"Costa Rica",130,66.37,68.21,95.77,94.61,93.45,77.66,69,66.84,100,76.09,52.17,35.08,33.03,5.3,72.04,64.51,56.99,64.01,49.75
"Saint Kitts and Nevis",119,66.32,83.29,96.75,95.65,94.54,80.09,99.61,60.58,82.51,58.93,35.34,27.37,27.37,,75.12,37.56,0,,53.79
"Gibraltar",60,66.13,81.57,90.25,80.91,71.58,,,18.83,51.42,75.71,100,43.69,43.69,,58.26,79.13,100,,83.06
"Georgia",74,65.97,73.43,86.54,86.22,85.91,,,57.84,100,99.53,99.05,59.3,59.3,,62.48,42.95,23.42,,42.54
"Cuba",112,65.85,87.86,95.95,87.7,79.45,66.81,100,65.81,88.97,92.78,96.6,37.14,33.41,1.85,71.69,74.97,78.25,27.24,21.88
"China",209,65.84,80.43,85.72,81.54,77.36,73.63,52.57,35.59,99.63,96.52,93.42,34.42,77.02,100,61.52,38.52,15.52,76.59,45.97
"Namibia",101,65.81,87.75,94.25,97.13,100,,,84.3,52.08,76.04,100,53.85,53.83,15.55,64.18,82.09,100,8.66,36.66
"Guyana",167,65.8,57.95,93.96,95.47,96.98,89.98,89.92,77.64,98.32,69.13,39.95,25.67,25.64,0.28,71.87,47.72,23.57,,38.76
"Nauru",10,65.52,49.08,87.28,77.99,68.7,97.95,,51.35,72.66,74.41,76.16,94.7,94.7,0.08,71.78,35.89,0,,42.76
"Israel",79,65.4,92.26,90.81,93.21,95.61,91.23,91.23,31.6,100,100,100,40.22,33.38,0.79,63.93,35.53,7.13,65.7,19.85
"Samoa",152,65.34,73.94,91.64,94.01,96.38,95.46,89.99,89.5,81.65,42.57,3.49,64.63,64.63,0,71.25,36.06,0.87,12.71,54.5
"Mozambique",41,65.33,44.25,88.7,91.66,94.63,82.43,98.85,54,100,100,100,45.05,44.88,0.1,66.33,76.42,86.5,47.67,13.11
"Yemen",47,65.31,58.85,84.21,90.14,96.07,94.68,83.35,56.23,96.31,98.15,100,45.25,45.24,0.04,58.87,29.43,0,97.01,0
"Iceland",143,65.26,95.53,94.84,81.52,68.2,40.77,,87.8,43.52,64.28,85.04,30.45,30.71,92.82,56.45,47.82,39.19,73.12,65.8
"Peru",138,65.24,75.31,90.79,79.2,67.62,56.38,56.22,60.6,45.12,62.88,80.64,74.09,73.82,36.7,68.24,74.15,80.05,95.43,18.37
"Romania",72,65.03,77.13,88.63,94.31,100,,,55.49,100,89.91,79.82,54.79,54.77,0.01,63.14,81.57,100,48.4,18.64
"Indonesia",216,64.71,53.94,83.36,81.85,80.34,86.55,65.96,57.28,99.4,71.2,42.99,54.9,51.38,21.91,66,62.66,59.31,94.19,22.11
"Bahrain",52,64.62,93.8,83.5,85,86.51,85.69,86.49,53.76,77.62,82.74,87.86,26.48,26.48,0.01,50.79,25.4,0,,42.21
"Equatorial Guinea",104,64.58,85.13,89.63,93.8,97.98,94.01,93.9,68.32,18.63,12.83,7.03,26.6,26.6,,63.56,69.82,76.09,88.46,12.89
"Tonga",155,64.34,70.71,89.47,93.53,97.59,93.89,86.8,64.08,99.62,99.81,100,36.22,36.22,0.01,64.56,33.89,3.23,12.12,52.32
"Monaco",185,64.17,96.69,90.17,90.17,,,,25.38,98.62,84.94,71.26,45.86,45.86,,36.55,39.83,43.1,,66.32
"Canary Islands",58,64.11,82.36,97.11,89.14,81.16,53.88,53.89,71.49,49.52,60.74,71.95,36.31,36.31,,62.77,68.96,75.15,,60.26
"Cambodia",24,63.98,66.35,81.26,83.09,84.91,80.36,76.72,50.23,100,74.66,49.32,53.18,53.02,10.95,53.72,55.5,57.28,8.48,91.37
"Niue",154,63.79,77.36,88.58,83.52,78.46,85.48,52.49,93.08,33.08,57.24,81.4,36.25,36.25,,68.18,34.09,0,,54.6
"Kenya",43,63.77,60.57,89.09,87.84,86.59,71.66,91.7,51.22,100,98.96,97.93,36.62,36.62,0,63.73,46.56,29.39,64.96,27.59
"Papua New Guinea",17,63.57,52.28,83.87,88.02,92.16,89.03,83.89,63.54,100,100,100,82.35,82.35,0.02,62.33,35.99,9.66,33.6,6.99
"Honduras",133,63.42,56.5,95.49,92.67,89.85,95.48,88.39,61.49,100,94.01,88.01,33.28,31.77,31.08,74.7,81.61,88.52,0,32.29
"Guatemala",136,63.35,58.44,91.84,94.81,97.77,96.46,96.08,34.62,100,100,100,27.52,25.9,21.45,74.66,82.76,90.86,22.59,21.88
"Solomon Islands",7,63.18,45.14,87.79,85.33,82.88,79.65,73.38,64.24,100,100,100,84.43,84.43,0,62.82,36.11,9.4,43.59,19.93
"Tunisia",61,63.15,74.04,86.52,92.89,99.27,,,47.68,100,83.38,66.75,34.26,32.29,3.85,69.71,35.22,0.73,93.13,46.55
"Guernsey",228,63.05,95.15,92.51,81.81,71.11,54.42,54.35,51.11,88.39,87.07,85.75,55.99,55.99,,75.09,40.85,6.6,,46.67
"Comoro Islands",28,62.47,43.74,86.75,88.57,90.39,83.12,86.24,43.92,92.57,92.15,91.73,55.39,55.39,,62.59,31.46,0.33,,37.64
"Myanmar",205,62.47,62.65,79.87,84.72,89.56,89.82,85.88,55.36,93.27,96.63,100,38.68,37.87,5.14,59.66,33.49,7.32,67.03,11.24
"Saint Helena",86,62.29,96.13,97.99,99,100,,,88.22,25.57,44.08,62.6,49.38,49.38,,64.58,32.29,0,,26.97
"Sri Lanka",40,62.25,56.02,89.13,92.29,95.45,93.67,88,55.03,87.79,68.26,48.72,45.62,45.24,0.24,62.66,38.66,14.66,56.07,29.24
"Colombia",132,62.24,67.82,95.03,79.69,64.34,81.23,71.28,62,100,80.23,60.45,38.25,35.45,2.85,69.22,62.51,55.81,61.75,20.44
"Madagascar",42,62.23,43.94,87.66,86.96,86.26,78.81,65.68,64.04,100,81.13,62.26,44.07,42.67,1.1,62.51,46.13,29.75,93.33,19.65
"Brunei",247,62.14,100,85.67,90.71,95.75,97.36,88.29,50.66,77.02,79.2,81.37,43.78,43.05,3.92,67.51,48.14,28.76,0,23.98
"Togo",98,61.87,42.74,90.04,84.79,79.54,99.25,99,27.11,99.16,99.58,100,34.46,34.46,,74.74,37.37,0,,32.54
"Turkey",76,61.69,80.62,87.82,89.98,92.14,,,49.12,100,100,100,55.91,52.07,11.59,60.59,33.63,6.67,64.01,24.08
"East Timor",231,61.55,51.52,82.13,83.28,84.44,86.73,84.9,56,0.05,27.59,55.13,63,62.94,0.03,67.7,60.83,53.95,,40.18
"Ghana",106,61.33,47.52,93.73,92.66,91.58,99.86,99.77,40.59,100,94.68,89.36,58.59,58.59,,74.75,38.1,1.45,24.55,16.94
"Venezuela",139,61.2,78.94,91.22,89.12,87.03,82.74,90.03,60.59,98.4,84.92,71.44,31.48,30.03,4.53,68.54,74.69,80.84,1.03,19.89
"Eritrea",45,61.17,57.64,82.39,89.33,96.28,98.48,86.12,60.25,6.8,3.48,0.17,43.15,43.15,0,57.04,28.52,0,100,44.69
"Oecussi Ambeno",237,61.13,68.69,80.83,80.42,80.01,78.36,42.06,56.31,90.33,76.46,62.6,56.93,56.93,,67.31,50.77,34.24,,40.15
"Singapore",208,61.05,100,81.66,81.44,81.22,82.07,82.81,49.17,100,96.36,92.71,37.83,23.75,2.04,70.68,35.74,0.79,0.23,58.96
"Bulgaria",71,61,74.94,88.14,94.07,100,,,42.91,100,71.57,43.14,33.3,32.8,8.86,62.46,81.23,100,54.88,35.61
"Gabon",198,61,75,90.01,79.23,68.44,70.76,70.7,70.29,79.67,59,38.34,44.24,44.24,,68.72,72.89,77.05,,6.88
