"fao_id","taxon_name","year","b_bmsy"
"41","Acanthistius brasilianus",1954,1.3292470282032
"41","Acanthistius brasilianus",1955,1.3567572159676
"41","Acanthistius brasilianus",1956,1.38337660606701
"41","Acanthistius brasilianus",1957,1.40866504943357
"41","Acanthistius brasilianus",1958,1.43735907950271
"41","Acanthistius brasilianus",1959,1.46517398109239
"41","Acanthistius brasilianus",1960,1.4919097849042
"41","Acanthistius brasilianus",1961,1.5178591400643
"41","Acanthistius brasilianus",1962,1.54316647960728
"41","Acanthistius brasilianus",1963,1.56332330901994
"41","Acanthistius brasilianus",1964,1.58145417701793
"41","Acanthistius brasilianus",1965,1.59840849881314
"41","Acanthistius brasilianus",1966,1.61298090557912
"41","Acanthistius brasilianus",1967,1.62420657396282
"41","Acanthistius brasilianus",1968,1.63208919762416
"41","Acanthistius brasilianus",1969,1.63696416143692
"41","Acanthistius brasilianus",1970,1.63820872360695
"41","Acanthistius brasilianus",1971,1.63254044509479
"41","Acanthistius brasilianus",1972,1.6273475944104
"41","Acanthistius brasilianus",1973,1.61976410928434
"41","Acanthistius brasilianus",1974,1.61393662272823
"41","Acanthistius brasilianus",1975,1.6098890157257
"41","Acanthistius brasilianus",1976,1.61188201632967
"41","Acanthistius brasilianus",1977,1.61016920785656
"41","Acanthistius brasilianus",1978,1.60604845386059
"41","Acanthistius brasilianus",1979,1.59661608806613
"41","Acanthistius brasilianus",1980,1.57013813630107
"41","Acanthistius brasilianus",1981,1.52215388302572
"41","Acanthistius brasilianus",1982,1.44441886850188
"41","Acanthistius brasilianus",1983,1.36020815404319
"41","Acanthistius brasilianus",1984,1.2729610255026
"41","Acanthistius brasilianus",1985,1.18295607798978
"41","Acanthistius brasilianus",1986,1.10129009602323
"41","Acanthistius brasilianus",1987,1.04047566046169
"41","Acanthistius brasilianus",1988,0.980402399635882
"41","Acanthistius brasilianus",1989,0.911727629176652
"41","Acanthistius brasilianus",1990,0.855862117147339
"41","Acanthistius brasilianus",1991,0.807437761463318
"41","Acanthistius brasilianus",1992,0.76614759263933
"41","Acanthistius brasilianus",1993,0.725693407854626
"41","Acanthistius brasilianus",1994,0.694500653553888
"41","Acanthistius brasilianus",1995,0.65749931784569
"41","Acanthistius brasilianus",1996,0.613785058797589
"41","Acanthistius brasilianus",1997,0.565283462749151
"41","Acanthistius brasilianus",1998,0.522506240159723
"41","Acanthistius brasilianus",1999,0.480933261694019
"41","Acanthistius brasilianus",2000,0.448644952604083
"41","Acanthistius brasilianus",2001,0.424587060097063
"41","Acanthistius brasilianus",2002,0.408412004484261
"41","Acanthistius brasilianus",2003,0.393604122574461
"41","Acanthistius brasilianus",2004,0.380291405739719
"41","Acanthistius brasilianus",2005,0.363775586977428
"41","Acanthistius brasilianus",2006,0.347340417311668
"41","Acanthistius brasilianus",2007,0.328975078676449
"41","Acanthistius brasilianus",2008,0.309133543623801
"41","Acanthistius brasilianus",2009,0.289322493415521
"41","Acanthistius brasilianus",2010,0.271976192944963
"41","Acanthistius brasilianus",2011,0.256807901191869
"21","Alosa pseudoharengus",1954,0.94108797113881
"21","Alosa pseudoharengus",1955,0.91519345569789
"21","Alosa pseudoharengus",1956,0.8933178872798
"21","Alosa pseudoharengus",1957,0.873569463409111
"21","Alosa pseudoharengus",1958,0.851733964141438
"21","Alosa pseudoharengus",1959,0.83212372521092
"21","Alosa pseudoharengus",1960,0.814542144715699
"21","Alosa pseudoharengus",1961,0.797469940275404
"21","Alosa pseudoharengus",1962,0.781697927004943
"21","Alosa pseudoharengus",1963,0.769342505082328
"21","Alosa pseudoharengus",1964,0.756285527137564
"21","Alosa pseudoharengus",1965,0.738858688127418
"21","Alosa pseudoharengus",1966,0.718881448210015
"21","Alosa pseudoharengus",1967,0.694171925382767
"21","Alosa pseudoharengus",1968,0.662632728029877
"21","Alosa pseudoharengus",1969,0.617647150636065
"21","Alosa pseudoharengus",1970,0.569911567845752
"21","Alosa pseudoharengus",1971,0.515388653884701
"21","Alosa pseudoharengus",1972,0.463896491986581
"21","Alosa pseudoharengus",1973,0.419108807998065
"21","Alosa pseudoharengus",1974,0.382438755797952
"21","Alosa pseudoharengus",1975,0.350830252739298
"21","Alosa pseudoharengus",1976,0.328025914184138
"21","Alosa pseudoharengus",1977,0.306878288933668
"21","Alosa pseudoharengus",1978,0.288964815267352
"21","Alosa pseudoharengus",1979,0.277079356172705
"21","Alosa pseudoharengus",1980,0.266596391226903
"21","Alosa pseudoharengus",1981,0.258100523535292
"21","Alosa pseudoharengus",1982,0.250458856687958
