"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.62,77.46,83.3,87.29,91.3,87.44,79.16,71.08,87.84,82.39,76.95,51.74,51.6,24.45,66.6,62.8,58.99,48.49,55.39
"Howland Island and Baker Island",158,90.28,86.94,78.78,89.39,100,100,,97.93,,,,88.79,88.79,,57.28,78.64,100,,
"Heard and McDonald Islands",94,89.53,90.6,90.44,95.22,100,,,99.71,,,,89.75,89.75,,44.76,72.38,100,,
"Kerguelen Islands",93,87.85,89.52,87.2,93.6,100,,,98.78,,,,81.74,81.74,,51.26,75.63,100,,
"Germany",176,85.76,97,85.2,88.65,92.11,100,100,49.99,100,91.88,83.76,61.7,60.64,10.44,89.89,94.94,100,74.52,100
"Norfolk Island",3,85.21,96.75,84.45,92.22,100,,,78.01,100,96.35,92.7,46.06,46.06,0,88.4,94.2,100,,92.85
"Pitcairn",146,84.74,73.27,81.47,90.74,100,100,,85.59,73,81.14,89.28,86.57,86.57,0,75.39,73.34,71.29,,87.23
"South Georgia and the South Sandwich Islands",89,84.7,90.02,88.81,93.98,99.14,,,98.89,,,,54.71,54.71,,71.79,85.89,100,,
"Christmas Island",2,84.43,96.75,83.77,90.58,97.4,93.12,92.76,81.59,100,96.35,92.7,58.79,58.79,0,58.58,57.06,55.54,,92.85
"Macquarie Island",4,83.98,96.75,89.64,94.82,100,,,98.36,,,,42.65,42.65,,74.64,87.32,100,,
"Aruba",250,82.78,92.36,89.18,93.57,97.95,99.99,99.95,57.57,100,100,100,54.32,54.32,0,82.71,47.26,11.8,,100
"Jan Mayen",144,82.61,95.62,76.78,65.52,54.26,,,92.58,90.64,88.19,85.75,67.74,67.74,,71.96,85.98,100,,
"New Caledonia",5,82.4,65.93,88.77,88.46,88.15,77.35,78.85,79.27,92.61,96.3,100,76.9,63.46,12.19,67.25,77.87,88.49,99.98,96.54
"Phoenix Islands (Kiribati)",157,81.74,62.02,78.35,88.56,98.77,100,,97.93,68.59,74.36,80.12,70.53,70.53,0,60.89,80.45,100,,80.11
"Cocos Islands",1,81.49,96.75,83.1,90.23,97.36,97.62,92.76,88.86,100,96.35,92.7,41.33,41.33,0,73.31,36.66,0,,92.85
"Australia",16,80.97,98,92.39,93.44,94.48,89.4,92.92,81.37,100,95.62,91.23,50.67,43.44,11.87,85.37,92.68,100,55.42,67.4
"Northern Saint-Martin",221,80.08,87.18,94.74,95.69,96.65,95.26,100,45.49,85.14,90.75,96.36,19.68,19.68,0,73.3,86.65,100,,100
"Norway",223,79.72,100,80.53,87.15,93.78,61.71,,76.88,78.59,81.95,85.32,78.32,83.44,100,63.92,76.28,88.63,60.95,89.1
"Seychelles",31,79.7,75.87,86,91.8,97.6,85.93,100,91.16,69.59,84.79,100,48.73,48.73,0,63.54,61.64,59.74,57.09,100
"Palmyra Atoll",150,79.68,93.71,77.17,85.19,93.21,77.67,,93.04,,,,49.89,49.89,,57.16,78.58,100,,
