"rgn_name","rgn_id","product","year","tonnes","usd","usd_ix0","usd_coef","tonnes_mdl","tonnes_orig","tonnes_ix0","tonnes_coef","usd_mdl","usd_orig","tonnes_peak","usd_peak","usd_peak_product_weight","usd_rel","tonnes_rel_orig","tonnes_rel","area_km2","exposure_raw","exposure_product_max","exposure","risk","sustainability","product_status"
"Vanuatu",6,"corals",1998,25,34,,,,25,,,,34,40.95,270797.15,0.213035019455253,0.000125555235717953,0.61050061050061,0.61050061050061,2129.85863188398,0.0117378682442816,30.4560219657476,0.00338385031050673,1,0.498308074844747,0.304217383910102
"Vanuatu",6,"corals",1999,48,54,,,,48,,,,54,40.95,270797.15,0.213035019455253,0.000199411256728514,1,1,2129.85863188398,0.0225367070290207,30.4560219657476,0.00646249763735413,1,0.496768751181323,0.496768751181323
"Vanuatu",6,"corals",2000,0,0,,,,0,,,,0,40.95,270797.15,0.213035019455253,0,0,0,2129.85863188398,0,30.4560219657476,0,1,0.5,0
"Vanuatu",6,"corals",2001,29,99,,,,29,,,,99,40.95,270797.15,0.213035019455253,0.000365587304002276,0.708180708180708,0.708180708180708,2129.85863188398,0.0136159271633666,30.4560219657476,0.0039216206122639,1,0.498039189693868,0.35270174605915
"Vanuatu",6,"corals",2002,59,57,,,,59,,,,57,40.95,270797.15,0.213035019455253,0.000210489659880098,1,1,2129.85863188398,0.0277013690565046,30.4560219657476,0.00792341922337513,1,0.496038290388312,0.496038290388312
"Vanuatu",6,"corals",2003,63,219,,,,63,,,,219,40.95,270797.15,0.213035019455253,0.000808723430065641,1,1,2129.85863188398,0.0295794279755896,30.4560219657476,0.00845284384721782,1,0.495773578076391,0.495773578076391
"Vanuatu",6,"corals",2004,36,41,,,,36,,,,41,40.95,270797.15,0.213035019455253,0.00015140484307165,0.879120879120879,0.879120879120879,2129.85863188398,0.0169025302717655,30.4560219657476,0.0048603254904583,1,0.497569837254771,0.437424032751447
"Vanuatu",6,"corals",2005,32,15,,,,32,,,,15,40.95,270797.15,0.213035019455253,5.53920157579206e-05,0.781440781440781,0.781440781440781,2129.85863188398,0.0150244713526804,30.4560219657476,0.00432429485607315,1,0.497837852571963,0.389030800544636
"Vanuatu",6,"corals",2006,0,0,,,,0,,,,0,40.95,270797.15,0.213035019455253,0,0,0,2129.85863188398,0,30.4560219657476,0,1,0.5,0
"Vanuatu",6,"corals",2007,0,0,,,,0,,,,0,40.95,270797.15,0.213035019455253,0,0,0,2129.85863188398,0,30.4560219657476,0,1,0.5,0
"Vanuatu",6,"corals",2008,0,0,,,,0,,,,0,40.95,270797.15,0.213035019455253,0,0,0,2129.85863188398,0,30.4560219657476,0,1,0.5,0
"Vanuatu",6,"corals",2009,0,0,,,,0,,,,0,40.95,270797.15,0.213035019455253,0,0,0,2129.85863188398,0,30.4560219657476,0,1,0.5,0
"Solomon Islands",7,"corals",1998,391,1007,,,,391,,,,1007,273,270797.15,0.679028995279838,0.00371865065788174,1,1,4750.48419739601,0.0823073993624329,30.4560219657476,0.022935528101014,1,0.488532235949493,0.488532235949493
"Solomon Islands",7,"corals",1999,238,810,,,,238,,,,810,273,270797.15,0.679028995279838,0.00299116885092771,0.871794871794872,0.871794871794872,4750.48419739601,0.0501001561336548,30.4560219657476,0.0141755152526164,1,0.492912242373692,0.429718365146295
"Solomon Islands",7,"corals",2000,169,642,,,,169,,,,642,273,270797.15,0.679028995279838,0.002370778274439,0.619047619047619,0.619047619047619,4750.48419739601,0.035575320952049,30.4560219657476,0.0101366452527889,1,0.494931677373606,0.306386276469375
"Solomon Islands",7,"corals",2001,143,813,,,,143,,,,813,273,270797.15,0.679028995279838,0.0030022472540793,0.523809523809524,0.523809523809524,4750.48419739601,0.0301021946517338,30.4560219657476,0.0086000399075373,1,0.495699980046231,0.259652370500407
"Solomon Islands",7,"corals",2002,266,624,,,,266,,,,624,273,270797.15,0.679028995279838,0.0023043078555295,0.974358974358974,0.974358974358974,4750.48419739601,0.0559942921493789,30.4560219657476,0.015798564955745,1,0.492100717522127,0.479482750406175
"Solomon Islands",7,"corals",2003,131,526,,,,131,,,,526,273,270797.15,0.679028995279838,0.00194241335257775,0.47985347985348,0.47985347985348,4750.48419739601,0.0275761363592806,30.4560219657476,0.00788808173803234,1,0.496055959130984,0.238034178191058
"Solomon Islands",7,"corals",2004,194,886,,,,194,,,,886,273,270797.15,0.679028995279838,0.00327182173076785,0.710622710622711,0.710622710622711,4750.48419739601,0.0408379423946598,30.4560219657476,0.011606510906774,1,0.494196744546613,0.351187430190633
"Solomon Islands",7,"corals",2005,282,946,,,,282,,,,946,273,270797.15,0.679028995279838,0.00349338979379953,1,1,4750.48419739601,0.0593623698726498,30.4560219657476,0.0167219593735294,1,0.491639020313235,0.491639020313235
"Solomon Islands",7,"corals",2006,378,799,,,,378,,,,799,273,270797.15,0.679028995279838,0.00295054803937191,1,1,4750.48419739601,0.0795708362122753,30.4560219657476,0.022201415206148,1,0.488899292396926,0.488899292396926
"Solomon Islands",7,"corals",2007,397,696,,,,397,,,,696,273,270797.15,0.679028995279838,0.00257018953116752,1,1,4750.48419739601,0.0835704285086595,30.4560219657476,0.0232737236144558,1,0.488363138192772,0.488363138192772
"Solomon Islands",7,"corals",2008,420,800,,,,420,,,,800,273,270797.15,0.679028995279838,0.00295424084042243,1,1,4750.48419739601,0.0884120402358614,30.4560219657476,0.0245664979968864,1,0.487716751001557,0.487716751001557
"Solomon Islands",7,"corals",2009,280,850,,,,280,,,,850,273,270797.15,0.679028995279838,0.00313888089294884,1,1,4750.48419739601,0.058941360157241,30.4560219657476,0.0166066957500495,1,0.491696652124975,0.491696652124975
"Palau",8,"corals",1998,50,195,,,,50,,,,195,62.4,270797.15,0.5935960591133,0.000720096204852968,0.801282051282051,0.801282051282051,1095.92971833309,0.0456233635821557,30.4560219657476,0.0129366558570942,1,0.493531672071453,0.395458070570074
"Palau",8,"corals",1999,38,4,,,,38,,,,4,62.4,270797.15,0.5935960591133,1.47712042021122e-05,0.608974358974359,0.608974358974359,1095.92971833309,0.0346737563224383,30.4560219657476,0.00988408635812252,1,0.495057956820939,0.301477601910187
"Palau",8,"corals",2000,20,3,,,,20,,,,3,62.4,270797.15,0.5935960591133,1.10784031515841e-05,0.32051282051282,0.32051282051282,1095.92971833309,0.0182493454328623,30.4560219657476,0.0052441207541326,1,0.497377939622934,0.159416006289402
