"rgn_name","rgn_id","product","year","tonnes","tonnes_rel","usd","usd_rel","usd_peak_product_weight"
"New Caledonia",5,"ornamentals",1984,2,0.535117056856187,22.6666666666667,0.274581061982637,0.102117394800322
"New Caledonia",5,"ornamentals",1985,2.75,0.735785953177257,32.5,0.393700787401575,0.102117394800322
"New Caledonia",5,"ornamentals",1986,2,0.535117056856187,26.75,0.32404603270745,0.102117394800322
"New Caledonia",5,"ornamentals",1987,2,0.535117056856187,26.75,0.32404603270745,0.102117394800322
"New Caledonia",5,"ornamentals",1988,1.25,0.334448160535117,15.5,0.187764990914597,0.102117394800322
"New Caledonia",5,"ornamentals",1989,0,0,0,0,0.102117394800322
"New Caledonia",5,"ornamentals",1990,0,0,0,0,0.102117394800322
"New Caledonia",5,"ornamentals",1991,0,0,0,0,0.102117394800322
"New Caledonia",5,"ornamentals",1992,0,0,0,0,0.102117394800322
"New Caledonia",5,"ornamentals",1993,0,0,0,0,0.102117394800322
"New Caledonia",5,"ornamentals",1994,0,0,0,0,0.102117394800322
"New Caledonia",5,"ornamentals",1995,1,0.267558528428094,32.75,0.396729254996972,0.102117394800322
"New Caledonia",5,"ornamentals",1996,2.25,0.602006688963211,60.5,0.732889158086009,0.102117394800322
"New Caledonia",5,"ornamentals",1997,2.5,0.668896321070234,65.5,0.793458509993943,0.102117394800322
"New Caledonia",5,"ornamentals",1998,4.25,1,89.5,1,0.102117394800322
"New Caledonia",5,"ornamentals",1999,5,1,84.75,1,0.102117394800322
"New Caledonia",5,"ornamentals",2000,4.75,1,78.75,0.95396729254997,0.102117394800322
"New Caledonia",5,"ornamentals",2001,5.75,1,100,1,0.102117394800322
"New Caledonia",5,"ornamentals",2002,5.25,1,106,1,0.102117394800322
"New Caledonia",5,"ornamentals",2003,4.5,1,104.5,1,0.102117394800322
"New Caledonia",5,"ornamentals",2004,4.25,1,108,1,0.102117394800322
"New Caledonia",5,"ornamentals",2005,4,1,110,1,0.102117394800322
"New Caledonia",5,"ornamentals",2006,3.75,1,115.25,1,0.102117394800322
"New Caledonia",5,"ornamentals",2007,3.66666666666667,0.981047937569677,118.333333333333,1,0.102117394800322
"New Caledonia",5,"ornamentals",2008,4,1,127,1,0.102117394800322
"New Caledonia",5,"shells",1999,179,1,408.666666666667,0.563030998851894,0.897882605199678
"New Caledonia",5,"shells",2000,153.75,1,366,0.504247990815155,0.897882605199678
"New Caledonia",5,"shells",2001,154.25,1,369.5,0.509070034443169,0.897882605199678
"New Caledonia",5,"shells",2002,160.25,1,407.25,0.561079219288175,0.897882605199678
"New Caledonia",5,"shells",2003,112.75,0.873861654718078,446.5,0.615154994259472,0.897882605199678
"New Caledonia",5,"shells",2004,140,1,669.25,0.922043628013777,0.897882605199678
"New Caledonia",5,"shells",2005,164.5,1,852.25,1,0.897882605199678
"New Caledonia",5,"shells",2006,184.25,1,1012.25,1,0.897882605199678
"New Caledonia",5,"shells",2007,194.666666666667,1,1116.66666666667,1,0.897882605199678
"New Caledonia",5,"shells",2008,198.5,1,1110.5,1,0.897882605199678
"Vanuatu",6,"corals",1998,24.3333333333333,0.788124156545209,29.3333333333333,0.433925049309665,0.781954887218045
