"country","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Cyprus",81,0.3,-0.53,-0.08,-0.04,0,,,0.73,0.04,-0.44,-0.91,0.26,-0.59,-0.07,1.01,-0.62,-2.25,0,3.87
"R_union",32,0.3,0.24,-0.08,-0.06,-0.04,0,,-0.01,2.08,0.92,-0.24,2.57,2.6,-0.02,-0.28,-0.15,-0.02,,-1.17
"Tanzania",202,0.3,0.03,-0.06,0.11,0.27,-0.15,-0.07,1.56,0,0,0,1.77,1.73,0.02,0.14,0.07,0,-0.61,0.37
"Ile Europa",35,0.27,0.25,0,0,0,0,,-0.01,,,,1.22,1.22,,0.3,0.15,0,,
"Oman",48,0.27,-2.78,-0.01,0,0,0,-0.02,-0.42,0,0,0,0.59,0.58,0.05,-0.24,-0.12,0,5.55,-0.03
"Angola",200,0.26,0.14,0.08,0.12,0.17,-0.13,-0.1,1.05,3.41,1.77,0.14,0.68,0.68,,0.34,0.17,-0.01,,-1.41
"Bangladesh",204,0.26,0.14,0.04,0.06,0.08,0,0,-0.25,0.04,0.02,0,0.78,0.61,0.29,0.87,0.24,-0.39,3.04,-1.26
"Comoro Islands",28,0.24,0.04,0.07,0,-0.06,-0.2,-0.1,-1.88,0.97,0.06,-0.86,7.68,7.68,,0.8,0.4,0,,-3.87
"South Africa",102,0.24,0.02,-0.01,0,0,0,0,-0.73,5.06,2.53,0,1.73,1.71,0.03,0.01,-0.11,-0.24,-0.72,-0.22
"Ecuador",137,0.23,0.27,0.1,0.13,0.16,-0.06,0.03,0.27,5.74,2.87,0,-2.74,-0.36,0,0.13,0.07,0,-1.69,0.79
"Venezuela",139,0.22,-0.31,0.01,0.01,0.01,-0.04,-0.04,0.84,1.48,3.74,6,-1.18,-1.5,0.49,0.13,0.05,-0.03,1.77,-2.37
"Clipperton Island",107,0.21,0.17,0,-0.38,-0.75,,,0,,,,1.21,1.21,,0.04,0.02,0,,
"Montenegro",186,0.19,0.3,-0.01,0,0,,,0.22,-0.48,-0.24,0,0.12,0.16,-0.45,1.16,0.77,0.38,0,0.28
"Montserrat",121,0.19,0.15,0,1.61,3.22,-0.14,-0.1,-0.13,0.85,0.39,-0.08,0.3,0.3,,0.72,0.36,0,,-0.77
"Sierra Leone",96,0.19,0.05,-0.01,0.02,0.05,-0.04,-0.03,-0.4,-0.05,-0.06,-0.07,0.16,0.16,,0.16,0.29,0.42,,1.75
"Lebanon",78,0.18,-1.2,-0.04,-0.02,0,,,-0.87,0,-0.22,-0.45,0.78,0.8,-0.01,1.49,0.87,0.25,2.07,0
"Northern Saint-Martin",221,0.18,0.22,0,0,0,0,0,-0.01,0.88,0.4,-0.08,0.46,0.46,,-0.19,0.6,1.4,,-0.08
"Amsterdam Island and Saint Paul Island",92,0.17,0.13,-0.01,-0.07,-0.12,,,0,,,,0.5,0.5,,0.56,0.28,0,,
"British Virgin Islands",117,0.15,0.19,0,0.23,0.46,-0.01,-0.07,-0.05,1.67,0.8,-0.08,0.19,0.19,,0.15,0.07,0,,0
"Falkland Islands",95,0.15,0.14,0.04,0.46,0.89,,,0,-0.06,-0.08,-0.09,-1.57,-1.57,0,-0.38,-0.19,0,,2.31
"Gabon",198,0.15,0.52,0,-0.38,-0.77,-0.02,-0.01,-0.16,4.82,2.5,0.18,0.26,0.26,,-0.12,-0.06,0,,-1.28
"Democratic Republic of the Congo",199,0.14,0.06,0.06,0.08,0.11,-0.02,-0.01,-0.2,1.12,0.56,0,0.88,0.88,,-0.12,-0.04,0.03,,-0.01
"Iraq",192,0.14,0,0.09,0.02,-0.05,-0.09,-0.06,-0.37,7.07,3.53,0,0.47,0.47,,-0.79,-0.39,0,,-1.87
"Cayman Islands",113,0.12,0,0,0.2,0.4,-0.15,-0.15,-0.1,0,0,0,-0.98,-0.98,,-0.36,-0.14,0.08,,2.38
"Cook Islands",153,0.12,0.15,0.17,-0.21,-0.59,0.23,0.13,3.14,2.8,1.56,0.32,-2.56,-2.56,0,-0.25,-0.13,0,-9.66,8.58
"Guinea Bissau",193,0.12,-0.09,-0.1,0.03,0.16,-0.04,-0.04,0.26,3.44,1.58,-0.28,0.09,0.09,,-0.24,-0.12,0,,-0.59
"Micronesia",9,0.12,-0.07,0.09,0.05,0,0,0,2.25,0.54,0.56,0.58,0.65,0.65,0,0.1,0.05,0,4.94,-7.2
"Benin",99,0.11,0.09,-0.01,-0.05,-0.08,-0.06,-0.07,0.36,0,0.09,0.18,0.86,0.86,,-0.37,-0.19,0,,-0.08
"Mauritius",37,0.11,0.71,0.04,0.02,0,-0.31,-0.1,-0.24,0.71,0.62,0.54,0.44,0.38,0,0.66,0.27,-0.13,0.23,-0.48
"Trinidad and Tobago",126,0.11,0.47,0.01,-0.04,-0.1,-0.03,-0.05,1.76,2.78,0.2,-2.37,-0.86,-0.86,,0.67,0.33,0,-0.18,-0.56
"Antigua and Barbuda",120,0.1,1.02,-0.11,-0.01,0.08,-0.13,0,2.03,-1.73,-0.87,0,-0.91,-0.91,,-0.31,-0.21,-0.11,,0
"Fiji",18,0.1,0.67,0.15,0.39,0.64,0.1,0.16,-2.04,2.28,1.12,-0.03,1.23,1.23,-0.01,0.41,0.28,0.15,-1.04,0.13
"Howland Island and Baker Island",158,0.09,0.07,0.02,-0.02,-0.05,0,,0.05,,,,0.38,0.38,,0.13,0.06,0,,
"Cameroon",197,0.07,0.13,0,-0.01,-0.02,-0.06,-0.05,-0.48,-0.04,0.15,0.34,1.11,1.11,,-0.13,-0.07,-0.01,,-0.12
"Spain",182,0.07,0.35,0.1,0.16,0.22,0.03,0.03,-0.71,0,-0.13,-0.26,0.18,-0.1,-1.17,0.55,2.65,4.75,-3.48,1.85
"Bouvet Island",105,0.05,0.22,0,0,,,,0,,,,0.02,0.02,,0.01,0.01,0,,
"Cape Verde",56,0.05,0.02,-0.01,0.01,0.04,,,0.81,0.74,0.37,0,-0.74,-0.74,,-0.36,-0.16,0.04,,0
"Guernsey",228,0.04,0.18,0.03,-0.01,-0.05,-0.03,-0.02,2.03,1.3,0.27,-0.76,-0.26,-0.26,,-0.18,-0.09,0,,-1.73
"Saint Vincent and the Grenadines",127,0.03,0.22,-0.02,-0.03,-0.04,-0.06,-0.07,0.73,1.28,0.63,-0.03,0.42,0.42,,0.26,0.12,-0.02,0.01,-1.7
"Denmark",175,0.02,0.01,-0.01,0.07,0.15,0,0,-0.65,1.06,0.98,0.9,0.96,0.93,1.08,-0.21,-0.11,0,0.95,-1.96
"Pitcairn",146,0.02,-0.06,-0.07,-0.03,0,0,,0.01,4.04,2.05,0.06,-2.95,-2.95,,-0.66,-0.33,0,,4.16
"Egypt",214,0.01,-0.17,-0.17,-0.08,0.01,0,-0.28,-0.4,0,-0.43,-0.87,1.06,0.38,-0.27,0.23,-0.19,-0.61,9.26,-7.94
"Germany",176,0,0.19,0.07,-0.2,-0.47,-0.29,0,-0.42,0,0.62,1.24,1.89,1.99,-1.67,-0.25,-0.12,0,0,-1.78
"Ile Tromelin",36,0,0.23,-0.05,-0.03,0,0,,-0.01,,,,-0.36,-0.36,,0.28,0.14,0,,
"India",203,-0.01,0.33,-0.03,-0.15,-0.27,0,0.09,-0.41,0,0.82,1.64,0.8,-0.16,1.36,0.24,0.12,0,0.88,-1.62
"Palmyra Atoll",150,-0.02,0.01,0.05,0.04,0.04,0.11,,0.04,,,,-0.37,-0.37,,0.14,0.07,0,,
"Singapore",208,-0.02,0,0.09,0.71,1.33,0.05,0.03,-0.52,0,0.22,0.43,0.15,-2.64,0.32,0.16,0.08,0,1.19,0.7
"Grenada",125,-0.03,0.56,0.02,-0.01,-0.04,-0.05,-0.06,0.49,-0.02,-0.01,0,-0.19,-0.19,,0.26,-0.09,-0.43,,-0.89
"Madagascar",42,-0.03,0.01,-0.04,0.07,0.19,-0.25,-0.12,-0.84,0,-1.79,-3.58,2.32,2.26,0.05,0.1,-0.7,-1.5,-1.88,2.91
"Malta",68,-0.05,0.38,-0.08,-0.04,0,-0.15,-0.13,-2.93,0.55,0.09,-0.37,0.54,1.97,4.38,0.74,0.36,-0.03,,0
"Jarvis Island",149,-0.06,0.01,0.02,-0.49,-1,,,0,,,,0.12,0.12,,0.13,0.07,0,,
"Johnston Atoll",159,-0.06,0.01,0.04,0.1,0.15,0.26,,0.04,,,,-0.81,-0.81,,0.14,0.07,0,,
"Heard and McDonald Islands",94,-0.07,0.04,0,0,0,,,0,,,,-0.38,-0.38,,-0.01,-0.01,0,,
"Ivory Coast",195,-0.08,0.42,0.21,-0.02,-0.26,0.07,0.07,-1.23,3.47,1.64,-0.2,-0.66,-0.66,,-0.21,-0.08,0.04,,-0.88
"Saint Lucia",122,-0.1,-0.05,-0.06,0.09,0.23,-0.13,-0.01,-1.4,1.84,0.82,-0.2,0.47,0.47,,0.22,0.1,-0.03,-0.84,0
"Slovenia",188,-0.1,0.35,-0.06,-0.03,0,,,0.04,0,0,0,0.15,-2.03,0.53,1.3,0.65,0,3.07,-2.84
"Saint Kitts and Nevis",119,-0.11,0.8,-0.23,-0.24,-0.25,-0.69,-0.61,-0.33,2.02,-0.35,-2.72,-0.42,-0.42,,0.14,0.07,0,,0.77
"Togo",98,-0.11,0.05,0.02,-0.04,-0.09,-0.09,-0.06,-0.31,0.07,0.03,0,0.27,0.27,,-0.45,-0.23,0,,-0.66
"Haiti",114,-0.13,0.05,0,0,0,-0.06,-0.04,0.02,2.05,1.02,0,-0.56,-0.56,,0.3,0.15,0,-2.44,0.53
"French Guiana",169,-0.15,0.23,0,0,0,0,0,-0.45,0.09,0.51,0.92,-0.24,-0.24,,0.27,0.14,0,,-1.53
"Japan",210,-0.15,0.54,0.1,0.05,0,0.74,0,-0.49,0,1.13,2.26,1.19,1,-0.49,0.11,0.05,0,-4.95,0.4
"Sudan",49,-0.15,0.11,0.02,-0.02,-0.06,-0.15,-0.09,1.95,-0.03,0.28,0.59,0.88,0.88,,-0.5,-0.25,0,-4.76,0.57
"Wake Island",12,-0.16,0.01,0.05,0.06,0.07,0.08,,0.03,1.94,1.24,0.55,-1.41,-1.41,,0.14,0.07,0,,3.07
"East Timor",231,-0.18,0.01,0.04,0.05,0.07,0.08,0.06,-0.77,0,0.01,0.01,1.41,1.41,0,-0.1,-1.84,-3.59,,-0.66
"Barbados",124,-0.19,0.05,0,-0.35,-0.7,-0.04,-0.02,-1.08,-0.77,-0.41,-0.06,0.26,0.26,,0.23,0.11,-0.01,-0.42,0
"Gambia",65,-0.2,-0.01,-0.04,-0.13,-0.22,-0.06,-0.06,0.07,0,0,0,0.09,0.09,0,-0.52,-0.44,-0.36,,-1.28
"Algeria",84,-0.21,0.17,0,0.29,0.57,,,-0.78,0.05,0.02,0,0.39,0.36,0.02,0.41,0.2,0,-1.75,-0.19
"Guadeloupe and Martinique",140,-0.21,0.21,0,0,0,0,0,-2.78,0.4,0.2,0,0.15,0.14,0,0.11,0.05,0,,0.3
"Aruba",250,-0.23,0,0,0,0,0,0,-1.56,0,0,0,-0.68,-0.68,0,0.34,0.17,0,,0
"Jersey",227,-0.23,0.18,0.03,0.01,0,-0.05,-0.03,-1.17,1.3,0.27,-0.76,-0.02,-0.02,,-0.18,-0.09,-0.01,,-1.23
"Mexico",135,-0.24,0.27,0,0.2,0.39,-0.22,-0.09,-0.46,0,0.42,0.85,-0.01,-0.03,-0.52,-0.16,-0.03,0.11,-0.02,-2.43
"Chile",224,-0.25,0.39,0.01,0,0,,,0.06,0.45,0.23,0,-5.7,-3.6,0,0.17,0.09,0,0.69,0.18
"Djibouti",46,-0.25,0.07,-0.07,-0.03,0.01,-0.12,-0.1,-3.27,0,-0.2,-0.41,0.85,0.85,,-0.26,-0.13,0,,0.69
"Saint Pierre and Miquelon",219,-0.25,0.09,-0.05,-0.03,0,,,-1.79,0,0,0,2.08,2.07,0.22,-0.41,-0.21,0,,-1.89
"Guinea",194,-0.27,0.01,0.06,0.1,0.14,0,0.01,-2.58,0.08,0.02,-0.05,0.05,0.05,,0,0.01,0.03,,-0.05
"Mauritania",64,-0.28,0.12,0,-0.43,-0.86,,,-1.42,0.02,-0.13,-0.28,0.34,0.34,,-0.14,-0.07,0,,-0.37
"Namibia",101,-0.29,0.18,0.01,0.01,0,,,-0.2,4.46,2.23,0,-2.44,-2.45,0.03,0.37,0.19,0,-1.12,-1.12
"Western Sahara",63,-0.29,0.27,-0.02,-0.17,-0.33,,,1.13,0.12,-0.1,-0.32,-0.09,-0.09,,-0.55,-0.27,-0.01,,-2.8
"Brazil",171,-0.31,-0.29,-0.07,0.16,0.39,0,0,-0.39,0.15,1.96,3.77,-1.22,-1.07,-0.1,-0.02,-0.01,0,-3.25,-0.2
"Crozet Islands",91,-0.34,0.14,-0.02,-0.02,,,,-0.01,,,,-2.09,-2.09,,0.57,0.28,0,,
"Anguilla",118,-0.35,0.1,0,0.19,0.38,-0.05,-0.14,-0.63,-1.15,-3.09,-5.02,0.46,0.46,,0.1,0.05,0,,0
"Taiwan",14,-0.36,0.69,0.03,0.03,0.03,0,0,-0.12,0.96,-0.79,-2.55,0.55,0.26,-0.12,-0.11,-0.11,-0.11,-2.74,-0.84
"Dominica",123,-0.38,0.03,0,0.23,0.46,-0.04,-0.03,-2.98,3.07,1.16,-0.75,0.21,0.21,,-0.21,-0.11,-0.01,-0.41,-1.88
"Ireland",181,-0.39,0.5,0.05,0.74,1.43,0.01,0.01,0.97,0.83,0.45,0.06,-4.01,-4.1,-5.64,0.51,0.42,0.33,-1.88,-1.07
"Dominican Republic",115,-0.41,0.62,0.08,0.06,0.04,0,0.05,0.58,1.36,0.71,0.05,-0.32,-0.24,-0.05,0.49,0.25,0,-5.42,-0.7
"Bahrain",52,-0.43,1.17,-0.1,0.05,0.19,-0.2,-0.13,0.47,1.4,1.82,2.23,0.64,0.64,0,1.64,0.82,0,,-8.46
"Israel",79,-0.43,0.17,-0.02,-0.01,0,0,0,0.19,0,0,0,0.72,-0.52,0.08,0.35,0.15,-0.06,-2.36,-1.88
"Greenland",145,-0.45,0.14,0,0.01,0.02,0.19,,1.47,0,0,0,0.23,0.23,,-0.08,-0.04,0,-2.79,-3.29
"Puerto Rico and Virgin Islands of the United States",116,-0.45,-0.18,0.02,0.01,0,-0.07,0,0.01,0.84,0.51,0.18,0.31,0.31,0,0.1,0.03,-0.04,,-4.66
"Morocco",62,-0.47,0.18,-0.03,-0.03,-0.04,,0,-0.15,0,0,0,0.42,0.42,0.01,0.1,4.69,9.28,-3.96,-5.38
"Norfolk Island",3,-0.47,0.14,0,0,0,,,0,0.06,0.41,0.75,-5.78,-5.78,,0.13,7.33,14.53,,-5.37
"Belgium",59,-0.48,0.03,-0.01,-0.08,-0.15,0,0,-0.21,0,2.56,5.13,1.94,1.94,,-0.3,-0.15,0,-7.13,-1.79
"Jan Mayen",144,-0.49,0.19,0,-1.58,-3.16,,,0.03,1.35,0.3,-0.76,-0.46,-0.46,,-0.03,-0.02,0,,-1.88
"Kuwait",51,-0.51,0,-0.15,-0.07,0.02,-0.29,-0.24,-0.63,0,0,0,0.28,0.28,0,0.49,-2.35,-5.2,,-1.3
"British Indian Ocean Territory",38,-0.53,0.15,-0.06,-0.03,0,0,,-0.04,0.45,0.82,1.18,1.52,1.52,,0.02,0.01,0,,-6.69
"Brunei",247,-0.53,0,-0.02,-0.01,0,0,-0.04,0.07,-3.19,-1.69,-0.18,1.49,1.4,0.14,0.05,0.02,-0.01,-4.91,-0.12
"Canada",218,-0.53,0.13,0,0.1,0.19,0.76,-0.01,-0.35,0,-0.46,-0.93,1.2,0.69,-3.18,-0.17,-0.29,-0.41,-3,-2.84
"Macquarie Island",4,-0.53,0.14,0,0,0,,,-0.3,,,,-2.5,-2.5,,0,0,0,,
"Malaysia",206,-0.55,1.03,0.08,0.37,0.66,0.06,0.03,0.67,-2.19,-2.37,-2.55,1.49,1.3,-3.68,0.24,0.12,0.01,-2.61,-4.06
"Guyana",167,-0.57,0.31,0.04,0.02,0,-0.02,-0.01,-0.86,5.59,1.92,-1.74,-0.59,-0.6,0.05,0.57,-0.29,-1.15,,-5.59
"China",209,-0.58,0.5,0.04,-0.07,-0.17,-0.67,0.01,-0.11,-0.07,0.13,0.33,0.72,0.73,0,0.22,0.31,0.4,-4.59,-2.06
"Ghana",106,-0.58,0.12,-0.05,-0.13,-0.22,0,0,0.29,1.6,-0.26,-2.13,0.19,0.19,,-0.17,-0.08,0,-4.87,-1.01
"Kenya",43,-0.6,0.11,0.07,0.04,0.01,-0.04,-0.02,-0.48,0,-0.03,-0.06,1.39,1.39,0,0.15,0.08,0,-3,-4.01
"Netherlands",177,-0.61,0,0.02,1.5,2.99,0,0,-0.22,0.57,0.27,-0.03,1.58,1.41,0.98,-0.2,-0.1,0,-4.04,-4.88
"Northern Mariana Islands and Guam",13,-0.62,0.11,0.06,0.03,0,0.03,0.05,0,4.89,1.89,-1.11,0.08,0.02,-0.05,0.48,-1.56,-3.61,,-6.19
"Azores",55,-0.65,0.1,-0.04,-1.02,-2,,,-0.42,0,0.1,0.2,-2.48,-2.48,,0.9,-1.14,-3.18,,0.32
