region_id,country,likely_future_state_2012,likely_future_state_2013,likely_future_state_2014,likely_future_state_2015,likely_future_state_2016,score_2012,score_2013,score_2014,score_2015,score_2016,status_2012,status_2013,status_2014,status_2015,status_2016,pred_change,obs_change
143,Iceland,66.53,69.43,67.06,62.4,60.29,64.16,65.26,63.52,59.81,58.01,61.79,61.09444444444445,59.97333333333333,57.21777777777778,55.736666666666665,4.740000000000002,-6.053333333333335
144,Jan Mayen,76.12,75.89,73.38,73.43,73.5,69.6,69.24,67.58,67.79,67.89,63.082857142857144,62.59142857142857,61.771428571428565,62.151428571428575,62.27285714285714,13.037142857142861,-0.8100000000000023
145,Greenland,75.54,73.87,74.09,73.2,73.34,72.06,70.8,70.82,70,70.19,68.57666666666667,67.73333333333333,67.54222222222222,66.80555555555556,67.0488888888889,6.963333333333338,-1.5277777777777715
146,Pitcairn,81.49,83.54,83.19,84.3,82.64,77.14,78.92,78.71,78.42,77.51,72.80142857142857,74.2942857142857,74.22857142857143,72.5325,72.38499999999999,8.688571428571422,-0.4164285714285825
147,French Polynesia,78.79,82.05,82.34,84.2,82.6,75.01,77.43,77.81,79.39,78.42,71.228,72.805,73.27799999999999,74.584,74.247,7.562000000000012,3.0190000000000055
148,Line Islands (Kiribati),69.28,70.57,71.57,74.67,72.52,68.9,69.91,70.15,74,72.57,68.52125,69.24125000000001,68.71875,73.32125,72.61625,0.7587500000000063,4.094999999999999
149,Jarvis Island,92.88,95.5,95.49,94.71,93.56,89.77,92.05,91.47,90.82,90.09,86.654,88.598,87.442,86.928,86.62,6.225999999999999,-0.033999999999991815
150,Palmyra Atoll,88.94,90.8,90.4,90.63,89.08,85.47,86.78,86.35,86.62,85.47,81.995,82.76833333333333,82.295,82.615,81.865,6.944999999999993,-0.13000000000000966
151,American Samoa,79.98,81.96,82.83,84.72,84.12,77.17,78.67,79.78,81.42,81.14,74.35555555555555,75.38,76.74222222222221,78.11555555555555,78.16444444444444,5.62444444444445,3.8088888888888874
152,Samoa,65.19,69.28,71.13,73.51,78.23,62.04,65.34,66.79,68.51,72.04,58.88100000000001,61.395,62.462,63.510000000000005,65.845,6.30899999999999,6.9639999999999915
153,Cook Islands,66.44,68.04,71.51,69.46,67.37,64.97,67,68.06,66.84,65.66,63.50599999999999,65.96000000000001,64.599,64.233,63.95,2.9340000000000046,0.4440000000000097
154,Niue,65.34,66.28,66.5,68.07,67.71,63.33,63.79,64.38,65.79,65.69,61.33222222222222,61.300000000000004,62.25222222222222,63.49666666666667,63.662222222222226,4.0077777777777825,2.3300000000000054
155,Tonga,64.41,64.74,65.98,69.03,74.1,64.39,64.34,65.44,68.34,71.51,64.373,63.931000000000004,64.896,67.64500000000001,68.921,0.03699999999999193,4.548000000000002
156,Tokelau,67.56,69.42,70.06,76.97,76.87,65.04,66.51,67.07,72.75,72.87,62.51888888888888,63.595555555555556,64.07666666666665,68.54,68.86999999999999,5.041111111111121,6.351111111111109
157,Phoenix Islands (Kiribati),81.65,82.06,80.55,82.22,81.75,79.29,79.92,79.04,81.66,81.66,76.92125,77.78125,77.52625,81.1025,81.57124999999999,4.728750000000005,4.6499999999999915
158,Howland Island and Baker Island,92.97,93.52,93.41,93.32,93.85,90.29,90.75,90.61,90.38,90.92,87.60333333333334,87.96666666666665,87.80833333333334,87.445,87.99000000000001,5.36666666666666,0.38666666666667027
159,Johnston Atoll,74.77,75.54,75.63,75.52,74.65,72.55,73.02,73.06,73,72.28,70.33166666666666,70.505,70.49833333333333,70.485,69.91833333333334,4.438333333333333,-0.4133333333333269
161,Wallis and Futuna,75.86,77.78,79.2,81.63,82.16,72.23,73.6,74.97,76.98,77.62,68.61,69.42,70.74125,72.3425,73.0725,7.25,4.462500000000006
162,New Zealand,84.78,84.69,80.76,78.6,77.83,78.7,78.96,75.88,74.47,73.95,72.607,73.227,71,70.339,70.077,12.173000000000002,-2.530000000000001
163,United States,77.6,77.92,77.01,73.2,69.38,75.86,76.29,75.51,73.1,70.06,74.128,74.65,74.003,73.001,70.744,3.471999999999994,-3.3840000000000003
164,Belize,68.55,68.14,68.27,69.56,70.45,66.82,66.47,66.63,67.58,67.96,65.084,64.787,64.995,65.61,65.473,3.465999999999994,0.3889999999999958
166,Jamaica,59.54,59.68,56.51,55.76,56.33,60.32,60.33,57.93,57.48,57.77,61.098,60.967999999999996,59.354,59.2,59.208000000000006,-1.5579999999999998,-1.8899999999999935
167,Guyana,66.96,67.29,65.28,64.93,63.49,65.15,65.8,64.17,63.98,63.22,63.339999999999996,64.30888888888889,63.0611111111111,63.02444444444445,62.95777777777778,3.6199999999999974,-0.382222222222218
168,Suriname,73.94,75.52,75.56,76.73,76.67,74.35,75.3,75.18,75.8,75.76,74.759,75.079,74.79400000000001,74.868,74.84400000000001,-0.8190000000000026,0.08500000000000796
169,French Guiana,71.89,72.59,72.08,71.64,71.66,71.39,71.69,71.3,71.06,70.97,70.9011111111111,70.7911111111111,70.53,70.48111111111112,70.27666666666667,0.9888888888888943,-0.6244444444444355
171,Brazil,68.93,70.01,69.22,68.46,67.91,67.89,68.43,67.87,67.36,66.88,66.851,66.851,66.52000000000001,66.257,65.862,2.0790000000000077,-0.9890000000000043
172,Argentina,77.06,72.73,71.18,68.89,66.94,72.51,70.15,69.19,68.01,66.28,67.94875,67.5675,67.19625,67.13875,65.60625,9.111249999999998,-2.342500000000001
173,Uruguay,72.88,72.7,70.07,68.11,67.22,69.52,69.63,67.89,66.52,65.79,66.15714285714286,66.55857142857143,65.71571428571428,64.93285714285715,64.36999999999999,6.722857142857137,-1.787142857142868
174,Finland,84.1,85.68,85.66,83.1,71.98,81.1,82.15,81.65,78.38,69.89,78.10222222222222,78.62666666666667,77.64111111111112,73.6611111111111,67.79,5.99777777777777,-10.312222222222218
175,Denmark,74.98,76.01,75.63,75.35,75.62,72.59,73.37,72.93,72.75,73.01,70.2,70.735,70.239,70.154,70.404,4.780000000000001,0.20399999999999352
176,Germany,88.17,88.53,89.06,88.71,88.91,85.26,85.29,85.11,85.15,85.33,82.35499999999999,82.05499999999999,81.155,81.596,81.743,5.815000000000012,-0.6119999999999948
177,Netherlands,81.94,82.68,81.72,81.47,79.84,80.45,80.9,80.01,79.71,78.02,78.96799999999999,79.127,78.30499999999999,77.955,76.197,2.9720000000000084,-2.7709999999999866
178,Poland,64.8,70.4,71.41,70.19,70.89,60.93,66.98,67.83,67.07,67.61,57.065,63.549,64.244,63.951,64.339,7.734999999999999,7.274000000000001
179,France,77.94,78.52,75.32,72.9,70.72,73.78,74.36,71.89,70.14,68.3,69.61699999999999,70.208,68.464,67.37100000000001,65.888,8.323000000000008,-3.728999999999985
180,United Kingdom,76.94,77.68,78.05,82.75,82.95,71.93,72.82,73.06,76.64,76.12,66.92999999999999,67.973,68.074,70.529,69.285,10.010000000000005,2.355000000000004
181,Ireland,72.3,72,71.15,70.96,69.5,68.96,69.06,68.32,68.34,67.35,65.616,66.124,65.498,65.71000000000001,65.19800000000001,6.6839999999999975,-0.41799999999999216
182,Spain,70.46,69.66,68.75,69.34,69.11,66.72,66.39,65.81,66.85,66.82,62.977999999999994,63.129,62.88099999999999,64.364,64.52799999999999,7.481999999999999,1.5499999999999972
183,Portugal,80.55,78.49,76.04,74.38,73.96,74.66,73.59,71.62,70.4,70.11,68.77375,68.68875,67.19375,66.40875,66.26,11.77624999999999,-2.5137500000000017
184,Italy,81.09,82.73,82.35,82.83,83.29,75.67,76.85,76.77,77.61,78.06,70.247,70.958,71.19,72.385,72.83099999999999,10.843000000000004,2.583999999999989
185,Monaco,62.45,65.46,64.05,64.64,65.41,61.88,64.17,63.1,63.96,64.55,61.315714285714286,62.879999999999995,62.14714285714285,63.27428571428572,63.68142857142857,1.134285714285717,2.365714285714283
186,Montenegro,53.29,53.3,54.17,54.65,55.32,55.67,55.58,56.17,55.94,56.42,58.04375,57.862500000000004,58.16625,57.21875,57.52125,-4.753750000000004,-0.5225000000000009
187,Croatia,72.31,71.69,76.68,77.33,75.27,72.08,71.93,76.59,77.21,75.38,71.85875,72.1575,76.5125,77.0975,75.50125,0.4512500000000017,3.6424999999999983
188,Slovenia,75,73.56,72.7,72.15,72.27,69.92,70.55,70,69.78,69.82,64.835,67.53375,67.29124999999999,67.4125,67.3675,10.165000000000006,2.532500000000013
189,Lithuania,73.82,76.65,77.89,68.75,68.57,70.24,72.28,72.75,66.59,66.64,66.66555555555556,67.9,67.62111111111112,64.43888888888888,64.72444444444444,7.154444444444437,-1.9411111111111126
190,Qatar,63.53,67.33,70.38,72.42,72.7,64.61,68.4,70.2,71.33,71.47,65.68444444444444,69.4688888888889,70.02666666666667,70.23222222222222,70.23,-2.1544444444444366,4.545555555555566
191,Iran,69.14,70.82,70.73,70.26,70.29,67.66,70.2,70.2,69.91,69.79,66.172,69.583,69.678,69.56,69.286,2.9680000000000035,3.1140000000000043
192,Iraq,53.02,54.88,54.69,54.52,53.43,54.81,56.76,56.67,56.55,55.61,56.602222222222224,58.63666666666667,58.64888888888889,58.57777777777778,57.79333333333333,-3.582222222222221,1.1911111111111055
193,Guinea Bissau,46.95,48.54,47.87,47.94,47.97,47.76,49.09,48.63,48.65,48.57,48.56444444444444,49.63444444444444,49.392222222222216,49.361111111111114,49.156666666666666,-1.6144444444444375,0.592222222222226
194,Guinea,43.61,43.38,41.74,41.64,41.91,46.34,46.28,45.39,45.33,45.47,49.07111111111111,49.18555555555556,49.04,49.00888888888889,49.031111111111116,-5.461111111111109,-0.03999999999999204
195,Ivory Coast,43.45,45.51,45.67,45.3,43.93,45.06,46.07,46.06,45.82,44.8,46.67888888888889,46.621111111111105,46.45444444444444,46.34444444444445,45.67888888888889,-3.228888888888889,-1
196,Nigeria,50.67,51.39,52.63,53.26,53.85,53.35,55.08,54.58,55.01,55.59,56.038,58.766,56.535000000000004,56.767999999999994,57.321000000000005,-5.367999999999995,1.2830000000000084
197,Cameroon,59.42,59.53,59.16,59.15,59.63,60.73,60.91,60.7,60.8,61.12,62.04,62.29555555555555,62.24444444444445,62.443333333333335,62.614444444444445,-2.6199999999999974,0.5744444444444454
198,Gabon,57.23,60.71,59.35,58.53,58.83,58.56,61,60.13,59.79,59.92,59.89777777777778,61.287777777777784,60.910000000000004,61.041111111111114,61.016666666666666,-2.6677777777777862,1.1188888888888826
199,Democratic Republic of the Congo,44.97,45.77,45.86,46.15,45.66,46.18,46.89,46.96,47.15,46.77,47.38333333333333,48.01444444444444,48.05111111111111,48.147777777777776,47.87888888888889,-2.413333333333334,0.49555555555555486
200,Angola,54.3,54.85,54.71,55.51,55.68,57.96,58.57,58.54,59.02,59.01,61.611111111111114,62.29,62.36555555555555,62.53444444444445,62.338888888888896,-7.311111111111117,0.7277777777777814
202,Tanzania,67.57,68.29,68.96,69.69,69.47,68.05,68.43,68.86,69.32,69.12,68.524,68.569,68.75399999999999,68.94500000000001,68.774,-0.9540000000000077,0.25
203,India,66.5,66.8,65.78,66.11,66.33,66.16,66.65,65.9,66.2,66.33,65.81800000000001,66.489,66.014,66.30199999999999,66.327,0.681999999999988,0.5089999999999861
204,Bangladesh,69.77,69.81,69.56,69.44,69.43,67.96,68.72,69.28,68.82,69.21,66.152,67.62100000000001,69.003,68.201,68.985,3.617999999999995,2.8329999999999984
205,Myanmar,56.03,62.49,62.35,64.02,64.99,57.67,62.47,62.34,64.5,65.15,59.31,62.440999999999995,62.336,64.97200000000001,65.303,-3.280000000000001,5.992999999999995
206,Malaysia,69.8,67.64,68.12,68.22,67.24,68.65,66.48,66.59,66.73,65.79,67.492,65.328,65.051,65.245,64.341,2.3079999999999927,-3.1510000000000105
207,Vietnam,55,56.03,58.16,59.18,59.34,56.87,57.79,59.35,59.75,59.94,58.736000000000004,59.541999999999994,60.528,60.327,60.538,-3.736000000000004,1.8019999999999925
208,Singapore,62.67,63.4,63.57,64.1,62.62,60.58,61.05,60.9,61.21,60.41,58.489,58.699,58.238,58.330999999999996,58.188,4.1810000000000045,-0.3009999999999948
209,China,65.88,66.77,66.12,64.17,62.57,65.12,65.84,65.4,64.17,63.05,64.35900000000001,64.914,64.675,64.166,63.535000000000004,1.5209999999999866,-0.8240000000000052
210,Japan,75.15,75.98,75.13,75.23,74.15,72.94,73.48,73.05,73.26,72.29,70.729,70.979,70.977,71.28200000000001,70.42699999999999,4.4210000000000065,-0.3020000000000067
212,Gilbert Islands (Kiribati),73.82,72.91,71.68,68.1,66.37,74.63,73,71.76,68.82,66.74,75.453,73.09100000000001,71.84200000000001,69.545,67.114,-1.6330000000000098,-8.338999999999999
214,Egypt,70.79,72.93,74.16,72.89,72.39,70.04,71.23,71.83,70.66,70.39,69.295,69.519,69.50699999999999,68.441,68.388,1.4950000000000045,-0.9069999999999965
215,Jordan,68.69,69.34,67.38,62.82,62.9,67.35,67.53,66.17,62.84,62.94,65.99888888888889,65.72666666666666,64.95333333333333,62.853333333333325,62.977777777777774,2.6911111111111126,-3.021111111111111
216,Indonesia,64,65.31,65.11,65.75,65.91,63.83,64.71,64.65,65.2,65.15,63.65,64.10499999999999,64.183,64.644,64.398,0.3500000000000014,0.7479999999999976
218,Canada,81.86,81.94,81.21,80.57,77.87,76.5,76.53,76.18,76.04,74.11,71.139,71.119,71.15,71.507,70.34299999999999,10.721000000000004,-0.7960000000000065
219,Saint Pierre and Miquelon,72.8,71.27,71.21,69.07,71.15,69.47,68.95,68.73,67.76,68.81,66.13285714285715,66.63428571428571,66.24571428571429,66.45,66.47571428571429,6.667142857142849,0.34285714285714164
220,Sint Maarten,84.81,83.33,76.69,75.21,74.55,81.78,80.63,74.71,73.41,72.59,78.755,77.921,72.741,71.61,70.64,6.055000000000007,-8.114999999999995
221,Northern Saint-Martin,86.4,87,87.17,87.4,86.98,82.99,83.86,83.89,84.03,83.79,79.58111111111111,80.72555555555556,80.62111111111112,80.66888888888889,80.59222222222223,6.8188888888888926,1.01111111111112
222,Sweden,77.03,79.34,78.93,72.7,68.38,73.05,74.76,73.52,68.73,66.07,69.06,70.172,68.104,64.751,63.75599999999999,7.969999999999999,-5.304000000000009
223,Norway,83.32,80.14,74.87,71.64,71.71,78.15,75.65,71.64,68.76,68.71,72.99444444444445,71.15666666666667,68.40555555555555,65.87,65.70777777777778,10.325555555555539,-7.286666666666676
224,Chile,73.95,73.65,73.09,72.08,72.72,69.96,69.91,69.48,68.79,69.29,65.95875,66.1725,65.87875,65.5075,65.87,7.991250000000008,-0.08874999999999034
227,Jersey,72.22,72.23,71.45,70.95,70.6,66.91,66.91,66.41,66.25,66.07,61.604444444444454,61.60444444444444,61.36333333333333,61.5488888888889,61.53333333333333,10.615555555555545,-0.07111111111112223
228,Guernsey,66.31,67.62,67.72,67.72,67.13,62.4,63.05,63.01,62.98,62.62,58.48555555555556,58.46888888888889,58.29333333333333,58.24222222222222,58.09888888888889,7.824444444444445,-0.38666666666667027
231,East Timor,61.53,58.85,59.04,58.55,59.74,62.89,61.55,61.68,61.24,62.13,64.24555555555555,64.25666666666666,64.30777777777777,63.93222222222222,64.50888888888889,-2.7155555555555537,0.2633333333333354
232,Bosnia and Herzegovina,45.87,47.12,49.18,50.26,51.96,48.49,49.61,50.96,51.88,53,51.104285714285716,52.1,52.75,53.48857142857143,54.05285714285714,-5.234285714285718,2.9485714285714266
237,Oecussi Ambeno,58.23,60.43,63.2,60.34,67.14,59.55,61.13,63.07,60.89,66.29,60.867777777777775,61.83222222222222,62.93444444444444,61.43777777777778,65.42888888888889,-2.637777777777778,4.561111111111117
244,Curacao,77.5,77.83,81.17,81.2,81.33,76.4,77,79.31,79.34,79.37,75.29333333333334,76.17444444444443,77.46,77.49,77.41111111111111,2.2066666666666634,2.117777777777775
245,Bonaire,81.32,79.76,73.61,73.15,72.82,79.96,78.72,73.13,72.38,71.68,78.59700000000001,77.676,72.66,71.615,70.549,2.7229999999999848,-8.048000000000002
247,Brunei,65.91,62.81,62.73,63.24,63.49,65.72,62.14,62.12,62.7,62.8,65.535,61.468999999999994,61.504,62.164,62.105999999999995,0.375,-3.429000000000002
248,Saba,83.82,82.19,75.75,75.17,74.55,82.66,81.34,75.57,74.77,73.83,81.492,80.495,75.39500000000001,74.372,73.106,2.3279999999999887,-8.38600000000001
249,Sint Eustatius,77.7,76.72,70.01,69.36,68.21,76.92,75.95,69.99,69.12,68.06,76.136,75.178,69.962,68.892,67.913,1.5640000000000072,-8.222999999999999
250,Aruba,83.4,83.29,83.24,82.26,82.13,81.81,81.71,81.61,81.11,80.97,80.22666666666666,80.12777777777778,79.98888888888888,79.96111111111111,79.8111111111111,3.173333333333346,-0.41555555555555657
