sciname,iucn_sid,am_sid,area_iucn,area_am,dist_align,area_ratio,spp_group_text,reviewed,occurcells,n_spp,quad,common,name
Mycteroperca interstitialis,64410,Fis-23648,3653744.9,3365807.3,63.797,92.119,Groupers,FALSE,83,136,q1,Yellowmouth Grouper,Yellowmouth Grouper
Plectropomus areolatus,64411,Fis-31641,14423080,7911879.5,58.797,54.856,Groupers,TRUE,52,136,q3,Squaretail Coralgrouper,Squaretail Coralgrouper
Plectropomus laevis,64412,Fis-26517,18629766.6,7929887.7,68.871,42.566,Groupers,TRUE,119,136,q2,Blacksaddled Coralgrouper,Blacksaddled Coralgrouper
Epinephelus aeneus,132722,Fis-23120,3747596.7,2138451.6,91.103,57.062,Groupers,FALSE,168,136,q1,White Grouper,White Grouper
Epinephelus maculatus,132723,Fis-25572,13677857.5,10298573.4,55.766,75.294,Groupers,FALSE,121,136,q3,Highfin Grouper,Highfin Grouper
Cephalopholis aurantia,132725,Fis-26116,12773415.7,15014324.6,45.229,85.075,Groupers,FALSE,94,136,q3,Golden Hind,Golden Hind
Epinephelus flavocaeruleus,132726,Fis-26503,5798917.9,2498589.2,80.891,43.087,Groupers,FALSE,43,136,q2,Blue-and-Yellow Grouper,Blue-and-Yellow Grouper
Paranthias furcifer,132727,Fis-23713,4164971.4,4125866.4,57.926,99.061,Groupers,FALSE,112,136,q3,Creole-Fish,Creole-Fish
Epinephelus summana,132728,Fis-26514,950315.3,443420.1,93.276,46.66,Groupers,FALSE,20,136,q2,Summan Grouper,Summan Grouper
Mycteroperca phenax,132729,Fis-30327,2351924.7,2198540.6,63.539,93.478,Groupers,FALSE,86,136,q1,Scamp,Scamp
Hyporthodus acanthistius,132730,Fis-163774,1717669.1,879792.4,93.733,51.22,Groupers,FALSE,34,136,q2,Rooster Hind,Rooster Hind
Cephalopholis miniata,132732,Fis-26123,22748918.3,16259055.7,65.508,71.472,Groupers,FALSE,169,136,q1,Coral Hind,Coral Hind
Cephalopholis panamensis,132733,Fis-27163,1272860.4,768966.2,70.783,60.412,Groupers,FALSE,97,136,q1,Pacific Graysby,Pacific Graysby
Hyporthodus niphobles,132734,Fis-163780,1873917.3,944437.8,95.145,50.399,Groupers,FALSE,31,136,q2,Star-Studded Grouper,Star-Studded Grouper
Epinephelus latifasciatus,132735,Fis-115487,3503279.7,12190470,70.121,28.738,Groupers,FALSE,70,136,q2,Striped Grouper,Striped Grouper
Epinephelus rivulatus,132736,Fis-25944,8470911.6,15541369.8,58.481,54.506,Groupers,FALSE,117,136,q4,Halfmoon Grouper,Halfmoon Grouper
Cephalopholis leopardus,132737,Fis-26121,19656786,10651980.4,69.845,54.19,Groupers,FALSE,173,136,q2,Leopard Hind,Leopard Hind
Variola louti,132738,Fis-25576,25009510.2,18228929.6,57.69,72.888,Groupers,FALSE,239,136,q3,Yellow-Edged Lyretail,Yellow-Edged Lyretail
Epinephelus undulosus,132739,Fis-26145,11028835.5,8246223.2,66.045,74.77,Groupers,FALSE,32,136,q1,Wavy-Lined Grouper,Wavy-Lined Grouper
Cephalopholis sexmaculata,132741,Fis-26125,18861089.2,14861753.4,50.214,78.796,Groupers,FALSE,86,136,q3,Sixblotch Hind,Sixblotch Hind
Cephalopholis nigri,132742,Fis-27331,1179198.5,732013,85.924,62.077,Groupers,FALSE,31,136,q1,Niger Hind,Niger Hind
Cephalopholis formosa,132743,Fis-26119,8385062.7,8930636.8,53.548,93.891,Groupers,FALSE,61,136,q3,Bluelined Hind,Bluelined Hind
Epinephelus morrhua,132745,Fis-25575,11326681.1,12861428.5,41.485,88.067,Groupers,FALSE,131,136,q3,Comet Grouper,Comet Grouper
Epinephelus melanostigma,132746,Fis-31844,11784556.1,11350348.1,39.752,96.315,Groupers,FALSE,98,136,q3,One-Blotch Grouper,One-Blotch Grouper
Epinephelus spilotoceps,132747,Fis-31554,15925388.7,6366260.3,68.708,39.976,Groupers,FALSE,81,136,q2,Foursaddle Grouper,Foursaddle Grouper
Epinephelus longispinis,132748,Fis-26507,4734555,7522633.4,35.555,62.937,Groupers,FALSE,47,136,q3,Longspine Grouper,Longspine Grouper
Epinephelus stictus,132749,Fis-32316,1316508.5,3079012.4,52.818,42.757,Groupers,FALSE,11,136,q4,Black-Dotted Grouper,Black-Dotted Grouper
Epinephelus coeruleopunctatus,132751,Fis-135733,17952498.2,13988233.7,56.744,77.918,Groupers,FALSE,91,136,q3,Whitespotted Grouper,Whitespotted Grouper
Epinephelus bilobatus,132752,Fis-32304,1638000.4,113520.3,97.417,6.93,Groupers,FALSE,8,136,q2,Twinspot Grouper,Twinspot Grouper
Epinephelus polylepis,132753,Fis-32313,1422287,1235194,83.891,86.846,Groupers,FALSE,12,136,q1,Smallscaled Grouper,Smallscaled Grouper
Alphestes immaculatus,132754,Fis-32974,1569126,959503.5,71.585,61.149,Groupers,FALSE,88,136,q1,Pacific Mutton Hamlet,Pacific Mutton Hamlet
Epinephelus radiatus,132755,Fis-26511,3384388.2,13892489.1,52.957,24.361,Groupers,FALSE,59,136,q4,Oblique-Banded Grouper,Oblique-Banded Grouper
Epinephelus miliaris,132756,Fis-26508,9335129.2,10325839.3,34.305,90.406,Groupers,FALSE,57,136,q3,Netfin Grouper,Netfin Grouper
Cephalopholis sonnerati,132757,Fis-26126,21861577.5,14555164.4,64.542,66.579,Groupers,FALSE,121,136,q1,Tomato Hind,Tomato Hind
Epinephelus tauvina,132758,Fis-25131,18739425.1,17339860.7,40.345,92.531,Groupers,FALSE,250,136,q3,Greasy Grouper,Greasy Grouper
Cephalopholis hemistiktos,132759,Fis-26120,1522159.2,1175184,85.44,77.205,Groupers,FALSE,30,136,q1,Yellowfin Hind,Yellowfin Hind
Epinephelus faveatus,132760,Fis-26502,561501.2,726293.5,41.132,77.311,Groupers,TRUE,20,136,q3,Barred-Chest Grouper,Barred-Chest Grouper
Cephalopholis cruentata,132761,Fis-22703,4146402,2645047.6,95.215,63.791,Groupers,FALSE,180,136,q1,Graysby,Graysby
Epinephelus costae,132762,Fis-27343,4141354.3,1999204.9,86.197,48.274,Groupers,FALSE,80,136,q2,Goldblotch Grouper,Goldblotch Grouper
Epinephelus corallicola,132763,Fis-26137,12321495.7,7474526.2,84.851,60.662,Groupers,FALSE,97,136,q1,Coral Grouper,Coral Grouper
Alphestes afer,132764,Fis-27135,3576969.6,2483576,73.939,69.432,Groupers,FALSE,66,136,q1,Mutton Hamlet,Mutton Hamlet
Epinephelus goreensis,132765,Fis-25402,1461920.6,677596.1,98.201,46.35,Groupers,FALSE,96,136,q2,Dungat Grouper,Dungat Grouper
Epinephelus macrospilos,132766,Fis-26245,18776107.7,12853452.2,57.301,68.456,Groupers,FALSE,102,136,q3,Snubnose Grouper,Snubnose Grouper
Dermatolepis dermatolepis,132767,Fis-27319,1619899.7,892930.6,68.161,55.123,Groupers,FALSE,68,136,q1,Leather Bass,Leather Bass
Epinephelus fasciatomaculosus,132769,Fis-26138,2415566.3,1064990.2,82.108,44.089,Groupers,FALSE,22,136,q2,Rock Grouper,Rock Grouper
Gonioplectrus hispanus,132771,Fis-24648,4954621.4,3394027.2,89.462,68.502,Groupers,FALSE,107,136,q1,Spanish Flag,Spanish Flag
Hyporthodus octofasciatus,132772,Fis-163782,9368495.4,11802543.4,37.628,79.377,Groupers,FALSE,55,136,q3,Eightbar Grouper,Eightbar Grouper
Epinephelus tukula,132773,Fis-31413,5785993,12837688.9,56.888,45.07,Groupers,FALSE,81,136,q4,Potato Grouper,Potato Grouper
Epinephelus areolatus,132774,Fis-25586,20042737.5,15763178.5,77.845,78.648,Groupers,FALSE,245,136,q1,Areolate Grouper,Areolate Grouper
Plectropomus pessuliferus,132775,Fis-32352,3198429.3,12035273.2,44.625,26.575,Groupers,FALSE,22,136,q4,Roving Coralgrouper,Roving Coralgrouper
Plectropomus oligacanthus,132776,Fis-26483,8007913.9,6499344.5,55.834,81.162,Groupers,TRUE,26,136,q3,Highfin Coralgrouper,Highfin Coralgrouper
Epinephelus diacanthus,132777,Fis-26499,1254149.8,947263.4,79.728,75.53,Groupers,FALSE,18,136,q1,Spinycheek Grouper,Spinycheek Grouper
Epinephelus hexagonatus,132778,Fis-26244,15722095.8,12166447.7,39.397,77.384,Groupers,TRUE,161,136,q3,Starspotted Grouper,Starspotted Grouper
Cephalopholis oligosticta,132779,Fis-31841,574300.4,338931,100,59.016,Groupers,FALSE,8,136,q1,Vermilion Hind,Vermilion Hind
Epinephelus sexfasciatus,132780,Fis-25340,9149621.8,7668157.8,80.776,83.808,Groupers,FALSE,155,136,q1,Sixbar Grouper,Sixbar Grouper
Cephalopholis argus,132781,Fis-31823,26999188.4,14383091.3,75.954,53.272,Groupers,FALSE,237,136,q2,Peacock Hind,Peacock Hind
Cephalopholis aitha,132782,Fis-31840,3436020.3,2552986.9,57.061,74.301,Groupers,FALSE,5,136,q3,Rusty Hind,Rusty Hind
Cephalopholis urodeta,132783,Fis-26128,17763776.1,14168176.6,45.274,79.759,Groupers,TRUE,256,136,q3,Darkfin Hind,Darkfin Hind
Epinephelus magniscuttis,132784,Fis-31843,2323575.9,7569768.3,47.115,30.695,Groupers,FALSE,26,136,q4,Speckled Grouper,Speckled Grouper
Epinephelus erythrurus,132785,Fis-26501,5715949.3,3501155.3,74.983,61.252,Groupers,FALSE,22,136,q1,Cloudy Grouper,Cloudy Grouper
Cephalopholis nigripinnis,132786,Fis-50377,1553930.4,1348342.1,27.587,86.77,Groupers,FALSE,27,136,q3,Blackfin Grouper,Blackfin Grouper
Anyperodon leucogrammicus,132787,Fis-25382,22898822.5,13956653.6,78.533,60.949,Groupers,FALSE,128,136,q1,Slender Grouper,Slender Grouper
Epinephelus merra,132788,Fis-31150,24613893.8,13988681.7,70.165,56.832,Groupers,TRUE,336,136,q1,Honeycomb Grouper,Honeycomb Grouper
Cephalopholis microprion,132789,Fis-26122,10305533.2,8785058.1,65.811,85.246,Groupers,FALSE,93,136,q1,Freckled Hind,Freckled Hind
Triso dermopterus,132790,Fis-26518,1817167.9,3035022.3,47.804,59.873,Groupers,TRUE,27,136,q3,Oval Grouper,Oval Grouper
Cephalopholis igarashiensis,132791,Fis-31363,2716767.7,5194498,26.365,52.301,Groupers,FALSE,31,136,q4,Garish Hind,Garish Hind
Epinephelus stoliczkae,132793,Fis-26513,1624436.3,1098270.7,77.182,67.609,Groupers,FALSE,18,136,q1,Epaulet Grouper,Epaulet Grouper
Epinephelus retouti,132794,Fis-32315,4080813.8,13066335.8,34.066,31.232,Groupers,FALSE,67,136,q4,Red-Tipped Grouper,Red-Tipped Grouper
Hyporthodus ergastularius,132795,Fis-163776,521240.3,278205.3,90.766,53.374,Groupers,FALSE,18,136,q2,Sevenbar Grouper,Sevenbar Grouper
Epinephelus caninus,132796,Fis-27340,3746292.8,3374597.4,76.992,90.078,Groupers,TRUE,146,136,q1,Dogtooth Grouper,Dogtooth Grouper
Epinephelus heniochus,132798,Fis-32309,3264343,9376933.4,67.125,34.812,Groupers,FALSE,41,136,q2,Bridled Grouper,Bridled Grouper
Epinephelus quoyanus,132799,Fis-26144,14560392.4,6444799.6,87.337,44.263,Groupers,FALSE,133,136,q2,Longfin Grouper,Longfin Grouper
Gracila albomarginata,132800,Fis-26146,16595347.1,9443814.5,58.896,56.906,Groupers,FALSE,74,136,q3,Masked Grouper,Masked Grouper
Plectropomus punctatus,132801,Fis-32321,2835097.9,1000636.4,88.411,35.295,Groupers,FALSE,16,136,q2,Marbled Coralgrouper,Marbled Coralgrouper
Epinephelus poecilonotus,132802,Fis-26510,4998141.7,14730554,54.017,33.93,Groupers,FALSE,51,136,q4,Dot-Dash Grouper,Dot-Dash Grouper
Cephalopholis polyspila,132803,Fis-145041,159540.7,9151.5,100,5.736,Groupers,FALSE,3,136,q2,Null,Cephalopholis polyspila
Epinephelus ongus,132804,Fis-26141,17484855.9,12029095.7,66.851,68.797,Groupers,FALSE,129,136,q1,White-Streaked Grouper,White-Streaked Grouper
Cephalopholis polleni,132805,Fis-26124,6219760.8,10972218,44.177,56.686,Groupers,FALSE,28,136,q3,Harlequin Hind,Harlequin Hind
Cephalopholis fulva,132806,Fis-27186,5406612.9,3683172.4,93.411,68.123,Groupers,FALSE,193,136,q1,Coney,Coney
Hyporthodus septemfasciatus,132807,Fis-163784,1362119.9,602745.2,72.22,44.251,Groupers,FALSE,12,136,q2,Convict Grouper,Convict Grouper
Cephalopholis cyanostigma,132808,Fis-26118,10141794.3,8302778,71.44,81.867,Groupers,TRUE,130,136,q1,Bluespotted Hind,Bluespotted Hind
Variola albimarginata,132810,Fis-31845,15083480.3,14713325.2,46.052,97.546,Groupers,FALSE,107,136,q3,White-Edged Lyretail,White-Edged Lyretail
Mycteroperca xenarcha,132811,Fis-30328,1954115.8,875033.8,75.125,44.779,Groupers,FALSE,39,136,q2,Broomtail Grouper,Broomtail Grouper
Epinephelus amblycephalus,132812,Fis-26131,10888944.6,7976343.1,64.178,73.252,Groupers,FALSE,46,136,q1,Banded Grouper,Banded Grouper
Epinephelus bontoides,132813,Fis-26132,5448816.4,1965832.7,82.838,36.078,Groupers,FALSE,7,136,q2,Palemargin Grouper,Palemargin Grouper
Epinephelus cyanopodus,132815,Fis-25571,13629848.2,9554413.4,64.36,70.099,Groupers,TRUE,63,136,q1,Speckled Blue Grouper,Speckled Blue Grouper
Saloptia powelli,132816,Fis-32322,2453070,6505025.8,36.172,37.71,Groupers,FALSE,38,136,q4,Golden Grouper,Golden Grouper
Epinephelus fasciatus,132817,Fis-25570,29839676.5,17203760.3,85.637,57.654,Groupers,FALSE,329,136,q1,Blacktip Grouper,Blacktip Grouper
Plectropomus maculatus,132818,Fis-25365,10750315.7,5299422.8,89.027,49.296,Groupers,FALSE,111,136,q2,Spotted Coralgrouper,Spotted Coralgrouper
Epinephelus adscensionis,132819,Fis-22704,5476517.1,4173242.5,77.634,76.202,Groupers,FALSE,152,136,q1,Rock Hind,Rock Hind
Cephalopholis taeniops,132820,Fis-25389,1730447.4,944208.9,91.885,54.564,Groupers,FALSE,110,136,q2,Bluespotted Seabass,Bluespotted Seabass
Paranthias colonus,132822,Fis-26970,1716124.9,874170.8,85.339,50.939,Groupers,FALSE,103,136,q2,Pacific Creole-Fish,Pacific Creole-Fish
Epinephelus chlorostigma,132823,Fis-25679,9132012.6,16557498.2,46.571,55.153,Groupers,FALSE,123,136,q3,Brownspotted Grouper,Brownspotted Grouper
Cephalopholis spiloparaea,132825,Fis-26127,17589583.7,10980538.9,53.92,62.426,Groupers,FALSE,103,136,q3,Strawberry Hind,Strawberry Hind
Epinephelus bleekeri,132826,Fis-26494,7775571.4,8199937.7,65.218,94.825,Groupers,FALSE,56,136,q1,Duskytail Grouper,Duskytail Grouper
Hyporthodus mystacinus,132827,Fis-163778,3476758.5,3024964.4,65.478,87.005,Groupers,FALSE,72,136,q1,Misty Grouper,Misty Grouper
Hyporthodus haifensis,132828,Fis-164463,2319332.3,1669321.7,74.767,71.974,Groupers,FALSE,51,136,q1,Haifa Grouper,Haifa Grouper
Epinephelus howlandi,132829,Fis-26504,8100468,5504787.6,41.706,67.956,Groupers,FALSE,40,136,q3,Blacksaddle Grouper,Blacksaddle Grouper
Mycteroperca acutirostris,132830,Fis-27382,2137625.6,2516576.9,43.176,84.942,Groupers,FALSE,27,136,q3,Comb Grouper,Comb Grouper
Oulastrea crispata,132859,URM-Cn-5604,14064717.7,6143414.3,76.653,43.68,Corals,FALSE,16,394,q2,Null,Oulastrea crispata
Psammocora stellata,132860,SLB-62998,4553046.9,2432985.2,52.481,53.436,Corals,FALSE,18,394,q4,Null,Psammocora stellata
Acropora prostrata,132863,SLB-93516,12767200,8227951.7,71.494,64.446,Corals,FALSE,20,394,q1,Null,Acropora prostrata
Montipora angulata,132866,URM-Cn-4877,17242193.6,11276148.4,77.061,65.399,Corals,FALSE,39,394,q1,Null,Montipora angulata
Acropora florida,132869,URM-Cn-4750,23615392.7,10313593.3,89.616,43.673,Corals,TRUE,202,394,q2,Branch Coral,Branch Coral
Pectinia elongata,132871,URM-Cn-5952,12521729.4,2042694.5,88.473,16.313,Corals,FALSE,3,394,q2,Null,Pectinia elongata
Scolymia lacera,132874,URM-Cn-5888,3277527.9,2190123.2,19.524,66.822,Corals,FALSE,4,394,q3,Atlantic Mushroom Coral,Atlantic Mushroom Coral
Pocillopora kelleheri,132875,URM-Cn-5982,4691240.7,5667840.2,44.441,82.769,Corals,FALSE,11,394,q3,Null,Pocillopora kelleheri
Leptoseris tubulifera,132876,URM-Cn-4973,8773659.8,3307910.3,69.612,37.703,Corals,FALSE,4,394,q2,Null,Leptoseris tubulifera
Fungia fralinae,132877,URM-Cn-5759,6414326.8,1891394.3,90.521,29.487,Corals,FALSE,3,394,q2,Null,Fungia fralinae
Favia maxima,132878,URM-Cn-5549,17988781.2,5039798.3,90.768,28.016,Corals,FALSE,21,394,q2,Null,Favia maxima
Pavona venosa,132880,URM-Cn-4995,24105887.2,11436066.4,85.842,47.441,Corals,FALSE,58,394,q2,Null,Pavona venosa
Goniastrea australensis,132883,URM-Cn-5572,25602176.4,6194337.4,85.632,24.195,Corals,FALSE,40,394,q2,Lesser Star Coral,Lesser Star Coral
Colpophyllia natans,132884,URM-Cn-5508,3517433.6,1337472.9,95.37,38.024,Corals,FALSE,7,394,q2,Boulder Brain Coral,Boulder Brain Coral
Leptoseris hawaiiensis,132885,URM-Cn-4965,25936278.6,13602045.8,78.477,52.444,Corals,FALSE,78,394,q2,Porcelain Coral,Porcelain Coral
Acropora seriata,132886,SLB-93397,6987192.9,3588971,72.876,51.365,Corals,FALSE,7,394,q2,Null,Acropora seriata
Montipora hodgsoni,132892,URM-Cn-4910,8458041.8,5777116.8,73.974,68.303,Corals,FALSE,9,394,q1,Null,Montipora hodgsoni
Favia veroni,132894,URM-Cn-5557,19709144.5,5368772.2,89.774,27.24,Corals,FALSE,10,394,q2,Null,Favia veroni
Symphyllia radians,132900,URM-Cn-5894,21985243.5,13128206.3,80.671,59.714,Corals,FALSE,87,394,q1,Null,Symphyllia radians
Fungia puishani,132902,SLB-62642,1525690.1,614004.1,78.508,40.244,Corals,FALSE,6,394,q2,Null,Fungia puishani
Leptoseris solida,132903,URM-Cn-4970,18259556.9,8177866.4,61.567,44.787,Corals,FALSE,13,394,q4,Null,Leptoseris solida
Acropora irregularis,132906,SLB-93376,11416584.5,7631181,61.565,66.843,Corals,FALSE,21,394,q3,Null,Acropora irregularis
Acropora rosaria,132908,URM-Cn-4818,17184773.6,10241229.5,68.137,59.595,Corals,FALSE,30,394,q1,Null,Acropora rosaria
Acropora turaki,132909,URM-Cn-4848,10005257.6,6584709.7,72.324,65.812,Corals,FALSE,10,394,q1,Null,Acropora turaki
Pavona maldivensis,132911,URM-Cn-4992,29132833.9,15018027,82.525,51.55,Corals,FALSE,118,394,q2,Null,Pavona maldivensis
Siderastrea stellata,132915,SLB-158712,686235.6,2997345.3,67.788,22.895,Corals,FALSE,28,394,q2,Null,Siderastrea stellata
Turbinaria irregularis,132916,URM-Cn-5470,16010025.7,2547098.7,91,15.909,Corals,FALSE,3,394,q2,Null,Turbinaria irregularis
Gardineroseris planulata,132917,URM-Cn-4958,29409070.4,15874009.9,80.806,53.977,Corals,FALSE,107,394,q2,Honeycomb Coral,Honeycomb Coral
Montastrea curta,132922,URM-Cn-5595,26603248.9,14216172.4,79.357,53.438,Corals,FALSE,122,394,q2,NA,Montastrea curta
Pocillopora woodjonesi,132923,URM-Cn-5985,21088459.2,10147208.8,87.635,48.117,Corals,FALSE,30,394,q2,Null,Pocillopora woodjonesi
Leptoseris striata,132927,SLB-61850,9651208.3,2105246.8,86.247,21.813,Corals,FALSE,3,394,q2,Null,Leptoseris striata
Pectinia lactuca,132928,URM-Cn-5953,21582116.5,8618545.3,88.024,39.934,Corals,FALSE,52,394,q2,Lettuce Coral,Lettuce Coral
Acropora willisae,132931,URM-Cn-4854,15809518,8193755,75.724,51.828,Corals,FALSE,22,394,q2,Null,Acropora willisae
Acropora carduus,132933,URM-Cn-4723,13139037.2,10827638,52.103,82.408,Corals,FALSE,36,394,q3,Null,Acropora carduus
Acropora plumosa,132935,URM-Cn-4807,8628116.4,5100120.9,79.233,59.11,Corals,FALSE,8,394,q1,Null,Acropora plumosa
Favia pallida,132936,SLB-190543,28589731.3,16060350,87.186,56.175,Corals,FALSE,183,394,q1,NA,Favia pallida
Acropora acuminata,132940,URM-Cn-4710,21418653.8,7721655.5,89.711,36.051,Corals,FALSE,23,394,q2,Null,Acropora acuminata
Indophyllia macassarensis,132941,URM-Cn-5862,195714.9,3093061.2,67.213,6.328,Corals,FALSE,8,394,q2,Null,Indophyllia macassarensis
Montipora patula,132942,SLB-93057,637215.9,69062.2,100,10.838,Corals,FALSE,3,394,q2,Null,Montipora patula
Porites colonensis,132945,URM-Cn-6043,130453.8,1800973.6,53.536,7.244,Corals,FALSE,3,394,q4,Honeycomb Plate Coral,Honeycomb Plate Coral
Acropora lianae,132946,SLB-93732,6399260.4,4293182.7,76.345,67.089,Corals,FALSE,7,394,q1,Null,Acropora lianae
Acropora macrostoma,132950,SLB-158633,8410594.5,6366756.4,39.24,75.699,Corals,FALSE,5,394,q3,Null,Acropora macrostoma
Turbinaria bifrons,132957,URM-Cn-5465,12037478.6,4455926,62.04,37.017,Corals,FALSE,14,394,q4,Null,Turbinaria bifrons
Symphyllia erythraea,132962,URM-Cn-5892,2283966.3,739140.7,73.222,32.362,Corals,FALSE,7,394,q2,Null,Symphyllia erythraea
Manicina areolata,132963,URM-Cn-5591,3311168.1,2100033.7,83.956,63.423,Corals,FALSE,91,394,q1,Rose Coral,Rose Coral
Euphyllia yaeyamaensis,132967,URM-Cn-5485,14140735.5,8213611.1,69.75,58.085,Corals,FALSE,11,394,q1,Null,Euphyllia yaeyamaensis
Halomitra clavator,132968,URM-Cn-5779,1270578.3,1891394.3,25.94,67.177,Corals,FALSE,3,394,q3,Null,Halomitra clavator
Acropora listeri,132969,URM-Cn-4774,20840128.1,9315183.4,82.189,44.698,Corals,FALSE,37,394,q2,Null,Acropora listeri
Agaricia lamarcki,132970,URM-Cn-4954,3304052.2,1405868.9,95.16,42.55,Corals,FALSE,42,394,q2,Lamarck's Sheet Coral,Lamarck's Sheet Coral
Acropora paniculata,132972,URM-Cn-4800,17093752.5,8356634.1,76.533,48.887,Corals,FALSE,78,394,q2,Null,Acropora paniculata
Plerogyra discus,132974,SLB-62368,8433012.1,4365440.8,77.574,51.766,Corals,FALSE,6,394,q2,Null,Plerogyra discus
Montipora stilosa,132977,URM-Cn-4937,3343077,1895641.6,66.751,56.703,Corals,FALSE,15,394,q1,Null,Montipora stilosa
Leptoria phrygia,132980,URM-Cn-5590,27130626.1,7999240.2,90.667,29.484,Corals,FALSE,63,394,q2,Null,Leptoria phrygia
Leptastrea bottae,132983,URM-Cn-5584,17410757,9034260.5,57.158,51.889,Corals,FALSE,33,394,q4,Null,Leptastrea bottae
Acropora derawanensis,132984,URM-Cn-4736,7644258.5,4996026.4,78.609,65.357,Corals,FALSE,7,394,q1,Null,Acropora derawanensis
Echinopora gemmacea,132987,URM-Cn-5524,25504010.4,11470427.5,81.952,44.975,Corals,FALSE,51,394,q2,Null,Echinopora gemmacea
Acropora longicyathus,132988,URM-Cn-4777,23362051.5,11131586.9,80.522,47.648,Corals,FALSE,48,394,q2,Null,Acropora longicyathus
Acropora multiacuta,132990,URM-Cn-4790,10367625.8,7013136.6,70.353,67.645,Corals,FALSE,17,394,q1,White Acropora,White Acropora
Coscinaraea crassa,132991,URM-Cn-6123,13345245.3,5941954.3,71.208,44.525,Corals,FALSE,6,394,q2,Null,Coscinaraea crassa
Acropora humilis,132992,URM-Cn-4761,26557697,11931678.7,83.148,44.927,Corals,FALSE,301,394,q2,Finger Coral,Finger Coral
Fungia seychellensis,132996,URM-Cn-5772,2639077.3,1431876.7,50.964,54.257,Corals,FALSE,10,394,q4,Null,Fungia seychellensis
Acropora ocellata,133000,URM-Cn-4796,2483682.5,5301213.8,33.092,46.851,Corals,FALSE,9,394,q4,Null,Acropora ocellata
Seriatopora stellata,133002,SLB-117497,14014039.1,8036035.2,66.126,57.343,Corals,FALSE,17,394,q1,Null,Seriatopora stellata
Leptastrea bewickensis,133003,URM-Cn-5583,12228122,5513587,50.538,45.089,Corals,FALSE,32,394,q4,Null,Leptastrea bewickensis
Simplastrea vesicularis,133004,SLB-62804,7508054.4,2931421.9,87.381,39.044,Corals,FALSE,5,394,q2,Null,Simplastrea vesicularis
Acropora palmata,133006,URM-Cn-4798,3377834.9,1410920.9,95.622,41.77,Corals,FALSE,30,394,q2,Elkhorn Coral,Elkhorn Coral
Montipora malampaya,133007,URM-Cn-4917,7664344.8,4393021.4,74.438,57.318,Corals,FALSE,8,394,q1,Null,Montipora malampaya
Fungia spinifer,133008,URM-Cn-5775,7660192.4,1891394.3,90.686,24.691,Corals,FALSE,3,394,q2,Null,Fungia spinifer
Pocillopora ankeli,133011,SLB-117488,7578521.9,4495754.3,79.09,59.322,Corals,FALSE,4,394,q1,Null,Pocillopora ankeli
Acropora grandis,133013,URM-Cn-4755,22952496.1,11267053.2,80.832,49.089,Corals,FALSE,42,394,q2,Null,Acropora grandis
Acropora minuta,133018,URM-Cn-4786,6140179.4,2659957.1,87.606,43.321,Corals,FALSE,5,394,q2,Null,Acropora minuta
Acropora tenuis,133020,URM-Cn-4841,26427978.8,12278697.3,84.663,46.461,Corals,FALSE,58,394,q2,Null,Acropora tenuis
Porites lichen,133023,URM-Cn-6062,26502756.5,6172007.5,90.164,23.288,Corals,FALSE,37,394,q2,Lichen Coral,Lichen Coral
