"rgn_id","species_code","sust_coeff"
5,294,0.372222222
5,607,0.757142857
6,263,0.372222222
7,552,0.366666667
8,797,0.811764706
8,798,0.811764706
8,799,0.811764706
8,229,0.811764706
8,608,0.811764706
8,230,0.414285714
8,800,0.811764706
9,391,0.766666667
9,392,0.414285714
10,91,0.414285714
13,225,0.275
13,855,0.414285714
13,401,0.561111111
13,856,0.374509804
14,253,0.43
14,614,0.43
14,439,0.444010417
14,440,0.444010417
14,615,0.17
14,616,0.23
14,617,0.444010417
14,618,0.444010417
14,159,0.67
14,168,0.766666667
14,169,0.766666667
14,441,0.444010417
14,945,0.444010417
14,442,0.444010417
14,126,0.37
14,501,0.37
14,443,0.444010417
14,160,0.1
14,165,0.372222222
14,927,0.444010417
14,444,0.33
14,619,0.33
14,127,0.416666667
14,178,0.841666667
14,620,0.841666667
14,166,0.444010417
14,128,0.811764706
14,180,0.811764706
14,254,0.416666667
14,445,0.416666667
14,170,0.37
14,621,0.37
14,266,0.416666667
14,502,0.416666667
14,129,0.477777778
14,446,0.477777778
14,171,0.533333333
14,255,0.533333333
14,130,0.5
14,131,0.533333333
14,132,0.53
14,526,0.444010417
14,622,0.444010417
14,527,0.366666667
14,666,0.444010417
14,667,0.444010417
14,913,0.444010417
14,768,0.37
15,232,0.27
15,637,0.23
15,233,0.416666667
15,179,0.1
15,739,0.1
15,98,0.8
15,638,0.33
15,639,0.33
15,99,0.416666667
15,403,0.416666667
15,404,0.444010417
15,705,0.477777778
15,761,0.477777778
15,100,0.372222222
15,662,0.372222222
15,101,0.37
15,727,0.37
15,663,0.444010417
15,102,0.811764706
15,405,0.433333333
15,406,0.416666667
15,983,0.374509804
16,306,0.55
16,929,0.542156863
16,505,0.23
16,307,0.811764706
16,563,0.3
16,649,0.366666667
16,468,0.366666667
16,627,0.366666667
16,650,0.370833333
16,564,0.9
16,816,0.9
16,469,0.366666667
16,506,0.366666667
16,470,0.366666667
16,1032,0.833333333
16,507,0.23
16,508,0.23
16,308,0.416666667
16,565,0.33
16,309,0.477777778
16,1033,0.477777778
16,1,1
16,536,1
16,817,0.266666667
16,509,0.566666667
16,651,0.811764706
16,671,0.1
16,2,0.811764706
16,167,0.811764706
17,981,0.366666667
17,609,0.811764706
17,801,0.811764706
18,756,0.811764706
18,544,0.412820513
18,335,0.366666667
18,336,0.8
18,569,0.372222222
18,545,0.811764706
19,864,0.414285714
20,109,0.57
20,245,0.542156863
20,553,0.444010417
20,905,0.444010417
20,110,0.67
20,906,0.444010417
20,246,0.444010417
20,487,0.43
20,111,0.366666667
20,247,0.811764706
20,427,0.33
20,428,0.811764706
20,112,0.811764706
20,113,0.444010417
20,173,0.841666667
20,174,0.811764706
20,907,0.444010417
20,429,0.444010417
20,114,0.8
20,731,0.444010417
20,115,0.5
20,908,0.444010417
20,488,0.3
20,489,0.477777778
20,116,0.533333333
20,430,0.444010417
20,117,0.83
20,431,0.444010417
20,909,0.444010417
20,432,0.6
20,248,0.374509804
20,433,0.833333333
21,881,0.571405229
21,95,0.533333333
21,979,0.833333333
24,947,0.190909091
24,948,0.666666667
24,949,0.8
24,950,0.416666667
24,951,0.477777778
24,316,0.533333333
24,952,0.333333333
24,698,0.23
24,953,0.433333333
25,915,0.55
25,133,0.2
25,134,0.17
25,740,0.17
25,135,0.67
25,136,0.67
25,137,0.83
25,668,0.83
25,692,0.444010417
25,138,0.1
25,528,0.1
25,139,0.8
25,752,0.8
25,140,0.33
25,741,0.33
25,141,0.811764706
25,142,0.416666667
25,812,0.477777778
25,143,0.372222222
25,144,0.27
25,145,0.444010417
25,813,0.23
25,814,0.23
29,898,0.444010417
29,851,0.366666667
31,611,0.366666667
32,944,0.444010417
32,776,0.444010417
32,287,0.444010417
32,414,0.568049088
32,484,0.477777778
37,604,0.366666667
37,384,0.811764706
37,385,0.416666667
