rgn_id,x_TR_2011,x_TR_2010,x_TR_2009,x_TR_2008,x_TR_2007,x_TR_2006
75,0.010189034,0.0099509,0.010970336,0.010494975,0.010927509,0.011212307
76,0.013799406,0.013579027,0.014116972,0.014474007,0.014184682,0.016203187
77,0.041368287,0.050610257,0.036687727,0.032241689,0.036650297,0.033661282
78,0.05515247,0.060735482,0.057945134,0.055203055,0.059602886,0.060720143
79,0.016890414,0.017799953,0.016602975,0.017979876,0.017742709,0.018005337
80,0.056716559,0.056177457,0.052507114,0.056778251,0.057956989,0.059452321
81,0.035265022,0.033621791,0.033218643,0.04008514,0.044817258,0.045241698
82,0.021310185,0.022720631,0.027132649,0.024888618,0.024849612,0.022896997
84,0.012775255,0.01269895,0.012840147,0.010928538,0.011199812,0.012904897
85,,,,,,
86,,,,,,
88,,,,,,
95,,,,,,
96,0.006459007,0.005614401,0.005622345,0.00577027,0.006634573,0.00641408
97,,,,,,
98,0.00414831,0.004134245,0.003216428,0.002711703,0.002780832,0.002342046
99,0.005536766,0.004695963,0.004583775,0.006343436,0.006813094,0.005404605
100,0.003072857,0.002470705,0.003150656,0.003415803,0.003839202,0.003586211
101,0.023930341,0.018553,0.014693683,0.017391171,0.01865943,0.018389303
102,0.025536837,0.025997984,0.024935933,0.026751453,0.026900883,0.027075935
103,0.022236748,0.023673538,0.029037737,0.029676505,0.026200803,0.02881816
104,,,,,,
106,0.005593417,0.006294656,0.007068224,0.007792433,0.008700755,0.008391459
107,,,,,,
108,0.141351595,0.137368022,0.135819575,0.130068158,0.159548543,0.137342143
110,0.169944375,0.165734151,0.169521473,0.171410322,0.17670902,0.170352311
111,,,,,,
112,0.014039185,0.013959331,0.013862389,0.015810002,0.016190591,0.017799454
113,0.063676873,0.062607125,0.058954547,0.058690788,0.063074327,0.067011472
114,0.00427852,0.004390458,0.008029631,0.007418905,0.006430084,0.005966151
115,0.025551534,0.025425429,0.026838223,0.02764713,0.030047751,0.031876034
116,0.014134211,0.014876482,0.013827736,0.015881907,0.017536001,0.016426776
117,0.044837131,0.045526672,0.042565951,0.053233002,0.055161735,0.183061095
118,0.084896204,0.080455019,0.080595872,0.063355752,0.135027642,0.168629126
119,0.046924896,0.047657419,0.045404692,0.051832329,0.067472572,0.074900833
120,0.089879266,0.084015779,0.090723449,0.09129127,0.089882635,0.096871009
121,,,,,,
122,0.093848113,0.101576196,0.097085314,0.100786497,0.10192053,0.106054703
123,0.065395907,0.065733447,0.05955116,0.059358013,0.05904293,0.063788927
124,0.084624034,0.089627467,0.09710406,0.107406362,0.104315029,0.109940048
125,0.033475522,0.032341476,0.032575135,0.036417638,0.035725689,0.034635633
126,,,,,,
127,0.02741268,0.02646903,0.028032891,0.029415959,0.034415687,0.038541591
129,0.034501355,0.035634373,0.034986253,0.036273899,0.033760658,0.032660149
130,0.029117717,0.03183519,0.03556316,0.041067484,0.041795376,0.041636599
131,0.021501828,0.020214333,0.019527574,0.018927631,0.016831256,0.017574714
132,0.012690634,0.013838746,0.014371898,0.013724921,0.014467118,0.014739098
133,0.026279822,0.025898213,0.026305891,0.027614019,0.027407191,0.02605561
134,0.013791925,0.013416413,0.012229341,0.014157411,0.015734483,0.015281562
135,0.043886272,0.046044061,0.047123043,0.054007513,0.054386644,0.054569841
136,0.01456064,0.014352815,0.014423534,0.015007901,0.016203817,0.015614066
137,0.009330122,0.009632123,0.009730257,0.009601456,0.00948923,0.008633466
138,0.012320432,0.014026164,0.014922867,0.014393241,0.014882012,0.016097398
139,0.01364666,0.013580601,0.016012356,0.01497515,0.015397374,0.015828383
140,0.006916458,0.012651513,0.012021846,0.012283189,0.012489422,0.012326281
141,,,,,,
143,0.040689168,0.039257727,0.04164289,0.03478693,0.026462803,0.028794344
144,,,,,,
145,,,,,,
146,,,,,,
147,,,,,,
148,,,,,,
149,,,,,,
150,,,,,,
151,,,,,,
152,,,,,,
153,,,,,,
154,,,,,,
155,0.02342028,0.021879639,0.023827991,0.022197823,0.018794346,0.019204116
156,,,,,,
157,,,,,,
158,,,,,,
159,,,,,,
161,,,,,,
162,0.050670648,0.050761319,0.049801106,0.042555643,0.044308513,0.043697396
163,0.032938938,0.031952732,0.032224238,0.033812957,0.03523602,0.035155305
164,0.061459849,0.066352824,0.066073065,0.07373255,0.082135071,0.077168489
166,0.050518249,0.050437948,0.052919212,0.050240624,0.052201372,0.054363297
167,0.022045519,0.025527092,0.019101372,0.022401113,0.023707437,0.028005943
168,0.005286644,0.005962047,0.00638228,0.008486159,0.009992616,0.014303785
169,,,,,,
171,0.019304287,0.018826461,0.019388644,0.018318133,0.019036004,0.021393854
172,0.021666826,0.023041944,0.023291835,0.024581603,0.027290096,0.027448243
173,0.021686032,0.01939643,0.020879628,0.019125079,0.02096042,0.019765056
174,0.018322871,0.017540243,0.018381702,0.018711449,0.020238556,0.01975587
175,0.021513644,0.021877074,0.022134101,0.021598033,0.022401432,0.023562703
176,0.016258488,0.01678851,0.016715606,0.015776857,0.016674655,0.01793428
177,0.044380276,0.044921234,0.04326045,0.050078328,0.053075079,0.055069656
178,0.012361565,0.012240118,0.012910144,0.013463293,0.014877041,0.013656275
179,0.037517061,0.036666947,0.038009359,0.039393773,0.040634157,0.041511979
180,0.02824964,0.028821418,0.028235779,0.026712146,0.027309804,0.02715112
181,0.017120718,0.016502563,0.016019126,0.015788116,0.015646531,0.015363316
182,0.043900926,0.042788213,0.042969108,0.045107839,0.045660445,0.045183215
183,0.053863335,0.052292509,0.050269659,0.050120342,0.050088412,0.048478633
184,0.037155983,0.035343157,0.03531303,0.036184312,0.038293169,0.039031843
185,,,,,,
186,0.039589155,0.037370193,0.040654405,0.049551716,0.050254027,0.042236117
187,0.057067407,0.057461942,0.053927237,0.062903015,0.059354665,0.061400025
188,0.023836924,0.023431076,0.023564764,0.022933139,0.021835619,0.021258958
189,0.011857383,0.011244112,0.01409264,0.011973273,0.014959809,0.015907769
190,0.011192688,0.00686096,0.007354346,0.01006599,0.013722054,0.022452287
191,0.008861973,0.008480232,0.008549954,0.008562056,0.008343199,0.008599089
192,0.009554464,0.009718905,0.010438692,0.010599046,0.013388672,0.013194269
193,,,,,,
194,0.003794044,0.004047185,0.004116674,0.004265472,0.004397333,0.006093439
195,0.00684858,0.006313753,0.006587176,0.006444183,0.006883287,0.006732843
196,0.007604293,0.006334654,0.009356566,0.011358406,0.009177957,0.006041779
197,0.005250719,0.005846113,0.006041741,0.004974244,0.005673155,0.005978837
198,0.003531794,0.004496999,0.004831236,0.004323305,0.004336494,0.00543932
199,0.001951962,0.002059728,0.003086107,0.002888519,0.002740371,0.003153584
200,0.004305836,0.005349029,0.006154281,0.004358258,0.004675888,0.003853257
202,0.009678034,0.008863073,0.008800235,0.010304152,0.011846944,0.011492787
203,0.033194342,0.033026821,0.033898829,0.035385894,0.032526116,0.033904497
204,0.008015825,0.008109003,0.00831165,0.00928069,0.009606957,0.009625633
205,0.00662065,0.006826717,0.006948853,0.008081232,0.008829085,0.008477712
206,0.048296255,0.052880979,0.055819083,0.051260411,0.056087984,0.050021953
207,0.020658665,0.020533523,0.019901485,0.023294514,0.025384895,0.026193837
208,0.038327481,0.035135034,0.027678495,0.034023544,0.033903616,0.033297777
209,0.024104147,0.024017805,0.023919646,0.024115701,0.024277069,0.025518847
210,0.015021774,0.015599621,0.016121052,0.01630427,0.016455037,0.016579627
212,0.024713523,0.022123262,0.02238568,0.022540041,0.017411299,0.015356846
214,0.031608409,0.039161632,0.039405059,0.041628979,0.042651013,0.04200955
215,0.035471348,0.042215274,0.037006383,0.042063031,0.041956606,0.042618129
216,0.01526387,0.016100238,0.017015421,0.019239816,0.019562227,0.019129008
218,0.014552212,0.015281547,0.015746445,0.016874423,0.017473344,0.019786634
219,,,,,,
220,0.298710477,0.279871116,0.263512187,0.262623714,0.260641556,0.243685067
221,,,,,,
222,0.031621993,0.031118686,0.031195094,0.027666776,0.026766643,0.025838034
223,0.033355283,0.036763133,0.043867403,0.04553383,0.045073151,0.044644902
224,0.017729054,0.017220219,0.019737487,0.018349459,0.018724941,0.018588537
227,,,,,,
228,,,,,,
231,,,,,,
232,0.016689719,0.013271188,0.014353154,0.015357648,0.016824408,0.017678808
237,,,,,,
244,0.05622562,0.051982107,0.050821172,0.052593378,0.051134744,0.046567079
245,0.703901299,0.656775666,0.64825011,0.677601626,0.702152428,0.671711769
247,0.016292114,0.018968117,0.018440485,0.016637408,0.017963558,0.017336187
248,,,,,,
249,,,,,,
250,0.131030607,0.137225667,0.129347572,0.131135141,0.12483719,0.120559043
