"rgn_name","rgn_id","product","year","tonnes","tonnes_rel","usd","usd_rel","usd_peak_product_weight","km2","exposure_raw","exposure_product_max","exposure","risk","sustainability","product_status"
"Vanuatu",6,"corals",1998,24.3333333333333,0.788124156545209,29.3333333333333,0.433925049309665,0.547368421052632,459.33,0.0529757109993541,187.327035022426,0.00985459957710301,1,0.495072700211448,0.390178754282707
"Vanuatu",6,"corals",1999,25.5,0.825910931174089,46.75,0.691568047337278,0.547368421052632,459.33,0.0555156423486382,187.327035022426,0.0103145382648331,1,0.494842730867583,0.408696020635575
"Vanuatu",6,"corals",2000,34,1,52.5,0.776627218934911,0.547368421052632,459.33,0.074020856464851,187.327035022426,0.0136324859648481,1,0.493183757017576,0.493183757017576
"Vanuatu",6,"corals",2001,37.75,1,93.75,1,0.547368421052632,459.33,0.0821849215161213,187.327035022426,0.0150781517548671,1,0.492460924122566,0.492460924122566
"Vanuatu",6,"corals",2002,46.75,1,104,1,0.547368421052632,459.33,0.10177867763917,187.327035022426,0.0185037271686656,1,0.490748136415667,0.490748136415667
"Vanuatu",6,"corals",2003,47.5,1,83,1,0.547368421052632,459.33,0.103411490649424,187.327035022426,0.0187864364467957,1,0.490606781776602,0.490606781776602
"Vanuatu",6,"corals",2004,32.75,1,68.75,1,0.547368421052632,459.33,0.0712995014477609,187.327035022426,0.013148154305652,1,0.493425922847174,0.493425922847174
"Vanuatu",6,"corals",2005,17,0.550607287449393,14,0.207100591715976,0.547368421052632,459.33,0.0370104282324255,187.327035022426,0.00693790311798745,1,0.496531048441006,0.273393613716506
"Vanuatu",6,"corals",2006,8,0.259109311740891,3.75,0.0554733727810651,0.547368421052632,459.33,0.0174166721093767,187.327035022426,0.00329632434351364,1,0.498351837828243,0.129127601704484
"Vanuatu",6,"corals",2007,0,0,0,0,0.547368421052632,459.33,0,187.327035022426,0,1,0.5,0
"Vanuatu",6,"corals",2008,0,0,0,0,0.547368421052632,459.33,0,187.327035022426,0,1,0.5,0
"Vanuatu",6,"corals",2009,0,0,0,0,0.547368421052632,459.33,0,187.327035022426,0,1,0.5,0
