"rgn_id","2005","2006","2007","2008","2009","2010"
1,,,,,,
2,,,,,,
3,,,,,,
4,,,,,,
5,,,,,,
6,0.0613272156800363,0.050923187532273,0.0607166448053938,0.064119258570214,0.0699328961561149,0.0672323711721006
7,0.00363940273182916,0.0122425442397447,0.012819562517394,0.0115015423316406,0.0136535395328269,0.0157492881111867
8,,,,,,
9,,,,,,
10,,,,,,
11,,,,,,
12,,,,,,
13,,,,,,
14,0.0032155632418156,0.00367017070191271,0.00360081162080597,0.00316201277704809,0.00316306019535353,0.00431310534393721
15,0.0205771996789258,0.0216056532798419,0.0233983615738315,0.0193260900276692,0.0203612207381292,0.0176848455429907
16,0.0389972679443091,0.0384241787251869,0.0385216086697213,0.0370004875694769,0.0368471990335489,0.0365760642230546
17,0.00829840268993232,0.00539139603660628,0.0053123336269637,0.00491674738394953,0.00817902841543837,0.00585902132577893
18,0.0826324155596977,0.0765325091930358,0.0757364091575739,0.0956735109963455,0.0869747964030272,0.0894650575676983
19,,,,,,
20,0.0174813453308881,0.0170688921839857,0.016996887471267,0.0181225101832997,0.0192809792533159,0.0191857848055464
21,,,,,,
24,0.0480062231609233,0.0473805504991554,0.0426248449056056,0.0375971711097278,0.0360598462935501,0.037595860631993
25,0.0329999436497657,0.0364785059717385,0.0356646267810185,0.0372855481015283,0.0360057527741666,0.0339793644276185
26,,,,,,
28,0.0163839564410544,0.0161565696506244,0.0145486340696391,0.0127404642346642,0.0110660420309706,0.0123694147954901
29,,,,,,
30,,,,,,
31,0.0868603973615494,0.101264062794961,0.12319597966093,0.146955113514832,0.131681167711583,0.119527463153422
32,0.00815231476919634,0.00707813676978443,0.00626137819869269,0.00650324072417019,0.00567300676845947,0.00581080027331123
33,,,,,,
34,,,,,,
35,,,,,,
36,,,,,,
37,0.0865246851873589,0.0934882534105352,0.101037583729773,0.0908539289447574,0.0781380568345087,0.0818849816786352
38,,,,,,
39,0.282716886408208,0.402703633957247,0.35006551909201,0.287479141722676,0.268716511658422,0.272356458340644
40,0.0214695318116767,0.0194447764806217,0.0185809009025531,0.0168528553344443,0.0153471776771197,0.0167969218876429
41,0.0151969341197077,0.0151816627000223,0.0159094275987739,0.0173968555359767,0.0173455368356057,0.015542470890076
42,0.00700137073186257,0.0083258341524229,0.00804909447311454,0.00813303017777644,0.00731026342805451,0.00838604657978028
43,0.00847815578278639,0.00850063536229724,0.00855650335890912,0.00789614602202362,0.00680714381634306,0.00848447279166068
44,,,,,,
45,,,,,,
46,,,,,,
47,0.00873902423445749,0.00929678660850829,0.010845909527357,0.0124357719244594,0.0119819778589688,0.0133911300176787
48,0.0364897161553893,0.0245754532371349,0.0270596611528031,0.0241939013820246,0.0255408043293869,0.0220205912877174
49,0.01055798789907,0.00978292804054737,0.00856575819608055,0.00887483913094976,0.00969218200597827,0.00708323366891447
50,0.0190653215276335,0.0115719823113744,0.0129787828237893,0.0117236501292974,0.0133319253680945,0.0134281790084701
51,0.0178645771628558,0.0171095654686729,0.0174178331399633,0.0154971163161217,0.0187549975587901,0.015217367337484
52,0.0498582186975694,0.0475235955792171,0.0436559727707176,0.0400143138023282,0.0468706961051666,0.0420027971360407
53,0.0123913706016327,0.0125172576236198,0.0123189698860257,0.0118995416149391,0.0120115090221832,0.0114634417432997
54,0.0491585679913628,0.0432844587033996,0.0405975927389407,0.0396749885187627,0.0339509525627296,0.041392063413936
55,,,,,,
56,0.0583077153698923,0.0738433463819104,0.0809984613141572,0.112626443444977,0.075151635573704,0.0690732851722003
57,,,,,,
58,,,,,,
