"rgn_id","species","species_code","sust_coeff","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
10,"Milkfish",810,0.414285714,0,0.4,0,0,0,0,0.8,0,0,0,0,0
101,"Blue mussel",389,0.766666667,10,10,10,5,5,5,5,5,5,5,5,0.15
101,"European flat oyster",390,0.823076923,0,0,0,25,50,50,75,150,220,250,250,7
101,"Mediterranean mussel",391,0.82,0,0,0,5,5,5,5,5,5,5,5,5
101,"Pacific cupped oyster",392,0.766666667,30,30,25,25,50,50,100,150,220,250,250,320
101,"Perlemoen abalone",393,0.633333333,0,0,0,0,0,0,3.5,3.5,3.6,3.6,5,15.6
102,"Carpet shells nei",394,0.8,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0
102,"European flat oyster",395,0.833333333,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0
102,"Giant tiger prawn",396,0.5,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0
102,"Indian white prawn",18,0.5,127,120,158,125,30,15,0,0,0,0,0,0
102,"Kuruma prawn",397,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0
102,"Marine fishes nei",398,0.477777778,0,0,0,0,0,0,0,0,3,23,0,7.98
102,"Mediterranean mussel",399,0.866666667,500,600,429,623,640,472,542,466,737,682,700,570.16
102,"Mullets nei",400,0.566666667,0,0,0,0,0,0,0,0,0,0,0,0
102,"Pacific cupped oyster",401,0.866666667,247,188,272,255,220,250,280,158,227,224,276,269.34
102,"Perlemoen abalone",19,0.633333333,181,373,429,515,760,830,833,783,1037,914,1015,1036
102,"Red bait",402,0.6,0,0,0,0,0,0,0,0,0,0,0,0
102,"Sea mussels nei",403,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0
102,"Smooth mactra",404,0.766666667,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0
102,"Turbot",405,0.5,1,0,2,14,2,1,0,0,0,0,0,0
102,"Whiteleg shrimp",17,0.374509804,0,0,0,0,0,0,0,0,11,18,0,0
110,"Brine shrimp",420,0.366666667,0,0,0,0,0,0,0,0,0,0,0,0
110,"Florida pompano",421,0.444010417,0,0,0,0,3,3,22,0,0,0,0,0
110,"Red drum",422,0.366666667,0,0,0,0,0,0,0,0,0,0,0,0
110,"Whiteleg shrimp",20,0.374509804,2,13,25,42,7,7,0,0,0,2,0,0
111,"Marine crabs nei",457,0.416666667,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0
111,"Stromboid conchs nei",458,0.811764706,15,20,30,25,4,4,4,0.1,0.1,0.2,0.1,0.1
112,"Largemouth black bass",23,0.444010417,0.1,0.1,1,0,0,0,0,0,0,0,0,0
112,"Mangrove cupped oyster",432,0.811764706,1631,1482,1300,1313,1184,1046,1109,1086,861,1375,1650,1796
112,"Southern white shrimp",431,0.366666667,2338,1307,1910,1370,111,0,0,0,0,0,0,0
112,"Tropical spiny lobsters nei",433,0.416666667,22,13,11,3,1,0,0,0,0,0,0,0
112,"Whiteleg shrimp",24,0.374509804,0,0,0,0,280,2360,4346,3594,3697,3456,3025,2178
115,"American cupped oyster",435,0.887878788,0,0,0,0,0,0,0,0,0,0,0,0
115,"Common snook",434,0.444010417,0,0,0,0,0,0,0,0,0,0,0,0
115,"European seabass",436,0.452222222,0,0,0,2,3,2,0.1,0,0,0,0,0
115,"Gilthead seabream",437,0.286111111,0,0,0,143,69,350,350,350,350,350,350,350
115,"Gudgeons, sleepers nei",25,0.444010417,0,0,0,0,0,0,0,0,0,0,0,0
115,"Largemouth black bass",26,0.444010417,0,0,0,0,0,0,0,0,0,0,0,0
115,"Mullets nei",27,0.561111111,0,0,0,0,0,0,0,0,0,0,0,0
115,"Penaeus shrimps nei",438,0.266666667,429,525,899,462,554,489,490,490,490,490,490,490
115,"Whiteleg shrimp",28,0.374509804,0,0,0,0,0,0,0,0,0,0,0,450
116,"Bluegill",455,0.444010417,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0
116,"Mangrove cupped oyster",456,0.811764706,0,0,0,0,0,0,0,0,0,0,0,0
116,"Penaeus shrimps nei",42,0.266666667,127,205,225,69,166,258,237,0.1,0,0,0,0
119,"Whiteleg shrimp",443,0.374509804,0,0,0,0,0,0,0,0,0,0,0,0
129,"Blue shrimp",837,0.372222222,0,0,0,0,0,0,0,0,0,0,0,0
