"fao_id","rgn_id","TaxonName","TaxonKey","year","catch","Median_score","penalty","score","gap_fill"
57,1,"Marine fishes not identified",100039,2009,18.47677419,0.9171084695,0.01,0.009171084695,"median"
57,1,"Marine fishes not identified",100339,2009,1.764108587,0.9171084695,0.01,0.009171084695,"median"
57,1,"Bivalvia",290004,2009,1.708709677,0.9171084695,0.25,0.229277117375,"median"
57,1,"Holothuroidea",290012,2009,3.485483871,0.9171084695,0.25,0.229277117375,"median"
57,1,"Sphyrnidae",400012,2009,0.000563345,0.9171084695,0.8,0.7336867756,"median"
57,1,"Serranidae",400289,2009,46.31322581,0.9171084695,0.8,0.7336867756,"median"
57,1,"Carangidae",400314,2009,16.62516129,0.9171084695,0.8,0.7336867756,"median"
57,1,"Lutjanidae",400323,2009,8.298387097,0.9171084695,0.8,0.7336867756,"median"
57,1,"Gerreidae",400326,2009,22.43774194,0.9171084695,0.8,0.7336867756,"median"
57,1,"Lethrinidae",400328,2009,14.58258065,0.9171084695,0.8,0.7336867756,"median"
57,1,"Labridae",400362,2009,7.670967742,0.9171084695,0.8,0.7336867756,"median"
57,1,"Scombridae",400416,2009,1.916666667,0.9171084695,0.8,0.7336867756,"median"
57,1,"Xiphiidae",400417,2009,0.001825373,0.9171084695,0.8,0.7336867756,"median"
57,1,"Istiophoridae",400419,2009,0.00140619,0.9171084695,0.8,0.7336867756,"median"
57,1,"Isurus",500638,2009,0.000328133,0.9171084695,0.9,0.82539762255,"median"
57,1,"Alopias",500639,2009,0.001661935,0.9171084695,0.9,0.82539762255,"median"
57,2,"Marine fishes not identified",100039,2009,2.772580645,0.93934406025,0.01,0.0093934406025,"median"
57,2,"Miscellaneous marine crustaceans",100047,2009,10.20903226,0.93934406025,0.01,0.0093934406025,"median"
57,2,"Miscellaneous aquatic invertebrates",100077,2009,6.123870968,0.93934406025,0.01,0.0093934406025,"median"
57,2,"Marine fishes not identified",100339,2009,23.31,0.93934406025,0.01,0.0093934406025,"median"
57,2,"Serranidae",400289,2009,3.497419355,0.93934406025,0.8,0.7514752482,"median"
57,2,"Carangidae",400314,2009,3.497419355,0.93934406025,0.8,0.7514752482,"median"
57,2,"Lutjanidae",400323,2009,3.497419355,0.93934406025,0.8,0.7514752482,"median"
57,2,"Gerreidae",400326,2009,3.497419355,0.93934406025,0.8,0.7514752482,"median"
57,2,"Lethrinidae",400328,2009,3.497419355,0.93934406025,0.8,0.7514752482,"median"
57,2,"Labridae",400362,2009,2.772580645,0.93934406025,0.8,0.7514752482,"median"
57,2,"Scombridae",400416,2009,7.036538462,0.93934406025,0.8,0.7514752482,"median"
81,3,"Marine fishes not identified",100039,2009,91.53258065,0.84041817025,0.01,0.0084041817025,"median"
81,3,"Shrimps andprawns",100045,2009,0.003181091,0.84041817025,0.01,0.0084041817025,"median"
81,3,"Clams or cockles and arkshells",100056,2009,0.122453677,0.84041817025,0.01,0.0084041817025,"median"
81,3,"Marine fishes not identified",100339,2009,0.008313223,0.84041817025,0.01,0.0084041817025,"median"
81,3,"Elasmobranchii",200004,2009,0.208571429,0.84041817025,0.25,0.2101045425625,"median"
81,3,"Echinoidea",290011,2009,0.047124993,0.84041817025,0.25,0.2101045425625,"median"
81,3,"Holothuroidea",290012,2009,0.000125443,0.84041817025,0.25,0.2101045425625,"median"
81,3,"Chimaeriformes",300003,2009,0.001549256,0.84041817025,0.5,0.420209085125,"median"
81,3,"Squaliformes",300009,2009,0.225238095,0.84041817025,0.5,0.420209085125,"median"
81,3,"Rajiformes",300014,2009,0.591904762,0.84041817025,0.5,0.420209085125,"median"
81,3,"Siluriformes",300032,2009,1.058095238,0.84041817025,0.5,0.420209085125,"median"
81,3,"Scorpaeniformes",300059,2009,0.938571429,0.84041817025,0.5,0.420209085125,"median"
81,3,"Perciformes",300060,2009,0.040829435,0.84041817025,0.5,0.420209085125,"median"
81,3,"Teuthida",390002,2009,0.459881567,0.84041817025,0.5,0.420209085125,"median"
81,3,"Stomatopoda",390017,2009,0.00202542,0.84041817025,0.5,0.420209085125,"median"
