"dimension","region_id","region_label","score_o","score","score_dif"
"status",118,"Anguilla",100,2.37467584289953,-97.6253241571005
"status",31,"Seychelles",100,5.17694512838365,-94.8230548716163
"status",120,"Antigua and Barbuda",100,7.28233925155855,-92.7176607484415
"status",108,"Bermuda",100,8.34281201989729,-91.6571879801027
"status",220,"Sint Maarten",100,9.0237682030182,-90.9762317969818
"status",245,"Bonaire",100,9.0237682030182,-90.9762317969818
"status",248,"Saba",100,9.0237682030182,-90.9762317969818
"status",249,"Sint Eustatius",100,9.0237682030182,-90.9762317969818
"status",123,"Dominica",92.16,4.74935168579905,-87.4106483142009
"status",113,"Cayman Islands",87.78,3.79948134863924,-83.9805186513608
"status",250,"Aruba",100,20.2639005260759,-79.7360994739241
"status",119,"Saint Kitts and Nevis",66.82,2.21636412003956,-64.6036358799604
"status",244,"Curacao",72.88,9.0237682030182,-63.8562317969818
"status",111,"Turks and Caicos Islands",100,38.5243480992065,-61.4756519007935
"status",121,"Montserrat",100,38.5243480992065,-61.4756519007935
"status",126,"Trinidad and Tobago",100,38.5243480992065,-61.4756519007935
"status",221,"Northern Saint-Martin",100,38.5243480992065,-61.4756519007935
"status",117,"British Virgin Islands",63.83,4.59103996293908,-59.2389600370609
"status",186,"Montenegro",52.4,5.42396741044677,-46.9760325895532
"status",38,"British Indian Ocean Territory",56.87,100,43.13
"status",125,"Grenada",45.35,3.95779307149921,-41.3922069285008
"status",180,"United Kingdom",40.41,79.2593797009913,38.8493797009913
"status",54,"United Arab Emirates",37.19,69.1471233368714,31.9571233368714
"status",14,"Taiwan",27.84,3.74665187904709,-24.0933481209529
"status",65,"Gambia",26.8,50.80982153383,24.00982153383
"status",29,"Mayotte",10.29,29.981271914052,19.691271914052
"status",30,"Glorioso Islands",10.29,29.981271914052,19.691271914052
"status",33,"Juan de Nova Island",10.29,29.981271914052,19.691271914052
"status",44,"Somalia",10.29,29.981271914052,19.691271914052
"status",45,"Eritrea",10.29,29.981271914052,19.691271914052
"status",46,"Djibouti",10.29,29.981271914052,19.691271914052
"status",187,"Croatia",80.57,99.9411017794602,19.3711017794602
"status",223,"Norway",51.55,70.0664569226891,18.5164569226891
"status",80,"Greece",78.77,97.1418643364009,18.3718643364009
"status",5,"New Caledonia",59.48,77.6914671161304,18.2114671161304
"status",206,"Malaysia",74.14,89.7777811774555,15.6377811774555
"status",214,"Egypt",54.91,70.0378862383334,15.1278862383334
"status",15,"Philippines",15.94,30.4301355929986,14.4901355929986
