"cntry_key","sector","year","value"
"ARG","sb",2002,4664.64955039174
"ARG","sb",2003,5370.53799968839
"ARG","sb",2004,5986.67520811076
"ARG","sb",2005,7330.96287393162
"ARG","sb",2006,8398.75397858797
"ARG","sb",2007,10197.0180065883
"AUS","ph",1998,18843.4898615562
"AUS","ph",2000,19013.6969150642
"AUS","ph",2002,15141.856136485
"AUS","ph",2004,24129.6713630699
"AUS","sb",2000,17960.9152421652
"AUS","sb",2002,16578.1458667201
"AUS","sb",2004,25532.9610710471
"AUS","tour",1998,57573.0098713498
"AUS","tour",2000,56584.2166911502
"AUS","tour",2002,59078.723179309
"AUS","tour",2004,82535.3440504808
"AUS","tran",1998,72477.3832576568
"AUS","tran",2000,55357.1575632122
"AUS","tran",2002,82630.7007879273
"AUS","tran",2004,125556.337362002
"BEL","cf",1998,16911.5376268696
"BEL","cf",1999,16661.3498263888
"BEL","cf",2000,15936.1826144052
"BEL","cf",2001,15755.4684717771
"BEL","cf",2002,16827.8036525106
"BEL","cf",2003,16123.7410412216
"BHR","sb",2000,12063.5043847934
"BHR","sb",2005,7516.11258569266
"BHR","tour",2000,15086.2929297988
"BHR","tour",2001,15347.1575353899
"BHR","tour",2002,8010.52795584046
"BHR","tour",2003,9932.87315259972
"BHR","tour",2005,15493.165105836
"BHR","tran",1998,5272.63969573539
"BHR","tran",2002,6385.23443064458
"BHR","tran",2003,7796.87569555733
"BHR","tran",2005,4369.83409566417
"BHS","ph",2000,6975.80573361823
"BHS","ph",2003,12635.9870236822
"BHS","tour",2000,49592.2169916312
"BHS","tour",2004,47675.0008346688
"BRA","cf",1999,4406.88991274929
"BRA","cf",2001,2604.53531205485
"BRA","cf",2003,3623.37726473468
"BRA","cf",2004,4155.68068632034
"BRA","cf",2005,2517.83843733307
"BRA","ph",1999,3273.68198840367
"BRA","ph",2001,1044.00460876291
"BRA","ph",2003,1934.96034627626
"BRA","ph",2004,2329.30170912349
"BRA","tour",1999,3591.41553569044
"BRA","tour",2001,4550.25062669716
"CAN","cf",2002,17626.3632923789
"CAN","cf",2003,18890.2396612358
"CAN","cf",2004,19213.3775151352
"CAN","cf",2005,19887.712005876
"CAN","cf",2006,26020.1433404558
"CAN","cf",2007,35464.5265758547
"CAN","ph",2002,15095.1508524751
"CAN","ph",2004,19506.0402199075
"CAN","ph",2005,43438.5934161324
"CAN","ph",2006,39131.5076344374
"CAN","ph",2007,34343.040531517
"CAN","tour",2002,44115.323406339
"CAN","tour",2003,50923.739093661
"CAN","tour",2004,61978.5684873574
"CAN","tour",2005,62888.3727853453
"CAN","tour",2006,67367.0066550927
"CAN","tour",2007,78447.2197182159
"CHN","cf",2004,2358.33479400374
"CHN","cf",2005,1918.96409254808
"CHN","ph",2004,1635.48274461361
"CHN","ph",2005,2004.84125294916
"CHN","tour",2002,62953.8873308406
"CHN","tour",2003,60528.2778835026
"CHN","tour",2004,49261.301763377
"CHN","tour",2005,65895.7912521145
"CHN","tour",2006,69002.1153637486
"CHN","tour",2007,61937.46869992
"CHN","tran",2004,1961.45482076878
"CHN","tran",2005,4027.52928991943
"CIV","cf",1994,1764.80128622463
"CIV","cf",2000,3062.92411608574
"CIV","ph",1996,1114.22877298122
"CIV","ph",1997,976.556848596648
"CIV","ph",2000,1019.43900170829
"CIV","tour",1994,3529.98617232015
"CIV","tour",1996,6798.21881677349
"CIV","tour",1997,5958.2443019943
"CIV","tour",2000,3429.78957303909
"CIV","tran",1996,7173.02406071937
"CIV","tran",1997,6286.73916460781
"CIV","tran",2000,3996.40005606193
"CRI","cf",2002,7222.5004451567
"CRI","cf",2003,4916.63988770922
"CRI","cf",2004,4480.15714031339
"CRI","cf",2005,6145.00979344729
"CRI","cf",2006,6305.31906606126
"CRI","cf",2007,6636.43913595086
"CRI","ph",2002,4269.97501558049
"CRI","ph",2003,3383.06846509972
"CRI","ph",2004,3573.93565816417
"CRI","ph",2005,3147.44041855858
"CRI","ph",2006,3809.25070390403
"CRI","ph",2007,6159.51842392273
"CRI","sb",2002,3964.86287782674
"CRI","sb",2003,2767.20617571447
"CRI","sb",2004,4395.85246116008
"CRI","sb",2005,8218.03635817309
"CRI","sb",2006,2086.66227074429
"CRI","sb",2007,3949.36933816329
"CRI","tour",2002,13674.2334610377
"CRI","tour",2003,13031.176097033
"CRI","tour",2004,12732.3997910546
"CRI","tour",2005,11576.5907744057
"CRI","tour",2006,12633.5993492366
"CRI","tour",2007,14280.7436342593
"CRI","tran",2002,9724.68171296296
"CRI","tran",2003,5182.2494115585
"CRI","tran",2004,4666.91758897569
"CRI","tran",2005,5536.9245306379
"CRI","tran",2006,6936.58255987357
"CRI","tran",2007,5800.30792323273
"CYP","tour",2000,56037.5114071404
"CYP","tour",2001,57392.7061075499
"CYP","tour",2002,54436.8260049412
"CYP","tour",2003,65551.2486645298
"CYP","tour",2004,74448.9892160791
"CYP","tour",2005,72822.7191283831
"CYP","tran",2000,31035.1680744747
"CYP","tran",2001,32392.1260127315
"CYP","tran",2002,29318.6744624733
"CYP","tran",2003,30382.1781517094
"CYP","tran",2004,33641.0145121083
"CYP","tran",2005,86071.6173655626
"DEU","cf",2001,20281.1873998398
"DEU","cf",2002,21386.1553485577
"DEU","cf",2003,20024.9134726673
"DEU","cf",2004,28117.4045138889
"DEU","cf",2005,28160.9380564458
"DEU","cf",2006,28407.4936565172
"DEU","ph",2002,28198.6066595442
"DEU","ph",2003,27080.7764645654
"DEU","ph",2004,39004.1037882836
"DEU","ph",2005,39987.7331508192
"DEU","ph",2006,41414.6690259972
"DEU","ph",2007,46644.9040687322
"DEU","sb",2002,24232.8447738604
"DEU","sb",2003,23282.8010928597
"DEU","sb",2004,33221.1844506767
"DEU","sb",2005,33928.978031517
"DEU","sb",2006,35270.1461226851
"DEU","sb",2007,40064.1415153134
"DEU","tour",2002,77056.9800569801
"DEU","tour",2003,73963.1758035078
"DEU","tour",2004,105398.822838764
"DEU","tour",2005,107159.929498309
"DEU","tour",2006,109760.397191062
"DEU","tour",2007,121454.571759259
"DEU","tran",2002,86701.7464053596
"DEU","tran",2003,81183.1263354701
"DEU","tran",2004,113990.943843483
"DEU","tran",2005,162687.277421652
"DEU","tran",2006,172708.533653846
"DEU","tran",2007,195041.800213675
"DNK","sb",2003,58413.9512108262
"DNK","sb",2004,65813.7965188746
"DNK","sb",2005,68323.0613425926
"DNK","sb",2006,67350.5664618946
"DNK","tour",2003,169770.396523327
"DNK","tour",2004,184337.445468305
"DNK","tour",2005,190900.343327102
"DNK","tour",2006,197022.84210292
"DNK","tran",2003,170878.277466168
"DNK","tran",2004,186673.794738248
"DNK","tran",2005,196979.528356481
"DNK","tran",2006,214452.646456553
"FIN","sb",2001,19911.0020477208
"FIN","sb",2002,21142.7631432514
"FIN","sb",2003,21012.041488604
"FIN","sb",2004,32341.6744569088
"FIN","sb",2005,30235.52127849
"FIN","sb",2006,30665.192085114
"FIN","tour",2001,68955.7973312856
"FIN","tour",2002,74668.6976940883
"FIN","tour",2003,72123.1734664352
"FIN","tour",2004,104244.254696404
"FIN","tour",2005,99909.6610131767
"FIN","tour",2006,103254.977408297
"FIN","tran",1994,89208.8021389779
"FIN","tran",1996,72462.2813167734
"FIN","tran",1997,65543.3248753561
"FIN","tran",1998,66118.0138221155
"FIN","tran",1999,95972.3140357901
"FIN","tran",2000,50176.0998152599
"GBR","cf",2002,37097.7925792378
"GBR","cf",2003,42291.8558582621
"GBR","cf",2004,46391.0896323007
"GBR","cf",2005,49255.1081730769
"GBR","cf",2006,58321.7203080483
"GBR","cf",2007,58597.1777065527
"GBR","ph",2002,26810.4661903489
"GBR","ph",2003,28471.1204594017
"GBR","ph",2004,33158.105746973
"GBR","ph",2005,34750.968215812
"GBR","ph",2006,34114.2717236467
"GBR","ph",2007,39907.1625712251
"GBR","sb",2002,25574.0406873219
"GBR","sb",2003,30289.6690259972
"GBR","sb",2004,35456.9227430555
"GBR","sb",2005,37573.9405270655
"GBR","sb",2006,37967.3366274929
"GBR","sb",2007,40804.4343171295
"GBR","tour",2002,70718.6164529916
"GBR","tour",2003,79305.2703770478
"GBR","tour",2004,83223.6328124999
"GBR","tour",2005,84009.7030248398
"GBR","tour",2006,88496.6070713141
"GBR","tour",2007,98014.0544315347
"GBR","tran",2001,24763.4520788819
"GBR","tran",2003,90884.9269943019
"GBR","tran",2004,103428.079371439
"GBR","tran",2005,57048.5540754096
"GBR","tran",2006,76541.9421073717
"GBR","tran",2007,153481.793091168
"GUY","tour",1999,3719.58962464944
"GUY","tour",2000,4515.08272611178
"GUY","tour",2003,4760.09088499933
"GUY","tour",2004,4925.69474005631
"IND","tour",1995,2371.71018768919
"IND","tour",1996,2162.83897117332
"IND","tour",1997,1432.34657222389
"IND","tour",1998,1322.63544414118
"IND","tour",1999,1559.31395614929
"IND","tour",2000,1689.72413152711
"ITA","ph",2002,13937.5792935363
"ITA","ph",2003,13284.2436787749
"ITA","ph",2004,18652.6873553241
"ITA","ph",2005,19477.038261218
"ITA","ph",2006,20455.1602007657
"ITA","ph",2007,22317.0086026531
"ITA","sb",2002,12249.7871594552
"ITA","sb",2003,11871.4707420763
"ITA","sb",2004,16969.5331975606
"ITA","sb",2005,17392.3986712073
"ITA","sb",2006,18484.5794938569
"ITA","sb",2007,20167.0645254631
"ITA","tour",2002,48425.1782017895
"ITA","tour",2003,46358.9096721421
"ITA","tour",2004,68503.7031472579
"ITA","tour",2005,69634.3941973825
"ITA","tour",2006,70762.1555600072
"ITA","tour",2007,77202.9970174502
"ITA","tran",2002,56898.2524817486
