"LME_NAME","numOHI","value","scenario","goal","dimension"
"Agulhas Current",11,100,"2012","AO","likely_future_state"
"Agulhas Current",11,27.8698692967542,"2012","AO","pressures"
"Agulhas Current",11,60.7377603311512,"2012","AO","resilience"
"Agulhas Current",11,99.424340722731,"2012","AO","score"
"Agulhas Current",11,98.8539789097677,"2012","AO","status"
"Agulhas Current",11,0.000137552492386745,"2012","AO","trend"
"Agulhas Current",11,82.4448481204902,"2012","BD","likely_future_state"
"Agulhas Current",11,84.9937068658663,"2012","BD","score"
"Agulhas Current",11,87.5414075698324,"2012","BD","status"
"Agulhas Current",11,-0.205726145748436,"2012","BD","trend"
"Agulhas Current",11,50.2907253928668,"2012","CP","likely_future_state"
"Agulhas Current",11,39.9969818738228,"2012","CP","pressures"
"Agulhas Current",11,59.7589276100747,"2012","CP","resilience"
"Agulhas Current",11,50.6170898801155,"2012","CP","score"
"Agulhas Current",11,50.9424204800582,"2012","CP","status"
"Agulhas Current",10,-0.173681475492401,"2012","CP","trend"
"Agulhas Current",8,68.6735920090033,"2012","CS","likely_future_state"
"Agulhas Current",8,35.6367610002056,"2012","CS","pressures"
"Agulhas Current",8,58.5539354431246,"2012","CS","resilience"
"Agulhas Current",8,80.9437071267523,"2012","CS","score"
"Agulhas Current",8,93.2122611559148,"2012","CS","status"
"Agulhas Current",7,-0.530125761489294,"2012","CS","trend"
"Agulhas Current",11,66.7096393603696,"2012","CW","likely_future_state"
"Agulhas Current",11,70.2753066669315,"2012","CW","pressures"
"Agulhas Current",11,67.440928919532,"2012","CW","resilience"
"Agulhas Current",11,69.0101510152045,"2012","CW","score"
"Agulhas Current",11,71.3168216727587,"2012","CW","status"
"Agulhas Current",11,-0.0803833155632101,"2012","CW","trend"
"Agulhas Current",9,87.1681229281929,"2012","ECO","likely_future_state"
"Agulhas Current",11,31.276181307968,"2012","ECO","pressures"
"Agulhas Current",11,45.9772477561766,"2012","ECO","resilience"
"Agulhas Current",9,92.8769279379188,"2012","ECO","score"
"Agulhas Current",9,98.583364674523,"2012","ECO","status"
"Agulhas Current",9,-0.181867940357923,"2012","ECO","trend"
"Agulhas Current",7,63.1124249168102,"2012","FIS","likely_future_state"
"Agulhas Current",11,29.5622164895858,"2012","FIS","pressures"
"Agulhas Current",11,59.9033057091118,"2012","FIS","resilience"
"Agulhas Current",7,61.9918936212754,"2012","FIS","score"
"Agulhas Current",7,60.8734141838398,"2012","FIS","status"
"Agulhas Current",7,-0.0628201251072459,"2012","FIS","trend"
"Agulhas Current",7,61.9858032296816,"2012","FP","likely_future_state"
"Agulhas Current",7,60.8792986123281,"2012","FP","score"
"Agulhas Current",7,59.7794703009654,"2012","FP","status"
"Agulhas Current",7,-0.0628201251072459,"2012","FP","trend"
"Agulhas Current",11,88.3244444264147,"2012","HAB","likely_future_state"
"Agulhas Current",11,31.5006044295149,"2012","HAB","pressures"
"Agulhas Current",11,61.5332265722062,"2012","HAB","resilience"
"Agulhas Current",11,89.2937830347239,"2012","HAB","score"
"Agulhas Current",11,90.2683566423151,"2012","HAB","status"
"Agulhas Current",11,-0.143974830113637,"2012","HAB","trend"
"Agulhas Current",7,52.3455355996278,"2012","ICO","likely_future_state"
"Agulhas Current",11,33.5177701897013,"2012","ICO","pressures"
"Agulhas Current",11,62.7697668148006,"2012","ICO","resilience"
"Agulhas Current",7,55.6470840749842,"2012","ICO","score"
"Agulhas Current",7,58.9457442123959,"2012","ICO","status"
"Agulhas Current",7,-0.288860228099094,"2012","ICO","trend"
"Agulhas Current",11,68.1761643215696,"2012","Index","likely_future_state"
"Agulhas Current",11,68.791259911731,"2012","Index","score"
"Agulhas Current",9,93.5851642780631,"2012","LE","likely_future_state"
"Agulhas Current",9,92.5002648398865,"2012","LE","score"
"Agulhas Current",9,91.4223475422184,"2012","LE","status"
"Agulhas Current",9,0.374343209843047,"2012","LE","trend"
"Agulhas Current",9,100,"2012","LIV","likely_future_state"
"Agulhas Current",11,31.7196063746107,"2012","LIV","pressures"
"Agulhas Current",11,43.7096643722682,"2012","LIV","resilience"
"Agulhas Current",9,92.1301228715998,"2012","LIV","score"
"Agulhas Current",9,84.2607067539625,"2012","LIV","status"
"Agulhas Current",9,0.936195788120467,"2012","LIV","trend"
"Agulhas Current",11,48.4852562003546,"2012","LSP","likely_future_state"
"Agulhas Current",11,38.9271606329934,"2012","LSP","pressures"
"Agulhas Current",11,68.2850110365458,"2012","LSP","resilience"
"Agulhas Current",11,44.0259315619995,"2012","LSP","score"
"Agulhas Current",11,39.5670314980848,"2012","LSP","status"
"Agulhas Current",11,0.357982394724008,"2012","LSP","trend"
"Agulhas Current",6,0.755451183406428,"2012","MAR","likely_future_state"
"Agulhas Current",11,30.0516344939456,"2012","MAR","pressures"
"Agulhas Current",11,58.7751566635677,"2012","MAR","resilience"
"Agulhas Current",6,0.735061843906583,"2012","MAR","score"
"Agulhas Current",6,0.71059106505763,"2012","MAR","status"
"Agulhas Current",6,-0.00770720135206928,"2012","MAR","trend"
"Agulhas Current",5,76.8121545495546,"2012","NP","likely_future_state"
"Agulhas Current",5,31.8562361983349,"2012","NP","pressures"
"Agulhas Current",5,64.4289265043945,"2012","NP","resilience"
"Agulhas Current",5,70.6341298944547,"2012","NP","score"
"Agulhas Current",5,64.4560437414091,"2012","NP","status"
"Agulhas Current",5,0.177279246128054,"2012","NP","trend"
"Agulhas Current",11,46.7454708806541,"2012","SP","likely_future_state"
"Agulhas Current",11,45.9340960367992,"2012","SP","score"
"Agulhas Current",11,45.1228587454367,"2012","SP","status"
"Agulhas Current",11,0.0527453505867963,"2012","SP","trend"
"Agulhas Current",11,76.567026379137,"2012","SPP","likely_future_state"
"Agulhas Current",11,33.7128295969766,"2012","SPP","pressures"
"Agulhas Current",11,58.5482684327441,"2012","SPP","resilience"
"Agulhas Current",11,80.6955370349558,"2012","SPP","score"
"Agulhas Current",11,84.8153840026622,"2012","SPP","status"
"Agulhas Current",11,-0.265042888857538,"2012","SPP","trend"
"Agulhas Current",9,27.4650100759611,"2012","TR","likely_future_state"
"Agulhas Current",11,57.5121297060601,"2012","TR","pressures"
"Agulhas Current",11,67.440928919532,"2012","TR","resilience"
"Agulhas Current",9,27.146137501496,"2012","TR","score"
"Agulhas Current",9,26.8281977353529,"2012","TR","status"
