"sp_id","year","area_km2"
248100,1987,0.66
248100,1987,2.24
248100,1987,0.96
248100,1991,1021
248100,1991,676
288100,2003,29.46
288100,1975,0.62
248200,2009,93818.88
288100,2014,279.5
