"cntry_key","year","jobs"
"AGO",1990,3848731.42652553
"AGO",1991,3968549.99978221
"AGO",1992,4113309.22915877
"AGO",1993,4297400.60369105
"AGO",1994,4436738.3289306
"AGO",1995,4559990.79777796
"AGO",1996,4677323.34382279
"AGO",1997,4791423.90573815
"AGO",1998,4914129.42547649
"AGO",1999,5053043.62737603
"AGO",2000,5199204.6602378
"AGO",2001,5368905.16180906
"AGO",2002,5530009.8199841
"AGO",2003,5717366.75200075
"AGO",2004,5902910.97113764
"AGO",2005,6065208.2796188
"AGO",2006,6236723.17283932
"AGO",2007,6401236.93270564
"AGO",2008,6597145.95124115
"AGO",2009,6848824.08059151
"AGO",2010,7111734.76661719
"AGO",2011,7365110.46260029
"AGO",2012,7628707.94569204
"AIA",1990,9542.22541421217
"AIA",1991,9719.53416704089
"AIA",1992,9868.51296137343
"AIA",1993,10033.723815372
"AIA",1994,10191.6059424616
"AIA",1995,10335.3055742181
"AIA",1996,10476.3722071499
"AIA",1997,10615.1931168684
"AIA",1998,10735.1609776062
"AIA",1999,10866.8065292342
"AIA",2000,10980.3701308508
"AIA",2001,11152.3811692247
"AIA",2002,11327.4693629081
"AIA",2003,11513.4049419191
"AIA",2004,11680.5203371441
"AIA",2005,11923.5584083751
"AIA",2006,12134.5792408477
"AIA",2007,12408.2971833194
"AIA",2008,12620.6963260582
"AIA",2009,12918.6690396453
"AIA",2010,13068.1623498392
"AIA",2011,13237.0815794358
"AIA",2012,13408.4246924056
"Alaska",1990,929285.118572172
"Alaska",1991,933951.977972523
"Alaska",1992,950675.879650764
"Alaska",1993,961238.61686545
"Alaska",1994,978771.860939522
"Alaska",1995,992126.041086043
"Alaska",1996,1007386.35618672
"Alaska",1997,1025278.54750834
"Alaska",1998,1040307.24691409
"Alaska",1999,1054049.6561649
"Alaska",2000,1067776.15030707
"Alaska",2001,1075634.09999383
"Alaska",2002,1081370.95705827
"Alaska",2003,1086435.08302959
"Alaska",2004,1093865.47027298
"Alaska",2005,1107997.2736774
"Alaska",2006,1122642.7861092
"Alaska",2007,1131946.6839773
"Alaska",2008,1144633.83307751
"Alaska",2009,1145832.44560126
"Alaska",2010,1142666.11082211
"Alaska",2011,1143495.31903466
"Alaska",2012,1151612.86764656
"ALB",1990,1459857.24409898
"ALB",1991,1490830.2922924
"ALB",1992,1492113.31022559
"ALB",1993,1481439.51953424
"ALB",1994,1469465.84112385
"ALB",1995,1453810.37406163
"ALB",1996,1444875.2899221
"ALB",1997,1450628.19692029
"ALB",1998,1442816.1687819
"ALB",1999,1437775.58451575
"ALB",2000,1431965.29848941
"ALB",2001,1427751.19402712
"ALB",2002,1425890.39643009
"ALB",2003,1407992.83884949
"ALB",2004,1390535.19236764
"ALB",2005,1376081.48365788
"ALB",2006,1359758.49317683
"ALB",2007,1346220.2526714
"ALB",2008,1335942.41216361
"ALB",2009,1329544.99750775
"ALB",2010,1341927.43767781
"ALB",2011,1354157.4609728
"ALB",2012,1370682.4129146
"Amsterdam Island and Saint Paul Island",1990,NA
"Amsterdam Island and Saint Paul Island",1991,NA
"Amsterdam Island and Saint Paul Island",1992,NA
"Amsterdam Island and Saint Paul Island",1993,NA
"Amsterdam Island and Saint Paul Island",1994,NA
"Amsterdam Island and Saint Paul Island",1995,NA
"Amsterdam Island and Saint Paul Island",1996,NA
"Amsterdam Island and Saint Paul Island",1997,NA
"Amsterdam Island and Saint Paul Island",1998,NA
"Amsterdam Island and Saint Paul Island",1999,NA
"Amsterdam Island and Saint Paul Island",2000,NA
"Amsterdam Island and Saint Paul Island",2001,NA
"Amsterdam Island and Saint Paul Island",2002,NA
"Amsterdam Island and Saint Paul Island",2003,NA
"Amsterdam Island and Saint Paul Island",2004,NA
"Amsterdam Island and Saint Paul Island",2005,NA
"Amsterdam Island and Saint Paul Island",2006,NA
"Amsterdam Island and Saint Paul Island",2007,NA
"Amsterdam Island and Saint Paul Island",2008,NA
"Amsterdam Island and Saint Paul Island",2009,NA
"Amsterdam Island and Saint Paul Island",2010,NA
"Amsterdam Island and Saint Paul Island",2011,NA
"Amsterdam Island and Saint Paul Island",2012,NA
"Andaman and Nicobar",1990,284269.733217622
"Andaman and Nicobar",1991,290396.746966509
"Andaman and Nicobar",1992,296297.037200364
"Andaman and Nicobar",1993,305283.797977411
"Andaman and Nicobar",1994,313361.522591679
"Andaman and Nicobar",1995,324271.160725663
"Andaman and Nicobar",1996,334467.899189356
"Andaman and Nicobar",1997,337260.647176171
"Andaman and Nicobar",1998,343514.135868035
"Andaman and Nicobar",1999,359380.35048469
"Andaman and Nicobar",2000,366078.685233864
"Andaman and Nicobar",2001,374183.605224965
"Andaman and Nicobar",2002,379681.991460894
"Andaman and Nicobar",2003,387299.259161795
"Andaman and Nicobar",2004,394366.553627487
"Andaman and Nicobar",2005,400988.951564371
"Andaman and Nicobar",2006,406481.621594741
"Andaman and Nicobar",2007,412615.581796543
"Andaman and Nicobar",2008,419124.864396234
"Andaman and Nicobar",2009,426413.726656376
"Andaman and Nicobar",2010,433017.617972844
"Andaman and Nicobar",2011,440504.484144536
"Andaman and Nicobar",2012,448060.396917018
"ARE",1990,907318.49198227
"ARE",1991,974819.899166296
"ARE",1992,1049822.22882474
"ARE",1993,1129029.11113524
"ARE",1994,1211149.93671793
"ARE",1995,1291401.21531017
"ARE",1996,1371640.20212548
"ARE",1997,1458430.65229753
"ARE",1998,1547243.79208648
"ARE",1999,1634006.1460144
"ARE",2000,1721059.96683914
"ARE",2001,1795070.54992057
"ARE",2002,1861504.07330712
"ARE",2003,1968907.79129596
"ARE",2004,2182248.45046071
"ARE",2005,2541208.84321732
"ARE",2006,3066204.22776012
"ARE",2007,3735626.85141806
"ARE",2008,4461175.41406797
"ARE",2009,5136379.25225696
"ARE",2010,5686382.54764828
"ARE",2011,6041419.98382501
"ARE",2012,6248006.81300379
"ARG",1990,13272787.4349928
"ARG",1991,13412304.4452597
"ARG",1992,13560954.4714852
"ARG",1993,13760619.2566297
"ARG",1994,13981874.0303229
"ARG",1995,14319178.6360682
"ARG",1996,14525537.3918391
"ARG",1997,14749084.4033395
"ARG",1998,14941337.9827827
"ARG",1999,15157152.4505563
"ARG",2000,15373641.8788912
"ARG",2001,15644931.2019478
"ARG",2002,15917566.1358618
"ARG",2003,16191595.7793489
"ARG",2004,17450418.5127345
"ARG",2005,17683025.8064994
"ARG",2006,17915265.8506475
"ARG",2007,18059402.7216545
"ARG",2008,18200464.6753018
"ARG",2009,18337931.259342
"ARG",2010,18350012.6498403
"ARG",2011,18600896.5235058
"ARG",2012,18850708.7808904
"Aruba",1990,71836.1181476984
"Aruba",1991,73170.9401586996
"Aruba",1992,74292.4875762689
"Aruba",1993,75536.2337583124
"Aruba",1994,76724.8075597787
"Aruba",1995,77806.6121993195
"Aruba",1996,78868.5950041787
"Aruba",1997,79913.6714762835
"Aruba",1998,80816.8177596496
"Aruba",1999,81807.876447729
"Aruba",2000,82662.8099615461
"Aruba",2001,83957.7495316102
