"rgn_id","habitat","extent_rank"
1,"coral",408.68
1,"seagrass",199.974
2,"coral",6.986
2,"seagrass",130.988
5,"coral",17524.4
5,"mangrove",282.908688
5,"seagrass",1310.75
6,"coral",1837.32
6,"mangrove",38.358652
6,"seagrass",1143.96
7,"coral",8791.88
7,"mangrove",1331.429492
7,"seagrass",1158.8
8,"coral",1984.024
8,"mangrove",148.948492
8,"seagrass",716.939
9,"coral",12242.96
9,"mangrove",23.84314
9,"seagrass",1523.82
10,"coral",13.972
11,"coral",7157.16
11,"seagrass",496.88
12,"coral",31.43704
13,"coral",677.644
13,"seagrass",413.921
14,"coral",1323.848
14,"mangrove",1.494308
14,"seagrass",1239.14
15,"coral",38674.52
15,"mangrove",6569.327808
15,"seagrass",13470.8
16,"coral",126729.6
16,"mangrove",7489.785036
16,"saltmarsh",39086.85
16,"seagrass",39491
17,"coral",25886.64
17,"mangrove",7547.066644
17,"seagrass",8593.66
18,"coral",12047.36
18,"mangrove",1165.939324
18,"seagrass",1036.55
19,"coral",3559.372
21,"seaice_shoreline",7793.5606060606
24,"coral",118.762
24,"mangrove",602.114372
25,"coral",621.756
25,"mangrove",3655.184184
25,"seagrass",1582.33
26,"coral",2581.328
26,"mangrove",1225.489932
26,"seagrass",1350.05
28,"coral",642.712
28,"mangrove",2.825604
28,"seagrass",1245.26
29,"coral",1121.256
29,"mangrove",12.685576
29,"seagrass",1452.22
30,"coral",663.672
31,"coral",5714.56
31,"mangrove",19.072144
32,"coral",38.42304
33,"coral",202.594
34,"coral",125.748
35,"coral",24.45104
36,"coral",24.45104
37,"coral",2616.26
37,"seagrass",97.8041
38,"coral",7069.84
39,"coral",10538.4
39,"mangrove",1.169788
39,"seagrass",2387.47
40,"coral",384.2304
40,"mangrove",62.268648
40,"seagrass",2822.35
41,"coral",5987
41,"mangrove",2287.644752
41,"seagrass",655.811
42,"coral",8267.92
42,"mangrove",1938.348108
42,"seagrass",5525.93
43,"coral",1543.908
43,"mangrove",756.612004
43,"seagrass",103.044
44,"coral",1365.764
44,"mangrove",17.9089
45,"coral",5295.4
45,"mangrove",4.866836
45,"seagrass",23.5778
46,"coral",506.484
46,"mangrove",0.4731
47,"coral",2298.396
47,"mangrove",0.646556
47,"seagrass",5411.53
48,"coral",908.18
48,"mangrove",0.070092
49,"coral",2410.172
49,"mangrove",0.062448
49,"seagrass",4287.66
50,"coral",10849.28
50,"mangrove",1.024068
50,"seagrass",20619.2
51,"coral",164.1712
51,"seagrass",1423.4
52,"coral",796.404
52,"mangrove",0.000108
52,"seagrass",477.668
53,"mangrove",17.408348
54,"coral",485.528
54,"mangrove",1.077944
54,"seagrass",3950.59
58,"seagrass",1993.63
59,"saltmarsh",12.66
65,"mangrove",59.2197
66,"mangrove",125.857316
66,"seagrass",1473.17
68,"seagrass",172.03
69,"saltmarsh",2.46
69,"seaice_shoreline",8967.803030303
70,"saltmarsh",15
70,"seaice_shoreline",14554.9242424242
73,"seagrass",668.91
73,"seaice_shoreline",1890937.5
75,"seagrass",5754.72
79,"coral",3.493004
79,"seagrass",16.5918
96,"mangrove",915.15736
96,"seagrass",4332.2
97,"mangrove",56.959116
98,"mangrove",0.000368
98,"seagrass",190.369
99,"mangrove",5.727732
99,"seagrass",1370.13
102,"coral",3.493004
102,"mangrove",15.81778
102,"seagrass",397.329
104,"mangrove",48.307256
106,"mangrove",24.024368
106,"seagrass",2725.42
108,"coral",2102.788
108,"mangrove",0.096052
110,"coral",7778.92
110,"mangrove",97.457052
110,"seagrass",2094.06
111,"coral",639.22
111,"mangrove",0.681524
111,"seagrass",881.11
112,"coral",9937.6
112,"mangrove",3649.752488
112,"seagrass",12994.8
113,"coral",401.696
113,"mangrove",68.46406
113,"seagrass",40.1695
114,"coral",985.028
114,"mangrove",136.82988
114,"seagrass",702.094
115,"coral",1037.42
115,"mangrove",249.611092
115,"seagrass",330.089
116,"coral",709.08
116,"mangrove",145.850108
116,"seagrass",633.98
117,"coral",499.5
117,"mangrove",1.050392
117,"seagrass",32.3103
118,"coral",80.3392
118,"mangrove",0.084928
118,"seagrass",19.2115
119,"coral",136.2272
119,"mangrove",0.477168
119,"seagrass",52.395
120,"coral",153.692
120,"mangrove",3.327292
120,"seagrass",249.75
121,"seagrass",10.479
122,"coral",62.874
122,"mangrove",3.472728
122,"seagrass",1.7465
123,"coral",34.93004
123,"seagrass",470.682
124,"coral",76.846
124,"mangrove",0.236652
124,"seagrass",70.7333
125,"coral",164.1712
125,"mangrove",4.479112
125,"seagrass",2.61975
126,"coral",52.3952
126,"mangrove",83.665952
127,"coral",87.3252
127,"mangrove",0.796508
129,"coral",2043.408
129,"mangrove",2797.499784
129,"seagrass",1516.84
130,"coral",223.552
130,"mangrove",823.323968
131,"coral",1826.84
131,"mangrove",706.302704
131,"seagrass",5278.8
132,"coral",3531.428
132,"mangrove",3641.995216
132,"seagrass",372.005
133,"coral",2507.976
133,"mangrove",796.479148
133,"seagrass",2314.11
134,"mangrove",467.77278
135,"coral",3629.232
135,"mangrove",2181.744064
135,"seagrass",9020.68
136,"mangrove",297.284832
137,"coral",286.4264
137,"mangrove",2115.631104
138,"mangrove",56.279844
139,"coral",1233.032
139,"mangrove",2769.92078
139,"seagrass",1225.17
140,"coral",513.472
140,"mangrove",90.575456
140,"seagrass",1131.73
143,"seaice_shoreline",4176.13636363636
145,"seaice_shoreline",542443.18181818
146,"coral",122.2552
147,"coral",10150.68
147,"seagrass",633.98
148,"coral",541.416
150,"coral",254.9892
151,"coral",136.2272
151,"seagrass",414.794
152,"coral",555.388
152,"seagrass",931.759
153,"coral",883.728
153,"saltmarsh",21.6075778078485
154,"coral",20.958
154,"saltmarsh",2.98782138024358
155,"coral",3594.3
155,"seagrass",3575.96
156,"coral",307.3844
156,"saltmarsh",6.14884979702301
157,"coral",195.608
158,"coral",31.43704
159,"coral",289.9192
161,"coral",1512.472
162,"mangrove",213.030392
162,"saltmarsh",545.255751014886
163,"coral",15875.68
163,"mangrove",3095.508496
163,"saltmarsh",47241
163,"seagrass",17906
163,"seaice_shoreline",292708.333333333
164,"coral",3454.58
164,"mangrove",664.85524
164,"seagrass",4739.13
166,"coral",1407.68
166,"mangrove",134.142232
166,"seagrass",695.108
167,"mangrove",408.239544
168,"mangrove",549.013736
169,"mangrove",2185.52216
171,"coral",2658.176
171,"mangrove",17031.494852
171,"seagrass",422.653
174,"seaice_shoreline",34412.8787878788
175,"seagrass",747.503
175,"seaice_shoreline",17064.3939393939
176,"saltmarsh",850.35
176,"seaice_shoreline",9422.34848484848
177,"saltmarsh",336.9
178,"saltmarsh",21.15
178,"seagrass",2.61975
179,"saltmarsh",3441.3
179,"seagrass",586.825
179,"seaice_shoreline",1041.66666666667
180,"saltmarsh",943.526872469637
180,"seaice_shoreline",8068.1818181818
181,"saltmarsh",169.02
182,"seagrass",509.105
184,"saltmarsh",1047
184,"seagrass",2921.02
189,"seaice_shoreline",1486.74242424242
190,"coral",621.756
190,"mangrove",0.002912
190,"seagrass",985.027
191,"coral",415.668
191,"mangrove",0.141832
191,"seagrass",2580.46
192,"seagrass",69.8601
193,"mangrove",1201.111544
193,"seagrass",14515.2
194,"mangrove",1027.26866
194,"seagrass",12663.9
195,"mangrove",39.491104
196,"mangrove",2072.624532
196,"seagrass",8847.78
197,"mangrove",1907.06468
198,"mangrove",1517.844976
199,"mangrove",173.0441
200,"mangrove",235.233488
200,"seagrass",556.261
202,"coral",6238.52
202,"mangrove",1327.28384
202,"seagrass",41.0428
203,"coral",4851.8
203,"mangrove",226.02066
203,"seagrass",2558.62
204,"coral",13.972
204,"mangrove",683.745508
205,"coral",2155.184
205,"mangrove",4631.105432
205,"seagrass",1793.66
206,"coral",5634.2
206,"mangrove",6842.33448
206,"seagrass",521.331
207,"coral",1456.584
207,"mangrove",801.488084
207,"seagrass",12.2255
208,"coral",13.972
208,"mangrove",14.699924
208,"seagrass",55.888
209,"coral",1044.408
209,"mangrove",113.034652
209,"saltmarsh",17203.2
209,"seagrass",7311.73
209,"seaice_shoreline",15255.6818181818
210,"coral",3381.228
210,"mangrove",24.258564
210,"seagrass",274.201
210,"seaice_shoreline",24261.3636363636
212,"coral",6007.96
212,"seagrass",454.09
214,"coral",6304.88
214,"mangrove",0.023912
214,"seagrass",2224.17
215,"coral",6.986
215,"seagrass",1.7465
216,"coral",62762.4
216,"mangrove",39935.3908
216,"seagrass",14797.2
218,"saltmarsh",1320
218,"seagrass",3.493
218,"seaice_shoreline",2800227.27272727
220,"coral",6.986
220,"seagrass",24.451
221,"coral",38.42304
221,"mangrove",0.170504
221,"seagrass",57.6346
222,"saltmarsh",87.9
222,"seagrass",8.73251
222,"seaice_shoreline",26931.8181818181
223,"seaice_shoreline",83314.393939394
227,"saltmarsh",4.5067813765182
228,"saltmarsh",6.11634615384612
231,"coral",66.3672
231,"mangrove",19.116068
231,"seagrass",284.68
237,"coral",6.986
237,"mangrove",4.179932
244,"coral",69.86
244,"mangrove",0.493544
245,"coral",48.902
245,"mangrove",3.578116
245,"seagrass",1.7465
247,"coral",268.9612
247,"mangrove",130.475712
248,"coral",646.204
248,"seagrass",1.7465
249,"coral",41.916
249,"seagrass",1.7465
250,"coral",185.1292
250,"mangrove",0.4123
250,"seagrass",20.958
255,"coral",14408.64
255,"seagrass",758.855
269,"seagrass",6413.15
