"rgn_id","w_fis"
1,1
2,1
3,1
4,1
5,0.900781829187968
6,1
7,1
8,0.999564804705022
9,1
10,1
11,1
12,1
13,0.962154176591736
14,0.689745758417593
15,0.808430461553841
16,0.83643538158914
17,0.999922987990671
18,0.999985703827218
19,0.999854579673192
20,0.847613178875957
21,0.83186679403656
24,0.997135915719654
25,0.73329381334112
26,1
28,1
29,0.994034828773642
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,0.97889652791192
38,1
39,1
40,0.993556415870619
41,0.995406950679082
42,0.972964319373766
43,1
44,1
45,1
46,1
47,0.999699904042961
48,0.999554691732059
49,1
50,0.84229985272009
51,0.999743702125858
52,0.999876667165914
53,0.999882360171294
54,0.997421969790325
55,1
56,1
57,1
58,1
59,1
60,1
61,0.962701158233167
62,0.999667628608742
63,1
64,1
65,0.999856415189758
66,0.99995587662902
67,1
68,0.542855797538618
69,1
70,1
71,0.976414668052087
72,1
73,0.998982703372906
74,1
75,0.997447860221829
76,0.898888842372909
77,1
78,0.99658655859773
79,0.818486847785246
80,0.657591663677842
81,0.698927419546707
82,0.749587151179561
84,0.999544977962035
85,1
86,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,0.999099853396751
102,0.997065201915278
103,1
104,1
105,1
106,1
107,1
108,1
110,1
111,0.999991944171239
112,0.878782029895186
113,1
114,1
115,0.977656006197467
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
129,0.963708991001985
130,0.949738925481752
131,0.666682731637702
132,0.851905407708765
133,0.557573628665011
134,0.991763021525149
135,0.948240161152791
136,0.63272944112667
137,0.633658747999589
138,0.992116968371029
139,0.961773857864411
140,0.99652844520322
141,0.941276230155564
143,0.995402735053442
144,1
145,1
146,1
147,0.890771834026547
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,0.999949286491189
156,1
157,1
158,1
159,1
161,1
162,0.880054215260756
163,0.968501125156152
164,0.596564208459115
166,0.995627516736375
167,0.998212091724987
168,0.999019658159362
169,1
171,0.907942222862013
172,0.999922308620642
173,1
174,0.922664109957097
175,0.982180963118951
176,0.97030960850135
177,0.624630206894176
178,1
179,0.708078097710814
180,0.886170427019624
181,0.940736362409988
182,0.718358487933217
183,0.968589394512955
184,0.796173465924677
185,1
186,0.91547930396874
187,0.875237659157508
188,0.843162433749916
189,1
190,1
191,0.985566637098301
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
202,0.997555245942292
203,0.990221761535924
204,0.878351148759457
205,0.968899157094741
206,0.932781773977239
207,0.830780429518064
208,0.65386726604864
209,0.364702909313093
210,0.872873678902716
212,0.999922532631982
214,0.486746605512471
215,1
216,0.899048387388585
218,0.890036131488783
219,1
220,1
221,1
222,0.987484576086745
223,0.713151509542369
224,0.868007901763619
227,1
228,1
231,0.999167372114004
232,0.813337531452013
237,1
244,1
245,1
247,0.982849299401556
248,1
249,1
250,1
