"cntry_key","sector","year","value"
"ABW","cf",2003,786.8868
"ABW","cf",2004,786.8868
"ABW","cf",2005,785.463
"ABW","cf",2006,785.463
"ABW","cf",2007,843.997
"ABW","cf",2008,862.19
"ABW","mar",2003,7.9297878663
"ABW","mar",2004,7.9297878663
"ABW","mar",2005,8.6158582281
"ABW","mar",2006,8.6158582281
"ABW","mar",2007,0.861585822
"ABW","mar",2008,0.861585822
"ABW","tour",2005,29700
"ABW","tour",2006,30400
"ABW","tour",2007,34500
"ABW","tour",2008,35300
"ABW","tour",2009,36400
"ABW","tour",2010,36400
"AGO","cf",1995,48035.848
"AGO","cf",2000,38086.65
"AGO","cf",2001,38086.65
"AGO","cf",2002,41508.516
"AGO","tour",2005,7472.28929676
"AGO","tour",2006,6380.94865174
"AGO","tour",2007,7383.51996199
"AGO","tour",2008,6516.71351667
"AGO","tour",2009,7874.36216597
"AGO","tour",2010,6678.58700947
"AIA","cf",2003,498.33
"AIA","cf",2004,498.33
"AIA","cf",2005,550.536
"AIA","cf",2006,359.905
"AIA","cf",2007,229.39
"AIA","cf",2008,242.5206
"AIA","tour",2005,4000
"AIA","tour",2006,4000
"AIA","tour",2007,3600
"AIA","tour",2008,3200
"AIA","tour",2009,3400
"AIA","tour",2010,3900
"ALB","cf",2003,3986.64
"ALB","cf",2004,4429.6
"ALB","cf",2005,4540.34
"ALB","cf",2006,4239.76
"ALB","cf",2007,5493.495
"ALB","cf",2008,5162.066
"ALB","mar",2003,168.03541075341
"ALB","mar",2004,190.94933040788
"ALB","mar",2005,370.6567597149
"ALB","mar",2006,637.5296266386
"ALB","mar",2007,533.7457340447
"ALB","mar",2008,682.0084378912
"ALB","tour",2005,74564.9966688
"ALB","tour",2006,78627.9810074
"ALB","tour",2007,86338.4171955
"ALB","tour",2008,88139.0579819
"ALB","tour",2009,98481.1999347
"ALB","tour",2010,104529.506166
"ANT","mmw",1998,0
"ANT","mmw",2008,0
"ANT","tour",2005,17600
"ANT","tour",2006,17300
"ANT","tour",2007,18400
"ANT","tour",2008,19500
"ANT","tour",2009,19000
"ANT","tour",2010,18600
"ARE","cf",2003,19367.1604
"ARE","cf",2004,14642.992
"ARE","cf",2005,16348.5462
"ARE","cf",2007,33570.04
"ARE","cf",2008,32666.718
"ARE","mar",2004,75.6
"ARE","mar",2005,108
"ARE","tour",2005,70552.0301819
"ARE","tour",2006,75347.9196472
"ARE","tour",2007,113452.760165
"ARE","tour",2008,125105.27285
"ARE","tour",2009,115550.961806
"ARE","tour",2010,104797.678395
"ARG","cf",2003,12050.094
"ARG","cf",2004,12299.259
"ARG","cf",2005,12299.259
"ARG","cf",2008,36493.576
"ARG","mmw",1998,126.39
"ARG","mmw",2006,367.68
"ARG","tour",2005,110777.545539
"ARG","tour",2006,117631.570035
"ARG","tour",2007,121840.29128
"ARG","tour",2008,113122.672534
"ARG","tour",2009,111984.504232
"ARG","tour",2010,109852.002086
"ASM","cf",1999,97.3721
"ASM","cf",2000,97.3721
"ASM","cf",2001,97.3721
"ASM","cf",2002,97.3721
"ASM","cf",2003,97.3721
"ASM","cf",2004,97.3721
"ASM","mar",1999,1.045911978284
"ASM","mar",2000,1.136927561326
"ASM","mar",2001,1.136927561326
"ASM","mar",2002,1.136927561326
"ASM","mar",2003,1.136927561326
"ASM","mar",2004,1.136927561326
"ASM","mmw",2005,0
"ASM","mmw",2008,0
"ATA","mmw",1998,5
"ATA","mmw",2008,84
"ATG","cf",2003,1060.3355
"ATG","cf",2004,1087.7041
"ATG","cf",2005,1131.7628
"ATG","cf",2006,1224.9426
"ATG","cf",2007,1269.2386
"ATG","cf",2008,1335.208
"ATG","mar",2003,0.543245535888
"ATG","mar",2004,0.543245535888
"ATG","mar",2005,0.472196896335
"ATG","mar",2006,0.472196896335
"ATG","mar",2007,0.472196896335
"ATG","mar",2008,0.472196896335
"ATG","mmw",1998,0
"ATG","mmw",2008,0
"ATG","tour",2005,17500
"ATG","tour",2006,17400
"ATG","tour",2007,17500
"ATG","tour",2008,19000
"ATG","tour",2009,19300
"ATG","tour",2010,19200
"AUS","cf",2002,6053.523
"AUS","cf",2004,10081.295
"AUS","cf",2006,4983.3
"AUS","cf",2007,4192.3
"AUS","cf",2008,5774.3
"AUS","mar",1999,0
"AUS","mar",2002,5429.5070121
"AUS","mar",2004,8112.4887042
"AUS","tour",2005,196307.180307
"AUS","tour",2006,171862.321768
"AUS","tour",2007,171883.108212
"AUS","tour",2008,166634.531018
"AUS","tour",2009,187431.368575
"AUS","tour",2010,193760.840876
"Azores","mmw",1998,11
"Azores","mmw",2008,46
"BEL","cf",2003,1028.3
"BEL","cf",2004,938.126
"BEL","cf",2005,903.322
"BEL","cf",2006,593.5664
"BEL","cf",2007,599.0243
"BEL","cf",2008,606.4597
"BEL","tour",2005,59596.7543386
"BEL","tour",2006,54370.7320357
"BEL","tour",2007,53285.3274036
"BEL","tour",2008,49868.312821
"BEL","tour",2009,50853.2170242
"BEL","tour",2010,48240.2058727
"BEN","cf",2003,98629.79
"BEN","cf",2004,98629.79
"BEN","cf",2005,75922.8694
"BEN","cf",2006,75922.8694
"BEN","cf",2007,49063.9107
"BEN","cf",2008,45187.457
"BEN","mmw",1998,0
"BEN","mmw",2008,0
"BEN","tour",2005,3000.91947917
"BEN","tour",2006,3423.72944015
"BEN","tour",2007,4289.97423826
"BEN","tour",2008,4228.09960982
"BEN","tour",2009,3523.41634152
"BEN","tour",2010,3712.47770619
"BGD","cf",2003,1454038.2689
"BGD","cf",2004,1454038.2689
"BGD","cf",2005,1454038.2689
"BGD","cf",2006,2908044.8978
"BGD","cf",2007,2908044.8978
"BGD","cf",2008,2908044.8978
"BGD","mmw",1998,0
"BGD","mmw",2008,0
"BGD","tour",2005,615960.771724
"BGD","tour",2006,635873.208822
"BGD","tour",2007,648774.511466
"BGD","tour",2008,653013.802066
"BGD","tour",2009,652483.890741
"BGD","tour",2010,657293.855076
"BGR","tour",2005,63227.1596006
"BGR","tour",2006,63375.1863516
"BGR","tour",2007,47911.3250914
"BGR","tour",2008,45977.1088776
"BGR","tour",2009,43470.5225598
"BGR","tour",2010,42148.1502504
"BHR","cf",2002,8737.7024
"BHR","cf",2004,10003.3815
"BHR","cf",2005,10003.3815
"BHR","cf",2006,10003.3815
"BHR","cf",2007,10003.3815
"BHR","cf",2008,10003.3815
"BHR","mar",2002,43.2
"BHR","mar",2004,95.31
"BHR","mar",2005,98.01
"BHR","mar",2006,104.22
"BHR","mar",2007,115.02
"BHR","mar",2008,115.02
"BHR","mmw",1998,0
"BHR","mmw",2008,13.405
"BHR","tour",2005,58100
"BHR","tour",2006,56100
"BHR","tour",2007,53900
"BHR","tour",2008,66400
"BHR","tour",2009,79400
"BHR","tour",2010,78500
"BHS","mmw",1998,1.915
"BHS","mmw",2008,3.83
"BHS","tour",2005,88500
"BHS","tour",2006,88200
"BHS","tour",2007,89300
"BHS","tour",2008,83000
"BHS","tour",2009,82300
"BHS","tour",2010,86600
"BIH","tour",2005,10327.3156993
"BIH","tour",2006,10389.4660445
"BIH","tour",2007,10897.0271972
"BIH","tour",2008,9985.48880052
"BIH","tour",2009,9001.44166769
"BIH","tour",2010,8224.56235229
"BLM","mmw",1998,0
"BLM","mmw",2008,0
"BLZ","cf",2003,3601.423
"BLZ","cf",2004,2645.104
"BLZ","cf",2005,3205.132
"BLZ","cf",2006,3371.242
"BLZ","cf",2007,3338.02
"BLZ","cf",2008,3586.394
"BLZ","mmw",1998,0
"BLZ","mmw",2006,0
"BLZ","tour",2005,18538.3311951
"BLZ","tour",2006,22078.6374998
"BLZ","tour",2007,25297.0977767
"BLZ","tour",2008,25361.4669822
"BLZ","tour",2009,23816.6060493
"BLZ","tour",2010,23623.4984327
"BMU","cf",2003,303.744
"BMU","cf",2004,308.3318
"BMU","cf",2005,251.0634
"BMU","cf",2006,297.3369
"BMU","cf",2007,297.8115
"BMU","cf",2008,290.1388
"BMU","mmw",1998,0
"BMU","mmw",2008,0
"BMU","tour",2005,7400
"BMU","tour",2006,7500
"BMU","tour",2007,9700
"BMU","tour",2008,8600
"BMU","tour",2009,9400
"BMU","tour",2010,9300
"BRA","mmw",1998,225.97
"BRA","mmw",2006,310.23
"BRA","tour",2005,330978.911177
"BRA","tour",2006,305837.449575
"BRA","tour",2007,308005.974041
"BRA","tour",2008,295972.131308
"BRA","tour",2009,314813.546977
"BRA","tour",2010,319687.483978
"BRB","cf",1996,3550.4035
"BRB","cf",1999,3550.4035
"BRB","cf",2000,3550.4035
"BRB","cf",2001,3550.4035
"BRB","tour",2005,59000
"BRB","tour",2006,63600
"BRB","tour",2007,67700
"BRB","tour",2008,63600
"BRB","tour",2009,58300
"BRB","tour",2010,63300
"BRN","cf",2003,436.632
"BRN","cf",2004,567.938
"BRN","cf",2005,401.828
"BRN","cf",2006,431.886
"BRN","cf",2007,477.764
"BRN","cf",2008,477.764
"BRN","mar",1998,66.062323737
"BRN","mar",1999,56.275312815
"BRN","mar",2000,40.334771718
"BRN","mar",2001,42.088457439
"BRN","mar",2002,47.349514629
"BRN","mar",2003,47.349514629
"BRN","tour",2005,8683.68326295
"BRN","tour",2006,8226.64730175
"BRN","tour",2007,8683.68326295
"BRN","tour",2008,8291.93815335
"BRN","tour",2009,8683.68326295
"BRN","tour",2010,8487.81070815
"CAN","cf",1999,37880.4363
"CAN","cf",2000,34357.085
"CAN","cf",2001,32878.1523
"CAN","cf",2002,33922.5096
"CAN","cf",2003,32160.6362
"CAN","cf",2004,38904.544
"CAN","tour",2005,332943.422695
"CAN","tour",2006,318450.060257
"CAN","tour",2007,296306.103221
"CAN","tour",2008,294975.56503
"CAN","tour",2009,281052.433245
