"cntry_key","year","percent"
"ABW",2007,5.70629830999999
"ALB",2008,12.74820927
"ANT",1998,16.22008245
"ANT",2005,18.16022698
"ANT",2006,14.6457855
"ANT",2007,12.53047134
"ANT",2008,10.31160572
"ARE",2005,3.12473565000001
"ARE",2008,4.00927822
"ARG",1998,12.79999966
"ARG",2003,16.08161289
"ARG",2004,12.63485312
"ARG",2005,10.58884753
"ARG",2006,10.07749484
"ARG",2007,8.49610699
"ARG",2008,7.83740711999999
"ARG",2009,8.64534172
"ASM",2000,5.05
"AUS",1999,6.93082393
"AUS",2002,6.36305765
"AUS",2004,5.39622201
"AUS",2005,5.04606314
"AUS",2006,4.78891788
"AUS",2007,4.37462130999999
"AUS",2008,4.23865796
"AUS",2009,5.57715561000001
"BEL",2003,8.17428338000001
"BEL",2004,8.39169843000001
"BEL",2005,8.44021266999999
"BEL",2006,8.24588000999999
"BEL",2007,7.45793351
"BEL",2008,6.97559572
"BEL",2009,7.90756892
"BGD",2003,4.32164057999999
"BGD",2005,4.25385657
"BGR",2005,10.07237636
"BGR",2006,8.95784543000001
"BGR",2007,6.87088463000001
"BGR",2008,5.61797753
"BGR",2009,6.81557847000001
"BHS",1998,7.55735924
"BHS",2005,10.2042546
"BHS",2006,7.60349662
"BHS",2007,7.87554691
"BHS",2008,8.70325381000001
"BHS",2009,14.24573391
"BIH",2006,31.82608696
"BIH",2007,29.73436161
"BIH",2008,23.89770723
"BLZ",1998,14.31158362
"BLZ",2005,11.03360926
"BLZ",2006,9.39716319999999
"BLZ",2007,8.50367894999999
"BLZ",2008,8.18619577
"BRA",1998,8.90188203
"BRA",2005,9.30018456000001
"BRA",2006,8.39241795
"BRA",2007,8.09297282999999
"BRA",2008,7.09114516
"BRA",2009,8.27732188
"BRB",1996,14.7102526
"BRB",1999,10.39531479
"BRB",2000,9.34645116
"BRB",2001,9.84848485000001
"BRB",2005,9.09999999999999
"BRB",2006,8.7
"BRB",2007,7.40000000000001
"BRB",2008,8.10000038
"CAN",1999,7.5799466
"CAN",2000,6.83103222
"CAN",2001,7.22288746
"CAN",2002,7.65407657
"CAN",2003,7.58498717000001
"CAN",2004,7.18987356
"CAN",2005,6.76315424000001
"CAN",2006,6.28730600999999
"CAN",2007,6.00533832000001
"CAN",2008,6.13251493
"CAN",2009,8.25970273
"CHL",1998,6.33699715
"CHL",2003,8.49660600999999
"CHL",2004,8.80988468
"CHL",2005,8.00415106
"CHL",2006,7.68866589
"CHL",2007,7.13568678
"CHL",2008,7.79645424
"CHL",2009,9.68905572
"CHN",1998,3.10000081
"CHN",2003,4.30000027
"CHN",2004,4.19999919
"CHN",2005,4.2000001
"CHN",2006,4.09999931999999
"CHN",2007,4
"CHN",2009,4.3
"CMR",2001,7.45935607
"CMR",2007,2.9000001
"COL",1998,15.00487512
"COL",2005,11.00722221
"COL",2006,12.03556112
"COL",2007,10.26224537
"COL",2008,11.41837191
"COL",2009,12.00270101
"CRI",1998,5.57336442
"CRI",2005,6.61609777
"CRI",2006,5.97076385
"CRI",2007,4.61423963999999
"CRI",2008,4.91357522
"CUB",2004,1.85436325000001
"CUB",2005,1.9000001
"CUB",2006,1.91252321
"CUB",2007,1.78761086999999
"CUB",2008,1.63425734
"CYM",2005,3.5
"CYM",2006,2.58627882
"CYM",2007,3.83982447
"CYM",2008,3.97189672
"CYP",2003,4.10557185
"CYP",2004,4.26136364
"CYP",2005,5.43478261
"CYP",2006,4.54545455
"CYP",2007,3.81679389
"CYP",2008,3.77833753
"CYP",2009,5.21091810999999
"DEU",1998,9.21177351
"DEU",2003,9.26718137
"DEU",2004,10.29062054
"DEU",2005,11.14711759
"DEU",2006,10.29309058
"DEU",2007,8.63599290000001
"DEU",2008,7.51166966
"DEU",2009,7.72616370999999
"DNK",1998,5.03890336000001
"DNK",2003,5.40654601999999
"DNK",2004,5.50774584
"DNK",2005,4.82988653
"DNK",2006,3.89701278
"DNK",2007,3.79232207
"DNK",2008,3.3203125
"DNK",2009,5.98095035
"DOM",1998,14.39999763
"DOM",2004,18.36217324
"DOM",2005,18.00042132
"DOM",2006,16.39268362
"DOM",2007,15.5629875
"DOM",2008,14.19999981
"DZA",2005,15.27029826
"DZA",2006,12.27336099
"DZA",2007,13.80000078
"DZA",2008,11.3
"ECU",1997,9.1674434
"ECU",2004,8.55244079000001
"ECU",2005,7.73674835
"ECU",2006,7.69212801
"ECU",2007,6.06554676
"ECU",2008,7.30922765
"ECU",2009,6.47131026
"EGY",1996,8.95239123
"EGY",1997,8.39999962
"EGY",1998,8.21025048
"EGY",1999,8.12100601
"EGY",2000,9
"EGY",2005,11.24332312
"EGY",2006,10.64152494
"EGY",2007,8.94882475
"EGY",2008,8.70116709
"EGY",2009,9.38730853
"ESP",1998,18.58065997
"ESP",2001,10.46886078
