"rgn_id","w_fis"
1,1
2,1
3,1
4,1
5,0.716141068228155
6,0.998420602810419
7,1
8,1
9,1
10,0.999835442805015
11,1
12,1
13,0.999947809735232
14,0.687160135297037
15,0.824542661001234
16,0.751399999041422
17,0.99992080490361
18,0.999411160417684
19,1
20,0.374958122943293
21,0.907146570705374
24,0.851775811281663
25,0.304060703410395
26,1
28,1
29,0.983637347292299
31,1
32,0.969815368273591
36,1
37,0.986757204434439
38,1
39,1
40,0.915517136506163
41,0.981439732150673
42,0.973314094672815
43,1
44,1
45,1
46,1
47,1
48,0.998943093516249
49,1
50,0.8669042107818
51,0.999333982900816
52,1
53,0.999584227159245
54,0.99671839437378
55,1
56,1
57,1
58,1
59,1
60,1
61,0.928068935102752
62,0.999899032302166
63,1
64,1
65,0.999510541810639
66,0.999971417654686
67,0.974291992819006
68,0.782004410282483
69,1
70,1
71,1
72,1
73,0.998641168305607
74,1
75,0.998357205276191
76,0.838414690194421
77,1
78,0.998375854786182
79,0.662241849831606
80,0.666554449395006
81,0.523616992330402
82,0.635512546569203
84,0.999713037032676
85,1
86,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,0.998912599153514
102,0.997993360281185
103,1
104,1
105,1
106,1
107,1
108,1
110,1
111,1
112,0.843720632502066
113,1
114,1
115,0.908005700381935
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
129,0.976439883115002
130,0.844963514346756
131,0.523678929574848
132,0.753083142592674
133,0.214594014345166
134,0.952444821721536
135,0.892061367276908
136,0.613887312869743
137,0.484518465518824
138,0.994036503401966
139,0.873602385773859
140,0.995920879761174
141,0.78305600358473
143,0.996320319704202
144,1
145,1
146,1
147,0.998918791954629
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
158,1
159,1
161,1
162,0.755623746233596
163,0.959008492024517
164,0.313366914382307
166,0.993861571744048
167,0.998944260208656
168,0.997986978775259
169,1
171,0.838078655219313
172,0.999800740524609
173,1
174,0.871639228481796
175,0.988593609761495
176,0.401914741516452
177,0.745406033795992
178,1
179,0.713407468500941
180,0.880806509336785
181,0.882157635286754
182,0.749650731585813
183,0.971279056577974
184,0.59899096604718
185,1
186,0.964632672948287
187,0.928943496871315
188,0.809921143171052
189,1
190,1
191,0.965909381411133
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
202,0.985670327372583
203,0.907484469092451
204,0.708340947809788
205,0.967447828641717
206,0.875287737234149
207,0.513581987439823
208,0.985605471727645
209,0.398645776151952
210,0.833817881340267
212,0.999679421579305
214,0.108592146888731
215,1
216,0.857356838154698
218,0.849959494288669
219,1
220,1
222,0.982714067696196
223,0.707409886458294
224,0.776017651165173
231,0.993591255258853
232,0.814571179450041
247,0.366762476784395
250,1
