region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,73.31,75.58,78.88,77.76,76.64,82.44,81.04,68.47,86.33,80.79,75.25,55.24,51.24,5.82,67.11,62.06,57.01,77.09,79.79
Macquarie Island,4,93.12,NA,80.22,90.11,100,100,NA,97.54,NA,NA,NA,92.9,92.9,NA,70.13,85.07,100,NA,NA
Howland Island and Baker Island,158,91.15,NA,75.63,87.61,99.59,99.18,NA,95.86,NA,NA,NA,87.28,87.28,NA,71.69,85.85,100,NA,NA
Jarvis Island,149,90.95,NA,74.07,85.89,97.72,95.45,NA,96.76,NA,NA,NA,90.8,90.8,NA,71.69,85.85,100,NA,NA
Ile Europa,35,89.57,NA,77.08,87.12,97.16,92.25,100,87.56,NA,NA,NA,96.35,96.35,NA,48.25,74.12,100,NA,NA
Palmyra Atoll,150,84.49,NA,73.63,80.17,86.72,73.56,NA,92,NA,NA,NA,90.88,90.88,NA,71.69,85.85,100,NA,NA
Seychelles,31,83.57,85.95,79.83,83.78,87.73,80.9,99.96,81.01,65.65,82.82,100,70.39,70.39,0,60.23,56.73,53.23,99.9,94.22
New Zealand,162,82.96,78.39,77.73,78,78.27,99.93,96.1,70.58,100,100,100,60.03,50.96,2.26,61.18,61.44,61.69,94.23,100
United Arab Emirates,54,82.69,99.83,84.86,84.27,83.67,80.99,87.56,66.7,99,99.5,100,73.63,72.93,0.16,62.67,66.74,70.82,87.06,81.34
Heard and McDonald Islands,94,82.62,NA,82,91,100,NA,NA,99.43,NA,NA,NA,58.41,58.41,NA,68.24,84.12,100,80.12,NA
Oman,48,82.37,97.45,81.73,79.11,76.5,95.46,99.12,77.23,100,100,100,55.34,55.29,0.01,60.69,56.44,52.2,98.35,65.27
Mayotte,29,82.23,78.03,80.71,88.93,97.15,95.68,100,57.83,100,100,100,76.06,74.25,0.19,62.7,81.18,99.67,64.14,NA
Greenland,145,82.22,85.66,81.1,69.56,58.03,86.55,74.92,87.83,99.67,99.83,100,53.86,53.86,0,64.68,81.73,98.77,100,NA
Northern Saint-Martin,221,82.02,74.97,88.1,90.83,93.56,92.18,100,60.57,80.34,88.35,96.36,45.47,45.47,0,71.58,85.79,100,100,NA
