region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,72.44,74.32,77.86,76.32,74.79,81.91,81.11,69.3,86.33,80.79,75.25,54.71,50.11,6.4,62.76,62.9,63.04,72.68,77.14
Macquarie Island,4,91.18,NA,81.06,83.34,85.61,100,NA,97.89,NA,NA,NA,92.9,92.9,NA,63.59,81.79,100,NA,NA
Howland Island and Baker Island,158,89.95,NA,74.04,86.81,99.59,99.18,NA,96.77,NA,NA,NA,87.26,87.26,NA,59.48,79.74,100,NA,NA
Jarvis Island,149,89.18,NA,72.23,84.98,97.72,95.45,NA,99.23,NA,NA,NA,86.51,86.51,NA,59.48,79.74,100,NA,NA
Ile Europa,35,88.12,NA,76.32,86.74,97.16,92.25,100,84.41,NA,NA,NA,89.93,89.93,NA,50.81,75.41,100,NA,NA
Mayotte,29,86.77,96.56,79.8,88.54,97.29,95.68,100,86.98,100,100,100,75.44,75.06,0.03,51.92,75.96,100,62.13,NA
Seychelles,31,86.33,86.82,78.61,78.39,78.17,80.9,99.96,89.92,65.65,82.82,100,67.12,67.12,0,55.65,77.82,100,99.52,100
United Arab Emirates,54,84.79,97.05,82.83,82.78,82.73,81.12,87.61,66.66,99,99.5,100,72.18,70.01,1.31,55.93,68.85,81.77,97.05,97.3
Northern Saint-Martin,221,84.16,74.27,87.05,90.62,94.19,92.18,100,84.61,80.34,88.35,96.36,45.54,45.54,0,63.79,81.89,100,100,NA
Palmyra Atoll,150,83.36,NA,72.02,79.37,86.72,73.56,NA,93.1,NA,NA,NA,91,91,NA,59.48,79.74,100,NA,NA
Qatar,190,83.36,100,82.31,82.78,83.25,98.63,98.57,75.84,77.8,65.21,52.61,69.25,69.25,0,57.61,68.33,79.06,77.08,97.89
Clipperton Island,107,82.79,NA,68.35,84.17,100,100,NA,82.73,NA,NA,NA,65.98,65.98,NA,62.12,81.06,100,NA,NA
New Zealand,162,82.47,75.95,78.1,77.68,77.26,99.93,95.97,79.33,100,100,100,58.05,44.53,2.5,60.82,59.99,59.15,91.31,100
Iraq,192,82,100,81.27,87.22,93.17,97.77,96.01,73.2,71.05,85.52,100,71.37,71.37,0,56.32,28.16,0,98.76,NA
Aruba,250,81.96,90.95,79.57,82.58,85.58,99.36,96.67,71.23,100,100,100,43.48,43.48,NA,66.52,38.8,11.07,98.14,98.38
Portugal,183,81.5,78.55,72.54,72.34,72.14,99.12,84.34,75.34,100,93.38,86.76,45.8,44.32,37.17,67.86,83.93,100,91.53,92.16
Greenland,145,81.38,84.14,80.72,67.98,55.25,84.99,74.92,85.72,99.67,99.83,100,52.59,52.59,0,65.77,82.27,98.77,100,NA
Venezuela,139,81.28,87.61,80.12,76.64,73.15,95.71,99.69,68.28,96.88,83.82,70.77,56.36,48.18,0.58,62.13,80.19,98.24,94.84,77.82
Oman,48,81.2,91.83,80.09,74.46,68.83,95.6,99.53,73.41,100,100,100,51.47,51.13,0.02,53.67,46.39,39.1,99.42,80.19
Chile,224,80.91,92.74,75.39,70.25,65.11,51.66,99.45,94.58,96.32,98.16,100,64.85,27.45,15.34,61.49,80.74,100,94.05,100
Heard and McDonald Islands,94,80.88,NA,82.95,91.48,100,NA,NA,99.25,NA,NA,NA,48.56,48.56,NA,75.06,87.53,100,77.6,NA
Prince Edward Islands,90,80.78,NA,78.75,80.27,81.79,63.68,NA,88.02,NA,NA,NA,90.53,90.53,NA,62.79,81.39,100,NA,NA
Madeira,57,80.44,84.77,73.04,81.1,89.17,NA,NA,67.83,91.27,79.83,68.4,69.91,69.91,0,70.48,85.24,100,89.72,85.1
Brazil,171,79.88,76.43,74.75,73.23,71.7,96.72,99.96,64.86,100,79.47,58.95,46.99,39.92,0.3,61.78,80.89,100,89.6,97.67
Russia,73,79.57,74.96,82.47,73.55,64.62,81.09,74.98,60.2,99.33,92.78,86.22,72.49,71.22,2.45,77.82,78.23,78.64,88.66,100
Panama,129,79.15,69.29,79.43,83.35,87.27,90.27,96.11,65.13,100,100,100,44.22,39.24,0.89,60.32,71.88,83.44,100,76.2
Djibouti,46,78.75,100,87.75,91.09,94.43,99.18,98.36,53.48,99.89,96.64,93.4,43.5,43.5,0,61.53,30.76,0,NA,95.76
Azores,55,78.72,73.18,69.36,81.38,93.39,100,NA,69.06,100,84.2,68.4,62.54,62.54,0,70.48,66.39,62.29,86.66,85.1
Ecuador,137,78.65,83.15,72.8,76.46,80.13,76.36,74.53,68.46,99.67,99.83,100,54.32,51.11,49.89,57.85,78.93,100,99.04,NA
Uruguay,173,78.57,79.08,68.19,62.65,57.11,59.65,82.1,69.65,100,100,100,53.46,53.46,0,61.98,79.59,97.19,99.56,100
Antigua and Barbuda,120,78.43,100,78.62,78.21,77.81,75.03,98.82,65.53,83.4,91.7,100,54.15,54.11,0.01,63.19,77.56,91.93,62.09,81.19
Papua New Guinea,17,78.4,81.25,82.47,85.26,88.05,82.35,73.12,61.7,99,99.5,100,88.26,88.25,0,58.04,33.06,8.07,79.61,99.92
Saba,248,78.18,83.71,85.53,92.77,100,100,100,61.61,75.24,68.81,62.37,37.45,37.45,0,62.23,81.12,100,NA,NA
Juan de Nova Island,33,78.08,NA,78.51,86.36,94.22,88.22,NA,84.2,95.29,94.34,93.4,89.93,89.93,NA,50.81,25.41,0,NA,NA
Sierra Leone,96,77.85,98.01,74.55,81.74,88.93,98.06,98.96,38.94,98.65,76.51,54.37,27.99,27.99,0,62.62,81.31,100,92.23,84.74
Turks and Caicos Islands,111,77.68,84.85,77.4,74.5,71.6,75.99,85.57,60.06,90.93,90.49,90.05,90.06,90.06,0,62.74,59.67,56.6,62.09,93.56
Tuvalu,19,77.55,68.43,73.41,86.7,100,100,100,43.97,100,100,100,86.36,86.35,0,52.25,27.94,3.62,62.09,100
Nicaragua,131,77.5,92.19,82.79,85.97,89.14,94.22,97.4,60.37,100,78.8,57.59,54.38,34.16,0.58,60.94,80.47,100,99.98,51.45
Australia,16,77.35,72.57,83.8,72.07,60.34,68.9,71.27,84.53,100,95.62,91.24,47.87,29.74,0.21,79.27,89.63,100,89.14,100
British Indian Ocean Territory,38,77.29,94.59,78.48,86.1,93.72,100,70.75,83.84,93.96,73.33,52.71,31.76,31.76,0,55.93,77.96,100,NA,NA
Sint Eustatius,249,77.27,83.71,86.51,93.25,100,100,100,60.44,75.24,68.81,62.37,37.45,37.45,0,62.23,74.5,86.76,NA,NA
Kerguelen Islands,93,77.22,NA,81.51,90.76,100,NA,NA,97.51,NA,NA,NA,45.22,45.22,NA,50.81,75.41,100,NA,NA
Estonia,70,76.97,90.23,90.42,75.37,60.33,62.68,55.88,71.99,100,73.81,47.62,71.79,70.94,0.72,92.46,96.23,100,99.73,72.86
Sao Tome and Principe,103,76.88,83.26,74.53,87.27,100,99.88,99.88,46.93,100,100,100,48.44,48.44,0,56.81,43.17,29.52,76.5,83.45
French Polynesia,147,76.83,76.62,74.2,87.1,100,100,100,75.32,42.27,71.13,100,58.28,54.28,0.32,57.7,28.85,0,74.98,100
Comoro Islands,28,76.65,73.46,79.31,84.32,89.32,91.7,99.98,34.83,92.06,91.3,90.54,66.66,66.66,0,55.86,64.09,72.32,63.12,97.03
Wallis and Futuna,161,76.54,100,74.53,87.27,100,100,NA,72.76,66.5,77.89,89.28,66.85,66.85,0,59.86,29.93,0,77.62,NA
Germany,176,76.49,63.01,82.27,72.15,62.03,62.02,91,69.12,100,89.31,78.62,21.57,32.51,93.51,87.02,93.51,100,92.29,100
Oecussi Ambeno,237,76.49,63.47,84.51,91.94,99.37,100,99.71,63.36,89.28,75.82,62.37,42.46,42.46,0,59.65,58.64,57.62,NA,93.05
Tanzania,202,76.33,95.97,82.57,76.38,70.19,66.41,81.99,41.43,100,100,100,61.76,57.04,2.59,57.99,78.99,100,65.05,100
Ascension,85,75.89,74.87,74.1,87.05,100,NA,NA,83.74,81.55,83.65,85.75,58.72,58.72,0,62.24,81.12,100,62.09,NA
Norway,223,75.73,95.12,76.53,63.74,50.94,66.2,58.33,78.26,70.77,74.54,78.31,77.61,64.08,49.2,69.86,75.47,81.08,92.11,89.44
Guadeloupe and Martinique,140,75.71,74.44,79.85,87.9,95.96,93.9,100,76.57,30.39,62.79,95.19,21.64,21.39,0.14,64.19,82.09,100,82.26,NA
Jordan,215,75.71,100,87.98,88.88,89.78,87.43,75.47,80.34,100,87.72,75.45,45.18,45.18,0,59.81,29.9,0,83.86,78.26
Bahamas,110,75.64,81.36,80.92,77.7,74.48,63.14,86.05,59.88,94.62,81.12,67.61,83.61,83.59,0,61.31,72.72,84.12,100,50.89
Ireland,181,75.63,72.22,74.57,67.11,59.65,63.06,75.66,65.11,100,77.3,54.6,65.36,55.21,5.3,65.37,82.67,99.97,97.93,100
R_union,32,75.61,100,74.07,80.46,86.86,88.22,100,72.87,79.24,67.54,55.84,58.39,58.39,0.05,56.03,37.53,19.03,62.74,88.34
French Guiana,169,75.61,76.45,77.65,77.75,77.85,100,100,77.81,29.78,44.01,58.24,29.71,29.71,0,66.5,83.25,100,75.24,91.92
United Kingdom,180,75.15,74.75,77.42,70.86,64.29,62.44,84.13,72.5,93.17,88.59,84,47.95,42.19,10.6,66.36,83.18,100,72.86,100
South Korea,20,75.06,59.77,81.25,67.3,53.36,63.68,80.19,66.24,100,94.78,89.56,47.27,73.56,86.54,59.02,77.63,96.24,67.44,100
Sint Maarten,220,75.01,81.03,85.37,92.69,100,100,100,62.76,80.07,88.22,96.36,74.21,74.21,0,61.64,52.7,43.76,NA,23.45
Samoa,152,74.77,93.82,76.54,79.1,81.65,99.96,99.97,80.8,76.41,39.88,3.34,62.24,62.24,0,55.71,28.65,1.6,63.26,100
Bahrain,52,74.74,97.25,82.33,77.58,72.82,94.12,99.9,72.14,74.7,81.28,87.87,28.71,28.71,0.03,53.71,26.85,0,99.75,69.86
Bassas da India,34,74.67,NA,76.24,85.33,94.43,88.22,NA,84.48,NA,NA,NA,89.93,89.93,NA,50.81,25.41,0,NA,NA
Mozambique,41,74.57,100,83.69,74.04,64.38,72.43,79.23,51.85,100,100,100,41.25,41.25,0,61.02,78.5,95.98,62.05,86.32
Spain,182,74.57,66.13,68.82,68.61,68.39,97.62,71.93,70.88,100,77.21,54.42,50.85,66.84,82.51,71.94,85.97,100,79.29,61.21
France,179,74.41,74.38,73.58,74.8,76.01,98.75,81.89,64.13,100,79.41,58.83,59.61,57.27,53.37,74.28,87.14,100,79.93,46.35
Sweden,222,74.34,88.51,88.71,71.49,54.26,61.51,61.93,73.54,100,100,100,55.01,56.69,83.89,87.34,81.5,75.66,99.8,48.43
Pitcairn,146,74.3,96.65,74.39,84.78,95.16,95.16,NA,73.83,66.5,77.89,89.28,10.04,10.04,0,63.58,81.79,100,NA,NA
Belize,164,74.3,81.88,83.5,73.48,63.45,62.17,96.67,67.49,100,100,100,58.53,54.56,0.15,62.37,81.19,100,73.11,52.41
South Georgia and the South Sandwich Islands,89,74.08,NA,81.44,71.5,61.56,NA,NA,98.67,NA,NA,NA,51.82,51.82,NA,65.44,82.72,100,65.71,NA
Guinea Bissau,193,73.93,73.9,74.27,75.16,76.05,99.61,99.82,52.07,25.78,61.09,96.41,19.49,19.49,0,65.67,82.83,100,91.22,84.09
Tokelau,156,73.9,100,72.81,86.4,100,85.71,100,64.5,66.5,77.89,89.28,62.63,62.63,0,51.78,25.89,0,62.09,NA
Bangladesh,204,73.9,64.07,79.85,87.45,95.05,100,100,28.09,100,100,100,30.6,24.63,8.3,54.53,56.9,59.26,99.1,78.79
Saudi Arabia,50,73.69,93.79,84.36,73.37,62.39,71.28,70.31,63.91,100,100,100,50.49,27.83,5.65,54.57,47.71,40.85,88.69,100
Jamaica,166,73.53,92.22,79.77,73.35,66.93,78.84,99.5,50.71,84.45,76.18,67.91,33.78,33.77,0,59.87,76.68,93.49,61.25,92.75
Ile Tromelin,36,73.47,NA,73.44,80.83,88.22,88.22,NA,82.88,NA,NA,NA,90.02,90.02,NA,50.81,25.41,0,NA,NA
Saint Pierre and Miquelon,219,73.44,90.28,77.73,63.99,50.25,NA,68.69,87.37,58.62,79.26,99.9,82.75,82.75,NA,64,37.61,11.22,77.62,NA
Cocos Islands,1,73.43,70.99,72.99,79.58,86.16,92.51,70.07,83.09,100,96.35,92.7,77.2,77.2,0,58.03,29.02,0,62.09,NA
Myanmar,205,73.32,97.58,83.45,81.69,79.93,93.42,90.02,43.69,93.99,96.99,100,25.89,24.43,0.72,52.61,33.1,13.6,86.42,85.84
Guatemala,136,73.29,86.52,75.84,71.44,67.04,99.8,92.99,42.45,100,100,100,37.01,25.34,8.95,66.13,77.4,88.67,62.47,74.5
Iceland,143,73.2,87.17,77.59,60.3,43,62.24,74.93,85.89,38.39,61.71,85.03,48.22,45.72,3.04,70.82,54.09,37.36,99.94,100
Gambia,65,73.09,88.6,76.46,71.83,67.2,87.07,87.64,39.29,100,100,100,24.19,24.19,0.01,68.02,69.08,70.15,70.57,92.66
Kuwait,51,73.08,96.73,82.64,75.98,69.32,99.38,95.82,82.68,100,100,100,43.07,43.07,0.01,57.17,59.19,61.21,NA,4.92
Mexico,135,73.05,82.98,75.41,79.78,84.15,92.43,93.8,68.86,100,72.14,44.29,29.84,26.58,0.9,61.72,80.86,100,71.68,61.43
Puerto Rico and Virgin Islands of the United States,116,73,81.53,79.45,77.12,74.8,83.31,95.98,73.36,86.76,69.69,52.61,36.91,36.91,0,65.85,71.03,76.22,61.91,79.21
