region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,73.28,76.3,79.26,78.06,76.85,82.61,81.05,68.37,86.33,80.79,75.25,55.82,51.84,5.67,67.42,61.2,54.99,77.05,78.6
Macquarie Island,4,93.21,NA,79.88,89.94,100,100,NA,98.16,NA,NA,NA,92.9,92.9,NA,70.09,85.05,100,NA,NA
Howland Island and Baker Island,158,91.05,NA,76.26,87.72,99.18,99.18,NA,95.86,NA,NA,NA,86.76,86.76,NA,71.46,85.73,100,NA,NA
Jarvis Island,149,90.71,NA,74.81,86.02,97.23,95.45,NA,96.76,NA,NA,NA,89.57,89.57,NA,71.46,85.73,100,NA,NA
Ile Europa,35,89.99,NA,77.38,87.27,97.16,92.25,100,87.56,NA,NA,NA,98.95,98.95,NA,47.84,73.92,100,NA,NA
New Zealand,162,84.71,80.1,77.58,79.3,81.01,99.93,96.13,84.17,100,100,100,62.01,52.21,2.36,61.52,57.86,54.19,97.38,100
Seychelles,31,84.38,88,80.32,83.84,87.36,80.9,99.96,79.02,65.65,82.82,100,73.27,73.27,0,59.93,56.58,53.23,99.44,100
Palmyra Atoll,150,84.19,NA,74.28,80.28,86.28,73.56,NA,92,NA,NA,NA,89.38,89.38,NA,71.46,85.73,100,NA,NA
Mayotte,29,82.95,82.92,81.07,89.17,97.26,95.67,100,53.42,100,100,100,81.8,78.68,0.12,62.17,81,99.83,65.64,NA
United Arab Emirates,54,82.18,100,85.68,84.16,82.64,80.98,87.55,65.68,99,99.5,100,73.89,73.21,0.07,63.49,66.66,69.83,86.69,77.38
Greenland,145,82.08,84.74,81.25,68.85,56.45,86.66,74.92,87.83,99.67,99.83,100,54.12,54.12,0,64.55,81.74,98.93,100,NA
Comoro Islands,28,82.05,88.53,80.64,85.01,89.39,91.7,99.98,43.86,92.38,91.46,90.54,78.59,78.59,0,61.82,73.99,86.16,69.8,97.61
Northern Saint-Martin,221,82.05,75.42,88.52,91.4,94.29,92.18,100,59.06,80.34,88.35,96.36,45.65,45.65,0,72.81,86.4,100,100,NA
Prince Edward Islands,90,81.35,NA,78.44,80.01,81.58,63.68,NA,94.56,NA,NA,NA,89.82,89.82,NA,57.35,78.67,100,NA,NA
Tuvalu,19,80.66,81.21,75.73,87.86,100,100,100,51.5,100,100,100,86.69,86.68,0,63.91,33.76,3.62,65.61,100
Juan de Nova Island,33,79.86,NA,79.67,87.66,95.66,88.22,NA,86.08,95.29,94.34,93.4,98.95,98.95,NA,47.84,23.92,0,NA,NA
Oman,48,79.74,98.36,82.38,79.4,76.43,95.48,99.12,74.43,100,100,100,54.92,54.79,0.01,61.5,38.81,16.11,97.69,59.35
Brazil,171,79.65,76.85,76.45,78.27,80.09,96.5,99.96,61.18,100,79.47,58.95,46.85,40,0.47,66.47,78.68,90.89,91.51,94.07
Russia,73,79.55,75.94,82.32,73.12,63.91,84.29,74.98,65.63,99.33,92.78,86.22,70.89,70.5,0.57,77.29,73.1,68.91,85.14,100
Sweden,222,79.37,96.08,91.15,74.22,57.29,61.51,61.93,61.36,100,100,100,76.94,77.73,89.38,87.16,77.14,67.11,99.81,83.97
Sierra Leone,96,79.19,98.35,76.36,81.93,87.49,98.88,99.39,43.37,97.38,75.4,53.43,29.13,29.13,0,68.67,84.33,100,97.1,83.98
Tanzania,202,79.07,98.26,84.24,82.02,79.79,66.03,81.48,48.78,100,100,100,63.6,56.57,4.1,65.37,82.69,100,78.63,96.25
Sao Tome and Principe,103,79.02,86.49,75.77,87.89,100,99.31,99.32,52.29,100,100,100,48.56,48.56,0,65.02,47.27,29.52,85.93,83.18
Palau,8,78.63,78.68,76.65,84.32,91.99,88.64,71.68,73.15,100,81.8,63.6,78.81,78.34,0.06,62.63,81.31,100,48.43,100
Djibouti,46,78.59,89.61,89.16,92.05,94.93,99.18,98.76,56.36,99.87,96.63,93.4,44.1,44.1,0,69.37,34.68,0,NA,95.95
Panama,129,78.26,69.66,81.83,85.88,89.92,90.57,96.18,65.76,100,100,100,40.46,32.73,0.67,67.56,74.47,81.39,100,67.39
Madeira,57,78.17,85.18,75.82,81.83,87.84,NA,NA,66.22,91.27,79.83,68.4,78.18,78.18,0,75.16,87.58,100,92.49,54.08
Estonia,70,78.16,90.87,92.57,79.44,66.32,62.68,55.88,64.23,100,73.81,47.62,97.15,97.15,0,92.15,96.08,100,99.96,61.49
Australia,16,77.97,72.66,85.02,74.94,64.86,68.84,71.18,80.91,100,95.62,91.24,47.49,32.91,0.2,80.67,90.34,100,92.34,100
Venezuela,139,77.8,68.35,83.73,85.6,87.47,95.6,99.61,63.37,97.99,84.75,71.51,44.4,39.21,0.35,70.61,84.77,98.94,91.82,64.94
Kerguelen Islands,93,77.69,NA,80.21,90.1,100,NA,NA,96.98,NA,NA,NA,49.77,49.77,NA,47.84,73.92,100,NA,NA
Ecuador,137,77.56,85.24,75.05,77.18,79.3,75.53,73.63,67.24,99.67,99.83,100,53.29,38.4,22.69,62.47,81.23,100,99.78,NA
Heard and McDonald Islands,94,77.49,NA,81.63,61.26,40.89,NA,NA,99.43,NA,NA,NA,60.79,60.79,NA,67.96,83.98,100,82.01,NA
Marshall Islands,11,77.38,100,77.03,87.9,98.77,95.73,100,38.66,38.39,56,73.61,74.24,74.24,0,67.66,53.34,39.01,90.78,77.15
Chile,224,77.1,70.41,74.9,69.72,64.55,51.66,99.45,90.55,96.32,98.16,100,60.2,33.43,10.37,63.08,78.94,94.81,94.83,83.83
Phoenix Islands (Kiribati),157,76.87,47.58,75.55,87.28,99,99,NA,93.79,64.17,68.89,73.61,81.17,81.17,0,68.23,84.12,100,65.61,64.42
Bassas da India,34,76.78,NA,77.4,86.53,95.66,88.22,NA,86.3,NA,NA,NA,98.95,98.95,NA,47.84,23.92,0,NA,NA
United Kingdom,180,76.68,85.67,79.85,69.25,58.66,62.44,84.13,61.41,93.17,88.59,84,52.65,45.68,11.39,67.75,79.64,91.53,90.03,100
Cocos Islands,1,76.62,72.9,74.66,82.71,90.77,92.51,70.07,84.05,100,96.35,92.7,90.75,90.75,0,69.23,34.61,0,65.61,NA
British Indian Ocean Territory,38,76.58,79.07,79.96,87.56,95.17,100,70.75,86.01,93.96,73.33,52.71,32.83,32.83,0,66.16,83.08,100,NA,NA
Qatar,190,76.36,100,85.26,83.7,82.14,98.63,98.57,69.46,77.8,65.21,52.61,66.61,66.61,0,66.73,72.89,79.06,65.61,42.89
Senegal,66,76.12,86.21,77.7,73.81,69.93,87.6,92.71,46.43,97.99,99,100,28.87,28.86,0.03,70.62,70.1,69.57,95.51,80.95
Liberia,97,75.94,75.54,76.66,88.2,99.73,98.93,99.7,49.06,100,100,100,20.07,20.07,0,70.45,55.59,40.73,96.35,NA
Guadeloupe and Martinique,140,75.74,73.94,82.16,88.82,95.48,94.01,100,67.08,30.39,62.79,95.19,21.89,21.81,0.12,72.53,86.27,100,86.9,NA
Kenya,43,75.69,100,84.9,83.9,82.9,79.75,94.26,49.27,100,98.96,97.92,36.21,36.13,0.01,64.73,51.91,39.09,73.83,88.9
Mozambique,41,75.63,88.62,85.12,78.89,72.66,73.59,80.38,55.73,100,100,100,41.99,41.93,0.02,66.06,78.21,90.36,65.61,93.36
Oecussi Ambeno,237,75.6,61.22,85.29,92.35,99.4,100,99.35,62.74,89.28,75.72,62.17,45.27,45.27,0,70,52.22,34.45,NA,91.53
Uruguay,173,75.57,96.83,69.52,62.73,55.93,59.65,82.1,61.74,100,100,100,40.82,40.82,0,65.03,67.18,69.34,99.79,84.9
Clipperton Island,107,75.56,NA,70.97,85.49,100,100,NA,83.35,NA,NA,NA,74.39,74.39,NA,69.16,34.58,0,NA,NA
Saba,248,75.52,84.12,85.53,92.77,100,100,100,61.13,75.24,68.81,62.37,37.08,37.08,0,70.47,60.23,50,NA,NA
French Polynesia,147,75.26,78.97,76.02,88.01,100,100,100,79.48,42.27,71.13,100,59.25,50.99,0.52,66.59,33.29,0,71.24,79.5
