region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,72.6,74.85,78.06,76.37,74.67,81.75,81.11,69.34,86.33,80.79,75.25,54.59,50.2,6.25,63.15,62.87,62.59,74.04,76.86
Macquarie Island,4,91.18,NA,80.89,83.25,85.61,100,NA,97.89,NA,NA,NA,92.9,92.9,NA,63.73,81.87,100,NA,NA
Howland Island and Baker Island,158,90.01,NA,74.36,86.97,99.59,99.18,NA,96.77,NA,NA,NA,87.29,87.29,NA,59.68,79.84,100,NA,NA
Jarvis Island,149,89.22,NA,72.6,85.16,97.72,95.45,NA,99.23,NA,NA,NA,86.4,86.4,NA,59.68,79.84,100,NA,NA
Ile Europa,35,87.2,NA,76.47,86.82,97.16,92.25,100,84.41,NA,NA,NA,84.33,84.33,NA,50.77,75.38,100,NA,NA
Mayotte,29,86.45,95.58,79.98,88.63,97.29,95.68,100,86.98,100,100,100,73.24,72.86,0.05,52.21,76.1,100,62.19,NA
Northern Saint-Martin,221,84.49,75.5,87.26,90.73,94.19,92.18,100,84.61,80.34,88.35,96.36,45.61,45.61,0,66.9,83.45,100,100,NA
Seychelles,31,83.63,86.55,78.86,78.52,78.17,80.9,99.96,89.92,65.65,82.82,100,66.36,66.36,0,55.77,54.5,53.23,99.44,97.34
Palmyra Atoll,150,83.42,NA,72.34,79.53,86.72,73.56,NA,93.1,NA,NA,NA,91.05,91.05,NA,59.68,79.84,100,NA,NA
New Zealand,162,83.2,75.92,78.02,77.64,77.26,99.93,95.97,86.01,100,100,100,55.71,44.19,2.28,60.83,59.99,59.16,92.38,100
United Arab Emirates,54,83.02,96.49,83.24,82.98,82.73,81.12,87.61,66.48,99,99.5,100,71.72,68.92,1.05,56.01,69.44,82.87,95.91,81.75
Qatar,190,82.4,100,82.73,82.99,83.25,98.63,98.57,75.9,77.8,65.21,52.61,69.12,69.12,0,57.72,68.39,79.06,76.43,88.78
Aruba,250,82.34,94.58,79.91,82.75,85.58,99.36,96.67,71.08,100,100,100,43.38,43.38,NA,69.43,40.25,11.07,96.53,98.75
Clipperton Island,107,82.28,NA,68.72,84.36,100,100,NA,82.73,NA,NA,NA,62.26,62.26,NA,64.13,82.07,100,NA,NA
Iraq,192,81.89,100,81.59,87.41,93.22,98,96.06,71.95,71.04,85.52,100,71.36,71.36,0,56.36,28.18,0,98.54,NA
Greenland,145,81.54,85.13,80.8,67.69,54.57,85.64,74.92,85.72,99.67,99.83,100,52.69,52.69,0,65.79,82.28,98.77,100,NA
Heard and McDonald Islands,94,81.22,NA,82.76,91.38,100,NA,NA,99.25,NA,NA,NA,50.3,50.3,NA,74.95,87.48,100,77.7,NA
Prince Edward Islands,90,80.54,NA,78.71,80.25,81.79,63.68,NA,88.02,NA,NA,NA,89.38,89.38,NA,62.75,81.37,100,NA,NA
Venezuela,139,80.52,84.89,80.55,76.85,73.15,95.71,99.69,68.04,97.08,83.98,70.87,57.17,50.49,0.48,65.2,81.8,98.4,94.01,69.76
Russia,73,79.88,75.68,82.45,73.64,64.83,82.45,74.98,60,99.33,92.78,86.22,75.37,74.46,1.43,77.88,77.81,77.74,87.02,100
Brazil,171,79.58,76.32,74.99,73.35,71.7,96.72,99.96,64.69,100,79.47,58.95,46.66,40.47,0.34,63.62,81.81,100,88.95,94.07
Oman,48,79.43,91.25,80.42,74.62,68.83,95.6,99.53,73.43,100,100,100,51.42,51.18,0.01,53.76,46.43,39.1,98.81,63.49
Chile,224,78.98,91.66,75.32,70.22,65.11,51.66,99.45,94.58,96.32,98.16,100,61.6,26.3,13.69,61.53,80.77,100,88.01,89.02
