region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,73.46,77.18,77.65,76.35,75.06,82.78,81.1,69.98,86.33,80.79,75.25,55.11,50.33,6.8,62.56,62.57,62.58,78.64,77.89
Macquarie Island,4,91.18,NA,81.23,83.42,85.61,100,NA,97.89,NA,NA,NA,92.9,92.9,NA,63.34,81.67,100,NA,NA
Howland Island and Baker Island,158,89.88,NA,73.72,86.66,99.59,99.18,NA,96.77,NA,NA,NA,87.25,87.25,NA,59.13,79.57,100,NA,NA
Jarvis Island,149,89.24,NA,71.87,84.79,97.72,95.45,NA,99.23,NA,NA,NA,87.14,87.14,NA,59.13,79.57,100,NA,NA
Ile Europa,35,88.95,NA,76.17,86.66,97.16,92.25,100,84.41,NA,NA,NA,94.98,94.98,NA,50.85,75.43,100,NA,NA
Seychelles,31,86.55,88.02,78.37,78.27,78.17,80.9,99.96,89.92,65.65,82.82,100,68.39,68.39,0,55.42,77.71,100,99.52,100
United Arab Emirates,54,84.73,97.54,82.42,82.58,82.73,81.12,87.61,66.8,99,99.5,100,72.7,70.69,1.03,55.8,67.08,78.36,97.13,97.3
Mayotte,29,83.86,75.74,79.62,88.45,97.29,95.68,100,80.14,100,100,100,76.79,76.35,0.02,51.4,75.7,100,62.65,NA
Portugal,183,83.61,92.68,72.06,72.1,72.14,99.12,84.34,73.42,100,93.38,86.76,46.21,47.86,57.13,67.73,83.87,100,96.1,93.2
Qatar,190,83.45,100,81.89,82.57,83.25,98.63,98.57,76.17,77.8,65.21,52.61,69.29,69.29,0,57.41,68.23,79.06,77.99,97.89
Palmyra Atoll,150,83.28,NA,71.7,79.21,86.72,73.56,NA,93.1,NA,NA,NA,90.97,90.97,NA,59.13,79.57,100,NA,NA
Oman,48,83.16,93.21,79.76,74.29,68.83,95.6,99.53,73.53,100,100,100,51.7,51.3,0.07,53.52,62.46,71.41,98.63,83.09
Northern Saint-Martin,221,82.63,60.86,86.84,90.52,94.19,92.18,100,84.61,80.34,88.35,96.36,45.45,45.45,0,63.35,81.67,100,100,NA
Russia,73,82.59,89.91,82.49,73.72,64.96,86.6,74.98,60.63,99.33,92.78,86.22,77.74,76.04,5.14,77.67,76.21,74.76,95.06,100
New Zealand,162,82.32,78.99,78.17,77.72,77.26,99.93,95.97,72.6,100,100,100,57.61,45.17,2.53,60.82,59.98,59.13,92.89,100
Venezuela,139,81.66,84.85,80.04,76.6,73.15,95.71,99.69,71.84,97.12,84,70.88,53.72,43.3,0.9,61.75,80.1,98.44,98.08,82.48
Greenland,145,81.66,85.58,80.65,68.02,55.4,85.6,74.92,85.67,99.67,99.83,100,53.09,53.09,0,65.68,82.23,98.77,100,NA
Madeira,57,81.43,97.28,72.64,80.91,89.17,NA,NA,67.16,91.27,79.83,68.4,71.66,71.66,0,70.4,85.2,100,81.24,88.13
Prince Edward Islands,90,81.01,NA,78.8,80.3,81.79,63.68,NA,88.02,NA,NA,NA,91.66,91.66,NA,62.75,81.37,100,NA,NA
Heard and McDonald Islands,94,80.73,NA,83.14,91.57,100,NA,NA,99.25,NA,NA,NA,47,47,NA,75.14,87.57,100,78.24,NA
Iraq,192,80.24,85.48,81.07,87.14,93.22,97.93,96.06,71.59,71.2,85.6,100,71.41,71.41,0,56.26,28.13,0,98.85,NA
Ecuador,137,80.14,82.46,72.47,76.3,80.13,76.36,74.53,69.68,99.67,99.83,100,52.38,64.27,67.38,57.63,78.81,100,99,NA
Brazil,171,80.03,76.55,74.51,73.11,71.7,96.72,99.96,65.11,100,79.47,58.95,47.08,39.19,0.37,61.58,80.79,100,91.28,98.14
Clipperton Island,107,79.96,NA,67.97,83.99,100,100,NA,82.73,NA,NA,NA,52.19,52.19,NA,61.8,80.9,100,NA,NA
Panama,129,79.64,71.66,79.09,83.18,87.27,90.27,96.11,65.21,100,100,100,41.44,36.36,0.57,60.01,71.48,82.94,100,82.1
Chile,224,79.52,91.44,75.46,70.29,65.11,51.66,99.45,79.51,96.32,98.16,100,67.06,28.96,18.07,61.39,80.69,100,95.09,100
Juan de Nova Island,33,78.91,NA,78.34,86.28,94.22,88.22,NA,84.2,95.29,94.34,93.4,94.98,94.98,NA,50.85,25.43,0,NA,NA
Uruguay,173,78.55,81.74,68,62.55,57.11,59.65,82.1,70.06,100,100,100,50.64,50.64,0,61.84,79.51,97.18,99.25,100
Antigua and Barbuda,120,78.47,100,78.28,78.05,77.81,75.03,98.82,65.69,83.4,91.7,100,54.29,54.25,0.01,62.75,77.34,91.93,62.6,81.19
Comoro Islands,28,78.44,76.52,79.12,84.22,89.32,91.7,99.98,35.07,92.29,91.42,90.54,69.14,69.14,0,55.44,74.47,93.5,64.46,97.44
Saba,248,78.23,84.28,85.53,92.77,100,100,100,61.56,75.24,68.81,62.37,37.57,37.57,0,61.76,80.88,100,NA,NA
Djibouti,46,78.01,73.02,87.49,90.96,94.43,99.18,98.36,53.41,99.95,96.67,93.4,63.97,63.97,0,61.14,30.57,0,NA,95.93
Aruba,250,77.82,92.11,79.23,82.4,85.58,99.36,96.67,71.6,100,100,100,43.62,43.62,NA,66.09,38.58,11.07,55.45,98.38
Sierra Leone,96,77.78,97.89,74.2,81.56,88.93,98.06,98.96,39.16,98.61,76.48,54.34,27.21,27.21,0,62.37,81.18,100,93.41,83.86
