region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,67.31,74.99,78.47,77.11,75.75,81.95,81.08,69.4,86.33,80.79,75.25,54.12,50.07,6.05,67.67,63.88,60.09,75.76,5.6
Macquarie Island,4,93.15,NA,80.55,90.28,100,100,NA,97.51,NA,NA,NA,92.9,92.9,NA,70.09,85.04,100,NA,NA
Howland Island and Baker Island,158,90.96,NA,74.99,87.29,99.59,99.18,NA,95.86,NA,NA,NA,87.45,87.45,NA,70.01,85,100,NA,NA
Jarvis Island,149,90.06,NA,73.34,85.53,97.72,95.45,NA,96.76,NA,NA,NA,87.56,87.56,NA,70.01,85,100,NA,NA
Ile Europa,35,88.15,NA,76.77,86.97,97.16,92.25,100,87.56,NA,NA,NA,86.76,86.76,NA,50.76,75.38,100,NA,NA
Clipperton Island,107,85.24,NA,69.47,84.74,100,100,NA,83.35,NA,NA,NA,73.83,73.83,NA,68.51,84.26,100,NA,NA
Palmyra Atoll,150,84.36,NA,72.99,79.85,86.72,73.56,NA,92,NA,NA,NA,91.4,91.4,NA,70.01,85,100,NA,NA
Mayotte,29,82.4,74.81,80.34,88.79,97.23,95.68,100,65.98,100,100,100,72.89,72.44,0.18,62.7,81.35,100,62.57,NA
Sint Maarten,220,82.39,82.19,86.12,93.06,100,100,100,47.22,80.07,88.22,96.36,73.92,73.92,0,69.42,56.94,44.45,NA,100
Greenland,145,82.35,85.22,80.95,69.28,57.62,87.64,74.92,87.79,99.67,99.83,100,53.15,53.15,0,67.79,83.28,98.77,100,NA
Northern Saint-Martin,221,82.3,74.99,87.68,90.3,92.93,92.18,100,63.43,80.34,88.35,96.36,45.62,45.62,0,71.59,85.8,100,100,NA
Heard and McDonald Islands,94,81.94,NA,82.38,91.19,100,NA,NA,99.43,NA,NA,NA,53.45,53.45,NA,75.01,87.5,100,78.13,NA
Saba,248,81.14,84.33,85.53,92.77,100,100,100,61.31,75.24,68.81,62.37,37.3,37.3,0,71.56,85.78,100,NA,100
Prince Edward Islands,90,80.04,NA,78.62,80.2,81.79,63.68,NA,87.66,NA,NA,NA,87.32,87.32,NA,62.69,81.35,100,NA,NA
Sint Eustatius,249,79.65,84.33,86.47,93.24,100,100,100,50.72,75.24,68.81,62.37,37.3,37.3,0,71.56,82.47,93.38,NA,100
Bonaire,245,79.44,79.27,80.19,85.34,90.5,99.23,81.24,68.8,75.24,68.81,62.37,47.72,47.72,NA,71.56,85.78,100,78.18,100
