region_id,region_name,AO,BD,CP,CS,CW,ECO,FIS,FP,HAB,ICO,Index,LE,LIV,LSP,MAR,NP,SP,SPP,TR
4,Macquarie Island,NA,87.82916666666667,100,NA,97.90333333333334,NA,92.9,92.9,95.20333333333333,67.63083333333333,92.49000000000001,NA,NA,100,NA,NA,83.81666666666666,80.455,NA
158,Howland Island and Baker Island,NA,87.31416666666667,99.18,NA,96.39083333333333,NA,87.265,87.265,99.45333333333333,66.96666666666667,90.72583333333333,NA,NA,100,NA,NA,83.48333333333333,75.17583333333333,NA
149,Jarvis Island,NA,85.55166666666666,95.45,NA,98.20083333333334,NA,88.675,88.675,97.55666666666667,66.96666666666667,90.27333333333334,NA,NA,100,NA,NA,83.48333333333333,73.55083333333333,NA
35,Ile Europa,NA,87.01083333333334,92.25,100,85.7225,NA,90.13,90.13,97.16,49.1625,88.28166666666667,NA,NA,100,NA,NA,74.58166666666666,76.86166666666666,NA
150,Palmyra Atoll,NA,79.87333333333333,73.56,NA,92.64166666666667,NA,90.82166666666666,90.82166666666666,86.57333333333334,66.96666666666667,84.07666666666667,NA,NA,100,NA,NA,83.48333333333333,73.17583333333333,NA
31,Seychelles,86.35416666666667,81.675,80.9,99.96,82.04916666666666,65.1575,68.3675,68.3675,83.86166666666666,58.47333333333333,84.06333333333333,82.57416666666666,100,64.9225,0.0016666666666666668,99.56833333333333,61.6975,79.48833333333333,97.48916666666666
162,New Zealand,78.515,78.22666666666667,99.93,96.04833333333333,79.40333333333334,99.54166666666667,59.565,48.494166666666665,78.61833333333334,61.174166666666665,83.41833333333334,99.77083333333333,100,58.585,2.3583333333333334,93.91166666666666,59.879999999999995,77.8325,100
29,Mayotte,80.43416666666667,88.85166666666667,95.67666666666668,100,67.48666666666666,100,75.64083333333333,74.36666666666667,97.25333333333334,58.568333333333335,83.31416666666667,100,100,99.91583333333334,0.11583333333333333,63.76166666666667,79.24249999999999,80.45,NA
54,United Arab Emirates,98.39166666666667,83.96666666666667,81.0625,87.58333333333333,66.5275,98.86,73.02916666666667,71.34583333333333,83.64416666666666,60.76083333333333,83.29,99.43,100,75.3375,0.5675,92.30333333333333,68.04833333333333,84.28666666666666,84.24416666666667
221,Northern Saint-Martin,72.81,90.65916666666666,92.18,100,71.49583333333334,79.99333333333334,45.531666666666666,45.531666666666666,93.51416666666667,69.075,82.81333333333333,88.19583333333333,96.39833333333333,99.825,0,100,84.44916666666667,87.8025,NA
145,Greenland,85.08083333333333,68.39916666666667,83.86666666666666,74.92,86.56166666666667,99.64166666666667,53.655833333333334,53.655833333333334,55.8075,65.495,81.6075,99.81666666666666,100,98.825,0,100,82.16083333333333,80.99333333333334,NA
48,Oman,94.42583333333333,77.86666666666667,95.53916666666666,99.325,74.50916666666667,100,53.065,52.909166666666664,74.475,58.4875,80.95916666666666,100,100,40.520833333333336,0.018333333333333333,98.375,49.50333333333333,81.26333333333334,67.14083333333333
94,Heard and McDonald Islands,NA,83.94666666666666,NA,NA,99.325,NA,54.6275,54.6275,85.61833333333334,71.50916666666667,80.66166666666666,NA,NA,100,NA,79.65083333333334,85.755,82.27166666666666,NA
90,Prince Edward Islands,NA,80.15666666666667,63.68,NA,90.1225,NA,89.9575,89.9575,81.72,60.00416666666667,79.98083333333334,NA,NA,91.97166666666666,NA,NA,75.985,78.59166666666667,NA
107,Clipperton Island,NA,84.84583333333333,100,NA,82.98833333333333,NA,68.85833333333333,68.85833333333333,100,66.32583333333334,79.80416666666666,NA,NA,58.333333333333336,NA,NA,62.33166666666666,69.69083333333333,NA
190,Qatar,100,83.42416666666666,98.63,98.57,73.125,74.48833333333333,67.83,67.83,83.03,63.445,79.68,63.537499999999994,52.5775,79.06,0,68.86666666666667,71.25083333333333,83.81833333333333,71.56666666666666
73,Russia,77.34,72.99666666666667,82.87916666666666,74.98,62.2725,99.27416666666666,71.33916666666667,70.675,63.596666666666664,77.60833333333333,79.57416666666667,92.26666666666667,85.25,73.16499999999999,1.7233333333333334,87.5675,75.38666666666667,82.39583333333333,99.37833333333333
171,Brazil,76.57833333333333,75.39833333333334,96.6275,99.96,63.01833333333333,99.55333333333333,46.56166666666667,39.68083333333333,75.17333333333333,64.71083333333334,79.40666666666667,78.45416666666667,57.36416666666667,95.13,0.4066666666666667,89.37583333333333,79.92083333333333,75.62,95.04833333333333
139,Venezuela,73.7325,81.81333333333333,95.65583333333333,99.65083333333334,65.90416666666667,96.94583333333333,49.594166666666666,43.085,81.505,67.26583333333333,79.15083333333334,82.81666666666666,68.68583333333333,98.70833333333333,0.5133333333333333,93.33833333333334,82.98833333333333,82.11666666666667,72.52416666666667
