pressure,year,score
slr,2012,0.108758482
slr,2013,0.130621609
slr,2014,0.303711204
slr,2015,0.386943762
slr,2016,0.253829668
oa,2012,0.352746608
oa,2013,0.288773046
oa,2014,0.273098374
oa,2015,0.273319383
oa,2016,0.281058964
sst,2012,0.094946819
sst,2013,0.068322627
sst,2014,0.021927569
sst,2015,0
sst,2016,0.001031707
uv,2012,0.25
uv,2013,0.111111111
uv,2014,0.166666667
uv,2015,0.25
uv,2016,0.388888889
chi,2012,3.263422042
