"","cc_acid","cc_slr","cc_sst","cc_uv","fp_art_hb","fp_art_lb","fp_com_hb","fp_com_lb","fp_targetharvest","hd_intertidal","hd_subtidal_hb","hd_subtidal_sb","po_chemicals","po_chemicals_3nm","po_nutrients","po_nutrients_3nm","po_pathogens","po_trash","sp_alien","sp_genetic","ss_wgi"
"1",0.666666666666667,0.666666666666667,1.66666666666667,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0,1,1,1,0,1.66666666666667,0,2.33333333333333,0,0,1,0,1
"2",0.666666666666667,0.666666666666667,1.66666666666667,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0,1,1,1,0,1.66666666666667,0,2.33333333333333,0,0,1,0,1
"3",0,0,0,0,0,1,3,1,0,0,0,3,0,2,0,2,0,0,1,0,1
"4",0,0,0,0,0,1,3,1,0,0,0,3,0,2,0,2,0,0,1,0,1
"5",0.5,0.75,1.25,0.25,0.75,0.25,0.75,0.25,0,1.5,0.75,0.75,0,1.5,0,2,0,0,0.75,0,1
"6",0.5,0.75,1.25,0.25,0.75,0.25,0.75,0.25,0,1.5,0.75,0.75,0,1.5,0,2,0,0,0.75,0,1
"7",0.5,0.75,1.25,0.25,0.75,0.25,0.75,0.25,0,1.5,0.75,0.75,0,1.5,0,2,0,0,0.75,0,1
"8",0.5,0.75,1.25,0.25,0.75,0.25,0.75,0.25,0,1.5,0.75,0.75,0,1.5,0,2,0,0,0.75,0,1
"9",0.5,0.75,1.25,0.25,0.75,0.25,0.75,0.25,0,1.5,0.75,0.75,0,1.5,0,2,0,0,0.75,0,1
"10",0.5,0,1.5,0.5,1.5,0.5,1.5,0.5,0,0,1.5,1.5,0,1.5,0,2,0,0,1,0,1
"11",0.666666666666667,0.666666666666667,1.66666666666667,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0,1,1,1,0,1.66666666666667,0,2.33333333333333,0,0,1,0,1
"12",1,0,3,1,3,0,0,0,0,0,3,0,0,1,0,2,0,0,1,0,1
"13",0.666666666666667,0.666666666666667,1.66666666666667,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0,1,1,1,0,1.66666666666667,0,2.33333333333333,0,0,1,0,1
"14",0.5,0.75,1.25,0.25,0.75,0.25,0.75,0.25,0,1.5,0.75,0.75,0,1.5,0,2,0,0,0.75,0,1
"15",0.5,0.75,1.25,0.25,0.75,0.25,0.75,0.25,0,1.5,0.75,0.75,0,1.5,0,2,0,0,0.75,0,1
"16",0.4,1,1,0.2,0.6,0.2,0.6,0.2,0,1.8,0.6,0.6,0,1.4,0,2,0,0,0.8,0,1
"17",0.5,0.75,1.25,0.25,0.75,0.25,0.75,0.25,0,1.5,0.75,0.75,0,1.5,0,2,0,0,0.75,0,1
"18",0.5,0.75,1.25,0.25,0.75,0.25,0.75,0.25,0,1.5,0.75,0.75,0,1.5,0,2,0,0,0.75,0,1
"19",0.5,0,1.5,0.5,1.5,0.5,1.5,0.5,0,0,1.5,1.5,0,1.5,0,2,0,0,1,0,1
"20",0,0,0,0,0,1,3,1,0,0,0,3,0,2,0,2,0,0,1,0,1
