"region_id","region_name","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
158,"Howland Island and Baker Island",87.5116666666667,86.56,89.0466666666667,88.475,87.9033333333333,100,NA,96.55,NA,NA,NA,74.7616666666667,74.7616666666667,NA,57.4466666666667,78.725,100,NA,NA
89,"South Georgia and the South Sandwich Islands",86.8383333333333,90.3133333333333,94.01,94.4366666666667,94.8566666666667,NA,NA,98.89,NA,NA,NA,66.5066666666667,66.5066666666667,NA,68.0983333333333,84.0483333333333,100,NA,NA
2,"Christmas Island",84.0916666666667,96.6533333333333,96.1233333333333,94.82,93.5133333333333,93.12,92.76,81.5533333333333,99.9516666666667,96.0116666666667,92.065,60.0666666666667,60.0666666666667,NA,58.8033333333333,57.1516666666667,55.495,NA,84.685
149,"Jarvis Island",83.86,93.66,90.4316666666667,76.4233333333333,62.4166666666667,NA,NA,97.85,NA,NA,NA,72.51,72.51,NA,57.7116666666667,78.855,100,NA,NA
221,"Northern Saint-Martin",83.535,87.2566666666667,97.7,97.1483333333333,96.605,95.26,100,52.7016666666667,84.7633333333333,90.6166666666667,96.4716666666667,40.7683333333333,40.7683333333333,NA,76.1083333333333,88.055,100,NA,100
94,"Heard and McDonald Islands",83.505,90.5516666666667,94.49,97.24,100,NA,NA,99.71,NA,NA,NA,57.5883333333333,57.5883333333333,NA,44.8533333333333,72.425,100,NA,NA
157,"Phoenix Islands (Kiribati)",83.375,61.3583333333333,88.7683333333333,89.0583333333333,89.3433333333333,100,NA,96.945,67.0766666666667,73.4416666666667,79.81,78.0566666666667,78.0566666666667,NA,61.6366666666667,80.82,100,NA,87.315
1,"Cocos Islands",82.725,96.6533333333333,96.47,95.7983333333333,95.12,97.62,92.76,88.8216666666667,99.9516666666667,96.0116666666667,92.065,53.9716666666667,53.9716666666667,NA,74.895,37.4483333333333,0,NA,85.4533333333333
93,"Kerguelen Islands",82.6066666666667,89.5283333333333,92.5816666666667,96.29,100,NA,NA,98.78,NA,NA,NA,52.8533333333333,52.8533333333333,NA,51.175,75.5883333333333,100,NA,NA
4,"Macquarie Island",82.5733333333333,96.6533333333333,93.55,95.875,98.205,NA,NA,97.9716666666667,NA,NA,NA,34.995,34.995,NA,74.755,87.38,100,NA,NA
150,"Palmyra Atoll",82.4883333333333,93.66,89.9016666666667,91.44,92.975,77.6466666666667,NA,90.3383333333333,NA,NA,NA,63.155,63.155,NA,57.3783333333333,78.6866666666667,100,NA,NA
5,"New Caledonia",82.42,65.3633333333333,89.4666666666667,88.6,87.735,76.6433333333333,78.4616666666667,86.375,92.2633333333333,96.135,100,70.2583333333333,65.295,11.1816666666667,68.0233333333333,74.075,80.1266666666667,98.2866666666667,94.9533333333333
91,"Crozet Islands",82.0816666666667,89.6133333333333,92.0466666666667,92.0466666666667,NA,NA,NA,96.5766666666667,NA,NA,NA,56.595,56.595,NA,51.16,75.5783333333333,100,NA,NA
176,"Germany",81.91,97.0433333333333,95.3833333333333,93.935,92.4883333333333,93.9166666666667,100,51.13,100,91.3383333333333,82.6733333333333,40.4366666666667,38.92,8.06666666666667,90.2766666666667,95.14,100,61.5983333333333,96.0833333333333
3,"Norfolk Island",81.6516666666667,96.6533333333333,95.45,97.72,100,NA,NA,77.98,99.9516666666667,96.0116666666667,92.065,24.1433333333333,24.1433333333333,NA,88.8533333333333,94.4266666666667,100,NA,84.6283333333333
250,"Aruba",81.1516666666667,92.92,97.275,97.6133333333333,97.95,99.99,99.95,59.685,100,100,100,37.5583333333333,37.5583333333333,0,85.275,42.6383333333333,0,NA,100
120,"Antigua and Barbuda",80.1283333333333,78.9433333333333,95.77,92.3883333333333,89.0033333333333,81.205,99.94,63.5416666666667,89.7416666666667,94.87,100,32.4083333333333,32.4083333333333,NA,76.7633333333333,77.8533333333333,78.9466666666667,NA,100
16,"Australia",80.0016666666667,97.9966666666667,93.4116666666667,93.945,94.48,89.4,92.92,82.945,100,95.2416666666667,90.4766666666667,43.4183333333333,34.4216666666667,12.2033333333333,84.6766666666667,92.3383333333333,100,56.015,64.8133333333333
57,"Madeira",79.53,84.4766666666667,96.2866666666667,97.9466666666667,99.6116666666667,NA,NA,71.3966666666667,94.91,83.3433333333333,71.78,62.215,62.215,NA,63.8616666666667,81.93,100,NA,75.3966666666667
68,"Malta",79.1683333333333,91.2683333333333,88.8316666666667,92.1583333333333,95.4833333333333,88.4933333333333,88.5116666666667,50.875,99.545,88.6716666666667,77.7933333333333,45.0816666666667,38.0633333333333,27.27,53.4133333333333,74.4583333333333,95.5016666666667,NA,100
70,"Estonia",79.125,90.6983333333333,93.4716666666667,96.0033333333333,98.5366666666667,82.5483333333333,100,66.6416666666667,96.275,73.4416666666667,50.6083333333333,97.5666666666667,97.5666666666667,0,95,97.5,100,44.8116666666667,42.0383333333333
35,"Ile Europa",79.095,53.6483333333333,91.6233333333333,92.205,92.79,92.79,NA,89.7983333333333,NA,NA,NA,62.9016666666667,62.9016666666667,NA,66.4483333333333,83.2233333333333,100,NA,NA
174,"Finland",78.6316666666667,95.405,92.895,94.7633333333333,96.6333333333333,77.7666666666667,NA,71.025,100,83.3366666666667,66.6716666666667,96.1333333333333,90.2666666666667,15.9866666666667,95.83,81.205,66.575,91.2866666666667,22.615
151,"American Samoa",78.45,85.3016666666667,87.4266666666667,92.625,97.82,95.4016666666667,93.7883333333333,58.61,68.8583333333333,84.0316666666667,99.2033333333333,59.855,59.855,NA,64.15,66.2716666666667,68.39,NA,70.1683333333333
