"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,69.85,77.63,89.86,90.41,90.96,87.32,79.22,73.54,87.86,82.42,76.97,50.59,50.62,28.8,66.6,62.58,58.57,45.48,46.46
"South Georgia and the South Sandwich Islands",89,88.04,90.27,94.01,96.58,99.14,,,98.89,,,,70.83,70.83,,67.24,83.62,100,,
"Howland Island and Baker Island",158,87.58,87.03,89.2,88.56,87.93,100,,96.71,,,,74.38,74.38,,57.64,78.82,100,,
"Northern Saint-Martin",221,83.5,87.54,97.7,97.17,96.65,95.26,100,52.67,85.46,90.93,96.41,40.64,40.64,,74.52,87.26,100,,100
"Macquarie Island",4,83.49,96.84,93.55,96.21,98.87,,,97.47,,,,39.65,39.65,,74.57,87.29,100,,
"Christmas Island",2,82.59,96.84,96.13,94.81,93.49,93.12,92.76,81.57,100,96.35,92.69,55.99,55.99,,58.89,57.21,55.52,,74.64
"Palmyra Atoll",150,82.3,93.74,90.02,90.82,91.62,78.07,,90.49,,,,61.9,61.9,,57.56,78.78,100,,
"Phoenix Islands (Kiribati)",157,82.17,62.13,88.85,90.53,92.2,100,,96.94,68.55,74.31,80.06,77.97,77.97,,61.4,80.7,100,,74.79
"Jarvis Island",149,81.99,93.74,90.33,67.29,44.25,,,97.85,,,,72.11,72.11,,57.9,78.95,100,,
"Heard and McDonald Islands",94,81.87,90.63,94.49,97.24,100,,,99.71,,,,49.35,49.35,,44.85,72.42,100,,
"Germany",176,81.67,97.27,95.57,93.71,91.86,93.59,100,50.82,100,91.87,83.74,42.65,41.52,5.74,90.54,95.27,100,62.71,89.98
"New Caledonia",5,81.47,65.7,89.91,88.9,87.89,76.75,78.67,79.25,92.61,96.31,100,70.82,65.54,11.14,67.83,78.16,88.49,99.98,85.47
"Kerguelen Islands",93,81.06,89.76,92.52,96.26,100,,,98.78,,,,44.76,44.76,,51.51,75.76,100,,
"Cocos Islands",1,80.61,96.84,96.47,95.77,95.07,97.62,92.76,88.84,100,96.35,92.69,44.62,44.62,,74.44,37.22,0,,75.48
"Aruba",250,80.55,92.92,97.13,97.54,97.95,99.99,99.95,57,100,100,100,35.42,35.42,0,84.28,42.14,0,,100
"Antigua and Barbuda",120,80.34,80.22,95.32,92.04,88.75,80.73,99.94,65.82,87.9,93.95,100,33.48,33.48,,75.11,76.84,78.57,,100
"Crozet Islands",91,79.89,89.84,92,92,,,,96.57,,,,45.26,45.26,,51.51,75.75,100,,
"Norfolk Island",3,79.87,96.84,95.45,97.72,100,,,78,100,96.35,92.69,21.67,21.67,,88.86,94.43,100,,74.06
"Madeira",57,79.8,85.2,96.27,98.13,100,,,71.88,94.89,83.44,72,63.82,63.82,,64.93,82.46,100,,73.62
"Malta",68,79.57,93.11,88.92,92.26,95.61,88.64,88.6,46.15,100,88.7,77.39,45.35,41.29,34.51,54.74,77.37,100,,100
"Australia",16,79.09,98.2,93.44,93.96,94.48,89.4,92.92,81.5,100,95.62,91.23,43.22,34.34,11.28,84.35,92.17,100,52.69,60.12
"American Samoa",151,78.97,85.41,87.59,92.71,97.82,95.57,93.95,58.63,72.33,85.77,99.2,58.32,58.32,,63.14,65.81,68.48,,74.59
"French Polynesia",147,78.6,65.3,91.94,94.76,97.59,99.57,91.09,91.69,46.14,73.07,100,60.52,58.79,30.43,67.69,33.85,0,96.84,81.03
"Pitcairn",146,78.04,73.07,85.12,92.56,100,100,,87.38,72.57,80.92,89.27,38.85,38.85,,75.6,73.33,71.05,,78.24
"Curacao",244,77.87,78.5,96.6,96.76,96.93,99.96,90.01,61.29,80.13,72.88,65.64,38.78,38.78,0,75.67,62.62,49.57,,100
"Italy",184,77.65,92.66,89.02,91.26,93.5,85.65,85.04,51.34,100,86.92,73.84,45.17,38.13,19.67,71.44,85.72,100,95.09,64.64
"Azores",55,76.16,84.51,96.45,98.23,100,,,68.77,100,85.91,71.83,56.4,56.4,,64.9,65.88,66.87,,73.42
"Finland",174,76.03,95.15,92.86,93.77,94.69,52.9,,69.49,100,84.41,68.83,96.3,90.79,17.61,95.83,80.87,65.9,95.78,21.08
"United Arab Emirates",54,76.02,100,82.94,90.47,98,93.46,92.07,69.76,100,100,100,54.69,54.22,0.48,57.33,69.37,81.42,35.72,55.08
"Cayman Islands",113,75.95,99.97,96.66,91.63,86.59,63.36,91.44,64.46,100,100,100,36.31,36.31,,72.55,51.96,31.37,,84.43
"Wallis and Futuna",161,75.89,63.34,89.05,93.87,98.7,100,,82.03,71.97,80.62,89.27,73.47,73.47,,74.76,37.38,0,,76.43
"Seychelles",31,75.75,77.27,88.34,92.97,97.6,85.86,100,74.6,69.26,84.63,100,39.84,39.84,0,64.45,62.1,59.74,40.2,100
"Ile Europa",35,75.73,53.92,91.62,92.2,92.79,92.79,,89.79,,,,42.47,42.47,,66.38,83.19,100,,
"Bahamas",110,75.69,85.91,96.8,91.28,85.75,55.74,99.71,63.75,96.38,83.21,70.04,66.71,66.71,0,72.84,63.39,53.94,47.2,100
"Tuvalu",19,75.49,47.37,83.93,91.97,100,100,,71.35,100,100,100,85.95,85.94,0.18,61.53,34.3,7.07,,73.02
"Vanuatu",6,75.43,46.94,86.06,90.58,95.09,95.03,88.42,68.82,100,100,100,52.11,52.07,0.07,59.98,30.53,1.08,81.94,100
