"country","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Malta",68,79.55,93.11,88.77,92.19,95.61,88.64,88.6,46.15,100,88.66,77.32,45.25,41.22,34.51,54.71,77.35,100,,100
"Australia",16,79.08,98.2,93.34,93.91,94.48,89.4,92.92,81.5,100,95.62,91.23,43.15,34.29,11.28,84.31,92.15,100,52.68,60.12
"American Samoa",151,78.94,85.31,87.48,92.65,97.82,95.57,93.95,58.63,72.28,85.74,99.2,58.22,58.22,,63.12,65.8,68.48,,74.59
"French Polynesia",147,78.58,65.25,91.87,94.73,97.59,99.57,91.08,91.69,46.13,73.06,100,60.45,58.72,30.43,67.67,33.83,0,96.84,81.03
"Pitcairn",146,78.03,73.03,85.07,92.53,100,100,,87.38,72.56,80.92,89.27,38.82,38.82,,75.59,73.32,71.05,,78.24
"Curacao",244,77.83,78.41,96.47,96.7,96.93,99.96,90.01,61.29,80.08,72.82,65.56,38.7,38.7,0,75.64,62.6,49.57,,100
"Italy",184,77.62,92.53,88.92,91.21,93.5,85.65,85.04,51.34,100,86.91,73.82,45.1,38.08,19.67,71.41,85.7,100,95.09,64.64
"Azores",55,76.11,84.39,96.31,98.16,100,,,68.77,100,85.89,71.77,56.28,56.28,,64.86,65.87,66.87,,73.42
"Finland",174,76.04,95.15,92.99,93.88,94.76,52.9,,69.49,100,84.43,68.87,96.3,90.79,17.61,95.83,80.87,65.9,95.78,21.08
"United Arab Emirates",54,76,100,82.83,90.41,98,93.46,92.07,69.76,100,100,100,54.59,54.12,0.48,57.29,69.35,81.42,35.71,55.08
"Cayman Islands",113,75.94,99.97,96.61,91.6,86.58,63.36,91.44,64.46,100,100,100,36.28,36.28,,72.53,51.95,31.37,,84.43
"Wallis and Futuna",161,75.85,63.26,88.93,93.81,98.7,100,,82.03,71.92,80.6,89.27,73.33,73.33,,74.71,37.36,0,,76.43
"Seychelles",31,75.7,77.11,88.13,92.86,97.6,85.86,100,74.6,69.19,84.59,100,39.71,39.71,0,64.4,62.07,59.74,40.16,100
"Ile Europa",35,75.7,53.88,91.55,92.17,92.79,92.79,,89.79,,,,42.41,42.41,,66.36,83.18,100,,
"Bahamas",110,75.67,85.85,96.73,91.24,85.75,55.75,99.71,63.76,96.38,83.2,70.02,66.62,66.62,0,72.83,63.39,53.95,47.21,100
"Tuvalu",19,75.45,47.31,83.8,91.9,100,100,,71.35,100,100,100,85.77,85.76,0.18,61.49,34.28,7.07,,73.02
"Vanuatu",6,75.4,46.87,85.89,90.49,95.09,95.03,88.42,68.82,100,100,100,51.97,51.93,0.07,59.94,30.51,1.08,81.94,100
"Suriname",168,75.25,73.55,93.08,96.47,99.87,99.74,99.74,77.82,75.32,85.76,96.2,25.39,25.36,0.48,72.94,86.47,100,99.69,7.94
"Norway",223,75.22,100,94.41,94.33,94.25,62.36,,77.62,78.48,81.8,85.12,59.15,72.92,100,63.53,75.45,87.38,47.81,64.67
"Latvia",69,74.99,83.91,92.86,84.6,76.35,62.29,54.3,52.96,100,90.64,81.27,95.65,95.65,,95.45,97.73,100,95.68,32.13
"Croatia",187,74.79,70.16,89.15,94.57,100,,,64.06,100,79.99,59.97,53.07,50.16,21.98,62.72,80.78,98.85,61.66,96.93
"Clipperton Island",107,74.37,87.19,88.45,78.5,68.56,,,80.99,,,,89.39,89.39,,71.53,35.76,0,,
"South Korea",20,74.28,95.36,89.48,94.74,100,,,64.02,100,94.78,89.56,49.66,50.81,58.01,66.88,75.19,83.51,95.14,24.23
"Denmark",175,74.28,98.68,94.32,95.35,96.38,100,100,53.03,71.85,71.12,70.39,47.84,45.64,14.61,91.38,95.69,100,48.81,34.47
"South Africa",102,74.17,77.6,91.35,90.1,88.85,99.63,99.82,56.43,100,100,100,68.08,67.73,1.07,70.81,81.94,93.08,30.65,37.74
"Sint Maarten",220,74.03,93.1,96.67,97.32,97.97,100,100,43.55,84.78,90.59,96.41,55.09,55.09,,73.54,60.23,46.91,0.44,100
"New Zealand",162,73.75,95.49,94.95,92.67,90.39,68.64,64.66,79.16,100,100,100,34.61,43.99,100,61.68,63.62,65.55,38.37,90.96
"Estonia",70,73.7,91.66,93.8,95.58,97.36,62.06,100,65.26,100,75.44,50.87,97.7,97.7,0,95,97.5,100,11.4,40.44
"Saba",248,73.49,78.29,97.1,98.55,100,100,100,65.27,79.9,72.56,65.21,48.87,48.87,,79.65,70.91,62.17,0.44,100
"Maldives",39,73.33,57.93,85.97,91.36,96.75,98.66,86.11,63.47,41.33,70.66,100,54.54,54.54,,63.71,33.88,4.06,77.04,99.65
"Russia",73,73.12,85.36,86.86,93.43,100,91.4,100,91.66,100,93.11,86.23,58.89,58.91,64.72,75.71,83.85,91.99,22.89,10.59
"Belgium",59,73,96.35,94.51,97.25,100,100,100,32.44,100,81.66,63.32,62.27,62.27,,68.98,84.49,100,48.78,26.78
"Greenland",145,72.97,96.71,94.8,94.75,94.71,95.17,,94.44,100,100,100,56.54,56.54,,63.49,81.41,99.34,0.01,37.66
"Marshall Islands",11,72.83,54.91,83.75,89.85,95.96,97.85,87.32,69.12,41.59,59.37,77.15,74.78,74.78,,64.68,51.3,37.91,73.3,70.46
"Line Islands (Kiribati)",148,72.68,60.87,87.4,92.02,96.64,100,,95.19,68.26,73.93,79.6,55.31,55.31,,60.24,30.12,0,,74.02
"Samoa",152,72.64,73.95,89.77,93.07,96.38,95.46,90.29,88.68,82.17,42.84,3.51,61.77,61.77,0,68.88,34.99,1.09,68.68,76.63
"Prince Edward Islands",90,72.58,82.82,90.5,94.74,98.97,,,84.74,,,,25.47,25.47,,50.28,75.14,100,,
"Northern Mariana Islands and Guam",13,72.25,86.18,87.66,91.85,96.04,98.35,93.22,61.01,48.61,63.81,79,28.76,27.72,0.73,61.49,51.85,42.22,,76.25
"Bonaire",245,72.2,78.55,96.25,97.1,97.95,99.59,97.16,70.55,80.07,72.81,65.54,40.79,40.79,0,79.87,65.02,50.17,0.44,100
"Glorioso Islands",30,72.02,53.82,90.55,93.47,96.39,92.79,,87.69,96.71,95.05,93.39,22.61,22.61,,66.76,83.38,100,,47.37
"Montserrat",121,71.98,84.85,97.56,94.86,92.17,72.88,73.27,70.58,85.57,90.99,96.41,24.25,24.25,,76.29,38.15,0,,97.99
"Ascension",85,71.83,96.73,97.81,98.9,100,,,86.91,90.03,87.89,85.75,50.93,50.93,,61.3,48.88,36.47,,32.58
"Trinidad and Tobago",126,71.79,88.61,93.78,93.59,93.4,87.44,94.56,62.59,81.99,85.08,88.16,25.28,25.28,,74.32,48.73,23.15,97.45,34.54
"Guadeloupe and Martinique",140,71.5,87.5,97.07,95.98,94.9,96.41,99.94,60.94,32.63,65.43,98.24,19.19,19.1,0.18,76.16,88.08,100,,30.09
"Dominican Republic",115,71.34,73.02,94.17,93.02,91.87,96.05,86.28,51.84,98.77,83.14,67.5,49.51,48.7,0.24,73.65,86.82,100,61.17,33.37
"Poland",178,71.32,89.68,95.73,77.91,60.08,59.88,60.96,42.2,100,82.32,64.65,93.05,93.05,,95.45,97.73,100,93.2,16.31
"Japan",210,71.27,92.83,89.81,92.91,96.02,99.95,95.32,62.15,100,78.18,56.36,56.64,53.27,28.11,64.62,82.31,100,36.17,19.61
"French Guiana",169,71.21,71.43,97.59,98.79,100,100,100,81.93,32.34,47.55,62.76,30.64,30.64,,78.76,89.38,100,,21.16
"Netherlands",177,71.17,98.4,95.16,90.53,85.91,100,100,45.46,80.37,66.97,53.57,30.84,31.8,34.22,73.66,86.83,100,30.88,60.79
"British Indian Ocean Territory",38,71.13,57.62,93.47,96.74,100,100,,89.19,96.98,77.01,57.04,17.16,17.16,,63.07,81.53,100,,49.82
"Johnston Atoll",159,71.06,93.74,89.77,87.67,85.57,77.82,,69.29,,,,19.19,19.19,,57.29,78.64,100,,
"United Kingdom",180,71.06,95.78,94.49,92.99,91.5,62.53,55.49,64.17,96.43,90.21,84,40.76,37.45,14.11,68.3,84.15,100,70.8,57.05
"Tokelau",156,70.95,78.97,90.95,83.06,75.17,92.14,53.04,89.08,71.33,80.3,89.27,57.81,57.81,,55.14,27.57,0,,76.63
"Chile",224,70.92,88.74,95.85,95.64,95.43,,,93.76,100,100,100,45.94,60.2,100,68.8,80.44,92.09,17.83,30.76
"British Virgin Islands",117,70.82,84.9,96.01,91.43,86.85,56.7,72.95,62.04,81.98,75.09,68.2,49.27,49.27,,75.89,45.01,14.12,,100
"Qatar",190,70.82,100,81.52,89.76,98,95.26,90.1,62.98,81.98,68.81,55.64,44.09,44.09,0,59.27,29.64,0,,56.73
"Wake Island",12,70.77,93.74,90.25,84.42,78.58,76.64,,64.57,69.41,73.45,77.49,23.35,23.35,,57.15,78.58,100,,71.4
"Ecuador",137,70.76,69.73,89.94,92.82,95.69,81.41,78.15,68.23,100,100,100,41.19,68.17,100,66.77,83.38,100,48.79,16.94
"Tonga",155,70.76,70.7,87.93,92.76,97.59,94.47,87.05,71.28,99.62,99.81,100,35.05,35.05,0.06,64.05,33.9,3.75,49.03,73.51
"Amsterdam Island and Saint Paul Island",92,70.68,89.72,95.55,83.66,71.76,,,90.74,,,,13.58,13.58,,51.46,75.73,100,,
"Tristan da Cunha",88,70.64,96.73,96.93,98.46,100,,,88.32,90,87.88,85.75,59.54,59.54,,61.64,30.82,0,,32.72
"Fiji",18,70.47,54.99,84.06,86.11,88.16,98.57,68.54,70.67,81.71,68.04,54.37,51.23,51.22,0.01,59,62.63,66.27,43.96,100
"Turks and Caicos Islands",111,70.47,85.32,96.44,92.01,87.57,69.51,73.78,64.32,95.46,94.96,94.45,11.49,11.48,0.01,78.96,69.76,60.57,43.53,100
"Nauru",10,70.41,60.27,82.65,80.25,77.85,98.15,,50.79,72.23,73.99,75.75,93.5,93.5,0.04,68.69,34.34,0,,71.96
"Thailand",25,70.21,77.16,83.24,85.82,88.4,82.41,78.85,54.26,100,85.72,71.44,60.31,59.09,54.29,58.96,54.45,49.93,72.82,51.51
"Sint Eustatius",249,70.06,78.23,96.7,97.44,98.17,100,100,53.12,79.77,72.41,65.05,30.87,30.87,,78.98,68.08,57.17,0.44,100
"Portugal",183,70.05,87.26,95.68,97.68,99.69,,,54.85,100,93.38,86.76,41.52,39.99,7.09,65.59,82.8,100,16.3,88.1
"Sweden",222,70.03,97.69,95.5,94.63,93.75,39.41,61.37,63.59,100,100,100,89.5,87.97,2.95,90.04,86.21,82.37,33.92,35.48
"Puerto Rico and Virgin Islands of the United States",116,69.99,93.31,93.93,94.31,94.7,82.52,100,55.82,92.36,73.44,54.52,27.64,27.64,0,73.46,72.77,72.08,,30.04
"Gibraltar",60,69.78,83.53,90.59,92.7,94.8,,,19.79,51.29,75.65,100,53.82,53.82,,58.9,79.45,100,,83.53
"Juan de Nova Island",33,69.65,52.93,89.67,92.96,96.24,92.79,,87.34,96.71,95.05,93.39,55.79,55.79,,66.15,33.08,0,,47.27
"France",179,69.59,95.51,94.02,91.02,88.03,65.32,67.34,49.17,100,81.94,63.88,56.67,56.13,54.66,71.88,85.94,100,47.14,56.36
"Bermuda",108,69.51,100,94.76,91.49,88.22,54.82,98.49,45.24,54.27,59.21,64.15,51.91,51.91,,69.78,50.25,30.71,,74.16
"Iran",191,69.45,76.71,82.1,86.42,90.74,88.47,86.85,67.41,59.79,79.89,100,42.26,41.25,22.67,55.01,59.24,63.48,97.46,10.78
"Ile Tromelin",36,69.41,53.05,91.31,92.05,92.79,92.79,,87.03,,,,58.41,58.41,,66.24,33.12,0,,
"Egypt",214,69.3,74,81.12,89.37,97.61,97.14,85.32,52.04,100,97.83,95.66,44.74,35.34,23.33,58.17,64.69,71.21,72.34,24.91
"Solomon Islands",7,69.25,45.5,84.72,84.59,84.46,80.63,73.95,77.41,100,100,100,88.83,88.83,0,62.52,35.89,9.27,84.1,21.63
"Oman",48,69.24,91.8,88.04,92.95,97.85,99.23,90.98,64.55,100,100,100,59.04,58.98,0.32,56.45,36.46,16.46,35.57,21.85
"Kuwait",51,69.16,100,80.62,88.97,97.33,88.2,86.85,63.14,100,100,100,23.66,23.66,0,55.24,58.59,61.94,,13.05
"Anguilla",118,69.04,84.4,95.53,90.95,86.37,60.18,72.16,66.67,85.61,61.64,37.68,44.22,44.22,,82.25,41.13,0,,100
"Tanzania",202,68.93,65.23,83.08,80.79,78.5,67.91,83.83,54.51,100,100,100,65.14,64.85,0.19,62.82,81.41,100,66.53,24.28
"United States",163,68.89,100,91.41,84.16,76.9,84.58,61.71,74.66,99.91,77.77,55.63,54.83,53.55,11.62,69.35,72.07,74.8,39.02,41.35
"Saint Pierre and Miquelon",219,68.89,98.46,88.08,94.04,100,,,85.17,64.19,82.07,99.95,47.52,47.49,2.45,65.19,38.37,11.55,,36.64
"Slovenia",188,68.79,89.66,92.51,95.43,98.36,,,28.4,100,100,100,75.58,31.82,13.4,64.25,82.12,100,87.72,35.16
"Micronesia",9,68.76,47.07,84.99,91.2,97.42,97.61,92.81,67.6,48.78,62.72,76.66,82.79,82.79,0,57.42,30.37,3.32,44.69,70.72
"Bangladesh",204,68.69,59.88,80.68,89.01,97.35,100,99.98,36.73,100,100,100,36.91,34.52,20.88,69.04,64.47,59.9,95.38,6.97
"Greece",80,68.66,82.05,88.83,94.41,100,,,59.59,66.17,64.26,62.35,54.31,44.09,25.75,68.99,69.35,69.72,35.54,100
"Ireland",181,68.54,100,94.62,88.66,82.7,55.71,55.69,62.27,100,79.62,59.24,56.98,56.55,49.26,64.08,82.02,99.96,81.67,23.2
"Georgia",74,68.27,74.94,89.65,94.82,100,,,54.78,100,99.53,99.06,56.56,56.56,,62.82,42.54,22.26,78,45
"Canada",218,68.12,97.43,92.62,92.92,93.21,98.19,54.83,94.31,100,90.66,81.32,29.88,34.43,69.33,67.97,48.16,28.36,35.54,34.72
"Jan Mayen",144,68.05,95.77,94.5,76.97,59.44,,,88.65,90.64,88.19,85.75,7.97,7.97,,61.82,80.91,100,,37.86
"Palau",8,67.84,61.35,87.42,87.88,88.34,91.9,64.55,74.8,100,83.01,66.02,86.91,86.88,1.32,62.78,45.47,28.16,5.81,76.78
"Djibouti",46,67.62,53.78,81.2,89.78,98.36,98.8,90.88,52.38,100,96.7,93.39,46.08,46.08,,68.54,34.27,0,,45.94
"Niue",154,67.58,77.45,87.24,82.05,76.86,86.04,52.77,89.33,33.25,57.51,81.78,33.14,33.14,,67.07,52.82,38.57,,77.12
"Gilbert Islands (Kiribati)",212,67.44,54.46,83.39,89.83,96.27,99.49,86.9,64.5,100,89.3,78.6,83.84,83.84,0.02,65.35,32.67,0,3.62,69.75
"Cape Verde",56,67.29,51.18,93.97,96.98,100,,,63.58,100,100,100,24.43,24.43,,68.1,34.89,1.67,,100
"Mayotte",29,67.26,53.6,89.97,93.18,96.39,92.81,92.52,51.32,100,100,100,68.81,65.17,1.1,54.95,77.46,99.96,0,46.53
"Jersey",227,67.15,95.9,94.53,87.4,80.27,54.85,54.84,51.06,88.38,87.06,85.75,56.35,56.35,,74.15,78.78,83.4,,38.13
"Honduras",133,66.81,56.27,93.99,91.92,89.84,95.48,88.51,59.66,100,94.01,88.01,36.66,33.02,30.94,72.97,86.48,100,38.42,24.38
"Argentina",172,66.8,82.23,86.47,93.23,100,,,83.17,100,91.39,82.78,38.85,38.85,0.01,65.07,82.54,100,35.88,27.08
"Gambia",65,66.67,58.63,89.96,88.46,86.96,82.21,82.02,50.39,100,100,100,34.48,34.47,0.07,78.15,57.55,36.94,,46.31
"Mozambique",41,66.65,44.12,85.63,89.12,92.61,81.77,98.85,55.73,100,100,100,45.26,45.21,0.02,64.95,75.56,86.17,62.24,13.9
"Taiwan",14,66.53,86.41,87.23,91.31,95.39,97.89,95.63,45.26,96.85,92.06,87.27,48.88,43.41,34.19,66.13,44.9,23.67,41.14,27.26
"Belize",164,66.44,74.39,95.17,78.84,62.5,23.77,39.1,68.87,100,100,100,29.76,44.6,69.88,69.97,84.99,100,49.95,99.92
"Bassas da India",34,66.25,53.02,93.08,94.23,95.39,92.79,,87.69,,,,36.63,36.63,,66.24,33.12,0,,
"Andaman and Nicobar",26,66.24,64.8,86.92,90.49,94.07,96.73,89.65,63.42,92.25,77.97,63.69,30.75,30.75,,64.19,40.52,16.85,,41.8
"Brazil",171,66.18,71.8,94,94.81,95.62,97.48,97.69,59.87,100,80.13,60.25,49.27,45.26,4.21,68.06,84.03,100,4.88,25.88
"Mauritius",37,66.02,69.5,91.41,93.3,95.18,90.95,90.63,63.63,71.42,72.32,73.22,39.4,38.42,1.66,60.43,35.77,11.12,49.78,55.89
"Canary Islands",58,65.84,83.84,94.53,84.64,74.74,53.82,53.89,62.65,49.26,60.42,71.58,37.98,37.98,,64.29,82.15,100,,73.15
"Saint Kitts and Nevis",119,65.69,86.78,94.24,93.63,93.03,77.95,96.92,57.5,81.16,57.95,34.74,22.82,22.82,,72.81,36.41,0,,61.26
"Mexico",135,65.67,70.65,92.35,91.84,91.33,81.71,75.95,63.59,100,72.86,45.72,24.98,24.74,19.59,65.86,82.93,100,28.03,64.42
"Cook Islands",153,65.58,78.06,89.3,84.6,79.9,90.54,52.76,93.96,58.27,47.03,35.78,36.48,36.47,1.06,66.37,33.35,0.33,59.25,79.79
"Morocco",62,65.56,65.18,90.98,94.41,97.84,,100,53.4,100,100,100,24.65,24.64,0.16,68.54,64.31,60.07,32.61,55.53
"Ghana",106,65.56,47.87,93.1,92.62,92.14,99.86,99.77,40,100,94.68,89.36,57.48,57.48,,72.17,36.81,1.45,72.19,14.3
"Spain",182,65.4,91.8,91.65,81.1,70.56,53.64,53.64,50.12,100,78.74,57.49,40.63,46.65,58.41,69.34,84.67,100,50.84,62.76
"Panama",129,65.33,76.68,94.01,82.32,70.62,65.78,42.97,64.84,100,100,100,54.43,51.46,8.97,69.86,59.21,48.56,21.17,88.87
"Malaysia",206,65.26,81.48,81.15,84.57,87.99,93.85,84.38,54.64,71.64,79.44,87.24,60.3,58.14,16.21,59.7,35.64,11.57,35.65,44.84
"Falkland Islands",95,65.01,96.73,93.53,96.77,100,,,98.95,17.84,40.55,63.25,40.78,40.78,0,67.34,35.06,2.78,,46.21
"India",203,65,50.03,86.28,91.13,95.98,97.4,86.85,29.26,100,69.32,38.63,55.25,50.87,11.01,57.73,40.98,24.23,82.58,51.56
"Saudi Arabia",50,64.93,100,80.59,88.73,96.87,93.85,89.32,64.7,100,100,100,53.16,51.21,0.7,55.09,34.84,14.58,0,26.66
"Lithuania",189,64.57,91.29,94.11,80.81,67.51,29.54,,44.5,100,77.53,55.07,78.26,78.26,,95.45,97.73,100,65.82,15.66
"Cambodia",24,64.43,66.65,81.59,85.38,89.18,79.61,75.95,52.86,100,74.74,49.47,58.61,58.4,23.56,51.24,54.38,57.52,13.6,82.75
"Myanmar",205,64.25,47.92,79.56,85.47,91.37,91,87.12,51.06,93.71,96.86,100,38.84,37.73,4.67,60.18,33.5,6.81,87.98,23.83
"Vietnam",207,64.01,54.99,81.6,83.35,85.1,89.22,60.74,44.84,86.16,74.04,61.92,67.32,60.77,41.87,65.56,75.08,84.6,70.6,26.5
"R_union",32,63.89,52.98,90.76,92.81,94.85,92.79,,67.56,84.47,72.02,59.58,54.66,54.6,0.02,70.79,44.85,18.92,,33.49
"Monaco",185,63.88,96.97,86.12,86.12,,,,24.49,98.62,85.11,71.6,46.7,46.7,,36.63,40.68,44.73,,67.12
"Israel",79,63.79,93.19,87.98,91.8,95.61,91.23,91.23,32.78,100,100,100,42.14,31.34,0.89,63.35,36.3,9.24,55.72,14.32
"Jordan",215,63.79,60.61,82.57,85.3,88.03,91.48,87.76,50.76,100,87.83,75.67,39.6,39.6,,51.24,25.62,0,,45.12
"Indonesia",216,63.6,55.66,81.34,81.92,82.5,87.56,66.76,57.62,99.4,71.34,43.29,57.72,53.18,24.95,65.22,60.73,56.23,86.81,14.37
"Cuba",112,63.59,89.85,94.69,87.24,79.79,67.24,100,58.36,89.1,92.85,96.6,40.76,34.74,2.08,70.49,85.25,100,4.6,15.78
"Yemen",47,63.44,58.06,82.08,89.39,96.71,94.68,83.39,65.48,96.73,98.37,100,44.06,44.06,0,57.85,28.92,0,72.03,0
"Brunei",247,63.25,100,83.51,89.54,95.57,97.36,87.27,53.28,76.83,79,81.17,52.02,51.18,5.59,63.72,44.98,26.23,0,29.9
"Tunisia",61,63.2,74.67,85.59,92.8,100,,,50.72,100,83.4,66.79,34.71,32.39,4.6,70.32,54.18,38.04,93.95,23.53
"Guyana",167,63.02,58.71,93.41,95.02,96.63,89.3,89.25,75.41,98.63,69.32,40.02,25.18,25.1,0.49,69.91,43.91,17.91,,21.2
"Sri Lanka",40,63,57.43,87.82,92.46,97.11,93.67,88.11,58.18,88.48,68.81,49.14,45.78,45.41,0.38,63.69,38.96,14.22,49.5,37.51
"Bulgaria",71,62.83,76.59,90,95,100,,,42.71,100,71.51,43.03,31.3,30.11,21.97,62.48,81.24,100,77.41,28.07
"Oecussi Ambeno",237,62.73,67.27,79.77,76.71,73.65,78.15,41.88,65.02,89.43,75.67,61.91,69.5,69.5,,66.74,50.6,34.47,,39.76
"Namibia",101,62.68,88.47,96.01,98,100,,,84.25,52.09,76.05,100,35.54,35.53,13.94,64.03,82.02,100,12.84,24.28
"China",209,62.61,81.47,85.04,80.36,75.67,71.07,52.74,34.82,99.63,96.52,93.42,44.46,79.14,100,60.85,38.89,16.93,56.04,35.02
"Costa Rica",130,62.57,70.15,93.18,93.64,94.11,77.05,68.75,69.61,100,76.12,52.23,47.35,45.45,6.86,71.19,64.55,57.92,17.86,42.52
"Bouvet Island",105,62.55,84.8,93.79,95.98,98.16,,,98.91,,,,10.67,10.67,,44.81,22.41,0,,
"Guernsey",228,62.4,95.9,93.43,82.9,72.38,54.44,54.39,55.19,88.49,87.12,85.75,44.48,44.48,,73.74,48.55,23.36,,38.58
"Cameroon",197,62.37,45.4,86.04,88.69,91.34,92.58,92.34,40.83,99.22,76.16,53.11,47.02,47.02,,67.09,71.08,75.08,,7.2
"Guatemala",136,62.17,59.24,89.41,93.97,98.52,96.17,96.18,33.17,100,100,100,34.83,30.13,13.61,73.38,82.22,91.05,10.94,19.74
"Romania",72,61.98,81.08,91.46,95.73,100,,,56.43,100,89.99,79.98,53.07,52.84,0.26,63.59,81.79,100,20,18.01
"Western Sahara",63,61.66,56.11,89.18,94.53,99.87,,,79.33,100,97.21,94.43,15.62,15.62,,69.26,61.82,54.38,,26.98
"Peru",138,61.55,76.19,90.47,83.61,76.75,55.97,55.96,59.62,45.31,62.99,80.67,70.15,69.71,25.1,67.32,57.31,47.3,74.28,19.83
"Venezuela",139,61.54,79.69,90.45,88.78,87.11,82.36,89.54,63.99,98.64,85.1,71.56,32.43,28.33,4.39,67.46,74.2,80.94,10.57,12.87
"Philippines",15,61.52,63.15,80.66,82.76,84.85,93.29,69.36,57.24,46.75,45.23,43.71,42.86,37.1,13.54,62.9,49.91,36.92,91.42,25.75
"Papua New Guinea",17,61.48,52.33,80.26,86.21,92.16,89.35,83.91,67.53,100,100,100,84.18,84.18,0.01,61.05,35.26,9.46,11.63,4.37
"Madagascar",42,61.07,43.96,85.08,85.5,85.92,78.13,65.38,60.25,100,81.06,62.13,46.54,45.52,1,61.54,40.82,20.1,83.18,26.91
"Kenya",43,60.96,61.29,86.8,86.87,86.94,72.25,92.87,49.68,100,98.96,97.93,39.55,39.55,0,62.98,53.01,43.04,47.08,8.06
"Gabon",198,60.77,74.22,90.41,82.32,74.22,70.15,70.13,65.36,80.18,59.44,38.69,48.81,48.81,,66.44,71.88,77.32,,4.64
"Uruguay",173,60.73,85.46,89.44,94.72,100,,,58.87,100,100,100,41.83,41.83,0,68.59,83.51,98.43,2.53,18.92
"Togo",98,60.67,43.16,89.66,86.7,83.75,99.08,98.92,28.2,99.67,99.83,100,34.26,34.26,,71.05,35.53,0,,20.37
"East Timor",231,60.62,51.24,79.84,81.88,83.93,87.05,85.05,56.37,0.05,27.29,54.53,59.96,59.92,0.01,66.93,60.48,54.03,,36.33
"Saint Helena",86,60.58,96.73,97.93,98.96,100,,,88.59,25.58,44.09,62.61,32.38,32.38,,61.35,30.68,0,,32.64
"Colombia",132,60.53,69.44,93.89,80.03,66.17,81.24,71.45,61.97,100,80.36,60.72,36.15,34.08,0.89,68.17,68.06,67.95,41.17,17.5
"Ukraine",75,60.45,65.32,88.95,91.77,94.58,84.13,84.3,59.63,100,80.7,61.39,56.02,55.59,0.97,61.96,56.58,51.2,26.46,0
"Faeroe Islands",141,60.01,96.71,93.64,94.26,94.88,,,77.7,90.64,88.19,85.75,26.01,36.38,100,71.12,40.02,8.92,9.67,37.14
"Saint Lucia",122,59.88,76.31,96.32,86,75.67,74.06,56.51,56.85,72.69,60.22,47.75,36.99,36.99,,79.18,49.7,20.23,2.15,100
"Comoro Islands",28,59.54,43.98,84.75,87.62,90.49,82.76,86.16,44.32,93.11,92.66,92.2,43.49,43.49,,63.62,31.98,0.33,,22.87
