"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,69.97,77.71,89.87,90.38,90.9,86.61,79.22,73.54,87.87,82.42,76.98,50.85,51.55,27.64,66.27,62.42,58.56,44.73,47.49
"South Georgia and the South Sandwich Islands",89,91.98,90.48,94.01,97.01,100,,,98.89,,,,90.3,90.3,,66.49,83.24,100,,
"Crozet Islands",91,88.08,90.01,92.1,92.1,,,,96.63,,,,86.25,86.25,,50.82,75.41,100,,
"Howland Island and Baker Island",158,87.69,87.05,89.17,88.87,88.56,100,,96.68,,,,74.73,74.73,,57.61,78.81,100,,
"Heard and McDonald Islands",94,87.35,90.68,94.49,97.24,100,,,99.71,,,,76.7,76.7,,44.8,72.4,100,,
"Kerguelen Islands",93,87.32,89.92,92.65,96.32,100,,,98.78,,,,76.16,76.16,,50.85,75.43,100,,
"Jarvis Island",149,83.9,93.76,90.61,76.92,63.24,,,97.85,,,,72.02,72.02,,57.87,78.93,100,,
"Macquarie Island",4,83.82,97.02,93.55,96.77,100,,,97.32,,,,40.88,40.88,,74.23,87.12,100,,
"Northern Saint-Martin",221,83.2,87.62,97.7,97.17,96.65,95.26,100,52.69,85.55,90.98,96.41,38.16,38.16,,73.83,86.92,100,,100
"Phoenix Islands (Kiribati)",157,82.74,62.29,89,91.38,93.76,100,,96.97,68.73,74.53,80.34,78.89,78.89,,61.37,80.68,100,,77.15
"Christmas Island",2,82.7,97.02,96.01,94.63,93.26,93.12,92.76,81.51,100,96.35,92.69,53.22,53.22,,58.84,57.15,55.45,,78.58
"Palmyra Atoll",150,82.3,93.76,90.03,91.6,93.16,77.26,,90.46,,,,61.97,61.97,,57.54,78.77,100,,
"New Caledonia",5,81.8,65.78,89.88,88.84,87.81,76.48,78.64,79.27,92.61,96.31,100,70.43,66.68,10.58,67.61,78.05,88.49,99.98,87.92
"Germany",176,81.6,97.39,95.49,93.83,92.18,93.92,100,50.79,100,91.87,83.73,40.87,38.92,6.72,90.46,95.23,100,61.78,92.31
"Aruba",250,80.67,92.92,97.28,97.62,97.95,99.99,99.95,57.1,100,100,100,36.55,36.55,0,83.77,41.89,0,,100
"Cocos Islands",1,80.47,97.02,96.47,95.66,94.84,97.62,92.76,88.77,100,96.35,92.69,39.24,39.24,,73.7,36.85,0,,79.99
"Norfolk Island",3,80.37,97.02,95.45,97.72,100,,,77.93,100,96.35,92.69,20.71,20.71,,88.79,94.39,100,,78.42
"Madeira",57,80.36,86.34,96.41,97.88,99.36,,,71.98,94.89,83.47,72.04,64.39,64.39,,65.12,82.56,100,,75.91
"Antigua and Barbuda",120,80.07,81.19,95.53,92.27,89,81.09,99.94,65.96,88.15,94.07,100,29.42,29.42,,74.55,76.65,78.76,,100
"Malta",68,79.44,93.69,88.97,92.29,95.61,88.66,88.64,46.15,100,88.73,77.45,45.02,39.22,31.81,55.15,77.57,100,,100
"American Samoa",151,79.07,85.57,87.6,92.71,97.82,95.94,94.16,58.65,72.38,85.79,99.2,59.37,59.37,,62.84,65.69,68.54,,73.72
"French Polynesia",147,78.46,65.57,91.96,94.77,97.59,99.57,91.14,91.72,46.16,73.08,100,59.91,58.17,25.37,67.62,33.81,0,96.84,79.94
"Australia",16,78.41,98.37,93.3,93.89,94.48,89.4,92.92,81.41,100,95.62,91.23,41.27,29.82,11.46,83.89,91.95,100,51.78,58.98
"Pitcairn",146,77.9,73.34,85.17,92.59,100,100,,87.44,72.66,80.97,89.27,38.38,38.38,,75.27,73.19,71.1,,77.29
"Italy",184,77.71,93.21,89.11,91.31,93.5,85.65,85.04,51.35,100,86.93,73.86,42.69,36.85,21.13,71.51,85.75,100,95.08,65.96
"Curacao",244,77.14,78.52,96.59,96.76,96.93,99.96,89.98,61.29,80.1,72.85,65.59,38.59,38.59,0,75.04,56.35,37.66,,100
"Cayman Islands",113,77.11,99.97,96.69,91.64,86.59,63.26,91.48,64.5,100,100,100,36.48,36.48,,72.12,51.67,31.23,,95.02
"New Zealand",162,76.62,95.67,94.95,92.69,90.44,68.64,64.66,79.18,100,100,100,33.73,67.65,100,61.5,63.48,65.45,37.7,96.56
"United Arab Emirates",54,76.55,100,82.99,90.49,98,93.47,92.17,69.82,100,100,100,56.38,55.91,0.42,57.01,68.35,79.68,34.65,60.63
"Azores",55,76.4,85.62,96.55,97.58,98.6,,,68.86,100,85.96,71.93,54.81,54.81,,65.09,66.02,66.96,,75.9
"Seychelles",31,75.95,78.21,88.68,93.14,97.6,86.35,100,74.89,69.57,84.79,100,39.4,39.4,0,64.33,62.15,59.97,40.57,100
"Wallis and Futuna",161,75.89,63.61,89.04,93.87,98.69,100,,82.05,72,80.64,89.27,74.32,74.32,,74.33,37.16,0,,75.5
"Bahamas",110,75.77,85.57,96.79,91.27,85.74,55.74,99.71,63.73,96.38,83.2,70.02,65.13,65.13,0,72.4,63.16,53.92,50.15,100
"Tuvalu",19,75.41,47.51,83.97,91.99,100,100,,71.4,100,100,100,85.94,85.93,0.18,61.4,34.24,7.08,,72.23
"Vanuatu",6,75.29,46.86,85.71,90.39,95.07,94.46,88.13,68.55,100,100,100,52.29,52.27,0.07,59.61,30.35,1.08,81.94,100
"Suriname",168,75.26,71.37,93.16,96.51,99.87,99.74,99.74,77.75,75.31,85.75,96.2,27.09,27.05,0.43,72.75,86.37,100,99.69,8.64
"Norway",223,74.98,100,94.37,94.3,94.23,58.49,,77.66,78.52,81.84,85.15,58.26,72.51,100,63.13,75.16,87.18,45.55,69.37
"Clipperton Island",107,74.89,87.42,88.59,79.95,71.31,,,81.04,,,,90.46,90.46,,71.14,35.57,0,,
"Croatia",187,74.68,71.72,89.14,94.57,100,,,63.99,100,79.97,59.93,50.27,47.41,22.31,62.9,80.88,98.85,60.26,98.67
"Finland",174,74.33,95.34,92.75,89.89,87.04,41.15,,69.41,100,84.47,68.95,96.45,90.62,17.78,95.83,80.84,65.86,95.92,21.28
"South Korea",20,74.25,95.59,89.59,94.8,100,,,64,100,94.78,89.56,50.71,52.21,62.16,66.21,74.59,82.97,95.15,22.86
"Ile Europa",35,74.23,54.17,91.67,92.23,92.79,92.79,,89.85,,,,33.31,33.31,,66.1,83.05,100,,
"Denmark",175,74.19,98.74,94.23,95.37,96.5,100,100,53.02,71.84,71.12,70.4,45.46,43.93,14.99,91.03,95.51,100,46.86,37.33
"Latvia",69,73.88,84.53,92.9,84.84,76.78,45.06,54.55,52.99,100,90.77,81.54,96.1,96.1,,95.45,97.73,100,96.06,36.22
"South Africa",102,73.69,77.41,91.35,90.62,89.9,99.63,99.82,56.37,100,100,100,66.85,66.56,1.06,70.36,81.67,92.98,27.49,37.38
"Sint Maarten",220,73.62,93.1,96.63,96.34,96.06,100,100,43.55,84.86,90.63,96.41,52.41,52.41,,72.86,59.72,46.58,0.44,100
"Saba",248,73.45,78.47,97.32,98.66,100,100,100,65.27,80.01,72.71,65.4,48.29,48.29,,79.13,70.66,62.18,0.44,100
"Line Islands (Kiribati)",148,73.01,61.08,87.58,92.26,96.94,100,,95.19,68.48,74.2,79.93,54.84,54.84,,60.23,30.11,0,,76.41
"Prince Edward Islands",90,72.97,82.89,90.44,94.31,98.17,,,84.67,,,,28.12,28.12,,49.77,74.89,100,,
"Greenland",145,72.96,96.91,94.8,94.53,94.25,94.42,,94.44,100,100,100,55.97,55.97,,62.86,81.1,99.34,0.01,39.29
"Belgium",59,72.95,96.45,94.39,97.2,100,100,100,32.44,100,81.65,63.31,63.1,63.1,,68.28,84.14,100,47.93,26.57
"Samoa",152,72.94,74.5,90.02,93.2,96.38,95.46,90.5,88.74,82.34,42.93,3.52,64.76,64.76,0,68.63,34.86,1.09,68.72,75.78
"Marshall Islands",11,72.92,55.03,83.8,89.9,95.99,97.85,87.04,69.07,41.59,59.42,77.24,74.9,74.9,,64.54,51.19,37.85,72.98,71.81
"Russia",73,72.52,84.88,86.88,93.44,100,88.4,100,91.6,100,93.11,86.23,57.6,57.59,53.3,75.51,83.7,91.9,22,10.53
"Northern Mariana Islands and Guam",13,72.49,86.28,87.72,91.99,96.26,98.33,93.22,61.02,48.63,63.84,79.04,29.29,28.16,0.74,61.48,51.85,42.22,,77.67
"Glorioso Islands",30,72.34,54.14,90.71,93.55,96.39,92.79,,87.74,96.71,95.05,93.39,21.99,21.99,,66.52,83.26,100,,50.17
"Bonaire",245,72.21,78.71,96.39,97.17,97.95,99.59,97.16,70.55,80.1,72.86,65.62,40.87,40.87,0,79.32,64.74,50.16,0.44,100
"United Kingdom",180,72.19,95.93,94.87,93.27,91.67,74.43,55.52,64.22,96.43,90.21,84,41.11,38.39,14.06,68.09,84.04,100,68.27,57.59
"Montserrat",121,72,85.14,97.56,95.01,92.47,73.13,73.43,70.63,85.79,91.1,96.41,23.58,23.58,,76.42,38.21,0,,97.79
"Netherlands",177,71.81,98.75,95.08,89.98,84.87,100,100,45.43,80.39,66.99,53.59,31.29,33.88,40.15,73.11,86.56,100,31.19,65.38
"Estonia",70,71.69,91.81,93.66,94.33,95,42.64,100,65.23,100,75.53,51.07,97.9,97.9,0,95,97.5,100,11.4,40.51
"Guadeloupe and Martinique",140,71.64,87.71,97.25,95.9,94.54,96.41,99.94,60.96,32.68,65.46,98.24,17.69,17.62,0.21,75.56,87.78,100,,32.99
"Qatar",190,71.63,100,81.56,89.78,98,95.26,90.11,62.96,82.04,68.88,55.71,45.5,45.5,0,59.09,29.54,0,,62.65
"Japan",210,71.46,93.08,90.04,93.04,96.04,99.95,95.32,62.15,100,78.16,56.32,57.51,54.1,30.66,64.33,82.16,100,35.37,21.26
