"region_id","region_name","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
158,"Howland Island and Baker Island",87.5116666666667,86.56,89.0466666666667,88.4733333333333,87.9033333333333,100,NA,96.55,NA,NA,NA,74.7616666666667,74.7616666666667,NA,57.4466666666667,78.725,100,NA,NA
89,"South Georgia and the South Sandwich Islands",86.8366666666667,90.3133333333333,94.01,94.435,94.8566666666667,NA,NA,98.89,NA,NA,NA,66.5033333333333,66.5033333333333,NA,68.0983333333333,84.0483333333333,100,NA,NA
2,"Christmas Island",84.0916666666667,96.6533333333333,96.12,94.82,93.5133333333333,93.12,92.76,81.5533333333333,99.9516666666667,96.0116666666667,92.065,60.065,60.065,NA,58.8016666666667,57.1516666666667,55.495,NA,84.685
149,"Jarvis Island",83.86,93.66,90.4283333333333,76.4233333333333,62.4166666666667,NA,NA,97.85,NA,NA,NA,72.5083333333333,72.5083333333333,NA,57.7116666666667,78.855,100,NA,NA
221,"Northern Saint-Martin",83.5333333333333,87.25,97.7,97.1483333333333,96.605,95.26,100,52.7016666666667,84.7583333333333,90.6166666666667,96.4716666666667,40.7666666666667,40.7666666666667,NA,76.1033333333333,88.0533333333333,100,NA,100
94,"Heard and McDonald Islands",83.505,90.5516666666667,94.49,97.24,100,NA,NA,99.71,NA,NA,NA,57.5883333333333,57.5883333333333,NA,44.8533333333333,72.425,100,NA,NA
157,"Phoenix Islands (Kiribati)",83.3716666666667,61.3583333333333,88.7683333333333,89.055,89.3433333333333,100,NA,96.9416666666667,67.0766666666667,73.44,79.8083333333333,78.055,78.055,NA,61.6366666666667,80.82,100,NA,87.315
1,"Cocos Islands",82.725,96.6533333333333,96.47,95.7983333333333,95.12,97.62,92.76,88.8216666666667,99.9516666666667,96.0116666666667,92.065,53.97,53.97,NA,74.895,37.4483333333333,0,NA,85.4533333333333
93,"Kerguelen Islands",82.6066666666667,89.5283333333333,92.5816666666667,96.29,100,NA,NA,98.78,NA,NA,NA,52.8533333333333,52.8533333333333,NA,51.175,75.5883333333333,100,NA,NA
4,"Macquarie Island",82.5733333333333,96.6533333333333,93.55,95.875,98.205,NA,NA,97.9716666666667,NA,NA,NA,34.9933333333333,34.9933333333333,NA,74.755,87.38,100,NA,NA
150,"Palmyra Atoll",82.4883333333333,93.66,89.9,91.4366666666667,92.975,77.6466666666667,NA,90.3383333333333,NA,NA,NA,63.1533333333333,63.1533333333333,NA,57.3783333333333,78.6866666666667,100,NA,NA
5,"New Caledonia",82.42,65.3633333333333,89.4666666666667,88.6,87.735,76.6433333333333,78.4616666666667,86.375,92.2633333333333,96.135,100,70.2583333333333,65.295,11.1816666666667,68.0233333333333,74.075,80.1266666666667,98.2866666666667,94.9533333333333
91,"Crozet Islands",82.0816666666667,89.6116666666667,92.0466666666667,92.0466666666667,NA,NA,NA,96.5766666666667,NA,NA,NA,56.595,56.595,NA,51.16,75.5783333333333,100,NA,NA
