"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.63,76.88,89.73,89.97,90.19,87.88,79.19,74.19,81.44,78.89,76.34,52.43,52.26,26.21,66.25,62.08,57.92,50.77,52.55
"Howland Island and Baker Island",158,87.2,85.95,88.92,88.22,87.51,100,,96.43,,,,74.16,74.16,,56.91,78.46,100,,
"Christmas Island",2,84.88,96.26,96.21,94.95,93.69,93.12,92.76,81.55,99.71,94.32,88.93,58.71,58.71,,58.39,56.94,55.49,,95.3
"Estonia",70,84.58,87.86,93.35,96.67,100,100,100,68.68,77.65,63.39,49.12,97.4,97.4,0,95,97.5,100,92.19,42.15
"Sint Maarten",220,84.31,93.1,96.98,97.99,99,100,100,43.58,80.49,88.65,96.82,58.17,58.17,,74.3,66.04,57.79,96.87,98.7
"Jarvis Island",149,83.8,93.54,90.36,76.62,62.87,,,97.85,,,,72.4,72.4,,57.18,78.59,100,,
"Phoenix Islands (Kiribati)",157,83.69,60.18,88.62,88.27,87.91,100,,97.1,59.33,68.59,77.85,76.91,76.91,,60.77,80.39,100,,98.11
"Norfolk Island",3,83.54,96.26,95.45,97.72,100,,,77.98,99.71,94.32,88.93,28.77,28.77,,88.87,94.44,100,,95.3
"Cocos Islands",1,83.5,96.26,96.47,95.85,95.23,97.62,92.76,88.82,99.71,94.32,88.93,52.9,52.9,,75.28,37.64,0,,95.3
"Northern Saint-Martin",221,83.36,86.87,97.7,97.08,96.47,95.26,100,52.69,81.1,88.96,96.82,41.72,41.72,,75.24,87.62,100,,100
"Heard and McDonald Islands",94,83.22,90.42,94.49,97.24,100,,,99.71,,,,56.29,56.29,,44.87,72.43,100,,
"Saba",248,82.83,77.58,97.28,98.64,100,100,100,65.59,77.18,71.28,65.39,55.71,55.71,,76.36,69.27,62.17,96.91,93.35
"South Georgia and the South Sandwich Islands",89,82.5,90,94.01,88.77,83.52,,,98.89,,,,50.33,50.33,,69.06,84.53,100,,
"Palmyra Atoll",150,82.46,93.54,89.78,91.23,92.67,77.56,,90.22,,,,63.76,63.76,,56.85,78.42,100,,
"Germany",176,82.1,96.78,95.28,94.47,93.65,94.57,100,52.47,100,88.79,77.58,38.71,37.95,9.29,90.09,95.05,100,60.96,100
"New Caledonia",5,81.95,64.72,88.59,87.97,87.35,76.78,78.07,92.07,90.53,95.26,100,67.02,62.13,11.34,66.64,66.63,66.62,95.84,100
"Kerguelen Islands",93,81.54,89.1,92.61,96.31,100,,,98.78,,,,49.2,49.2,,48.6,74.3,100,,
"Aruba",250,81.54,92.92,97.31,97.63,97.95,99.99,99.95,62.25,100,100,100,39.44,39.44,0,83.32,41.66,0,,100
"Australia",16,81.53,97.59,93.43,93.95,94.48,89.4,92.92,84.76,100,93.35,86.71,45.16,38.42,16.06,84.61,92.3,100,60.68,71.94
"Macquarie Island",4,81.45,96.26,93.55,95.42,97.29,,,98.44,,,,29.89,29.89,,74.5,87.25,100,,
"Bonaire",245,81.31,77.8,96.34,97.15,97.95,99.59,97.16,70.79,77.29,71.47,65.64,45.5,45.5,0,76.55,63.36,50.18,96.89,93.41
"Crozet Islands",91,81.1,89.19,92.08,92.08,,,,96.58,,,,53.38,53.38,,48.58,74.29,100,,
"Antigua and Barbuda",120,79.97,76.5,95.94,92.13,88.33,81.47,99.94,60.12,96.76,98.38,100,33.4,33.4,,76.41,77.75,79.09,,100
"Finland",174,79.42,95.89,92.97,96.47,99.96,100,,73.15,100,77.44,54.87,95.95,90.29,14.23,95.83,81.63,67.42,76.38,23.55
"Norway",223,79.4,100,94.28,94.23,94.19,88.37,,79.43,72.84,69.02,65.2,62.23,73.01,100,63.33,75.18,87.03,47.11,88.23
"Bahamas",110,79.39,86.4,97.01,91.48,85.95,56.27,99.71,66.88,94,75.49,56.98,68.1,68.1,0.02,72.55,63.48,54.41,86.06,100
"Ile Europa",35,79.24,52.92,91.63,92.21,92.79,92.79,,89.81,,,,65.15,65.15,,65.13,82.57,100,,
"Madeira",57,79.09,84.11,96.28,97.75,99.23,,,73.88,95.01,82.93,70.84,60.93,60.93,,61.19,80.6,100,,73.41
"Malta",68,79.03,88.66,88.86,92.15,95.44,88.81,88.71,56.47,97.27,88.2,79.13,45.29,35.32,16.81,52.11,72.92,93.73,,100
"Sint Eustatius",249,78.96,77.33,96.28,94.63,92.97,100,100,52.84,76.99,71.05,65.11,37.14,37.14,,75.75,66.47,57.19,96.81,93.35
"Mayotte",29,78.89,52.7,90.21,93.3,96.39,92.81,92.78,51.65,100,100,100,72.09,70.91,0.57,50.27,75.12,99.96,99.8,59.84
"United Arab Emirates",54,78.55,100,82.49,90.24,98,93.22,91.67,63.81,100,100,100,52.23,52.09,0.12,58.83,67.99,77.15,62.49,63.97
"New Zealand",162,77.78,94.93,94.95,92.68,90.41,68.79,64.7,86.05,97.25,98.62,100,48.13,55.58,100,61.11,62.92,64.72,53.53,100
"Marshall Islands",11,77.56,54.82,83.9,89.97,96.03,97.85,87.03,68.9,39.46,57.19,74.91,75.43,75.43,,64.46,51.72,38.97,95.88,96.85
"Cayman Islands",113,76.6,99.97,96.91,90.72,84.54,64.06,92.03,64.83,100,100,100,37.77,37.77,,74.85,52.85,30.85,,87.13
"American Samoa",151,76.22,85.22,87.34,92.58,97.82,94.98,93.53,58.67,51.97,75.59,99.22,60.46,60.46,,62.8,65.55,68.3,,59.41
"Azores",55,76.07,83.51,96.49,97.98,99.47,,,71.33,100,85.43,70.85,53.85,53.85,,61.16,66.85,72.53,,73.58
"Saudi Arabia",50,75.96,99.15,80.83,88.79,96.74,94.73,89.82,78.45,100,100,100,50.87,43.8,5.71,57.34,35.98,14.61,60.76,68.09
"Seychelles",31,75.95,72.67,88.31,92.95,97.6,86.9,100,74.71,63.58,81.79,100,38.4,38.4,0,62.66,61.23,59.8,50.85,100
"Italy",184,75.79,93.98,89.11,91.31,93.5,85.65,85.04,53.38,100,84.85,69.71,45.31,39.45,19.85,68.16,84.08,100,76.78,63.38
"French Polynesia",147,75.68,65.32,91.96,94.77,97.59,99.57,91.28,92.22,11.18,55.59,100,62.18,60.59,37.32,66.5,33.25,0,99.17,65.02
"South Africa",102,75.59,77.73,91.95,93.21,94.47,99.63,99.82,59.45,74.94,87.47,100,83.21,82.92,0.93,71.05,82.13,93.2,23.09,50.44
