"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.82,75.74,83.59,86.96,90.35,88.53,79.24,69.44,81.48,78.93,76.37,57.94,53.51,6.51,67.11,60.18,53.25,66.73,49.51
"Howland Island and Baker Island",158,93.01,,78.42,89.21,100,100,,97.77,,,,95.75,95.75,,70.28,85.14,100,90.19,
"Heard and McDonald Islands",94,90.51,,90.79,95.26,99.72,,,99.71,,,,88.05,88.05,,75.6,87.8,100,81.74,
"Jarvis Island",149,86.85,,77.72,87.89,98.06,98.21,,98.38,,,,77.18,77.18,,70.6,85.3,100,74.15,
"Jan Mayen",144,86.55,,82.53,63.79,45.05,,,92.58,84.15,86.85,89.55,89.35,89.35,,74.83,87.41,100,99.31,
"Kerguelen Islands",93,85.82,,88.44,94.18,99.91,,,98.78,,,,81.79,81.79,,49.51,74.75,100,79.58,
"Germany",176,85.42,97.08,88.02,90.45,92.87,100,100,52.82,100,88.87,77.75,48.48,47.64,33.4,91.64,95.82,100,89.59,91.9
"South Georgia and the South Sandwich Islands",89,84.72,,90.02,91.08,92.15,,,98.89,,,,69.05,69.05,,66.83,83.42,100,81.13,
"Greenland",145,84.01,96.2,88.47,91.23,94,94.22,,90.11,100,100,100,70.82,70.82,0,66.38,82.88,99.39,95.09,35.54
"Norway",223,83.85,100,83.47,88.52,93.57,86.39,,78.83,73,69.27,65.54,83.85,88.76,100,67.88,77.44,87.01,96.3,69.14
"Estonia",70,83.65,88.66,93.85,96.91,99.97,100,100,69.42,78.22,63.9,49.57,87.25,87.25,0,95.45,97.73,100,97.02,35.61
"Aruba",250,83.26,85.63,88.9,93.42,97.95,99.99,99.95,62.1,100,100,100,51.73,51.73,,79.98,45.92,11.86,93.86,100
"Glorioso Islands",30,82.84,,88.2,91.75,95.29,92.79,,92.13,96.67,96.05,95.42,49.65,49.65,,49.32,74.66,100,,
"Seychelles",31,82.44,70.67,85.79,91.67,97.56,88.05,100,74.53,63.57,81.78,100,67.88,67.88,0.01,63.97,76.15,88.33,73.64,100
"Saba",248,82.22,75.68,93.03,96.5,99.96,100,100,68.09,77.19,71.34,65.49,44.6,44.6,0,72.45,81.19,89.92,88.2,96.64
"Netherlands",177,81.5,98.3,86.01,85.18,84.36,100,100,46.26,77.53,65.66,53.79,57.79,73.93,100,77.94,88.97,100,89.89,66.77
"New Zealand",162,81.22,94.97,86.55,87.96,89.37,68.89,64.8,85.12,97.25,98.62,100,84.65,65.08,2.56,60.4,61.9,63.39,90.44,94.39
"Sint Maarten",220,80.71,92.6,92.82,96.04,99.25,100,100,49.48,80.76,88.79,96.82,60.18,60.18,0,74.35,66.09,57.82,55.59,98.37
"Phoenix Islands (Kiribati)",157,80.48,59.77,76.75,71.7,66.66,100,,95.53,59.03,68.24,77.44,64.44,64.44,0,66.29,83.14,100,90,91.47
"Ile Europa",35,80.33,,82.35,87.57,92.79,92.79,,93.78,,,,53.08,53.08,,48.87,74.43,100,,
"Greece",80,80.29,84.48,74.91,86.99,99.07,,,62.61,71.74,68.51,65.29,51.18,73.64,94.86,73.02,85.72,98.41,81.12,99.21
"Wake Island",12,80.16,,77.7,78.7,79.7,77.65,,71,59.68,67.23,74.77,88.69,88.69,,69.83,84.92,100,92.9,
"United Arab Emirates",54,80.09,99.49,90.58,94.23,97.87,93,91.3,60.62,100,100,100,64.1,63.9,0.13,64.21,70.47,76.73,86.52,41.34
"Johnston Atoll",159,80.05,,78.16,85.46,92.76,77.56,,75.13,,,,82.66,82.66,,69.91,84.96,100,74.56,
"Northern Saint-Martin",221,80,85.67,94.76,95.69,96.62,94.21,100,44.93,81.39,89.11,96.82,39.63,39.63,0,74.9,87.45,100,67.85,95.5
"Clipperton Island",107,79.59,,74.19,87.04,99.89,100,,86.05,,,,96.85,96.85,,69.85,34.92,0,72.66,
"Curacao",244,79.55,80.06,86.59,91.76,96.93,99.96,90.84,69.18,77.39,71.58,65.76,56.23,56.23,,71.04,42.94,14.84,96.77,96.16
"Palmyra Atoll",150,79.38,,76.19,84.58,92.96,77.71,,92.74,,,,65.93,65.93,,70.14,85.07,100,70.24,
"Puerto Rico and Virgin Islands of the United States",116,79.33,91.15,85.03,89.94,94.85,83.66,100,54.76,88.39,71.04,53.7,51.14,51.14,0.06,74.98,73.74,72.5,81.13,96.72
"Malta",68,79.18,88.09,70.96,83.06,95.17,89.52,89.3,50.33,97.27,88.32,79.36,60.78,52.37,33.84,65.76,80.52,95.28,70.31,100
"Crozet Islands",91,78.88,,87.04,87.04,,,,96.56,,,,95.85,95.85,,49.49,74.74,100,40.21,
"Bonaire",245,78.79,75.38,87.93,92.94,97.95,99.55,97.16,72.98,77.58,71.83,66.09,60.79,60.79,,72.09,66.06,60.02,54.6,96.64
"Finland",174,78.35,95.98,93.7,96.81,99.92,,,73.9,100,77.6,55.2,77.06,88.49,100,96.15,83.36,70.57,88.62,22.02
"Slovenia",188,78.23,88.42,85.98,92.15,98.31,,,28.54,100,100,100,42.53,97.24,100,65.7,82.85,100,96.42,40.21
"Bahamas",110,77.93,93.32,89.61,87.67,85.72,55.37,99.71,64.38,94,75.46,56.92,77.16,77.16,0,72.92,72.26,71.61,53.99,100
"Turks and Caicos Islands",111,77.82,84.54,86.53,86.02,85.51,70.24,74.86,62.87,93.2,93.38,93.56,72.29,72.28,0,75.42,68.17,60.93,68.65,97.21
"Portugal",183,77.72,87.81,78.57,87.82,97.07,,,53.79,100,92.97,85.94,61.04,57.53,18.42,64.32,82.16,100,84.84,74.83
"Madeira",57,77.66,84.29,80.84,88.02,95.21,,,72.27,95.02,82.98,70.94,64.99,64.99,0,68.43,84.21,100,75.06,69.46
"Bouvet Island",105,77.65,,89.45,91.11,92.77,,,98.91,,,,80.76,80.76,,79.59,39.79,0,,
"Antigua and Barbuda",120,77.65,73.92,86.7,87.87,89.03,79.65,99.94,55.29,96.76,98.38,100,38.07,38.07,0,76.16,77.8,79.45,65.58,100
"Denmark",175,77.56,98.5,88.9,92.25,95.59,100,100,55.2,66.59,66.28,65.97,50.09,53.1,86.21,92.5,96.25,100,90.83,23.18
"Northern Mariana Islands and Guam",13,77.52,84.9,78.39,88.43,98.47,98.53,93.24,61.45,24.25,54.43,84.6,70.41,68.27,0.35,60.4,56.89,53.37,73.86,95.26
"Italy",184,77.34,94.54,73.48,83.3,93.13,85.65,85.04,51.85,100,84.94,69.89,47.56,62.29,82.88,72.63,85.79,98.96,68.44,71.57
"Mayotte",29,77.33,53.19,87.34,91.46,95.58,92.8,92.78,54.16,100,100,100,70.65,69.97,0.14,59.5,77.75,95.99,85.68,55.54
"Australia",16,77.28,97.07,92.52,93.49,94.46,89.39,92.92,83.67,100,93.35,86.71,38.56,28.12,0.16,86.15,93.08,100,43.4,58.26
"Canada",218,76.79,96.41,88.91,90.61,92.32,95.67,54.79,95.7,100,92.9,85.79,61.21,51.38,1.05,64.09,45.78,27.47,96.6,48.05
