"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,72.2,76.77,82.37,86.55,90.74,87.15,79.34,70.26,87.92,82.49,77.06,58.02,53.19,6.69,67.76,62.52,57.29,71.51,52.74
"Howland Island and Baker Island",158,93.95,,76.45,87.99,99.54,100,,97.93,,,,94.33,94.33,,70.88,85.44,100,98.01,
"Heard and McDonald Islands",94,90.72,,91.21,95.37,99.53,,,99.71,,,,90.95,90.95,,76.03,88.02,100,79.57,
"Germany",176,87,97.95,86.92,89.15,91.39,100,100,51.06,100,91.98,83.96,61.78,59.39,42.05,92.03,96.01,100,91.59,92.88
"Kerguelen Islands",93,86.61,,89.22,94.58,99.94,,,98.78,,,,84.79,84.79,,53,76.5,100,78.41,
"Greenland",145,86.05,97.05,87.48,90.68,93.88,94.42,,94.44,100,100,100,75.66,75.66,0,66.78,83.08,99.39,95.81,43.34
"Jarvis Island",149,85.7,,75.51,86.39,97.28,98.21,,98.38,,,,70.76,70.76,,71.21,85.6,100,74.86,
"Clipperton Island",107,85.53,,72.1,86.02,99.95,100,,86.09,,,,95.15,95.15,,70.1,70.05,70.01,75.84,
"Seychelles",31,85.51,75.37,84.67,91.12,97.56,87.39,100,80.9,70,85,100,80.26,80.26,0,66.05,74.15,82.25,80.95,100
"Jan Mayen",144,85.5,,81.2,61.06,40.91,,,92.58,90.64,88.19,85.75,87.77,87.77,,75.46,87.73,100,95.69,
"South Georgia and the South Sandwich Islands",89,85.37,,90.63,95.3,99.97,,,98.89,,,,69.9,69.9,,67.62,83.81,100,78.97,
"Estonia",70,84.44,91.89,92.93,93.96,94.98,100,100,66.11,100,75.78,51.56,85.04,85.04,0,95.45,97.73,100,93.94,39.96
"Saba",248,83.81,76.67,92.93,96.43,99.93,100,100,68.32,80.2,72.86,65.52,45.67,45.67,0,76.13,83.06,90,95.09,100
"Glorioso Islands",30,83.73,,86.63,89.96,93.28,92.79,,92.17,96.7,95.05,93.4,56.03,56.03,,52.74,76.37,100,,
"Aruba",250,83.62,91.45,86.31,92.13,97.95,99.99,99.95,56.88,100,100,100,51.78,51.78,,81.01,46.43,11.84,97.61,100
