region_id,region_name,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
158,Howland Island and Baker Island,93.48666666666666,NaN,76.78444444444445,88.13888888888889,99.49333333333334,100,NaN,97.86333333333333,NaN,NaN,NaN,95.08111111111111,95.08111111111111,NaN,69.23,84.61444444444444,100,95.22444444444444,NaN
94,Heard and McDonald Islands,91.03666666666666,NaN,91.12888888888888,95.37777777777778,99.62666666666667,NaN,NaN,99.71,NaN,NaN,NaN,90.09555555555556,90.09555555555556,NaN,78.52777777777777,89.26333333333334,100,80.7311111111111,NaN
176,Germany,86.91333333333334,97.79333333333334,87.11333333333333,89.28555555555556,91.45666666666666,100,100,51.278888888888886,100,91.61333333333333,83.23,58.61222222222222,60.102222222222224,66.34333333333333,91.98555555555556,95.99222222222222,100,90.65222222222222,92.39999999999999
144,Jan Mayen,86.7011111111111,NaN,81.49555555555555,65.19222222222223,48.88333333333333,NaN,NaN,92.58,89.91888888888889,88.0411111111111,86.17222222222222,87.64777777777778,87.64777777777778,NaN,77.30888888888889,88.65555555555555,100,98.09222222222222,NaN
93,Kerguelen Islands,86.63222222222223,NaN,89.06333333333333,94.48777777777778,99.90777777777778,NaN,NaN,98.78,NaN,NaN,NaN,83.73222222222222,83.73222222222222,NaN,53.45,76.72555555555556,100,79.42888888888889,NaN
149,Jarvis Island,86.07444444444444,NaN,75.81555555555556,85.75,95.68777777777778,98.21,NaN,98.38,NaN,NaN,NaN,75.13,75.13,NaN,69.54444444444445,84.77111111111111,100,74.20777777777778,NaN
145,Greenland,85.5411111111111,96.86333333333333,87.64666666666666,90.89,94.13555555555556,94.50777777777778,NaN,93.48333333333333,100,100,100,73.52444444444444,73.52444444444444,0,67.92111111111112,83.65222222222222,99.39,96.47111111111111,40.48444444444444
31,Seychelles,85.39333333333333,74.46222222222222,84.75111111111111,91.15444444444445,97.55777777777777,87.40222222222222,100,80.84444444444445,69.1511111111111,84.57444444444444,100,79.38,79.38,0.0022222222222222222,65.47111111111111,74.39222222222222,83.31666666666666,81.71666666666667,100
89,South Georgia and the South Sandwich Islands,85.13111111111111,NaN,90.4811111111111,93.63222222222223,96.78444444444445,NaN,NaN,98.89,NaN,NaN,NaN,68.56666666666666,68.56666666666666,NaN,68.94888888888889,84.47555555555556,100,80.08444444444444,NaN
70,Estonia,84.33444444444444,91.57444444444444,93.06222222222222,95.38888888888889,97.71444444444444,100,100,67.02888888888889,97.58,74.42444444444445,51.26555555555556,80.76,80.76,0,95.45,97.73,100,95.68222222222222,40.763333333333335
30,Glorioso Islands,84.03666666666668,NaN,87.03666666666666,91.03,95.02222222222223,92.79,NaN,92.17555555555555,96.69666666666667,95.16111111111111,93.62444444444445,55.39333333333333,55.39333333333333,NaN,53.205555555555556,76.60222222222222,100,93.77,NaN
248,Saba,83.52222222222223,76.2688888888889,92.92666666666666,96.43444444444445,99.94111111111111,100,100,68.3,79.83333333333333,72.66222222222223,65.4888888888889,45.1,45.1,0,73.51777777777778,81.73444444444445,89.95222222222222,95.10444444444444,99.62666666666667
250,Aruba,83.42888888888889,88.63333333333334,86.7611111111111,92.35666666666667,97.95,99.99,99.95,58.58555555555556,100,100,100,51.80111111111111,51.80111111111111,NaN,79.53444444444445,45.69111111111111,11.845555555555555,97.28555555555556,100
35,Ile Europa,82.94,NaN,81.40555555555555,87.09555555555555,92.79,92.79,NaN,93.78,NaN,NaN,NaN,63.39333333333333,63.39333333333333,NaN,52.73111111111111,76.36666666666667,100,93.77,NaN
107,Clipperton Island,82.67111111111112,NaN,72.54222222222222,86.22222222222223,99.90444444444444,100,NaN,86.0988888888889,NaN,NaN,NaN,96.38888888888889,96.38888888888889,NaN,69.38666666666667,53.224444444444444,37.06666666666667,74.08333333333333,NaN
